Neuron and StructuralCell SubClassOf Erythrocyte,  False.
Can PhotosyntheticCell be considered a subcategory of 'Cell that is also CellByClass that is also CellByOrganism that is also PlantCell'?,  True.
Can PhotosyntheticCell be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can PhotosyntheticCell be considered a subcategory of 'StructuralCell'?,  False.
Can PhotosyntheticCell be considered a subcategory of 'Neuron'?,  False.
Can PhotosyntheticCell be considered a subcategory of 'ChondroCyte'?,  False.
Can CirculatingCell that is also Neuron be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can Erythrocyte that is also Miocyte be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can LeafCell that is also MioBlast be considered a subcategory of 'Miocyte'?,  False.
Can ElectricallyActiveCell that is also MatureCell be considered a subcategory of 'InMatureCell'?,  False.
Can ChondroBlast that is also MatureCell be considered a subcategory of 'PlantCell'?,  False.
Can AnimalCell that is also PhotoreceptorCell be considered a subcategory of 'Miocyte'?,  False.
Can ChondroCyte that is also Erythrocyte be considered a subcategory of 'Miocyte'?,  False.
Can CellByDevelopmentStage that is also ElectricallyActiveCell be considered a subcategory of 'Miocyte'?,  True.
Can CellByDevelopmentStage that is also ElectricallyActiveCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can CellByDevelopmentStage that is also ElectricallyActiveCell be considered a subcategory of 'LeafCell'?,  False.
Can CellByDevelopmentStage that is also ElectricallyActiveCell be considered a subcategory of 'Erythrocyte'?,  False.
Can CellByDevelopmentStage that is also ElectricallyActiveCell be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can CellByDevelopmentStage that is also ElectricallyActiveCell be considered a subcategory of 'CirculatingCell'?,  False.
Can CellByDevelopmentStage that is also ElectricallyActiveCell be considered a subcategory of 'PlantCell'?,  False.
Can CellByDevelopmentStage that is also ElectricallyActiveCell be considered a subcategory of 'CellByClass'?,  True.
Can CellByDevelopmentStage be considered a subcategory of 'CellByClass'?,  False.
Can ElectricallyActiveCell be considered a subcategory of 'CellByClass'?,  True,
Can ElectricallyActiveCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can ElectricallyActiveCell be considered a subcategory of 'Erythrocyte'?,  False.
Can ElectricallyActiveCell be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can ElectricallyActiveCell be considered a subcategory of 'CirculatingCell'?,  False.
Can ElectricallyActiveCell be considered a subcategory of 'PlantCell'?,  False.
Can ElectricallyActiveCell be considered a subcategory of 'MatureCell'?,  It is
Can ElectricallyActiveCell be considered a subcategory of 'AnimalCell'?,  False.
Can ElectricallyActiveCell be considered a subcategory of 'Cell'?,  True,
Can ElectricallyActiveCell be considered a subcategory of 'Cell that is also CellByClass'?,  True,
Can ElectricallyActiveCell be considered a subcategory of 'Miocyte'?,  False.
Can ElectricallyActiveCell be considered a subcategory of 'InMatureCell'?,  False.
Can ElectricallyActiveCell be considered a subcategory of 'Osteocyte'?,  False.
Can ElectricallyActiveCell be considered a subcategory of 'ChondroBlast'?,  False.
Can ElectricallyActiveCell be considered a subcategory of 'MioBlast'?,  False.
Can ElectricallyActiveCell be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can ElectricallyActiveCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can ElectricallyActiveCell be considered a subcategory of 'CellByOrganism'?,  False.
Can ElectricallyActiveCell be considered a subcategory of 'StructuralCell'?, False.
Can ElectricallyActiveCell be considered a subcategory of 'Neuron'?,  False.
Can ElectricallyActiveCell be considered a subcategory of 'ChondroCyte'?,  False.
Can CellByOrganism that is also ElectricallyActiveCell be considered a subcategory of 'PlantCell'?,  False.
Can CellByOrganism that is also MatureCell be considered a subcategory of 'ChondroCyte'?,  False.
Can ChondroBlast that is also Osteocyte be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can CirculatingCell that is also LeafCell be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can ChondroBlast that is also MatureCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can ChondroCyte that is also PhotosyntheticCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can Erythrocyte that is also Osteocyte be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can MioBlast that is also Neuron be considered a subcategory of 'LeafCell'?,  False.
Can Miocyte that is also Osteocyte be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can ElectricallyActiveCell that is also Miocyte be considered a subcategory of 'LeafCell'?,  False.
Can MatureCell that is also StructuralCell be considered a subcategory of 'LeafCell'?,  False.
Can InMatureCell that is also StructuralCell be considered a subcategory of 'LeafCell'?,  False.
Can InMatureCell that is also Neuron be considered a subcategory of 'Erythrocyte'?,  False.
Can MatureCell that is also MioBlast be considered a subcategory of 'ChondroBlast'?,  False.
Can CellByOrganism that is also ChondroBlast be considered a subcategory of 'MatureCell'?,  False.
Can CirculatingCell that is also Miocyte be considered a subcategory of 'CellByClass'?,  True.
Can CirculatingCell that is also Miocyte be considered a subcategory of 'SclerenchymaCell'?,  False.
Can CirculatingCell that is also Miocyte be considered a subcategory of 'LeafCell'?,  False.
Can CirculatingCell that is also Miocyte be considered a subcategory of 'Erythrocyte'?,  False.
Can CirculatingCell that is also Miocyte be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can CirculatingCell that is also Miocyte be considered a subcategory of 'PlantCell'?,  False.
Can Miocyte be considered a subcategory of 'CellByClass'?,  True,
Can Miocyte be considered a subcategory of 'SclerenchymaCell'?,  False.
Can Miocyte be considered a subcategory of 'LeafCell'?,  False.
Can Miocyte be considered a subcategory of 'Erythrocyte'?,  False.
Can Miocyte be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can Miocyte be considered a subcategory of 'CirculatingCell'?,  False.
Can Miocyte be considered a subcategory of 'PlantCell'?,  False.
Can Miocyte be considered a subcategory of 'MatureCell'?,  True.
Can Miocyte be considered a subcategory of 'CellByClass that is also MatureCell'?,  True.
Can Miocyte be considered a subcategory of 'AnimalCell'?,  True.
Can Miocyte be considered a subcategory of 'AnimalCell that is also CellByClass that is also MatureCell'?,  True,
Can Miocyte be considered a subcategory of 'Cell'?,  True,
Can Miocyte be considered a subcategory of 'AnimalCell that is also Cell that is also CellByClass that is also MatureCell'?,  True.
Can Miocyte be considered a subcategory of 'InMatureCell'?,  False.
Can Miocyte be considered a subcategory of 'Osteocyte'?,  False.
Can Miocyte be considered a subcategory of 'ChondroBlast'?,  False.
Can Miocyte be considered a subcategory of 'MioBlast'?,  False.
Can Miocyte be considered a subcategory of 'CellByDevelopmentStage'?,  True.
Can Miocyte be considered a subcategory of 'AnimalCell that is also Cell that is also CellByClass that is also CellByDevelopmentStage that is also MatureCell'?,  True.
Can Miocyte be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can Miocyte be considered a subcategory of 'CellByOrganism'?,  True.
Can Miocyte be considered a subcategory of 'AnimalCell that is also Cell that is also CellByClass that is also CellByDevelopmentStage that is also CellByOrganism that is also MatureCell'?,  True,
Can Miocyte be considered a subcategory of 'ElectricallyActiveCell'?,  True.
Can Miocyte be considered a subcategory of 'AnimalCell that is also Cell that is also CellByClass that is also CellByDevelopmentStage that is also CellByOrganism that is also ElectricallyActiveCell that is also MatureCell'?,  True.
Can Miocyte be considered a subcategory of 'StructuralCell'?,  True.
Can Miocyte be considered a subcategory of 'AnimalCell that is also Cell that is also CellByClass that is also CellByDevelopmentStage that is also CellByOrganism that is also ElectricallyActiveCell that is also MatureCell that is also StructuralCell'?,  True.
Can Miocyte be considered a subcategory of 'Neuron'?,  False.
Can Miocyte be considered a subcategory of 'ChondroCyte'?,  False.
Can ElectricallyActiveCell that is also SclerenchymaCell be considered a subcategory of 'ChondroBlast'?,  False.
Can CellByClass that is also ElectricallyActiveCell be considered a subcategory of 'ChondroBlast'?,  False.
Can ChondroBlast that is also CirculatingCell be considered a subcategory of 'CellByDevelopmentStage'?,  True.
Can ChondroBlast that is also CirculatingCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can ChondroBlast that is also CirculatingCell be considered a subcategory of 'LeafCell'?,  False.
Can ChondroBlast that is also CirculatingCell be considered a subcategory of 'Erythrocyte'?,  False.
Can ChondroBlast that is also CirculatingCell be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can ChondroBlast that is also CirculatingCell be considered a subcategory of 'PlantCell'?,  False.
Can ChondroBlast that is also CirculatingCell be considered a subcategory of 'CellByClass'?,  True.
Can CirculatingCell be considered a subcategory of 'CellByClass'?,  True.
Can CirculatingCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can CirculatingCell be considered a subcategory of 'LeafCell'?,  False.
Can CirculatingCell be considered a subcategory of 'Erythrocyte'?,  False.
Can CirculatingCell be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can CirculatingCell be considered a subcategory of 'PlantCell'?,  False.
Can CirculatingCell be considered a subcategory of 'MatureCell'?,  False.
Can CirculatingCell be considered a subcategory of 'AnimalCell'?,  False.
Can CirculatingCell be considered a subcategory of 'Cell'?,  True,
Can CirculatingCell be considered a subcategory of 'Cell that is also CellByClass'?,  True.
Can CirculatingCell be considered a subcategory of 'Miocyte'?,  False.
Can CirculatingCell be considered a subcategory of 'InMatureCell'?,  False.
Can CirculatingCell be considered a subcategory of 'Osteocyte'?,  False.
Can CirculatingCell be considered a subcategory of 'ChondroBlast'?,  False.
Can CirculatingCell be considered a subcategory of 'MioBlast'?,  False.
Can CirculatingCell be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can CirculatingCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can CirculatingCell be considered a subcategory of 'CellByOrganism'?,  False.
Can CirculatingCell be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can CirculatingCell be considered a subcategory of 'StructuralCell'?,  False.
Can CirculatingCell be considered a subcategory of 'Neuron'?,  False.
Can CirculatingCell be considered a subcategory of 'ChondroCyte'?,  False.
Can AnimalCell that is also CellByDevelopmentStage be considered a subcategory of 'MioBlast'?,  False.
Can AnimalCell that is also StructuralCell be considered a subcategory of 'ChondroCyte'?,  False.
Can Erythrocyte be considered a subcategory of 'MioBlast'?,  False.
Can CellByOrganism that is also InMatureCell be considered a subcategory of 'ChondroCyte'?,  False.
Can AnimalCell that is also PhotosyntheticCell be considered a subcategory of 'MioBlast'?,  False.
Can ElectricallyActiveCell that is also PlantCell be considered a subcategory of 'MioBlast'?,  False.
Can Cell that is also MatureCell be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can ChondroBlast that is also InMatureCell be considered a subcategory of 'CellByOrganism'?,  False.
Can InMatureCell that is also Osteocyte be considered a subcategory of 'Miocyte'?,  False.
Can Neuron that is also PhotoreceptorCell be considered a subcategory of 'Miocyte'?,  False.
Can Cell that is also CirculatingCell be considered a subcategory of 'CellByOrganism'?,  True.
Can Cell that is also CirculatingCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can Cell that is also CirculatingCell be considered a subcategory of 'LeafCell'?,  False.
Can Cell that is also CirculatingCell be considered a subcategory of 'Erythrocyte'?,  False.
Can Cell that is also CirculatingCell be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can Cell that is also CirculatingCell be considered a subcategory of 'PlantCell'?,  False.
Can Cell that is also CirculatingCell be considered a subcategory of 'MatureCell'?,  True.
Can Cell be considered a subcategory of 'MatureCell'?,  False.
Can Cell that is also Neuron be considered a subcategory of 'StructuralCell'?,  False.
Can CellByClass that is also CellByDevelopmentStage be considered a subcategory of 'Osteocyte'?,  False.
Can CellByDevelopmentStage that is also CellByOrganism be considered a subcategory of 'AnimalCell'?,  False.
Can Cell that is also InMatureCell be considered a subcategory of 'Erythrocyte'?,  False.
Can Cell that is also LeafCell be considered a subcategory of 'Osteocyte'?,  False.
Can Cell that is also SclerenchymaCell be considered a subcategory of 'AnimalCell'?,  False.
Can LeafCell that is also PhotosyntheticCell be considered a subcategory of 'AnimalCell'?,  False.
Can AnimalCell that is also ChondroCyte be considered a subcategory of 'Erythrocyte'?,  False.
Can Erythrocyte that is also InMatureCell be considered a subcategory of 'Neuron'?,  False.
Can CellByClass that is also Osteocyte be considered a subcategory of 'Neuron'?,  False.
Can Cell that is also SclerenchymaCell be considered a subcategory of 'Neuron'?,  False.
Can InMatureCell that is also MioBlast be considered a subcategory of 'Neuron'?,  False.
Can CirculatingCell that is also InMatureCell be considered a subcategory of 'StructuralCell'?,  False.
Can CellByClass that is also Erythrocyte be considered a subcategory of 'Cell'?,  True.
Can CellByClass that is also Erythrocyte be considered a subcategory of 'SclerenchymaCell'?,  False.
Can CellByClass that is also Erythrocyte be considered a subcategory of 'LeafCell'?,  False.
Can CellByClass that is also Erythrocyte be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can CellByClass that is also Erythrocyte be considered a subcategory of 'CirculatingCell'?,  True.
Can Erythrocyte be considered a subcategory of 'CirculatingCell'?,  True,
Can Erythrocyte be considered a subcategory of 'SclerenchymaCell'?,  False.
Can Erythrocyte be considered a subcategory of 'LeafCell'?,  False.
Can Erythrocyte be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can Erythrocyte be considered a subcategory of 'PlantCell'?,  False.
Can Erythrocyte be considered a subcategory of 'CellByClass'?,  True,
Can Erythrocyte be considered a subcategory of 'CellByClass that is also CirculatingCell'?,  True,
Can Erythrocyte be considered a subcategory of 'MatureCell'?,  True,
Can Erythrocyte be considered a subcategory of 'CellByClass that is also CirculatingCell that is also MatureCell'?,  True,
Can Erythrocyte be considered a subcategory of 'AnimalCell'?,  True.
Can Erythrocyte be considered a subcategory of 'AnimalCell that is also CellByClass that is also CirculatingCell that is also MatureCell'?,  True,
Can Erythrocyte be considered a subcategory of 'Cell'?,  True,
Can Erythrocyte be considered a subcategory of 'AnimalCell that is also Cell that is also CellByClass that is also CirculatingCell that is also MatureCell'?,  True,
Can Erythrocyte be considered a subcategory of 'Miocyte'?,  False.
Can Erythrocyte be considered a subcategory of 'InMatureCell'?,  False.
Can Erythrocyte be considered a subcategory of 'Osteocyte'?,  False.
Can Erythrocyte be considered a subcategory of 'ChondroBlast'?,  False.
Can Erythrocyte be considered a subcategory of 'CellByDevelopmentStage'?,  True.
Can Erythrocyte be considered a subcategory of 'AnimalCell that is also Cell that is also CellByClass that is also CellByDevelopmentStage that is also CirculatingCell that is also MatureCell'?,  True,
Can Erythrocyte be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can Erythrocyte be considered a subcategory of 'CellByOrganism'?,  True.
Can Erythrocyte be considered a subcategory of 'AnimalCell that is also Cell that is also CellByClass that is also CellByDevelopmentStage that is also CellByOrganism that is also CirculatingCell that is also MatureCell'?,  True.
Can Erythrocyte be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can Erythrocyte be considered a subcategory of 'StructuralCell'?,  True,
Can Erythrocyte be considered a subcategory of 'AnimalCell that is also Cell that is also CellByClass that is also CellByDevelopmentStage that is also CellByOrganism that is also CirculatingCell that is also MatureCell that is also StructuralCell'?,  True.
Can Erythrocyte be considered a subcategory of 'Neuron'?,  False.
Can Erythrocyte be considered a subcategory of 'ChondroCyte'?,  False.
Can CellByClass that is also MioBlast be considered a subcategory of 'Cell'?,  True.
Can CellByClass that is also MioBlast be considered a subcategory of 'SclerenchymaCell'?,  False.
Can CellByClass that is also MioBlast be considered a subcategory of 'LeafCell'?,  False.
Can CellByClass that is also MioBlast be considered a subcategory of 'Erythrocyte'?,  False.
Can CellByClass that is also MioBlast be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can CellByClass that is also MioBlast be considered a subcategory of 'CirculatingCell'?,  True.
Can CellByClass be considered a subcategory of 'CirculatingCell'?,  False.
Can ElectricallyActiveCell that is also PhotoreceptorCell be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can ChondroBlast that is also PhotoreceptorCell be considered a subcategory of 'InMatureCell'?,  False.
Can AnimalCell that is also MioBlast be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can CellByDevelopmentStage that is also MatureCell be considered a subcategory of 'Miocyte'?,  False.
Can CellByClass that is also CellByOrganism be considered a subcategory of 'Miocyte'?,  False.
Can ElectricallyActiveCell that is also MioBlast be considered a subcategory of 'StructuralCell'?,  False.
Can Cell that is also ChondroCyte be considered a subcategory of 'Miocyte'?,  False.
Can ChondroBlast that is also StructuralCell be considered a subcategory of 'Miocyte'?,  False.
Can LeafCell that is also Neuron be considered a subcategory of 'ChondroCyte'?,  False.
Can LeafCell that is also SclerenchymaCell be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can MatureCell that is also Osteocyte be considered a subcategory of 'ElectricallyActiveCell'?,  True.
Can MatureCell that is also Osteocyte be considered a subcategory of 'Erythrocyte'?,  False.
Can MatureCell that is also Osteocyte be considered a subcategory of 'Miocyte'?,  False.
Can MatureCell that is also Osteocyte be considered a subcategory of 'ChondroBlast'?,  False.
Can MatureCell that is also Osteocyte be considered a subcategory of 'MioBlast'?,  False.
Can MatureCell that is also Osteocyte be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can ChondroCyte that is also StructuralCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can CellByDevelopmentStage that is also InMatureCell be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can CellByDevelopmentStage that is also ChondroBlast be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can Cell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can CellByClass that is also InMatureCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can MioBlast that is also SclerenchymaCell be considered a subcategory of 'Erythrocyte'?,  False.
Can Osteocyte that is also SclerenchymaCell be considered a subcategory of 'Erythrocyte'?,  False.
Can MatureCell that is also SclerenchymaCell be considered a subcategory of 'ChondroBlast'?,  False.
Can Cell that is also Miocyte be considered a subcategory of 'ChondroBlast'?,  False.
Can CellByOrganism that is also Neuron be considered a subcategory of 'ChondroBlast'?,  False.
Can AnimalCell that is also InMatureCell be considered a subcategory of 'CellByDevelopmentStage'?,  True.
Can AnimalCell that is also InMatureCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can AnimalCell that is also InMatureCell be considered a subcategory of 'LeafCell'?,  False.
Can AnimalCell that is also InMatureCell be considered a subcategory of 'Erythrocyte'?,  False.
Can AnimalCell that is also InMatureCell be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can AnimalCell that is also InMatureCell be considered a subcategory of 'CirculatingCell'?,  False.
Can AnimalCell that is also InMatureCell be considered a subcategory of 'PlantCell'?,  False.
Can AnimalCell that is also InMatureCell be considered a subcategory of 'MatureCell'?,  False.
Can AnimalCell that is also InMatureCell be considered a subcategory of 'Miocyte'?,  False.
Can AnimalCell that is also InMatureCell be considered a subcategory of 'Osteocyte'?,  False.
Can AnimalCell that is also InMatureCell be considered a subcategory of 'ChondroBlast'?,  False.
Can AnimalCell that is also InMatureCell be considered a subcategory of 'MioBlast'?,  False.
Can InMatureCell be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can CellByClass be considered a subcategory of 'MioBlast'?,  False.
Can CellByClass that is also Miocyte be considered a subcategory of 'MioBlast'?,  False.
Can Cell that is also PhotoreceptorCell be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can CirculatingCell that is also SclerenchymaCell be considered a subcategory of 'MioBlast'?,  False.
Can Neuron that is also SclerenchymaCell be considered a subcategory of 'ChondroCyte'?,  False.
Can CellByDevelopmentStage that is also Erythrocyte be considered a subcategory of 'ChondroCyte'?,  False.
Can CirculatingCell that is also Erythrocyte be considered a subcategory of 'Neuron'?,  False.
Can CirculatingCell that is also MioBlast be considered a subcategory of 'InMatureCell'?,  True.
Can CirculatingCell that is also MioBlast be considered a subcategory of 'SclerenchymaCell'?,  False.
Can CirculatingCell that is also MioBlast be considered a subcategory of 'LeafCell'?,  False.
Can CirculatingCell that is also MioBlast be considered a subcategory of 'Erythrocyte'?,  False.
Can CirculatingCell that is also MioBlast be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can CirculatingCell that is also MioBlast be considered a subcategory of 'PlantCell'?,  False.
Can CirculatingCell that is also MioBlast be considered a subcategory of 'AnimalCell'?,  True.
Can MioBlast be considered a subcategory of 'AnimalCell'?,  False.
Can MatureCell that is also MioBlast be considered a subcategory of 'Miocyte'?,  False.
Can InMatureCell that is also MioBlast be considered a subcategory of 'CellByOrganism'?,  True.
Can InMatureCell that is also MioBlast be considered a subcategory of 'SclerenchymaCell'?,  False.
Can InMatureCell that is also MioBlast be considered a subcategory of 'LeafCell'?,  False.
Can InMatureCell that is also MioBlast be considered a subcategory of 'Erythrocyte'?,  False.
Can InMatureCell that is also MioBlast be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can InMatureCell that is also MioBlast be considered a subcategory of 'CirculatingCell'?,  True.
Can InMatureCell be considered a subcategory of 'CirculatingCell'?,  False.
Can MatureCell that is also Neuron be considered a subcategory of 'PlantCell'?,  False.
Can ChondroBlast that is also ElectricallyActiveCell be considered a subcategory of 'Miocyte'?,  False.
Can ElectricallyActiveCell that is also LeafCell be considered a subcategory of 'Miocyte'?,  False.
Can ChondroBlast that is also PhotoreceptorCell be considered a subcategory of 'Miocyte'?,  False.
Can AnimalCell that is also CellByClass be considered a subcategory of 'Osteocyte'?,  False.
Can PhotosyntheticCell that is also PlantCell be considered a subcategory of 'Osteocyte'?,  False.
Can CellByOrganism that is also StructuralCell be considered a subcategory of 'Osteocyte'?,  False.
Can CellByDevelopmentStage that is also PlantCell be considered a subcategory of 'Erythrocyte'?,  False.
Can ChondroBlast that is also InMatureCell be considered a subcategory of 'AnimalCell'?,  True,
Can ChondroBlast that is also InMatureCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can ChondroBlast that is also InMatureCell be considered a subcategory of 'LeafCell'?,  False.
Can ChondroBlast that is also InMatureCell be considered a subcategory of 'Erythrocyte'?,  False.
Can ChondroBlast that is also InMatureCell be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can ChondroBlast that is also InMatureCell be considered a subcategory of 'CirculatingCell'?,  False.
Can ChondroBlast that is also InMatureCell be considered a subcategory of 'PlantCell'?,  False.
Can ChondroBlast that is also InMatureCell be considered a subcategory of 'CellByClass'?,  False.
Can ChondroBlast that is also InMatureCell be considered a subcategory of 'MatureCell'?,  False.
Can InMatureCell be considered a subcategory of 'AnimalCell'?,  False.
Can ChondroBlast be considered a subcategory of 'AnimalCell'?,  False.
Can ElectricallyActiveCell that is also MatureCell be considered a subcategory of 'AnimalCell'?,  False.
Can Cell that is also MatureCell be considered a subcategory of 'Neuron'?,  False.
Can ChondroBlast that is also ElectricallyActiveCell be considered a subcategory of 'Neuron'?,  False.
Can CellByOrganism that is also ElectricallyActiveCell be considered a subcategory of 'Neuron'?,  True.
Can CellByOrganism that is also ElectricallyActiveCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can CellByOrganism that is also ElectricallyActiveCell be considered a subcategory of 'LeafCell'?,  False.
Can CellByOrganism that is also ElectricallyActiveCell be considered a subcategory of 'Erythrocyte'?,  False.
Can CellByOrganism that is also ElectricallyActiveCell be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can CellByOrganism that is also ElectricallyActiveCell be considered a subcategory of 'CirculatingCell'?,  False.
Can CellByOrganism that is also ElectricallyActiveCell be considered a subcategory of 'MatureCell'?,  True.
Can CellByOrganism be considered a subcategory of 'MatureCell'?,  False.
Can Cell that is also InMatureCell be considered a subcategory of 'ChondroBlast'?,  False.
Can ChondroCyte that is also PlantCell be considered a subcategory of 'ChondroBlast'?,  False.
Can CellByDevelopmentStage that is also CirculatingCell be considered a subcategory of 'ChondroBlast'?,  False.
Can CellByDevelopmentStage that is also Neuron be considered a subcategory of 'MioBlast'?,  False.
Can LeafCell that is also MatureCell be considered a subcategory of 'MioBlast'?,  False.
Can LeafCell that is also PlantCell be considered a subcategory of 'ChondroCyte'?,  False.
Can CellByClass that is also CellByOrganism be considered a subcategory of 'CirculatingCell'?,  False.
Can MioBlast that is also Neuron be considered a subcategory of 'Cell'?,  True.
Can MioBlast that is also Neuron be considered a subcategory of 'SclerenchymaCell'?,  False.
Can MioBlast that is also Neuron be considered a subcategory of 'Erythrocyte'?,  False.
Can MioBlast that is also Neuron be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can MioBlast that is also Neuron be considered a subcategory of 'CirculatingCell'?,  False.
Can MioBlast that is also Neuron be considered a subcategory of 'PlantCell'?,  False.
Can MioBlast that is also Neuron be considered a subcategory of 'CellByClass'?,  False.
Can MioBlast that is also Neuron be considered a subcategory of 'MatureCell'?,  False.
Can MioBlast that is also Neuron be considered a subcategory of 'AnimalCell'?,  False.
Can MioBlast be considered a subcategory of 'Cell'?,  False.
Can Neuron be considered a subcategory of 'Cell'?,  True,
Can Neuron be considered a subcategory of 'SclerenchymaCell'?,  False.
Can Neuron be considered a subcategory of 'LeafCell'?,  False.
Can Neuron be considered a subcategory of 'Erythrocyte'?,  False.
Can Neuron be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can Neuron be considered a subcategory of 'CirculatingCell'?,  False.
Can Neuron be considered a subcategory of 'PlantCell'?,  False.
Can Neuron be considered a subcategory of 'CellByClass'?,  True,
Can Neuron be considered a subcategory of 'Cell that is also CellByClass'?,  True.
Can Neuron be considered a subcategory of 'MatureCell'?,  False.
Can Neuron be considered a subcategory of 'AnimalCell'?,  False.
Can Neuron be considered a subcategory of 'Miocyte'?,  False.
Can Neuron be considered a subcategory of 'InMatureCell'?,  False.
Can Neuron be considered a subcategory of 'Osteocyte'?,  False.
Can Neuron be considered a subcategory of 'ChondroBlast'?,  False.
Can Neuron be considered a subcategory of 'MioBlast'?,  False.
Can Neuron be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can Neuron be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can Neuron be considered a subcategory of 'CellByOrganism'?,  True.
Can Neuron be considered a subcategory of 'Cell that is also CellByClass that is also CellByOrganism'?,  True.
Can Neuron be considered a subcategory of 'ElectricallyActiveCell'?,  True.
Can Neuron be considered a subcategory of 'Cell that is also CellByClass that is also CellByOrganism that is also ElectricallyActiveCell'?,  True.
Can Neuron be considered a subcategory of 'StructuralCell'?,  True.
Can Neuron be considered a subcategory of 'Cell that is also CellByClass that is also CellByOrganism that is also ElectricallyActiveCell that is also StructuralCell'?,  True.
Can Neuron be considered a subcategory of 'ChondroCyte'?,  False.
Can AnimalCell that is also CellByOrganism be considered a subcategory of 'MatureCell'?,  False.
Can ChondroBlast that is also PhotosyntheticCell be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can ChondroBlast that is also SclerenchymaCell be considered a subcategory of 'ChondroCyte'?,  False.
Can CirculatingCell that is also MatureCell be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can CellByClass that is also MioBlast be considered a subcategory of 'ChondroCyte'?,  False.
Can AnimalCell that is also ElectricallyActiveCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can MatureCell that is also PhotosyntheticCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can Erythrocyte that is also StructuralCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can CellByOrganism that is also ChondroBlast be considered a subcategory of 'Erythrocyte'?,  False.
Can CellByOrganism that is also CirculatingCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can InMatureCell that is also PlantCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can CirculatingCell that is also Neuron be considered a subcategory of 'ChondroBlast'?,  False.
Can Erythrocyte that is also MioBlast be considered a subcategory of 'ChondroBlast'?,  False.
Can AnimalCell that is also Cell be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can AnimalCell that is also PhotoreceptorCell be considered a subcategory of 'ChondroBlast'?,  False.
Can CellByOrganism be considered a subcategory of 'MioBlast'?,  False.
