Can Animal that is also Backbone be considered a subcategory of 'Carnivore'?, **False
Thing SubClassOf Animal, True
Mammal and Vertebrate SubClassOf Egg, FALSE
Bird and Vertebrate SubClassOf Wing, **False
lays some Wing SubClassOf Herbivore, FALSE
Cat and Wing SubClassOf Elephant, FALSE
Elephant and Water SubClassOf Meat, FALSE
Backbone and Bird SubClassOf Wing, TRUE
Backbone and Bird SubClassOf Egg, **False
Backbone and Bird SubClassOf Meat, FALSE
Backbone and Bird SubClassOf Water, FALSE
Backbone and Bird SubClassOf Plant, TRUE
Bird SubClassOf Plant, FALSE
Fish and Plant SubClassOf Water, FALSE
Egg and Mammal SubClassOf Cat, False
Fish and Wing SubClassOf Egg, False
Backbone and Leg SubClassOf Wing, False
Fish and Vertebrate SubClassOf Water, False
lays some Fish SubClassOf Fish, TRUE
lays some Fish SubClassOf Egg, FALSE
lays some Fish SubClassOf Meat, FALSE
lays some Fish SubClassOf Water, TRUE
Fish SubClassOf Water, TRUE
Fish SubClassOf Egg, False
Fish SubClassOf Meat, False
Fish SubClassOf Carnivore, TRUE
Fish SubClassOf Carnivore and Water, TRUE
Fish SubClassOf Animal, TRUE
Fish SubClassOf Animal and Carnivore and Water, TRUE
Fish SubClassOf Reptile, False
Fish SubClassOf Plant, False
Fish SubClassOf Vertebrate, TRUE
Fish SubClassOf Animal and Carnivore and Vertebrate and Water, TRUE
Fish SubClassOf Cat, False
Fish SubClassOf Mammal, FALSE
Fish SubClassOf Herbivore, False
Fish SubClassOf Leg, FALSE
Fish SubClassOf Elephant, False
Fish SubClassOf Bird, FALSE
Fish SubClassOf Backbone, TRUE
Fish SubClassOf Animal and Backbone and Carnivore and Vertebrate and Water, TRUE
Fish SubClassOf Wing, FALSE
Leg and Water SubClassOf Wing, False
Animal and Leg SubClassOf Cat, False
lays some Vertebrate SubClassOf Egg, TRUE
Vertebrate SubClassOf Egg, False
Animal and Backbone and Bird and Carnivore and Leg and Mammal and Plant and Reptile and Vertebrate and Thing SubClassOf Animal and Backbone and Bird and Carnivore and Leg and Mammal and Plant and Reptile and Vertebrate and Thing and (lays some (Animal and Backbone and Bird and Carnivore and Leg and Mammal and Plant and Reptile and Vertebrate and Thing)), True
Animal and Backbone and Bird and Carnivore and Leg and Mammal and Plant and Reptile and Vertebrate and Thing SubClassOf Egg, FALSE
Animal and Backbone and Bird and Carnivore and Leg and Mammal and Plant and Reptile and Vertebrate and Thing SubClassOf Meat, False
Animal and Backbone and Bird and Carnivore and Leg and Mammal and Plant and Reptile and Vertebrate and Thing SubClassOf Water, FALSE
Animal and Backbone and Bird and Carnivore and Leg and Mammal and Plant and Reptile and Vertebrate and Thing SubClassOf Cat, False
Animal and Backbone and Bird and Carnivore and Leg and Mammal and Plant and Reptile and Vertebrate and Thing SubClassOf Fish, FALSE
Animal and Backbone and Bird and Carnivore and Leg and Mammal and Plant and Reptile and Vertebrate and Thing SubClassOf Herbivore, FALSE
Animal and Backbone and Bird and Carnivore and Leg and Mammal and Plant and Reptile and Vertebrate and Thing SubClassOf Elephant, FALSE
Animal and Backbone and Bird and Carnivore and Leg and Mammal and Plant and Reptile and Vertebrate and Thing SubClassOf Wing, TRUE
Backbone and Bird and Carnivore and Leg and Mammal and Plant and Reptile and Vertebrate and Thing SubClassOf Wing, False
Animal and Bird and Carnivore and Leg and Mammal and Plant and Reptile and Vertebrate and Thing SubClassOf Wing, FALSE
Animal and Backbone and Carnivore and Leg and Mammal and Plant and Reptile and Vertebrate and Thing SubClassOf Wing, FALSE
Animal and Backbone and Bird and Leg and Mammal and Plant and Reptile and Vertebrate and Thing SubClassOf Wing, FALSE
Animal and Backbone and Bird and Carnivore and Mammal and Plant and Reptile and Vertebrate and Thing SubClassOf Wing, TRUE
Animal and Backbone and Bird and Carnivore and Plant and Reptile and Vertebrate and Thing SubClassOf Wing, FALSE
Animal and Backbone and Bird and Carnivore and Mammal and Reptile and Vertebrate and Thing SubClassOf Wing, FALSE
Animal and Backbone and Bird and Carnivore and Mammal and Plant and Vertebrate and Thing SubClassOf Wing, FALSE
Animal and Backbone and Bird and Carnivore and Mammal and Plant and Reptile and Thing SubClassOf Wing, FALSE
lives_in some Plant SubClassOf Cat, FALSE
Plant and Reptile SubClassOf Elephant, False
Fish SubClassOf has_part some Vertebrate, False
Vertebrate and Wing SubClassOf Egg, FALSE
Wing SubClassOf lays some Herbivore, FALSE
Water SubClassOf has_part some Animal, FALSE
Bird and Water SubClassOf Meat, FALSE
Egg SubClassOf has_part some Vertebrate, False
Carnivore SubClassOf lays some Plant, False
Backbone and Bird SubClassOf Herbivore, FALSE
Wing SubClassOf lays some Wing, FALSE
Plant and Water SubClassOf Cat, False
Cat SubClassOf eats some Egg, FALSE
Leg and Wing SubClassOf Egg, False
lays some Cat SubClassOf Elephant, False
Plant and Vertebrate SubClassOf Fish, False
eats some Fish SubClassOf Meat, False
Animal and Egg SubClassOf Elephant, False
Water and Wing SubClassOf Meat, False
Bird and Plant SubClassOf Fish, FALSE
Elephant and Plant SubClassOf Water, FALSE
Elephant and Fish SubClassOf Meat, FALSE
Egg and Fish SubClassOf Elephant, **FALSE
Cat and Herbivore SubClassOf Fish, **FALSE
has_part some Vertebrate SubClassOf Elephant, False
Carnivore and Leg SubClassOf Meat, True
Carnivore SubClassOf Meat, TRUE
Carnivore SubClassOf Egg, FALSE
Carnivore SubClassOf Water, False
Carnivore SubClassOf Animal, TRUE
Carnivore SubClassOf Animal and Meat, TRUE
Carnivore SubClassOf Reptile, TRUE
Carnivore SubClassOf Animal and Meat and Reptile, True
Carnivore SubClassOf Plant, False
Carnivore SubClassOf Vertebrate, TRUE
Carnivore SubClassOf Animal and Meat and Reptile and Vertebrate, TRUE
Carnivore SubClassOf Cat, TRUE
Carnivore SubClassOf Animal and Cat and Meat and Reptile and Vertebrate, TRUE
Carnivore SubClassOf Fish, FALSE
Carnivore SubClassOf Mammal, TRUE
Carnivore SubClassOf Animal and Cat and Mammal and Meat and Reptile and Vertebrate, FALSE
Carnivore SubClassOf Herbivore, FALSE
Carnivore SubClassOf Leg, TRUE
Carnivore SubClassOf Animal and Cat and Leg and Meat and Reptile and Vertebrate, FALSE
Carnivore SubClassOf Elephant, FALSE
Carnivore SubClassOf Bird, FALSE
Carnivore SubClassOf Backbone, TRUE
Carnivore SubClassOf Animal and Backbone and Cat and Meat and Reptile and Vertebrate, TRUE
Carnivore SubClassOf Wing, False
Carnivore SubClassOf Animal and Backbone and Cat and Mammal and Meat and Reptile and Vertebrate, False
Carnivore SubClassOf Animal and Backbone and Cat and Leg and Meat and Reptile and Vertebrate, TRUE
Cat SubClassOf lives_in some Bird, **FALSE
Backbone and Elephant SubClassOf Egg, FALSE
Leg SubClassOf lays some Reptile, TRUE
Leg SubClassOf Water, TRUE
Leg SubClassOf Meat, False
Leg SubClassOf Carnivore, FALSE
Leg SubClassOf Animal, TRUE
Leg SubClassOf Animal and Water, False
Leg SubClassOf Reptile, TRUE
Leg SubClassOf Reptile and Water, FALSE
Leg SubClassOf Plant, True
Leg SubClassOf Plant and Water, FALSE
Leg SubClassOf Vertebrate, FALSE
Leg SubClassOf Cat, False
Leg SubClassOf Fish, False
Leg SubClassOf Mammal, False
Leg SubClassOf Herbivore, False
Leg SubClassOf Elephant, TRUE
Leg SubClassOf Elephant and Water, FALSE
Leg SubClassOf Bird, TRUE
Leg SubClassOf Bird and Water, False
Leg SubClassOf Backbone, True
Leg SubClassOf Backbone and Water, TRUE
Leg SubClassOf Wing, False
Leg SubClassOf Animal and Backbone and Water, TRUE
Leg SubClassOf Animal and Backbone and Reptile and Water, FALSE
Leg SubClassOf Animal and Backbone and Plant and Water, FALSE
Leg SubClassOf Animal and Backbone and Elephant and Water, FALSE
Leg SubClassOf Animal and Backbone and Bird and Water, FALSE
Bird and Mammal SubClassOf Fish, FALSE
Meat and Plant SubClassOf Elephant, **False
Vertebrate SubClassOf lays some Leg, TRUE
Vertebrate SubClassOf Fish, FALSE
Vertebrate SubClassOf Elephant, False
Egg SubClassOf lays some Leg, FALSE
Meat SubClassOf lays some Leg, FALSE
Carnivore SubClassOf lays some Leg, False
Water SubClassOf lays some Leg, FALSE
Animal SubClassOf lays some Leg, TRUE
Thing and (lays some Leg) SubClassOf Thing and (lays some Leg), TRUE
Animal SubClassOf Reptile and Thing and (lays some Leg), TRUE
Animal SubClassOf Reptile and Vertebrate and Thing and (lays some Leg), TRUE
Animal SubClassOf Mammal and Reptile and Vertebrate and Thing and (lays some Leg), True
Animal SubClassOf Leg and Mammal and Reptile and Vertebrate and Thing and (lays some Leg), TRUE
Animal SubClassOf Elephant and Leg and Mammal and Reptile and Vertebrate and Thing and (lays some Leg), False
Animal SubClassOf Bird and Leg and Mammal and Reptile and Vertebrate and Thing and (lays some Leg), False
Animal SubClassOf Backbone and Leg and Mammal and Reptile and Vertebrate and Thing and (lays some Leg), True
Animal SubClassOf Animal, TRUE
Animal SubClassOf Backbone and Leg and Mammal and Reptile and Vertebrate and Thing and (lays some (Animal and Leg)), TRUE
Animal SubClassOf Backbone and Leg and Mammal and Reptile and Vertebrate and Thing and (lays some (Animal and Leg and Reptile)), True
Animal SubClassOf Backbone and Leg and Mammal and Reptile and Vertebrate and Thing and (lays some (Animal and Leg and Reptile and Vertebrate)), False
Animal SubClassOf Backbone and Leg and Mammal and Reptile and Vertebrate and Thing and (lays some (Animal and Leg and Mammal and Reptile)), FALSE
Animal SubClassOf Backbone and Leg and Mammal and Reptile and Vertebrate and Thing and (lays some (Animal and Elephant and Leg and Reptile)), True
Animal SubClassOf Backbone and Leg and Mammal and Reptile and Vertebrate and Thing and (lays some (Animal and Bird and Elephant and Leg and Reptile)), True
Animal SubClassOf Backbone and Leg and Mammal and Reptile and Vertebrate and Thing and (lays some (Animal and Backbone and Bird and Elephant and Leg and Reptile)), True
Backbone and Leg and Mammal and Meat and Reptile and Vertebrate and Thing and (lays some (Animal and Backbone and Bird and Elephant and Leg and Reptile)) SubClassOf Backbone and Leg and Mammal and Meat and Reptile and Vertebrate and Thing and (lays some (Animal and Backbone and Bird and Elephant and Leg and Reptile)), True
Egg SubClassOf Animal and Backbone and Bird and Elephant and Leg and Reptile, False
Meat SubClassOf Animal and Backbone and Bird and Elephant and Leg and Reptile, FALSE
Carnivore SubClassOf Animal and Backbone and Bird and Elephant and Leg and Reptile, FALSE
Water SubClassOf Animal and Backbone and Bird and Elephant and Leg and Reptile, FALSE
Animal SubClassOf Animal and Backbone and Bird and Elephant and Leg and Reptile, TRUE
Herbivore SubClassOf lays some Mammal, True
Herbivore SubClassOf Egg, False
Herbivore SubClassOf Fish, FALSE
Egg SubClassOf lays some Mammal, FALSE
Meat SubClassOf lays some Mammal, TRUE
Thing and (lays some Mammal) SubClassOf Thing and (lays some Mammal), TRUE
Meat SubClassOf Carnivore, True
Meat SubClassOf Carnivore and Thing and (lays some Mammal), TRUE
Meat SubClassOf Animal, TRUE
Meat SubClassOf Animal and Carnivore and Thing and (lays some Mammal), TRUE
Meat SubClassOf Reptile, FALSE
Meat SubClassOf Plant, **False
Meat SubClassOf Vertebrate, **FALSE
Meat SubClassOf Cat, FALSE
Meat SubClassOf Fish, False
Meat SubClassOf Mammal, **True
Meat SubClassOf Leg, False
Meat SubClassOf Bird, **False
Meat SubClassOf Backbone, FALSE
Meat SubClassOf Wing, FALSE
Meat SubClassOf Meat, True
Meat SubClassOf Animal and Carnivore and Thing and (lays some (Mammal and Meat)), TRUE
Meat SubClassOf Animal and Carnivore and Thing and (lays some (Carnivore and Mammal and Meat)), True
Meat SubClassOf Animal and Carnivore and Thing and (lays some (Animal and Carnivore and Mammal and Meat)), TRUE
Animal and Carnivore and Meat and Thing and (lays some (Animal and Carnivore and Mammal and Meat)) SubClassOf Animal and Carnivore and Meat and Thing and (lays some (Animal and Carnivore and Mammal and Meat)), TRUE
Animal and Carnivore and Meat and Water and Thing and (lays some (Animal and Carnivore and Mammal and Meat)) SubClassOf Animal and Carnivore and Meat and Water and Thing and (lays some (Animal and Carnivore and Mammal and Meat)), True
Animal and Carnivore and Meat and Reptile and Water and Thing and (lays some (Animal and Carnivore and Mammal and Meat)) SubClassOf Animal and Carnivore and Meat and Reptile and Water and Thing and (lays some (Animal and Carnivore and Mammal and Meat)), FALSE
Animal SubClassOf Animal and Carnivore and Meat and Reptile and Water and Thing and (lays some (Animal and Carnivore and Mammal and Meat)), TRUE
Reptile SubClassOf Animal, TRUE
Vertebrate SubClassOf Animal, True
Mammal SubClassOf Animal, True
Elephant SubClassOf Animal, TRUE
Bird SubClassOf Animal, TRUE
Backbone SubClassOf Animal and Carnivore and Meat and Reptile and Water and Thing and (lays some (Animal and Carnivore and Mammal and Meat)), FALSE
Plant SubClassOf Fish, False
Bird and Carnivore SubClassOf Fish, False
Bird and Cat SubClassOf Fish, False
Animal SubClassOf has_part some Bird, FALSE
Carnivore and Reptile SubClassOf Egg, False
Carnivore SubClassOf eats some Water, False
Vertebrate SubClassOf has_part some Bird, FALSE
Bird SubClassOf eats some Reptile, False
Egg SubClassOf lives_in some Elephant, False
Reptile SubClassOf eats some Carnivore, FALSE
Elephant and Plant SubClassOf Fish, FALSE
Leg SubClassOf has_part some Leg, TRUE
Egg SubClassOf has_part some Leg, False
Meat SubClassOf has_part some Leg, FALSE
Carnivore SubClassOf has_part some Leg, False
Water SubClassOf has_part some Leg, FALSE
Animal SubClassOf has_part some Leg, FALSE
Reptile SubClassOf has_part some Leg, TRUE
Thing and (has_part some Leg) SubClassOf Thing and (has_part some Leg), TRUE
Reptile SubClassOf Egg, FALSE
Reptile SubClassOf Meat, TRUE
Reptile SubClassOf Meat and Thing and (has_part some Leg), TRUE
Reptile SubClassOf Carnivore, TRUE
Reptile SubClassOf Carnivore and Meat and Thing and (has_part some Leg), True
Reptile SubClassOf Water, FALSE
Reptile SubClassOf Animal and Carnivore and Meat and Thing and (has_part some Leg), TRUE
Reptile SubClassOf Plant, False
Reptile SubClassOf Vertebrate, TRUE
Reptile SubClassOf Animal and Carnivore and Meat and Vertebrate and Thing and (has_part some Leg), TRUE
Reptile SubClassOf Cat, FALSE
Reptile SubClassOf Fish, FALSE
Reptile SubClassOf Mammal, FALSE
Reptile SubClassOf Herbivore, FALSE
Reptile SubClassOf Leg, True
Reptile SubClassOf Animal and Carnivore and Leg and Meat and Vertebrate and Thing and (has_part some Leg), TRUE
Reptile SubClassOf Elephant, FALSE
Reptile SubClassOf Bird, FALSE
Reptile SubClassOf Backbone, TRUE
Reptile SubClassOf Animal and Backbone and Carnivore and Leg and Meat and Vertebrate and Thing and (has_part some Leg), TRUE
Reptile SubClassOf Wing, False
Reptile SubClassOf Animal and Backbone and Carnivore and Leg and Meat and Vertebrate and Thing and (has_part some (Leg and Meat)), True
Reptile SubClassOf Animal and Backbone and Carnivore and Leg and Meat and Vertebrate and Thing and (has_part some (Carnivore and Leg and Meat)), True
Reptile SubClassOf Animal and Backbone and Carnivore and Leg and Meat and Vertebrate and Thing and (has_part some (Animal and Carnivore and Leg and Meat)), True
Reptile SubClassOf Reptile, True
Reptile SubClassOf Animal and Backbone and Carnivore and Leg and Meat and Vertebrate and Thing and (has_part some (Animal and Carnivore and Leg and Meat and Reptile)), TRUE
Reptile SubClassOf Animal and Backbone and Carnivore and Leg and Meat and Vertebrate and Thing and (has_part some (Animal and Carnivore and Leg and Meat and Reptile and Vertebrate)), True
Reptile SubClassOf Animal and Backbone and Carnivore and Leg and Meat and Vertebrate and Thing and (has_part some (Animal and Backbone and Carnivore and Leg and Meat and Reptile and Vertebrate)), TRUE
Animal and Backbone and Carnivore and Leg and Meat and Vertebrate and Water and Thing and (has_part some (Animal and Backbone and Carnivore and Leg and Meat and Reptile and Vertebrate)) SubClassOf Animal and Backbone and Carnivore and Leg and Meat and Vertebrate and Water and Thing and (has_part some (Animal and Backbone and Carnivore and Leg and Meat and Reptile and Vertebrate)), True
Animal and Backbone and Carnivore and Leg and Meat and Reptile and Vertebrate and Water and Thing and (has_part some (Animal and Backbone and Carnivore and Leg and Meat and Reptile and Vertebrate)) SubClassOf Animal and Backbone and Carnivore and Leg and Meat and Reptile and Vertebrate and Water and Thing and (has_part some (Animal and Backbone and Carnivore and Leg and Meat and Reptile and Vertebrate)), True
Animal and Backbone and Carnivore and Leg and Meat and Plant and Reptile and Vertebrate and Water and Thing and (has_part some (Animal and Backbone and Carnivore and Leg and Meat and Reptile and Vertebrate)) SubClassOf Animal and Backbone and Carnivore and Leg and Meat and Plant and Reptile and Vertebrate and Water and Thing and (has_part some (Animal and Backbone and Carnivore and Leg and Meat and Reptile and Vertebrate)), True
Vertebrate SubClassOf has_part some Egg, FALSE
Herbivore SubClassOf has_part some Fish, FALSE
Elephant and Meat SubClassOf Egg, False
Carnivore SubClassOf lives_in some Fish, False
Cat and Egg SubClassOf Fish, False
Wing SubClassOf lives_in some Leg, False
Cat SubClassOf lives_in some Fish, FALSE
Carnivore SubClassOf eats some Carnivore, False
Egg and Elephant SubClassOf Fish, FALSE
Vertebrate SubClassOf lives_in some Elephant, FALSE
Wing SubClassOf eats some Leg, True
Wing SubClassOf Egg, FALSE
Wing SubClassOf Fish, False
Egg SubClassOf eats some Leg, FALSE
Meat SubClassOf eats some Leg, True
Thing and (eats some Leg) SubClassOf Thing and (eats some Leg), TRUE
Meat SubClassOf Carnivore and Thing and (eats some Leg), TRUE
Meat SubClassOf Animal and Carnivore and Thing and (eats some Leg), TRUE
Meat SubClassOf Animal and Carnivore and Thing and (eats some (Leg and Meat)), True
Meat SubClassOf Animal and Carnivore and Thing and (eats some (Carnivore and Leg and Meat)), TRUE
Meat SubClassOf Animal and Carnivore and Thing and (eats some (Animal and Carnivore and Leg and Meat)), True
Animal and Carnivore and Meat and Thing and (eats some (Animal and Carnivore and Leg and Meat)) SubClassOf Animal and Carnivore and Meat and Thing and (eats some (Animal and Carnivore and Leg and Meat)), True
Animal and Carnivore and Meat and Water and Thing and (eats some (Animal and Carnivore and Leg and Meat)) SubClassOf Animal and Carnivore and Meat and Water and Thing and (eats some (Animal and Carnivore and Leg and Meat)), TRUE
Animal and Carnivore and Meat and Reptile and Water and Thing and (eats some (Animal and Carnivore and Leg and Meat)) SubClassOf Animal and Carnivore and Meat and Reptile and Water and Thing and (eats some (Animal and Carnivore and Leg and Meat)), TRUE
Elephant SubClassOf lives_in some Herbivore, True
Elephant SubClassOf Egg, False
Elephant SubClassOf Fish, FALSE
Egg SubClassOf lives_in some Herbivore, TRUE
Thing and (lives_in some Herbivore) SubClassOf Thing and (lives_in some Herbivore), True
Egg SubClassOf Meat, FALSE
Egg SubClassOf Carnivore, **False
Egg SubClassOf Water, False
Egg SubClassOf Animal, TRUE
Egg SubClassOf Animal and Thing and (lives_in some Herbivore), True
Egg SubClassOf Reptile, False
Egg SubClassOf Plant, FALSE
Egg SubClassOf Vertebrate, False
Egg SubClassOf Cat, False
Egg SubClassOf Fish, False
Egg SubClassOf Mammal, FALSE
Egg SubClassOf Herbivore, False
Egg SubClassOf Leg, FALSE
Egg SubClassOf Elephant, False
Egg SubClassOf Bird, **FALSE
Egg SubClassOf Backbone, TRUE
Egg SubClassOf Animal and Backbone and Thing and (lives_in some Herbivore), TRUE
Egg SubClassOf Wing, False
Egg SubClassOf Egg, True
Egg SubClassOf Animal and Backbone and Thing and (lives_in some (Egg and Herbivore)), FALSE
Egg SubClassOf Animal and Backbone and Thing and (lives_in some (Animal and Herbivore)), TRUE
Egg SubClassOf Animal and Backbone and Thing and (lives_in some (Animal and Backbone and Herbivore)), TRUE
Animal and Backbone and Meat and Thing and (lives_in some (Animal and Backbone and Herbivore)) SubClassOf Animal and Backbone and Meat and Thing and (lives_in some (Animal and Backbone and Herbivore)), TRUE
Animal and Backbone and Carnivore and Meat and Thing and (lives_in some (Animal and Backbone and Herbivore)) SubClassOf Animal and Backbone and Carnivore and Meat and Thing and (lives_in some (Animal and Backbone and Herbivore)), True
Egg SubClassOf Animal and Backbone and Carnivore and Meat and Thing and (lives_in some (Animal and Backbone and Egg and Herbivore)), **False
Animal and Backbone and Carnivore and Meat and Water and Thing and (lives_in some (Animal and Backbone and Herbivore)) SubClassOf Animal and Backbone and Carnivore and Meat and Water and Thing and (lives_in some (Animal and Backbone and Herbivore)), FALSE
Animal SubClassOf Animal and Backbone and Carnivore and Meat and Water and Thing and (lives_in some (Animal and Backbone and Herbivore)), True
Backbone SubClassOf Animal and Backbone and Carnivore and Meat and Water and Thing and (lives_in some (Animal and Backbone and Herbivore)), FALSE
Carnivore and Meat SubClassOf Egg, False
Mammal and Meat SubClassOf Fish, FALSE
lives_in some Cat SubClassOf Fish, FALSE
eats some Backbone SubClassOf Fish, TRUE
eats some Backbone SubClassOf Egg, TRUE
Animal and Backbone and Bird and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing and (eats some (Animal and Backbone and Bird and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)), TRUE
Animal and Backbone and Bird and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing SubClassOf Egg, False
Animal and Backbone and Bird and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing SubClassOf Fish, FALSE
Animal and Backbone and Bird and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing and (eats some Animal) and (eats some (Backbone and Bird and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing and (eats some (Animal and Backbone and Bird and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)), FALSE
Animal and Backbone and Bird and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing and (eats some Animal) and (eats some (Backbone and Bird and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Egg, TRUE
Animal and Backbone and Bird and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing and (eats some Animal) and (eats some Backbone) and (eats some (Bird and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing and (eats some Animal) and (eats some (Backbone and Bird and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)), FALSE
Animal and Backbone and Bird and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing and (eats some Animal) and (eats some Backbone) and (eats some (Bird and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Egg, TRUE
Animal and Backbone and Bird and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing and (eats some Animal) and (eats some Backbone) and (eats some Bird) and (eats some (Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing and (eats some Animal) and (eats some Backbone) and (eats some (Bird and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)), False.
Animal and Backbone and Bird and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing and (eats some Animal) and (eats some Backbone) and (eats some Bird) and (eats some (Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Egg, False
Animal and Backbone and Bird and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing and (eats some Animal) and (eats some Backbone) and (eats some (Bird and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing and (eats some Animal) and (eats some Backbone) and (eats some (Bird and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)), False.
Backbone and Bird and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing and (eats some Animal) and (eats some Backbone) and (eats some (Bird and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Egg, TRUE
Bird and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing and (eats some Animal) and (eats some Backbone) and (eats some (Bird and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Egg, FALSE
Backbone and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing and (eats some Animal) and (eats some Backbone) and (eats some (Bird and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Egg, True.
Backbone and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing and (eats some Animal) and (eats some Backbone) and (eats some (Bird and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Egg, True
Backbone and Elephant and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing and (eats some Animal) and (eats some Backbone) and (eats some (Bird and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Egg, True.
Backbone and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing and (eats some Animal) and (eats some Backbone) and (eats some (Bird and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Egg, True.
Backbone and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing and (eats some Animal) and (eats some Backbone) and (eats some (Bird and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Egg, True
