Can Crop that is also MarinePlant be considered a subcategory of 'Arthropod'?, **False
Mold SubClassOf Algae and Amoebae and Anemone and Animal and Arachnid and Bacteria and BlueGreenAlgae and Centipede and Coccolithophore and Conifer and Coral and Crop and Crown and Crustacean and DeciduousVegetation and DominantSpecies and Echinoderm and EvergreenVegetation and ExoticVegetation and Fern and Flagellate and Flatworm and Foraminifer and Fungi and FungiTaxonomy and IndigenousVegetation and Insect and Invertebrate and Lichen and Litter and Liverwort and Livestock and LivingThing and Macrophyte and Mammal and MarineBird and MarineInvertebrate and MarineMammal and MarineMicrobiota and MarinePlant and MicrobiotaTaxonomy and Microphyte and Millipede and Mollusk and Moss and Mushroom and Nutrient and Phytoplankton and Plant and Pollen and Protist and Reptile and SegmentedWorm and SlimeMold and Sponge and Sporozoan and TreeRing and Vegetation and VegetationCover and VegetationSpecies, TRUE.
Mold SubClassOf Algae and Amoebae and Anemone and Animal and Arachnid and Bacteria and BlueGreenAlgae and Centipede and Coccolithophore and Conifer and Coral and Crop and Crown and Crustacean and DeciduousVegetation and DominantSpecies and Echinoderm and EvergreenVegetation and ExoticVegetation and Fern and Flagellate and Flatworm and Foraminifer and Fungi and FungiTaxonomy and IndigenousVegetation and Insect and Invertebrate and Lichen and Litter and Liverwort and Livestock and LivingThing and Macrophyte and Mammal and MarineAnimal and MarineBird and MarineInvertebrate and MarineMammal and MarineMicrobiota and MarinePlant and MicrobiotaTaxonomy and Microphyte and Millipede and Mollusk and Moss and Mushroom and Nutrient and Phytoplankton and Plant and Pollen and Protist and Reptile and SegmentedWorm and SlimeMold and Sponge and Sporozoan and TreeRing and Vegetation and VegetationCover and VegetationSpecies, TRUE.
Mold SubClassOf Algae and Amoebae and Anemone and Animal and Arachnid and Bacteria and BlueGreenAlgae and Centipede and Ciliate and Coccolithophore and Conifer and Coral and Crop and Crown and Crustacean and DeciduousVegetation and DominantSpecies and Echinoderm and EvergreenVegetation and ExoticVegetation and Fern and Flagellate and Flatworm and Foraminifer and Fungi and FungiTaxonomy and IndigenousVegetation and Insect and Invertebrate and Lichen and Litter and Liverwort and Livestock and LivingThing and Macrophyte and Mammal and MarineAnimal and MarineBird and MarineInvertebrate and MarineMammal and MarineMicrobiota and MarinePlant and MicrobiotaTaxonomy and Microphyte and Millipede and Mollusk and Moss and Mushroom and Nutrient and Phytoplankton and Plant and Pollen and Protist and Reptile and SegmentedWorm and SlimeMold and Sponge and Sporozoan and TreeRing and Vegetation and VegetationCover and VegetationSpecies, Here are
Mold SubClassOf Algae and Amoebae and Anemone and Animal and Arachnid and Bacteria and BlueGreenAlgae and Centipede and Coccolithophore and Conifer and Coral and Crop and Crown and Crustacean and DeciduousVegetation and DominantSpecies and Echinoderm and EvergreenVegetation and ExoticVegetation and Fern and Flagellate and Flatworm and FloweringPlant and Foraminifer and Fungi and FungiTaxonomy and IndigenousVegetation and Insect and Invertebrate and Lichen and Litter and Liverwort and Livestock and LivingThing and Macrophyte and Mammal and MarineAnimal and MarineBird and MarineInvertebrate and MarineMammal and MarineMicrobiota and MarinePlant and MicrobiotaTaxonomy and Microphyte and Millipede and Mollusk and Moss and Mushroom and Nutrient and Phytoplankton and Plant and Pollen and Protist and Reptile and SegmentedWorm and SlimeMold and Sponge and Sporozoan and TreeRing and Vegetation and VegetationCover and VegetationSpecies, I'm
Mold SubClassOf Algae and Amoebae and Anemone and Animal and Arachnid and Bacteria and BlueGreenAlgae and Centipede and Coccolithophore and Conifer and Coral and Crop and Crown and Crustacean and DeciduousVegetation and DominantSpecies and Echinoderm and EvergreenVegetation and ExoticVegetation and Fern and Flagellate and Flatworm and Foraminifer and Fungi and FungiTaxonomy and IndigenousVegetation and Insect and Invertebrate and Lichen and Litter and Liverwort and Livestock and LivingThing and Macrophyte and Mammal and MarineAnimal and MarineBird and MarineInvertebrate and MarineMammal and MarineMicrobiota and MarinePlant and MicrobiotaTaxonomy and Microphyte and Millipede and Mollusk and Moss and Mushroom and Nutrient and Phytoplankton and Plant and Pollen and Protist and Reptile and SegmentedWorm and SlimeMold and Sponge and Sporozoan and TreeRing and Vegetation and VegetationCover and VegetationSpecies and Yeast, TRUE
Mold SubClassOf Algae and Amoebae and Anemone and Animal and Arachnid and Bacteria and BlueGreenAlgae and Centipede and Chlorophyll and Coccolithophore and Conifer and Coral and Crop and Crown and Crustacean and DeciduousVegetation and DominantSpecies and Echinoderm and EvergreenVegetation and ExoticVegetation and Fern and Flagellate and Flatworm and Foraminifer and Fungi and FungiTaxonomy and IndigenousVegetation and Insect and Invertebrate and Lichen and Litter and Liverwort and Livestock and LivingThing and Macrophyte and Mammal and MarineAnimal and MarineBird and MarineInvertebrate and MarineMammal and MarineMicrobiota and MarinePlant and MicrobiotaTaxonomy and Microphyte and Millipede and Mollusk and Moss and Mushroom and Nutrient and Phytoplankton and Plant and Pollen and Protist and Reptile and SegmentedWorm and SlimeMold and Sponge and Sporozoan and TreeRing and Vegetation and VegetationCover and VegetationSpecies and Yeast, True.
Conifer and Fish SubClassOf Canopy, FALSE
DeciduousVegetation and Pollen SubClassOf EvergreenVegetation, **False
MarineAnimal SubClassOf Amphibian, False
Arthropod and Nutrient SubClassOf MarineAnimal, FALSE
IndigenousSpecies and IndigenousVegetation SubClassOf DeciduousVegetation, FALSE
Microalgae and TreeRing SubClassOf Invertebrate, FALSE
ExoticSpecies and Mollusk SubClassOf Mushroom, FALSE
MarineBird and Yeast SubClassOf FungiTaxonomy, FALSE
Fish and Fungi SubClassOf Ciliate, **FALSE
Flatworm and Mammal SubClassOf Animal, TRUE
Flatworm and Mammal SubClassOf VegetationCover, False
Flatworm and Mammal SubClassOf Microalgae, **False
Flatworm and Mammal SubClassOf Fungi, FALSE
Flatworm and Mammal SubClassOf Arachnid, **False
Flatworm and Mammal SubClassOf VegetationSpecies, False
Flatworm and Mammal SubClassOf Livestock, FALSE
Flatworm and Mammal SubClassOf Sponge, **FALSE
Flatworm and Mammal SubClassOf Diatom, FALSE
Flatworm and Mammal SubClassOf FungiTaxonomy, FALSE
Flatworm and Mammal SubClassOf MarinePlant, False
Flatworm and Mammal SubClassOf Moss, False
Flatworm and Mammal SubClassOf Vertebrate, TRUE
Flatworm SubClassOf Vertebrate, False
Mammal SubClassOf Vertebrate, TRUE
Mammal SubClassOf VegetationCover, False
Mammal SubClassOf Microalgae, FALSE
Mammal SubClassOf Fungi, **False
Mammal SubClassOf Arachnid, False
Mammal SubClassOf VegetationSpecies, False
Mammal SubClassOf Livestock, FALSE
Mammal SubClassOf Sponge, False
Mammal SubClassOf Flatworm, False
Mammal SubClassOf Diatom, False
Mammal SubClassOf FungiTaxonomy, False
Mammal SubClassOf MarinePlant, False
Mammal SubClassOf Moss, FALSE
Mammal SubClassOf Radiolarian, FALSE
Mammal SubClassOf Human, False
Mammal SubClassOf MarineMicrobiota, False
Mammal SubClassOf Animal, TRUE
Mammal SubClassOf Animal and Vertebrate, TRUE
Mammal SubClassOf Flagellate, FALSE
Mammal SubClassOf Poultry, FALSE
Mammal SubClassOf MarineMammal, FALSE
Mammal SubClassOf Amphibian, False
Mammal SubClassOf Millipede, FALSE
Mammal SubClassOf Plankton, FALSE
Mammal SubClassOf Roundworm, False
Mammal SubClassOf Microphyte, False
Mammal SubClassOf SlimeMold, FALSE
Mammal SubClassOf Microbiota, FALSE
Mammal SubClassOf MicrobiotaTaxonomy, FALSE
Mammal SubClassOf Coccolithophore, **False
Mammal SubClassOf Lichen, False
Mammal SubClassOf Leaf, False
Mammal SubClassOf Pollen, False
Mammal SubClassOf Mushroom, False
Mammal SubClassOf Fish, False
Mammal SubClassOf Reptile, **FALSE
Mammal SubClassOf MarineAnimal, FALSE
Mammal SubClassOf Macroalgae, FALSE
Mammal SubClassOf Foraminifer, False
Mammal SubClassOf Dairy, FALSE
Mammal SubClassOf Liverwort, False
Mammal SubClassOf Crustacean, False
Mammal SubClassOf Canopy, False
Mammal SubClassOf Coral, FALSE
Mammal SubClassOf ExoticVegetation, False
Mammal SubClassOf Macrophyte, False
Mammal SubClassOf SegmentedWorm, False
Mammal SubClassOf LivingThing, TRUE
Mammal SubClassOf Animal and LivingThing and Vertebrate, TRUE
Mammal SubClassOf Bird, False
Mammal SubClassOf Fern, FALSE
Mammal SubClassOf DominantSpecies, False
Mammal SubClassOf BlueGreenAlgae, FALSE
Mammal SubClassOf EvergreenVegetation, False
Mammal SubClassOf TreeRing, False
Mammal SubClassOf Vegetation, False
Mammal SubClassOf ExoticSpecies, False
Mammal SubClassOf Litter, False
Mammal SubClassOf Crown, False
Mammal SubClassOf Jellyfish, False
Mammal SubClassOf Invertebrate, FALSE
Mammal SubClassOf Anemone, FALSE
Mammal SubClassOf Ciliate, False
Mammal SubClassOf Zooplankton, FALSE
Mammal SubClassOf FloweringPlant, False
Mammal SubClassOf Sporozoan, FALSE
Mammal SubClassOf IndigenousVegetation, False
Mammal SubClassOf Nutrient, FALSE
Mammal SubClassOf IndigenousSpecies, False
Mammal SubClassOf MarineInvertebrate, False
Mammal SubClassOf Conifer, False
Mammal SubClassOf Yeast, False
Mammal SubClassOf Protist, False
Mammal SubClassOf Centipede, False
Mammal SubClassOf Crop, False
Mammal SubClassOf Algae, False
Mammal SubClassOf Arthropod, False
Mammal SubClassOf MarineBird, FALSE
Mammal SubClassOf Chlorophyll, FALSE
Mammal SubClassOf Mollusk, FALSE
Mammal SubClassOf Echinoderm, FALSE
Mammal SubClassOf Plant, False
Mammal SubClassOf Amoebae, False
Mammal SubClassOf Insect, False
Mammal SubClassOf Mold, False
Mammal SubClassOf Bacteria, False
Mammal SubClassOf DeciduousVegetation, False
Mammal SubClassOf Phytoplankton, False
ExoticVegetation and IndigenousVegetation SubClassOf Sporozoan, **False
FungiTaxonomy and Protist SubClassOf Algae, **FALSE
Centipede and Poultry SubClassOf Bacteria, False
Microalgae and VegetationCover SubClassOf Sponge, False
Centipede and Nutrient SubClassOf Crown, FALSE
Bird and Lichen SubClassOf Human, FALSE
SlimeMold and VegetationSpecies SubClassOf Nutrient, TRUE
SlimeMold and VegetationSpecies SubClassOf VegetationCover, TRUE
SlimeMold SubClassOf VegetationCover, TRUE
SlimeMold SubClassOf Microalgae, False
SlimeMold SubClassOf Fungi, TRUE
SlimeMold SubClassOf Fungi and VegetationCover, False
SlimeMold SubClassOf Arachnid, FALSE
SlimeMold SubClassOf VegetationSpecies, TRUE
SlimeMold SubClassOf VegetationCover and VegetationSpecies, **True
SlimeMold SubClassOf Livestock, FALSE
SlimeMold SubClassOf Sponge, FALSE
SlimeMold SubClassOf Flatworm, TRUE
SlimeMold SubClassOf Flatworm and VegetationCover, **False
SlimeMold SubClassOf Diatom, FALSE
SlimeMold SubClassOf FungiTaxonomy, TRUE
SlimeMold SubClassOf FungiTaxonomy and VegetationCover, **FALSE
SlimeMold SubClassOf MarinePlant, FALSE
SlimeMold SubClassOf Moss, FALSE
SlimeMold SubClassOf Vertebrate, False
SlimeMold SubClassOf Radiolarian, False
SlimeMold SubClassOf Human, FALSE
SlimeMold SubClassOf MarineMicrobiota, TRUE
SlimeMold SubClassOf MarineMicrobiota and VegetationCover, False
SlimeMold SubClassOf Animal, TRUE
SlimeMold SubClassOf Animal and VegetationCover, FALSE
SlimeMold SubClassOf Flagellate, FALSE
SlimeMold SubClassOf Poultry, False
SlimeMold SubClassOf MarineMammal, False
SlimeMold SubClassOf Amphibian, FALSE
SlimeMold SubClassOf Millipede, FALSE
SlimeMold SubClassOf Plankton, False
SlimeMold SubClassOf Roundworm, **FALSE
SlimeMold SubClassOf Microphyte, TRUE
SlimeMold SubClassOf Microphyte and VegetationCover, TRUE
SlimeMold SubClassOf Microbiota, False
SlimeMold SubClassOf MicrobiotaTaxonomy, TRUE
SlimeMold SubClassOf MicrobiotaTaxonomy and Microphyte and VegetationCover, **True
SlimeMold SubClassOf Coccolithophore, FALSE
SlimeMold SubClassOf Lichen, FALSE
SlimeMold SubClassOf Leaf, FALSE
SlimeMold SubClassOf Pollen, FALSE
SlimeMold SubClassOf Mushroom, FALSE
SlimeMold SubClassOf Fish, FALSE
SlimeMold SubClassOf Reptile, False
SlimeMold SubClassOf MarineAnimal, TRUE
SlimeMold SubClassOf MarineAnimal and Microphyte and VegetationCover, **False
SlimeMold SubClassOf Macroalgae, FALSE
SlimeMold SubClassOf Foraminifer, False
SlimeMold SubClassOf Dairy, FALSE
SlimeMold SubClassOf Liverwort, FALSE
SlimeMold SubClassOf Crustacean, FALSE
SlimeMold SubClassOf Canopy, FALSE
SlimeMold SubClassOf Coral, False
SlimeMold SubClassOf ExoticVegetation, FALSE
SlimeMold SubClassOf Macrophyte, True
SlimeMold SubClassOf Macrophyte and Microphyte and VegetationCover, TRUE
SlimeMold SubClassOf SegmentedWorm, FALSE
SlimeMold SubClassOf LivingThing, TRUE
SlimeMold SubClassOf LivingThing and Macrophyte and Microphyte and VegetationCover, FALSE
SlimeMold SubClassOf Bird, **False
SlimeMold SubClassOf Fern, FALSE
SlimeMold SubClassOf DominantSpecies, False
SlimeMold SubClassOf BlueGreenAlgae, FALSE
SlimeMold SubClassOf EvergreenVegetation, False
SlimeMold SubClassOf TreeRing, FALSE
SlimeMold SubClassOf Vegetation, TRUE
SlimeMold SubClassOf Macrophyte and Microphyte and Vegetation and VegetationCover, **True
SlimeMold SubClassOf ExoticSpecies, FALSE
SlimeMold SubClassOf Litter, False
SlimeMold SubClassOf Crown, FALSE
SlimeMold SubClassOf Jellyfish, FALSE
SlimeMold SubClassOf Invertebrate, TRUE
SlimeMold SubClassOf Invertebrate and Macrophyte and Microphyte and VegetationCover, TRUE
SlimeMold SubClassOf Anemone, **False
SlimeMold SubClassOf Ciliate, FALSE
SlimeMold SubClassOf Zooplankton, False
SlimeMold SubClassOf FloweringPlant, FALSE
SlimeMold SubClassOf Sporozoan, FALSE
SlimeMold SubClassOf IndigenousVegetation, **False
SlimeMold SubClassOf Nutrient, FALSE
SlimeMold SubClassOf IndigenousSpecies, **FALSE
SlimeMold SubClassOf MarineInvertebrate, TRUE
SlimeMold SubClassOf Invertebrate and Macrophyte and MarineInvertebrate and Microphyte and VegetationCover, FALSE
SlimeMold SubClassOf Conifer, False
SlimeMold SubClassOf Yeast, FALSE
SlimeMold SubClassOf Mammal, False
SlimeMold SubClassOf Protist, TRUE
SlimeMold SubClassOf Invertebrate and Macrophyte and Microphyte and Protist and VegetationCover, TRUE
SlimeMold SubClassOf Centipede, False
SlimeMold SubClassOf Crop, FALSE
SlimeMold SubClassOf Algae, False
SlimeMold SubClassOf Arthropod, FALSE
SlimeMold SubClassOf MarineBird, **False
SlimeMold SubClassOf Chlorophyll, FALSE
SlimeMold SubClassOf Mollusk, **FALSE
SlimeMold SubClassOf Echinoderm, False
SlimeMold SubClassOf Plant, TRUE
SlimeMold SubClassOf Invertebrate and Macrophyte and Microphyte and Plant and Protist and VegetationCover, TRUE
SlimeMold SubClassOf Amoebae, TRUE
SlimeMold SubClassOf Amoebae and Invertebrate and Macrophyte and Microphyte and Plant and Protist and VegetationCover, TRUE
SlimeMold SubClassOf Insect, **False
SlimeMold SubClassOf Mold, True
SlimeMold SubClassOf Amoebae and Invertebrate and Macrophyte and Microphyte and Mold and Plant and Protist and VegetationCover, TRUE
SlimeMold SubClassOf Bacteria, FALSE
SlimeMold SubClassOf DeciduousVegetation, FALSE
SlimeMold SubClassOf Phytoplankton, FALSE
SlimeMold SubClassOf Amoebae and Fungi and Invertebrate and Macrophyte and Microphyte and Mold and Plant and Protist and VegetationCover, FALSE
SlimeMold SubClassOf Amoebae and Invertebrate and Macrophyte and Microphyte and Mold and Plant and Protist and VegetationCover and VegetationSpecies, False
SlimeMold SubClassOf Amoebae and Flatworm and Invertebrate and Macrophyte and Microphyte and Mold and Plant and Protist and VegetationCover, FALSE
SlimeMold SubClassOf Amoebae and FungiTaxonomy and Invertebrate and Macrophyte and Microphyte and Mold and Plant and Protist and VegetationCover, False
SlimeMold SubClassOf Amoebae and Invertebrate and Macrophyte and MarineMicrobiota and Microphyte and Mold and Plant and Protist and VegetationCover, **False
SlimeMold SubClassOf Amoebae and Animal and Invertebrate and Macrophyte and Microphyte and Mold and Plant and Protist and VegetationCover, False
SlimeMold SubClassOf Amoebae and Invertebrate and Macrophyte and MicrobiotaTaxonomy and Microphyte and Mold and Plant and Protist and VegetationCover, True
SlimeMold SubClassOf Amoebae and Invertebrate and Macrophyte and MarineAnimal and MicrobiotaTaxonomy and Microphyte and Mold and Plant and Protist and VegetationCover, **False
SlimeMold SubClassOf Amoebae and Invertebrate and LivingThing and Macrophyte and MicrobiotaTaxonomy and Microphyte and Mold and Plant and Protist and VegetationCover, True
SlimeMold SubClassOf Amoebae and Invertebrate and LivingThing and Macrophyte and MicrobiotaTaxonomy and Microphyte and Mold and Plant and Protist and Vegetation and VegetationCover, FALSE
SlimeMold SubClassOf Amoebae and Invertebrate and LivingThing and Macrophyte and MarineInvertebrate and MicrobiotaTaxonomy and Microphyte and Mold and Plant and Protist and VegetationCover, FALSE
Anemone and Dairy SubClassOf Phytoplankton, False
ExoticSpecies and Jellyfish SubClassOf Lichen, **FALSE
Ciliate and IndigenousVegetation SubClassOf Microbiota, **False
Arachnid and Invertebrate SubClassOf Flagellate, False
MarineAnimal and Pollen SubClassOf Fungi, False
MarineAnimal and Poultry SubClassOf SlimeMold, FALSE
Crustacean and Echinoderm SubClassOf Radiolarian, **False
Microalgae and Nutrient SubClassOf SegmentedWorm, False
Flagellate and IndigenousVegetation SubClassOf EvergreenVegetation, FALSE
Microalgae and Mollusk SubClassOf MarineAnimal, True
Microalgae and Mollusk SubClassOf VegetationCover, False
Microalgae and Mollusk SubClassOf Fungi, FALSE
Microalgae and Mollusk SubClassOf Arachnid, False
Microalgae and Mollusk SubClassOf VegetationSpecies, **FALSE
Microalgae and Mollusk SubClassOf Livestock, False
Microalgae and Mollusk SubClassOf Sponge, False
Microalgae and Mollusk SubClassOf Flatworm, **False
Microalgae and Mollusk SubClassOf Diatom, FALSE
Microalgae and Mollusk SubClassOf FungiTaxonomy, FALSE
Microalgae and Mollusk SubClassOf MarinePlant, FALSE
Microalgae and Mollusk SubClassOf Moss, False
Microalgae and Mollusk SubClassOf Vertebrate, FALSE
Microalgae and Mollusk SubClassOf Radiolarian, **False
Microalgae and Mollusk SubClassOf Human, **False
Microalgae and Mollusk SubClassOf MarineMicrobiota, TRUE
Mollusk SubClassOf MarineMicrobiota, False
Microalgae SubClassOf MarineMicrobiota, True
Microalgae SubClassOf VegetationCover, TRUE
Microalgae SubClassOf MarineMicrobiota and VegetationCover, TRUE
Microalgae SubClassOf Fungi, False
Microalgae SubClassOf Arachnid, **False
Microalgae SubClassOf VegetationSpecies, TRUE
Microalgae SubClassOf MarineMicrobiota and VegetationCover and VegetationSpecies, TRUE
Microalgae SubClassOf Livestock, FALSE
Microalgae SubClassOf Sponge, False
Microalgae SubClassOf Flatworm, False
Microalgae SubClassOf Diatom, **TRUE
Microalgae SubClassOf FungiTaxonomy, FALSE
Microalgae SubClassOf MarinePlant, TRUE
Microalgae SubClassOf MarineMicrobiota and MarinePlant and VegetationCover and VegetationSpecies, True
Microalgae SubClassOf Moss, FALSE
Microalgae SubClassOf Vertebrate, False
Microalgae SubClassOf Radiolarian, FALSE
Microalgae SubClassOf Human, FALSE
Microalgae SubClassOf Animal, TRUE
Microalgae SubClassOf Animal and MarineMicrobiota and MarinePlant and VegetationCover and VegetationSpecies, True
Microalgae SubClassOf Flagellate, TRUE
Microalgae SubClassOf Animal and Flagellate and MarineMicrobiota and MarinePlant and VegetationCover and VegetationSpecies, TRUE
Microalgae SubClassOf Poultry, False
Microalgae SubClassOf MarineMammal, FALSE
Microalgae SubClassOf Amphibian, **False
Microalgae SubClassOf Millipede, False
Microalgae SubClassOf Plankton, TRUE
Microalgae SubClassOf Animal and Flagellate and MarineMicrobiota and MarinePlant and Plankton and VegetationCover and VegetationSpecies, True
Microalgae SubClassOf Roundworm, **False
Microalgae SubClassOf Microphyte, TRUE
Microalgae SubClassOf Animal and Flagellate and MarineMicrobiota and MarinePlant and Microphyte and Plankton and VegetationCover and VegetationSpecies, TRUE
Microalgae SubClassOf SlimeMold, **False
Microalgae SubClassOf Microbiota, TRUE
Microalgae SubClassOf Animal and Flagellate and MarineMicrobiota and MarinePlant and Microbiota and Microphyte and Plankton and VegetationCover and VegetationSpecies, True
Microalgae SubClassOf MicrobiotaTaxonomy, TRUE
Microalgae SubClassOf Animal and Flagellate and MarineMicrobiota and MarinePlant and Microbiota and MicrobiotaTaxonomy and Microphyte and Plankton and VegetationCover and VegetationSpecies, True
Microalgae SubClassOf Coccolithophore, TRUE
Microalgae SubClassOf Animal and Coccolithophore and Flagellate and MarineMicrobiota and MarinePlant and Microbiota and MicrobiotaTaxonomy and Microphyte and Plankton and VegetationCover and VegetationSpecies, **True
Microalgae SubClassOf Lichen, False
Microalgae SubClassOf Leaf, FALSE
Microalgae SubClassOf Pollen, **False
Microalgae SubClassOf Mushroom, **False
Microalgae SubClassOf Fish, FALSE
Microalgae SubClassOf Reptile, FALSE
Microalgae SubClassOf MarineAnimal, TRUE
Microalgae SubClassOf Animal and Flagellate and MarineAnimal and MarineMicrobiota and MarinePlant and Microbiota and MicrobiotaTaxonomy and Microphyte and Plankton and VegetationCover and VegetationSpecies, TRUE
Microalgae SubClassOf Macroalgae, **False
Microalgae SubClassOf Foraminifer, False
Microalgae SubClassOf Dairy, False
Microalgae SubClassOf Liverwort, FALSE
Microalgae SubClassOf Crustacean, False
Microalgae SubClassOf Canopy, **False
Microalgae SubClassOf Coral, FALSE
Microalgae SubClassOf ExoticVegetation, TRUE
Microalgae SubClassOf Animal and ExoticVegetation and Flagellate and MarineAnimal and MarineMicrobiota and MarinePlant and Microbiota and MicrobiotaTaxonomy and Microphyte and Plankton and VegetationCover and VegetationSpecies, **FALSE
Microalgae SubClassOf Macrophyte, False
Microalgae SubClassOf SegmentedWorm, FALSE
Microalgae SubClassOf LivingThing, TRUE
Microalgae SubClassOf Animal and Flagellate and LivingThing and MarineAnimal and MarineMicrobiota and MarinePlant and Microbiota and MicrobiotaTaxonomy and Microphyte and Plankton and VegetationCover and VegetationSpecies, TRUE
Microalgae SubClassOf Bird, **False
Microalgae SubClassOf Fern, **False
Microalgae SubClassOf DominantSpecies, FALSE
Microalgae SubClassOf BlueGreenAlgae, True
Microalgae SubClassOf Animal and BlueGreenAlgae and Flagellate and LivingThing and MarineAnimal and MarineMicrobiota and MarinePlant and Microbiota and MicrobiotaTaxonomy and Microphyte and Plankton and VegetationCover and VegetationSpecies, True
Microalgae SubClassOf EvergreenVegetation, TRUE
Microalgae SubClassOf Animal and BlueGreenAlgae and EvergreenVegetation and Flagellate and LivingThing and MarineAnimal and MarineMicrobiota and MarinePlant and Microbiota and MicrobiotaTaxonomy and Microphyte and Plankton and VegetationCover and VegetationSpecies, True
Microalgae SubClassOf TreeRing, **False
Microalgae SubClassOf Vegetation, TRUE
Microalgae SubClassOf Animal and BlueGreenAlgae and EvergreenVegetation and Flagellate and LivingThing and MarineAnimal and MarineMicrobiota and MarinePlant and Microbiota and MicrobiotaTaxonomy and Microphyte and Plankton and Vegetation and VegetationCover and VegetationSpecies, True
Microalgae SubClassOf ExoticSpecies, FALSE
Microalgae SubClassOf Litter, FALSE
Microalgae SubClassOf Crown, False
Microalgae SubClassOf Jellyfish, False
Microalgae SubClassOf Invertebrate, **True
Microalgae SubClassOf Anemone, FALSE
Microalgae SubClassOf Ciliate, FALSE
Microalgae SubClassOf Zooplankton, False
Microalgae SubClassOf FloweringPlant, TRUE
Microalgae SubClassOf Animal and BlueGreenAlgae and EvergreenVegetation and Flagellate and FloweringPlant and LivingThing and MarineAnimal and MarineMicrobiota and MarinePlant and Microbiota and MicrobiotaTaxonomy and Microphyte and Plankton and Vegetation and VegetationCover and VegetationSpecies, True
Microalgae SubClassOf Sporozoan, FALSE
Microalgae SubClassOf IndigenousVegetation, TRUE
Microalgae SubClassOf Animal and BlueGreenAlgae and EvergreenVegetation and Flagellate and FloweringPlant and IndigenousVegetation and LivingThing and MarineAnimal and MarineMicrobiota and MarinePlant and Microbiota and MicrobiotaTaxonomy and Microphyte and Plankton and Vegetation and VegetationCover and VegetationSpecies, True
Microalgae SubClassOf Nutrient, TRUE
Microalgae SubClassOf Animal and BlueGreenAlgae and EvergreenVegetation and Flagellate and FloweringPlant and IndigenousVegetation and LivingThing and MarineAnimal and MarineMicrobiota and MarinePlant and Microbiota and MicrobiotaTaxonomy and Microphyte and Nutrient and Plankton and Vegetation and VegetationCover and VegetationSpecies, TRUE
Microalgae SubClassOf IndigenousSpecies, FALSE
Microalgae SubClassOf MarineInvertebrate, **False
Microalgae SubClassOf Conifer, False
Microalgae SubClassOf Yeast, False
Microalgae SubClassOf Mammal, False
Microalgae SubClassOf Protist, True
Microalgae SubClassOf Animal and BlueGreenAlgae and EvergreenVegetation and Flagellate and FloweringPlant and IndigenousVegetation and LivingThing and MarineAnimal and MarineMicrobiota and MarinePlant and Microbiota and MicrobiotaTaxonomy and Microphyte and Nutrient and Plankton and Protist and Vegetation and VegetationCover and VegetationSpecies, TRUE
Microalgae SubClassOf Centipede, False
Microalgae SubClassOf Crop, TRUE
Microalgae SubClassOf Animal and BlueGreenAlgae and Crop and EvergreenVegetation and Flagellate and FloweringPlant and IndigenousVegetation and LivingThing and MarineAnimal and MarineMicrobiota and MarinePlant and Microbiota and MicrobiotaTaxonomy and Microphyte and Nutrient and Plankton and Protist and Vegetation and VegetationCover and VegetationSpecies, TRUE
Microalgae SubClassOf Algae, TRUE
Microalgae SubClassOf Algae and Animal and BlueGreenAlgae and Crop and EvergreenVegetation and Flagellate and FloweringPlant and IndigenousVegetation and LivingThing and MarineAnimal and MarineMicrobiota and MarinePlant and Microbiota and MicrobiotaTaxonomy and Microphyte and Nutrient and Plankton and Protist and Vegetation and VegetationCover and VegetationSpecies, True
Microalgae SubClassOf Arthropod, False
Microalgae SubClassOf MarineBird, **False
Microalgae SubClassOf Chlorophyll, FALSE
Microalgae SubClassOf Mollusk, False
Microalgae SubClassOf Echinoderm, **False
Microalgae SubClassOf Plant, TRUE
Microalgae SubClassOf Algae and Animal and BlueGreenAlgae and Crop and EvergreenVegetation and Flagellate and FloweringPlant and IndigenousVegetation and LivingThing and MarineAnimal and MarineMicrobiota and MarinePlant and Microbiota and MicrobiotaTaxonomy and Microphyte and Nutrient and Plankton and Plant and Protist and Vegetation and VegetationCover and VegetationSpecies, True.
Microalgae SubClassOf Amoebae, False
Microalgae SubClassOf Insect, FALSE
Microalgae SubClassOf Mold, FALSE
Microalgae SubClassOf Bacteria, False
Microalgae SubClassOf DeciduousVegetation, FALSE
Microalgae SubClassOf Phytoplankton, TRUE
Microalgae SubClassOf Algae and Animal and BlueGreenAlgae and Crop and EvergreenVegetation and Flagellate and FloweringPlant and IndigenousVegetation and LivingThing and MarineAnimal and MarineMicrobiota and MarinePlant and Microbiota and MicrobiotaTaxonomy and Microphyte and Nutrient and Phytoplankton and Plankton and Plant and Protist and Vegetation and VegetationCover and VegetationSpecies, True
Microalgae SubClassOf Algae and Animal and BlueGreenAlgae and Coccolithophore and Crop and EvergreenVegetation and Flagellate and FloweringPlant and IndigenousVegetation and LivingThing and MarineAnimal and MarineMicrobiota and MarinePlant and Microbiota and MicrobiotaTaxonomy and Microphyte and Nutrient and Phytoplankton and Plankton and Plant and Protist and Vegetation and VegetationCover and VegetationSpecies, True
