HomocysteineLevel and ModerateMontgomeryAsbergDepressionRating SubClassOf GenotypeMeasure,  False.
Can ModerateRemission be considered a subcategory of 'Satiety'?,  False.
Can ModerateRemission be considered a subcategory of 'ClinicalOutcomeMeasure'?,  True.
Can ModerateRemission be considered a subcategory of 'ClinicalOutcomeMeasure that is also RemissionMeasure'?,  True.
Can ModerateRemission be considered a subcategory of 'LipidProfile'?,  False.
Can ModerateRemission be considered a subcategory of 'BodyMassIndexDecrease'?,  False.
Can ModerateRemission be considered a subcategory of 'HighDrugEfficacy'?,  False.
Can ModerateRemission be considered a subcategory of 'BodyMassIndexIncrease'?,  False.
Can ModerateRemission be considered a subcategory of '_24HourBloodPressure'?,  False.
Can ModerateRemission be considered a subcategory of 'HighReductionInHamiltonDepressionScore'?,  False.
Can ModerateRemission be considered a subcategory of 'BodyMassIndex'?,  False.
Can ModerateRemission be considered a subcategory of 'DrugEfficacyMeasure'?,  False.
Can ModerateRemission be considered a subcategory of 'BiophysicalMeasure'?,  False.
Can ModerateRemission be considered a subcategory of 'ChildDepressionScoreDifference'?,  False.
Can ModerateRemission be considered a subcategory of 'LowReductionInHamiltonAnxietyScore'?,  False.
Can ModerateRemission be considered a subcategory of 'ChildDepressionMeasure'?,  False.
Can ModerateRemission be considered a subcategory of 'HamiltonDepressionScoreDifference'?,  False.
Can ModerateRemission be considered a subcategory of 'HighRemissionOddsRatio'?,  False.
Can ModerateRemission be considered a subcategory of 'LowDrugEfficacy'?,  False.
Can ModerateRemission be considered a subcategory of 'ErythromycinClearanceMeasure'?,  False.
Can ModerateRemission be considered a subcategory of 'LowReductionInMontgomeryAsbergDepressionRating'?,  False.
Can ModerateRemission be considered a subcategory of 'ModerateReductionInChildDepressionScore'?,  False.
Can ModerateRemission be considered a subcategory of 'ASAAConcentration'?,  False.
Can ModerateRemission be considered a subcategory of 'ModerateReductionInHamiltonDepressionScore'?,  False.
Can ModerateRemission be considered a subcategory of 'SimilarRemissionOddsRatio'?,  False.
Can ModerateRemission be considered a subcategory of 'EventFreeSurvivalTime'?,  False.
Can ModerateRemission be considered a subcategory of 'LowRemissionOddsRatio'?,  False.
Can ModerateRemission be considered a subcategory of 'HomocysteineLevel'?,  False.
Can ModerateRemission be considered a subcategory of 'SideEffectMeasure'?,  False.
Can ModerateRemission be considered a subcategory of 'RemissionOddsRatio'?,  False.
Can DrugClearance that is also PulmonaryFunctionMeasure be considered a subcategory of 'ModerateReductionInChildDepressionScore'?,  False.
Can LowerDiseaseSusceptibilityOdds that is also SimilarDiseaseSusceptibilityOdds be considered a subcategory of 'PathogenCount'?,  False.
Can RemissionMeasure that is also Satiety be considered a subcategory of 'ModerateHamiltonDepressionScore'?,  False.
Can LowRemissionOddsRatio that is also WeigthGain be considered a subcategory of 'DoseFrequency'?,  False.
Can ExerciseResponse that is also RemissionOddsRatio be considered a subcategory of 'MontgomeryAsbergDepressionRatingDifference'?,  False.
Can ForcedVitalCapacity that is also HighRemission be considered a subcategory of 'HighReductionInMontgomeryAsbergDepressionRating'?,  I cannot
Can ASAAMeasure that is also ChildDepressionScore be considered a subcategory of 'SideEffectRate'?,  False.
Can HamiltonDepressionScoreDifference that is also MyocardialInfarctionFrequency be considered a subcategory of 'PharmacokineticMeasure'?,  False.
Can ChildDepressionMeasure that is also EventFreeSurvivalTime be considered a subcategory of 'DiseaseFrequency'?,  False.
Can ElectrocardiogramQTInterval that is also PlasmaDrugConcentration be considered a subcategory of 'ERVisitFrequency'?,  False.
Can BiologicalMeasure that is also WeigthGain be considered a subcategory of 'SideEffectMeasure'?,  True.
Can BiologicalMeasure that is also WeigthGain be considered a subcategory of 'ChildDepressionScore'?,  False.
Can BiologicalMeasure that is also WeigthGain be considered a subcategory of 'MolecularMeasure'?,  False.
Can BiologicalMeasure that is also WeigthGain be considered a subcategory of 'RemissionFrequency'?,  False.
Can BiologicalMeasure that is also WeigthGain be considered a subcategory of 'SatietyFrequency'?,  False.
Can BiologicalMeasure that is also WeigthGain be considered a subcategory of 'ModerateReductionInHamiltonAnxietyScore'?,  False.
Can BiologicalMeasure that is also WeigthGain be considered a subcategory of 'ASAAConcentrationIncrease'?,  False.
Can BiologicalMeasure that is also WeigthGain be considered a subcategory of 'ERVisitFrequency'?,  False.
Can BiologicalMeasure that is also WeigthGain be considered a subcategory of 'ForcedExperiatoryVolume'?,  False.
Can BiologicalMeasure that is also WeigthGain be considered a subcategory of 'DailyBloodPressure'?,  False.
Can BiologicalMeasure that is also WeigthGain be considered a subcategory of 'HighRemission'?,  I cannot
Can BiologicalMeasure that is also WeigthGain be considered a subcategory of 'WeigthDifference'?,  False.
Can BiologicalMeasure that is also WeigthGain be considered a subcategory of 'GeneExpressionDifference'?,  False.
Can BiologicalMeasure that is also WeigthGain be considered a subcategory of 'ExerciseResponse'?,  False.
Can BiologicalMeasure that is also WeigthGain be considered a subcategory of 'NeoplasmFrequency'?,  False.
Can BiologicalMeasure that is also WeigthGain be considered a subcategory of 'GenotypeMeasure'?,  False.
Can BiologicalMeasure that is also WeigthGain be considered a subcategory of 'HighReductionInMontgomeryAsbergDepressionRating'?,  False.
Can BiologicalMeasure that is also WeigthGain be considered a subcategory of 'QualityOfLife'?,  True.
Can BiologicalMeasure be considered a subcategory of 'QualityOfLife'?,  True,
Can BiologicalMeasure be considered a subcategory of 'ChildDepressionScore'?,  I cannot
Can BiologicalMeasure be considered a subcategory of 'MolecularMeasure'?,  False.
Can BiologicalMeasure be considered a subcategory of 'RemissionFrequency'?,  False.
Can BiologicalMeasure be considered a subcategory of 'SatietyFrequency'?,  False.
Can BiologicalMeasure be considered a subcategory of 'ModerateReductionInHamiltonAnxietyScore'?,  False.
Can BiologicalMeasure be considered a subcategory of 'ASAAConcentrationIncrease'?,  I cannot
Can BiologicalMeasure be considered a subcategory of 'ERVisitFrequency'?,  False.
Can BiologicalMeasure be considered a subcategory of 'ForcedExperiatoryVolume'?,  False.
Can BiologicalMeasure be considered a subcategory of 'DailyBloodPressure'?,  I cannot
Can BiologicalMeasure be considered a subcategory of 'HighRemission'?,  I cannot
Can BiologicalMeasure be considered a subcategory of 'WeigthDifference'?,  False.
Can BiologicalMeasure be considered a subcategory of 'GeneExpressionDifference'?,  False.
Can BiologicalMeasure be considered a subcategory of 'ExerciseResponse'?,  I cannot
Can BiologicalMeasure be considered a subcategory of 'NeoplasmFrequency'?,  False.
Can BiologicalMeasure be considered a subcategory of 'GenotypeMeasure'?,  I cannot
Can BiologicalMeasure be considered a subcategory of 'HighReductionInMontgomeryAsbergDepressionRating'?,  False.
Can BiologicalMeasure be considered a subcategory of 'AirwayResponsivenessUsingMethacholine'?,  False.
Can BiologicalMeasure be considered a subcategory of 'HighReductionInHamiltonAnxietyScore'?,  I cannot
Can BiologicalMeasure be considered a subcategory of 'ModerateHamiltonDepressionScore'?,  False.
Can BiologicalMeasure be considered a subcategory of 'LowReductionInChildDepressionScore'?,  I cannot
Can BiologicalMeasure be considered a subcategory of 'BodyMassIndexDifference'?,  False.
Can BiologicalMeasure be considered a subcategory of 'HighHamiltonDepressionScore'?,  False.
Can BiologicalMeasure be considered a subcategory of 'HigherDiseaseSusceptibiltyOdds'?,  I cannot
Can BiologicalMeasure be considered a subcategory of 'ForcedVitalCapacity'?,  False.
Can BiologicalMeasure be considered a subcategory of 'HamiltonDepressionMeasure'?,  False.
Can BiologicalMeasure be considered a subcategory of 'PlasmaDrugConcentration'?,  False.
Can BiologicalMeasure be considered a subcategory of 'ElectrocardiogramQTInterval'?,  False.
Can BiologicalMeasure be considered a subcategory of 'PharmacokineticMeasure'?,  False.
Can BiologicalMeasure be considered a subcategory of 'LowMontgomeryAsbergDepressionRating'?,  False.
Can BiologicalMeasure be considered a subcategory of 'RemissionMeasure'?,  False.
Can BiologicalMeasure be considered a subcategory of 'GeneExpressionMeasure'?,  False.
Can BiologicalMeasure be considered a subcategory of 'CellCount'?,  False.
Can BiologicalMeasure be considered a subcategory of 'ASAAMeasure'?,  I cannot
Can BiologicalMeasure be considered a subcategory of 'PopulationVariation'?,  True.
Can BiologicalMeasure be considered a subcategory of 'PopulationVariation that is also QualityOfLife'?,  False.
Can BiologicalMeasure be considered a subcategory of 'MetabolicMeasure'?,  False.
Can BiologicalMeasure be considered a subcategory of 'TaxonomicMeasure'?,  False.
Can BiologicalMeasure be considered a subcategory of 'LowRemission'?,  False.
Can BiologicalMeasure be considered a subcategory of 'DrugClearance'?,  False.
Can BiologicalMeasure be considered a subcategory of 'ASAAConcentrationDifference'?,  False.
Can BiologicalMeasure be considered a subcategory of 'MontgomeryAsbergDepressionRatingDifference'?,  False.
Can BiologicalMeasure be considered a subcategory of 'ASAAConcentrationDecrease'?,  I cannot
Can BiologicalMeasure be considered a subcategory of 'ModerateMontgomeryAsbergDepressionRating'?,  False.
Can BiologicalMeasure be considered a subcategory of 'BodyMassIndexMeasure'?,  False.
Can BiologicalMeasure be considered a subcategory of 'IncreasedGeneExpression'?,  False.
Can BiologicalMeasure be considered a subcategory of 'PathogenCount'?,  False.
Can BiologicalMeasure be considered a subcategory of 'SimilarDiseaseSusceptibilityOdds'?,  False.
Can BiologicalMeasure be considered a subcategory of 'SatietyDifference'?,  False.
Can BiologicalMeasure be considered a subcategory of 'DiseaseFrequency'?,  False.
Can BiologicalMeasure be considered a subcategory of 'MontgomeryAsbergDepressionMeasure'?,  I cannot
Can BiologicalMeasure be considered a subcategory of 'CognitiveMeasure'?,  False.
Can BiologicalMeasure be considered a subcategory of 'ModerateReductionInMontgomeryAsbergDepressionRating'?,  False.
Can BiologicalMeasure be considered a subcategory of 'HighMontgomeryAsbergDepressionRating'?,  False.
Can BiologicalMeasure be considered a subcategory of 'WeightLoss'?,  False.
Can BiologicalMeasure be considered a subcategory of 'Gender'?,  False.
Can BiologicalMeasure be considered a subcategory of 'HamiltonAnxietyScore'?,  False.
Can BiologicalMeasure be considered a subcategory of 'SatietyDecrease'?,  False.
Can BiologicalMeasure be considered a subcategory of 'Weigth'?,  False.
Can BiologicalMeasure be considered a subcategory of 'Race'?,  False.
Can BiologicalMeasure be considered a subcategory of 'WeigthGain'?,  False.
Can BiologicalMeasure be considered a subcategory of 'AsthmaFrequency'?,  False.
Can BiologicalMeasure be considered a subcategory of 'DecreasedGeneExpression'?,  False.
Can BiologicalMeasure be considered a subcategory of 'PharmacodynamicMeasure'?,  False.
Can BiologicalMeasure be considered a subcategory of 'ModerateRemission'?,  False.
Can BiologicalMeasure be considered a subcategory of 'TissueMeasure'?,  I cannot
Can BiologicalMeasure be considered a subcategory of 'MontgomeryAsbergDepressionRating'?,  False.
Can BiologicalMeasure be considered a subcategory of 'HighReductionInChildDepressionScore'?,  False.
Can BiologicalMeasure be considered a subcategory of 'ZeroRemission'?,  False.
Can BiologicalMeasure be considered a subcategory of 'DoseFrequency'?,  False.
Can BiologicalMeasure be considered a subcategory of 'HamiltonAnxietyScoreDifference'?,  False.
Can BiologicalMeasure be considered a subcategory of 'DrugEfficacy'?,  False.
Can BiologicalMeasure be considered a subcategory of 'WeightMeasure'?,  False.
Can BiologicalMeasure be considered a subcategory of 'CoagulationProfile'?,  I cannot
Can BiologicalMeasure be considered a subcategory of 'LowReductionInHamiltonDepressionScore'?,  False.
Can BiologicalMeasure be considered a subcategory of 'BloodPressure'?,  False.
Can BiologicalMeasure be considered a subcategory of 'PulmonaryFunctionMeasure'?,  False.
Can BiologicalMeasure be considered a subcategory of 'SatietyIncrease'?,  False.
Can BiologicalMeasure be considered a subcategory of 'DiseaseSusceptibilityOdds'?,  False.
Can BiologicalMeasure be considered a subcategory of 'LowHamiltonDepressionScore'?,  False.
Can BiologicalMeasure be considered a subcategory of 'BoneMineralDensity'?,  False.
Can BiologicalMeasure be considered a subcategory of 'NormalGeneExpression'?,  I cannot
Can BiologicalMeasure be considered a subcategory of 'ReninAngiotensinSystemMeasure'?,  False.
Can BiologicalMeasure be considered a subcategory of 'BloodSerumProteinCount'?,  False.
Can BiologicalMeasure be considered a subcategory of 'AnxietyMeasure'?,  False.
Can BiologicalMeasure be considered a subcategory of 'HamiltonDepressionScore'?,  False.
Can BiologicalMeasure be considered a subcategory of 'SideEffectRate'?,  False.
Can BiologicalMeasure be considered a subcategory of 'DepressionMeasure'?,  I cannot
Can BiologicalMeasure be considered a subcategory of 'GeneExpression'?,  False.
Can BiologicalMeasure be considered a subcategory of 'Dose'?,  False.
Can BiologicalMeasure be considered a subcategory of 'SatietyMeasure'?,  False.
Can BiologicalMeasure be considered a subcategory of 'LowerDiseaseSusceptibilityOdds'?,  False.
Can BiologicalMeasure be considered a subcategory of 'SideEffectFrequency'?,  False.
Can BiologicalMeasure be considered a subcategory of 'MyocardialInfarctionFrequency'?,  False.
Can BiologicalMeasure be considered a subcategory of 'ZeroDrugEfficacy'?,  False.
Can BiologicalMeasure be considered a subcategory of 'Satiety'?,  False.
Can BiologicalMeasure be considered a subcategory of 'ClinicalOutcomeMeasure'?,  True.
Can BiologicalMeasure be considered a subcategory of 'ClinicalOutcomeMeasure that is also QualityOfLife'?,  True.
Can BiologicalMeasure be considered a subcategory of 'LipidProfile'?,  False.
Can BiologicalMeasure be considered a subcategory of 'BodyMassIndexDecrease'?,  False.
Can BiologicalMeasure be considered a subcategory of 'HighDrugEfficacy'?,  I cannot
Can BiologicalMeasure be considered a subcategory of 'BodyMassIndexIncrease'?,  False.
Can BiologicalMeasure be considered a subcategory of '_24HourBloodPressure'?,  False.
Can BiologicalMeasure be considered a subcategory of 'HighReductionInHamiltonDepressionScore'?,  False.
Can BiologicalMeasure be considered a subcategory of 'BodyMassIndex'?,  False.
Can BiologicalMeasure be considered a subcategory of 'DrugEfficacyMeasure'?,  False.
Can BiologicalMeasure be considered a subcategory of 'BiophysicalMeasure'?,  False.
Can BiologicalMeasure be considered a subcategory of 'ChildDepressionScoreDifference'?,  False.
Can BiologicalMeasure be considered a subcategory of 'LowReductionInHamiltonAnxietyScore'?,  False.
Can BiologicalMeasure be considered a subcategory of 'ChildDepressionMeasure'?,  False.
Can BiologicalMeasure be considered a subcategory of 'HamiltonDepressionScoreDifference'?,  False.
Can BiologicalMeasure be considered a subcategory of 'HighRemissionOddsRatio'?,  False.
Can BiologicalMeasure be considered a subcategory of 'LowDrugEfficacy'?,  False.
Can BiologicalMeasure be considered a subcategory of 'ErythromycinClearanceMeasure'?,  False.
Can BiologicalMeasure be considered a subcategory of 'LowReductionInMontgomeryAsbergDepressionRating'?,  False.
Can BiologicalMeasure be considered a subcategory of 'ModerateReductionInChildDepressionScore'?,  False.
Can BiologicalMeasure be considered a subcategory of 'ASAAConcentration'?,  I cannot
Can BiologicalMeasure be considered a subcategory of 'ModerateReductionInHamiltonDepressionScore'?,  False.
Can BiologicalMeasure be considered a subcategory of 'SimilarRemissionOddsRatio'?,  False.
Can BiologicalMeasure be considered a subcategory of 'EventFreeSurvivalTime'?,  False.
Can BiologicalMeasure be considered a subcategory of 'LowRemissionOddsRatio'?,  False.
Can BiologicalMeasure be considered a subcategory of 'HomocysteineLevel'?,  False.
Can BiologicalMeasure be considered a subcategory of 'SideEffectMeasure'?,  False.
Can BiologicalMeasure be considered a subcategory of 'RemissionOddsRatio'?,  False.
Can BiologicalMeasure be considered a subcategory of 'ClinicalOutcomeMeasure that is also PopulationVariation that is also QualityOfLife'?,  False.
Can ChildDepressionScoreDifference that is also IncreasedGeneExpression be considered a subcategory of 'LowerDiseaseSusceptibilityOdds'?,  False.
Can BodyMassIndexDecrease that is also Weigth be considered a subcategory of 'GeneExpressionDifference'?,  False.
Can HamiltonAnxietyScoreDifference that is also PathogenCount be considered a subcategory of 'SatietyDecrease'?,  False.
Can BodyMassIndexDifference that is also LowRemissionOddsRatio be considered a subcategory of 'DrugEfficacy'?,  False.
Can HomocysteineLevel that is also Satiety be considered a subcategory of 'HamiltonDepressionMeasure'?,  False.
Can GeneExpressionMeasure that is also WeigthDifference be considered a subcategory of 'DoseFrequency'?,  False.
Can MolecularMeasure that is also NeoplasmFrequency be considered a subcategory of 'WeigthGain'?,  False.
Can DiseaseFrequency that is also HamiltonDepressionMeasure be considered a subcategory of 'GeneExpressionDifference'?,  False.
Can ASAAMeasure that is also ZeroDrugEfficacy be considered a subcategory of 'SatietyDecrease'?,  False.
Can DrugClearance that is also HighReductionInMontgomeryAsbergDepressionRating be considered a subcategory of 'DiseaseFrequency'?,  False.
Can HighReductionInMontgomeryAsbergDepressionRating that is also WeigthDifference be considered a subcategory of 'IncreasedGeneExpression'?,  False.
Can AirwayResponsivenessUsingMethacholine that is also PlasmaDrugConcentration be considered a subcategory of 'WeigthDifference'?,  False.
Can DrugEfficacyMeasure that is also RemissionOddsRatio be considered a subcategory of 'AnxietyMeasure'?,  False.
Can BodyMassIndexDecrease that is also HighHamiltonDepressionScore be considered a subcategory of 'LowMontgomeryAsbergDepressionRating'?,  False.
Can BodyMassIndexIncrease that is also HighReductionInChildDepressionScore be considered a subcategory of 'EventFreeSurvivalTime'?,  False.
Can DrugClearance that is also HamiltonDepressionScoreDifference be considered a subcategory of 'ZeroDrugEfficacy'?,  False.
Can DepressionMeasure that is also HamiltonDepressionScore be considered a subcategory of 'HamiltonAnxietyScoreDifference'?,  False.
Can TissueMeasure that is also ZeroRemission be considered a subcategory of 'Satiety'?,  False.
Can BodyMassIndexMeasure that is also LowRemission be considered a subcategory of 'Weigth'?,  False.
Can ASAAConcentrationDecrease that is also Race be considered a subcategory of 'DrugClearance'?,  False.
Can BodyMassIndexMeasure that is also PulmonaryFunctionMeasure be considered a subcategory of 'LowHamiltonDepressionScore'?,  False.
Can LowReductionInHamiltonAnxietyScore that is also RemissionOddsRatio be considered a subcategory of 'PopulationVariation'?,  False.
Can DecreasedGeneExpression that is also DrugEfficacy be considered a subcategory of 'HamiltonDepressionScore'?,  False.
Can GeneExpressionDifference that is also GeneExpressionMeasure be considered a subcategory of 'SimilarDiseaseSusceptibilityOdds'?,  False.
Can BodyMassIndexMeasure that is also ClinicalOutcomeMeasure be considered a subcategory of 'PathogenCount'?,  False.
Can LipidProfile that is also ModerateReductionInChildDepressionScore be considered a subcategory of 'ModerateHamiltonDepressionScore'?,  False.
Can ModerateReductionInHamiltonAnxietyScore that is also NeoplasmFrequency be considered a subcategory of 'DailyBloodPressure'?,  False.
Can BodyMassIndexDifference that is also SideEffectRate be considered a subcategory of 'CellCount'?,  False.
Can HamiltonAnxietyScoreDifference that is also LowMontgomeryAsbergDepressionRating be considered a subcategory of 'HighReductionInMontgomeryAsbergDepressionRating'?,  False.
Can ASAAConcentrationIncrease that is also SideEffectFrequency be considered a subcategory of 'SideEffectRate'?,  False.
Can DiseaseFrequency that is also PathogenCount be considered a subcategory of 'ModerateReductionInChildDepressionScore'?,  False.
Can ForcedExperiatoryVolume that is also Race be considered a subcategory of 'DailyBloodPressure'?,  False.
Can AnxietyMeasure that is also HamiltonDepressionScoreDifference be considered a subcategory of 'CellCount'?,  False.
Can NeoplasmFrequency that is also SatietyMeasure be considered a subcategory of 'PopulationVariation'?,  False.
Can CognitiveMeasure that is also ZeroDrugEfficacy be considered a subcategory of 'SideEffectFrequency'?,  False.
Can GeneExpressionMeasure that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'RemissionMeasure'?,  I cannot
Can LowReductionInHamiltonAnxietyScore that is also PharmacokineticMeasure be considered a subcategory of 'SatietyIncrease'?,  False.
Can ERVisitFrequency that is also TissueMeasure be considered a subcategory of 'PathogenCount'?,  False.
Can AnxietyMeasure that is also SatietyDecrease be considered a subcategory of 'ModerateHamiltonDepressionScore'?,  False.
Can ChildDepressionMeasure that is also CognitiveMeasure be considered a subcategory of 'DoseFrequency'?,  False.
Can ForcedExperiatoryVolume that is also SideEffectRate be considered a subcategory of 'WeigthGain'?,  False.
Can DepressionMeasure that is also DrugEfficacy be considered a subcategory of 'SideEffectRate'?,  False.
Can AnxietyMeasure that is also HighReductionInHamiltonDepressionScore be considered a subcategory of 'PharmacokineticMeasure'?,  False.
Can BodyMassIndex that is also PathogenCount be considered a subcategory of 'DiseaseFrequency'?,  False.
Can DrugEfficacy that is also ModerateReductionInChildDepressionScore be considered a subcategory of 'HamiltonDepressionMeasure'?,  False.
Can ForcedExperiatoryVolume that is also HamiltonDepressionMeasure be considered a subcategory of 'PlasmaDrugConcentration'?,  False.
Can BiologicalMeasure that is also NormalGeneExpression be considered a subcategory of 'HighReductionInHamiltonDepressionScore'?,  False.
Can SatietyFrequency that is also SimilarRemissionOddsRatio be considered a subcategory of 'HighReductionInHamiltonAnxietyScore'?,  False.
Can Race that is also _24HourBloodPressure be considered a subcategory of 'MontgomeryAsbergDepressionMeasure'?,  False.
Can ChildDepressionScoreDifference that is also PlasmaDrugConcentration be considered a subcategory of 'ASAAConcentrationIncrease'?,  I cannot
Can ModerateMontgomeryAsbergDepressionRating that is also PharmacodynamicMeasure be considered a subcategory of 'ChildDepressionMeasure'?,  False.
Can ASAAConcentrationDecrease that is also HamiltonDepressionScoreDifference be considered a subcategory of 'DrugClearance'?,  False.
Can ASAAConcentration that is also HamiltonDepressionMeasure be considered a subcategory of 'DecreasedGeneExpression'?,  False.
Can HighReductionInChildDepressionScore that is also HighRemissionOddsRatio be considered a subcategory of 'LowReductionInMontgomeryAsbergDepressionRating'?,  False.
Can GenotypeMeasure that is also ModerateReductionInMontgomeryAsbergDepressionRating be considered a subcategory of 'ModerateMontgomeryAsbergDepressionRating'?,  False.
Can LowReductionInHamiltonAnxietyScore that is also MontgomeryAsbergDepressionRating be considered a subcategory of 'SimilarDiseaseSusceptibilityOdds'?,  False.
Can MetabolicMeasure that is also Race be considered a subcategory of 'MolecularMeasure'?,  Metab
Can HighHamiltonDepressionScore that is also IncreasedGeneExpression be considered a subcategory of 'Satiety'?,  False.
Can BiophysicalMeasure that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'Weigth'?,  False.
Can DiseaseSusceptibilityOdds that is also DoseFrequency be considered a subcategory of 'LowReductionInHamiltonAnxietyScore'?,  False.
Can SatietyDecrease that is also SatietyFrequency be considered a subcategory of 'ModerateMontgomeryAsbergDepressionRating'?,  False.
Can ASAAConcentrationDifference that is also ExerciseResponse be considered a subcategory of 'MontgomeryAsbergDepressionMeasure'?,  False.
Can ChildDepressionScoreDifference that is also ErythromycinClearanceMeasure be considered a subcategory of 'Satiety'?,  False.
Can BodyMassIndexIncrease that is also DecreasedGeneExpression be considered a subcategory of 'Weigth'?,  False.
Can HigherDiseaseSusceptibiltyOdds that is also MetabolicMeasure be considered a subcategory of 'LowHamiltonDepressionScore'?,  False.
Can ElectrocardiogramQTInterval that is also ModerateReductionInHamiltonAnxietyScore be considered a subcategory of 'DecreasedGeneExpression'?,  False.
Can DailyBloodPressure that is also HighRemissionOddsRatio be considered a subcategory of 'HamiltonDepressionScore'?,  False.
Can MontgomeryAsbergDepressionMeasure that is also SideEffectRate be considered a subcategory of 'SideEffectFrequency'?,  False.
Can WeightMeasure that is also _24HourBloodPressure be considered a subcategory of 'SimilarDiseaseSusceptibilityOdds'?,  False.
Can LowDrugEfficacy that is also ModerateMontgomeryAsbergDepressionRating be considered a subcategory of 'MolecularMeasure'?,  False.
Can BloodPressure that is also HighHamiltonDepressionScore be considered a subcategory of 'PathogenCount'?,  False.
Can ErythromycinClearanceMeasure that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'MontgomeryAsbergDepressionRating'?,  False.
Can ASAAConcentrationDecrease that is also SatietyDecrease be considered a subcategory of 'DailyBloodPressure'?,  False.
Can ASAAConcentrationIncrease that is also LowMontgomeryAsbergDepressionRating be considered a subcategory of 'CellCount'?,  False.
Can DepressionMeasure that is also WeigthDifference be considered a subcategory of 'SideEffectMeasure'?,  False.
Can LowReductionInChildDepressionScore that is also ModerateReductionInMontgomeryAsbergDepressionRating be considered a subcategory of 'AnxietyMeasure'?,  False.
Can BoneMineralDensity that is also Dose be considered a subcategory of 'ModerateRemission'?,  False.
Can ElectrocardiogramQTInterval that is also SideEffectFrequency be considered a subcategory of 'SatietyDecrease'?,  False.
Can DrugEfficacy that is also GeneExpressionDifference be considered a subcategory of 'ZeroDrugEfficacy'?,  False.
Can HomocysteineLevel that is also LowerDiseaseSusceptibilityOdds be considered a subcategory of 'HamiltonAnxietyScoreDifference'?,  False.
Can LowRemissionOddsRatio that is also Weigth be considered a subcategory of 'IncreasedGeneExpression'?,  False.
Can ASAAConcentrationDifference that is also ModerateHamiltonDepressionScore be considered a subcategory of 'HamiltonAnxietyScore'?,  False.
Can MontgomeryAsbergDepressionRatingDifference that is also SideEffectMeasure be considered a subcategory of 'HighReductionInHamiltonDepressionScore'?,  I cannot
Can MetabolicMeasure that is also WeightMeasure be considered a subcategory of 'HighReductionInHamiltonAnxietyScore'?,  False.
Can ExerciseResponse that is also HamiltonDepressionMeasure be considered a subcategory of 'LowMontgomeryAsbergDepressionRating'?,  False.
Can CognitiveMeasure that is also Dose be considered a subcategory of 'EventFreeSurvivalTime'?,  False.
Can ReninAngiotensinSystemMeasure that is also WeightLoss be considered a subcategory of 'RemissionOddsRatio'?,  False.
Can DepressionMeasure that is also WeightMeasure be considered a subcategory of 'ChildDepressionMeasure'?,  I cannot
Can BloodPressure that is also ModerateReductionInHamiltonAnxietyScore be considered a subcategory of 'PlasmaDrugConcentration'?,  False.
Can LowRemission that is also ModerateMontgomeryAsbergDepressionRating be considered a subcategory of 'AsthmaFrequency'?,  False.
Can GeneExpression that is also Race be considered a subcategory of 'IncreasedGeneExpression'?,  False.
Can ChildDepressionScore that is also IncreasedGeneExpression be considered a subcategory of 'SideEffectMeasure'?,  False.
Can ChildDepressionMeasure that is also PlasmaDrugConcentration be considered a subcategory of 'LowRemissionOddsRatio'?,  False.
Can HighRemission that is also ModerateReductionInMontgomeryAsbergDepressionRating be considered a subcategory of 'BoneMineralDensity'?,  False.
Can BoneMineralDensity that is also HamiltonDepressionScoreDifference be considered a subcategory of 'MyocardialInfarctionFrequency'?,  False.
Can SatietyMeasure that is also SimilarRemissionOddsRatio be considered a subcategory of 'CoagulationProfile'?,  False.
Can HighReductionInChildDepressionScore that is also HighReductionInHamiltonDepressionScore be considered a subcategory of 'HamiltonAnxietyScoreDifference'?,  False.
Can HighReductionInHamiltonAnxietyScore that is also ModerateReductionInMontgomeryAsbergDepressionRating be considered a subcategory of 'PlasmaDrugConcentration'?,  False.
Can LowReductionInHamiltonAnxietyScore that is also RemissionFrequency be considered a subcategory of 'GeneExpression'?,  False.
Can ERVisitFrequency that is also LipidProfile be considered a subcategory of 'EventFreeSurvivalTime'?,  False.
Can IncreasedGeneExpression that is also WeigthDifference be considered a subcategory of 'HighReductionInHamiltonDepressionScore'?,  False.
Can CognitiveMeasure that is also HomocysteineLevel be considered a subcategory of 'ChildDepressionMeasure'?,  False.
Can ForcedExperiatoryVolume that is also SatietyDifference be considered a subcategory of 'LowReductionInChildDepressionScore'?,  False.
Can ASAAConcentrationDifference that is also RemissionFrequency be considered a subcategory of 'HighMontgomeryAsbergDepressionRating'?,  False.
Can ErythromycinClearanceMeasure that is also SatietyMeasure be considered a subcategory of 'RemissionOddsRatio'?,  False.
Can ASAAConcentrationIncrease that is also HighHamiltonDepressionScore be considered a subcategory of 'HighRemission'?,  I cannot
Can HighHamiltonDepressionScore that is also _24HourBloodPressure be considered a subcategory of 'ModerateHamiltonDepressionScore'?,  False.
Can DrugClearance that is also MontgomeryAsbergDepressionMeasure be considered a subcategory of 'SideEffectFrequency'?,  False.
Can ASAAConcentrationDecrease that is also HamiltonDepressionScore be considered a subcategory of 'DailyBloodPressure'?,  False.
Can DrugEfficacyMeasure that is also MetabolicMeasure be considered a subcategory of 'SatietyIncrease'?,  False.
