Neuron and StructuralCell SubClassOf Erythrocyte,  False.
Can ChondroBlast that is also SclerenchymaCell be considered a subcategory of 'StructuralCell'?,  I.
Can Erythrocyte that is also StructuralCell be considered a subcategory of 'CirculatingCell'?,  I.
Can AnimalCell be considered a subcategory of 'Cell'?,  True.
Can AnimalCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can AnimalCell be considered a subcategory of 'LeafCell'?,  False.
Can AnimalCell be considered a subcategory of 'Erythrocyte'?,  False.
Can AnimalCell be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can AnimalCell be considered a subcategory of 'CirculatingCell'?,  False.
Can AnimalCell be considered a subcategory of 'PlantCell'?,  False.
Can AnimalCell be considered a subcategory of 'CellByClass'?,  False.
Can AnimalCell be considered a subcategory of 'MatureCell'?,  I.
Can AnimalCell be considered a subcategory of 'Miocyte'?,  False.
Can AnimalCell be considered a subcategory of 'InMatureCell'?,  False.
Can AnimalCell be considered a subcategory of 'Osteocyte'?,  False.
Can AnimalCell be considered a subcategory of 'ChondroBlast'?,  False.
Can AnimalCell be considered a subcategory of 'MioBlast'?,  False.
Can AnimalCell be considered a subcategory of 'CellByDevelopmentStage'?,  I.
Can AnimalCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can AnimalCell be considered a subcategory of 'CellByOrganism'?,  I.
Can AnimalCell be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can AnimalCell be considered a subcategory of 'StructuralCell'?,  I.
Can AnimalCell be considered a subcategory of 'Neuron'?,  False.
Can AnimalCell be considered a subcategory of 'ChondroCyte'?,  False.
Can CellByDevelopmentStage that is also PhotoreceptorCell be considered a subcategory of 'MatureCell'?,  I.
Can InMatureCell that is also PlantCell be considered a subcategory of 'CellByClass'?,  I.
Can CellByOrganism that is also PhotoreceptorCell be considered a subcategory of 'ChondroBlast'?,  I.
Can AnimalCell that is also ElectricallyActiveCell be considered a subcategory of 'MatureCell'?,  I.
Can Cell that is also PhotosyntheticCell be considered a subcategory of 'MatureCell'?,  I.
Can StructuralCell be considered a subcategory of 'PlantCell'?,  I.
Can CirculatingCell that is also Neuron be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can Erythrocyte that is also Miocyte be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can MioBlast that is also StructuralCell be considered a subcategory of 'InMatureCell'?,  I.
Can LeafCell that is also MioBlast be considered a subcategory of 'Miocyte'?,  I.
Can ElectricallyActiveCell that is also MatureCell be considered a subcategory of 'InMatureCell'?,  I.
Can ChondroBlast that is also MatureCell be considered a subcategory of 'PlantCell'?,  False.
Can AnimalCell that is also PhotoreceptorCell be considered a subcategory of 'Miocyte'?,  I.
Can ChondroCyte that is also Erythrocyte be considered a subcategory of 'Miocyte'?,  False.
Can CellByDevelopmentStage that is also ElectricallyActiveCell be considered a subcategory of 'Miocyte'?,  I.
Can CellByOrganism that is also ElectricallyActiveCell be considered a subcategory of 'PlantCell'?,  I.
Can PhotoreceptorCell that is also PhotosyntheticCell be considered a subcategory of 'StructuralCell'?,  I.
Can CellByClass that is also PlantCell be considered a subcategory of 'CellByOrganism'?,  I.
Can AnimalCell that is also Cell be considered a subcategory of 'CellByOrganism'?,  I.
Can AnimalCell that is also PhotosyntheticCell be considered a subcategory of 'CellByOrganism'?,  I.
Can CellByOrganism that is also MatureCell be considered a subcategory of 'ChondroCyte'?,  I.
Can ChondroBlast that is also Osteocyte be considered a subcategory of 'ElectricallyActiveCell'?,  I.
Can CirculatingCell that is also LeafCell be considered a subcategory of 'ElectricallyActiveCell'?,  I.
Can ChondroBlast that is also MatureCell be considered a subcategory of 'SclerenchymaCell'?,  I.
Can ChondroCyte that is also PhotosyntheticCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can SclerenchymaCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can CellByDevelopmentStage that is also ChondroCyte be considered a subcategory of 'SclerenchymaCell'?,  False.
Can ChondroCyte that is also CirculatingCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can Erythrocyte that is also Osteocyte be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can MioBlast that is also Neuron be considered a subcategory of 'LeafCell'?,  False.
Can CellByClass that is also LeafCell be considered a subcategory of 'SclerenchymaCell'?,  I.
Can Miocyte that is also Osteocyte be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can ElectricallyActiveCell that is also Miocyte be considered a subcategory of 'LeafCell'?,  False.
Can MatureCell that is also StructuralCell be considered a subcategory of 'LeafCell'?,  I.
Can InMatureCell that is also StructuralCell be considered a subcategory of 'LeafCell'?,  I.
Can InMatureCell that is also Neuron be considered a subcategory of 'Erythrocyte'?,  False.
Can MatureCell that is also Osteocyte be considered a subcategory of 'CellByClass'?,  I.
Can MatureCell that is also MioBlast be considered a subcategory of 'ChondroBlast'?,  I.
Can CellByOrganism that is also ChondroBlast be considered a subcategory of 'MatureCell'?,  I.
Can CirculatingCell that is also Miocyte be considered a subcategory of 'CellByClass'?,  I.
Can ElectricallyActiveCell that is also SclerenchymaCell be considered a subcategory of 'ChondroBlast'?,  I.
Can CellByClass that is also ElectricallyActiveCell be considered a subcategory of 'ChondroBlast'?,  I.
Can ChondroBlast that is also CirculatingCell be considered a subcategory of 'CellByDevelopmentStage'?,  I.
Can MioBlast that is also PhotosyntheticCell be considered a subcategory of 'CellByDevelopmentStage'?,  I.
Can AnimalCell that is also CellByDevelopmentStage be considered a subcategory of 'MioBlast'?,  I.
Can AnimalCell that is also StructuralCell be considered a subcategory of 'ChondroCyte'?,  I.
Can PhotoreceptorCell that is also PlantCell be considered a subcategory of 'CellByDevelopmentStage'?,  I.
Can Erythrocyte be considered a subcategory of 'MioBlast'?,  False.
Can CellByOrganism that is also InMatureCell be considered a subcategory of 'ChondroCyte'?,  I.
Can AnimalCell that is also PhotosyntheticCell be considered a subcategory of 'MioBlast'?,  I cannot
Can ElectricallyActiveCell that is also PlantCell be considered a subcategory of 'MioBlast'?,  I.
Can CellByDevelopmentStage that is also LeafCell be considered a subcategory of 'InMatureCell'?,  I.
Can CellByDevelopmentStage that is also ChondroCyte be considered a subcategory of 'PlantCell'?,  False.
Can Cell that is also MatureCell be considered a subcategory of 'PhotosyntheticCell'?,  I.
Can CellByClass that is also PlantCell be considered a subcategory of 'PhotosyntheticCell'?,  I.
Can ElectricallyActiveCell that is also LeafCell be considered a subcategory of 'InMatureCell'?,  I.
Can Cell that is also LeafCell be considered a subcategory of 'PlantCell'?,  I.
Can CellByOrganism that is also ChondroCyte be considered a subcategory of 'PlantCell'?,  False.
Can AnimalCell that is also SclerenchymaCell be considered a subcategory of 'InMatureCell'?,  I.
Can ChondroBlast that is also InMatureCell be considered a subcategory of 'CellByOrganism'?,  I.
Can InMatureCell that is also Osteocyte be considered a subcategory of 'Miocyte'?,  I.
Can Neuron that is also PhotoreceptorCell be considered a subcategory of 'Miocyte'?,  False.
Can Cell that is also CirculatingCell be considered a subcategory of 'CellByOrganism'?,  I.
Can Cell that is also Neuron be considered a subcategory of 'StructuralCell'?,  I.
Can MioBlast that is also StructuralCell be considered a subcategory of 'CellByOrganism'?,  I.
Can CellByClass that is also CellByDevelopmentStage be considered a subcategory of 'Osteocyte'?,  I.
Can CellByDevelopmentStage that is also CellByOrganism be considered a subcategory of 'AnimalCell'?,  I.
Can Cell that is also InMatureCell be considered a subcategory of 'Erythrocyte'?,  I.
Can Cell that is also LeafCell be considered a subcategory of 'Osteocyte'?,  I.
Can Cell that is also SclerenchymaCell be considered a subcategory of 'AnimalCell'?,  False.
Can LeafCell that is also PhotosyntheticCell be considered a subcategory of 'AnimalCell'?,  False.
Can AnimalCell that is also ChondroCyte be considered a subcategory of 'Erythrocyte'?,  False.
Can ChondroCyte be considered a subcategory of 'Osteocyte'?,  False.
Can Miocyte that is also Neuron be considered a subcategory of 'AnimalCell'?,  I.
Can Erythrocyte that is also InMatureCell be considered a subcategory of 'Neuron'?,  False.
Can Osteocyte that is also PhotoreceptorCell be considered a subcategory of 'Neuron'?,  False.
Can CellByClass that is also Osteocyte be considered a subcategory of 'Neuron'?,  False.
Can Neuron that is also StructuralCell be considered a subcategory of 'InMatureCell'?,  I.
Can Cell that is also SclerenchymaCell be considered a subcategory of 'Neuron'?,  False.
Can InMatureCell that is also MioBlast be considered a subcategory of 'Neuron'?,  I.
Can CirculatingCell that is also Miocyte be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can ChondroBlast that is also LeafCell be considered a subcategory of 'StructuralCell'?,  I.
Can CellByOrganism that is also Osteocyte be considered a subcategory of 'CirculatingCell'?,  I.
Can InMatureCell that is also SclerenchymaCell be considered a subcategory of 'CellByOrganism'?,  I.
Can LeafCell that is also SclerenchymaCell be considered a subcategory of 'CellByOrganism'?,  I.
Can CirculatingCell that is also InMatureCell be considered a subcategory of 'StructuralCell'?,  I.
Can Miocyte that is also PhotosyntheticCell be considered a subcategory of 'CirculatingCell'?,  I.
Can Neuron that is also Osteocyte be considered a subcategory of 'CirculatingCell'?,  I.
Can ChondroCyte that is also Neuron be considered a subcategory of 'StructuralCell'?,  I.
Can Cell that is also Miocyte be considered a subcategory of 'MatureCell'?,  I.
Can CellByClass that is also Erythrocyte be considered a subcategory of 'Cell'?,  I.
Can Miocyte that is also SclerenchymaCell be considered a subcategory of 'Cell'?,  I.
Can CellByClass that is also StructuralCell be considered a subcategory of 'Cell'?,  I.
Can ChondroCyte that is also Neuron be considered a subcategory of 'MatureCell'?,  I.
Can ElectricallyActiveCell that is also SclerenchymaCell be considered a subcategory of 'CellByClass'?,  I.
Can CellByClass that is also MioBlast be considered a subcategory of 'Cell'?,  I.
Can CellByDevelopmentStage that is also StructuralCell be considered a subcategory of 'MatureCell'?,  I.
Can Miocyte that is also PhotoreceptorCell be considered a subcategory of 'InMatureCell'?,  I.
Can Erythrocyte that is also Osteocyte be considered a subcategory of 'PlantCell'?,  False.
Can ElectricallyActiveCell that is also PhotoreceptorCell be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can ChondroBlast that is also PhotoreceptorCell be considered a subcategory of 'InMatureCell'?,  I.
Can PhotosyntheticCell be considered a subcategory of 'PlantCell'?,  True.
Can PhotosyntheticCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can PhotosyntheticCell be considered a subcategory of 'LeafCell'?,  I.
Can PhotosyntheticCell be considered a subcategory of 'Erythrocyte'?,  False.
Can PhotosyntheticCell be considered a subcategory of 'CirculatingCell'?,  False.
Can PhotosyntheticCell be considered a subcategory of 'CellByClass'?,  I.
Can PhotosyntheticCell be considered a subcategory of 'MatureCell'?,  I.
Can PhotosyntheticCell be considered a subcategory of 'AnimalCell'?,  False.
Can PhotosyntheticCell be considered a subcategory of 'Cell'?,  True.
Can PhotosyntheticCell be considered a subcategory of 'Cell that is also PlantCell'?,  I.
Can PhotosyntheticCell be considered a subcategory of 'Miocyte'?,  I.
Can PhotosyntheticCell be considered a subcategory of 'InMatureCell'?,  False.
Can PhotosyntheticCell be considered a subcategory of 'Osteocyte'?,  False.
Can PhotosyntheticCell be considered a subcategory of 'ChondroBlast'?,  False.
Can PhotosyntheticCell be considered a subcategory of 'MioBlast'?,  I.
Can PhotosyntheticCell be considered a subcategory of 'CellByDevelopmentStage'?,  I.
Can PhotosyntheticCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can PhotosyntheticCell be considered a subcategory of 'CellByOrganism'?,  I.
Can PhotosyntheticCell be considered a subcategory of 'ElectricallyActiveCell'?,  I.
Can PhotosyntheticCell be considered a subcategory of 'StructuralCell'?,  I.
Can PhotosyntheticCell be considered a subcategory of 'Neuron'?,  False.
Can PhotosyntheticCell be considered a subcategory of 'ChondroCyte'?,  False.
Can AnimalCell that is also MioBlast be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can CirculatingCell that is also PhotosyntheticCell be considered a subcategory of 'InMatureCell'?,  I.
Can CirculatingCell that is also Erythrocyte be considered a subcategory of 'PlantCell'?,  False.
Can CellByDevelopmentStage that is also MatureCell be considered a subcategory of 'Miocyte'?,  I.
Can CellByClass that is also CellByOrganism be considered a subcategory of 'Miocyte'?,  I cannot
Can CirculatingCell that is also PlantCell be considered a subcategory of 'InMatureCell'?,  I.
Can ElectricallyActiveCell that is also MioBlast be considered a subcategory of 'StructuralCell'?,  I.
Can Cell that is also ChondroCyte be considered a subcategory of 'Miocyte'?,  I.
Can ChondroBlast that is also StructuralCell be considered a subcategory of 'Miocyte'?,  I.
Can AnimalCell that is also ChondroBlast be considered a subcategory of 'CellByOrganism'?,  I.
Can Osteocyte that is also PlantCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can LeafCell that is also Neuron be considered a subcategory of 'ChondroCyte'?,  I.
Can LeafCell that is also SclerenchymaCell be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can MatureCell that is also Osteocyte be considered a subcategory of 'ElectricallyActiveCell'?,  I.
Can AnimalCell that is also Miocyte be considered a subcategory of 'SclerenchymaCell'?,  False.
Can ChondroCyte that is also StructuralCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can CellByDevelopmentStage that is also InMatureCell be considered a subcategory of 'ElectricallyActiveCell'?,  I.
Can CellByOrganism that is also Miocyte be considered a subcategory of 'SclerenchymaCell'?,  False.
Can CellByDevelopmentStage that is also ChondroBlast be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can Cell be considered a subcategory of 'PhotoreceptorCell'?,  I.
Can CellByClass that is also InMatureCell be considered a subcategory of 'SclerenchymaCell'?,  I.
Can MioBlast that is also SclerenchymaCell be considered a subcategory of 'Erythrocyte'?,  False.
Can ChondroCyte that is also Miocyte be considered a subcategory of 'LeafCell'?,  I.
Can Osteocyte that is also SclerenchymaCell be considered a subcategory of 'Erythrocyte'?,  False.
Can LeafCell that is also Osteocyte be considered a subcategory of 'CellByClass'?,  I.
Can MatureCell that is also SclerenchymaCell be considered a subcategory of 'ChondroBlast'?,  I.
Can InMatureCell that is also LeafCell be considered a subcategory of 'MatureCell'?,  I.
Can ChondroCyte that is also Miocyte be considered a subcategory of 'CellByDevelopmentStage'?,  I.
Can Cell that is also Miocyte be considered a subcategory of 'ChondroBlast'?,  I.
Can CellByOrganism that is also Neuron be considered a subcategory of 'ChondroBlast'?,  I.
Can AnimalCell that is also InMatureCell be considered a subcategory of 'CellByDevelopmentStage'?,  I.
Can CellByClass be considered a subcategory of 'MioBlast'?,  I.
Can CellByClass that is also Miocyte be considered a subcategory of 'MioBlast'?,  I.
Can PhotosyntheticCell that is also StructuralCell be considered a subcategory of 'CellByDevelopmentStage'?,  I.
Can Cell that is also PhotoreceptorCell be considered a subcategory of 'CellByDevelopmentStage'?,  I.
Can CirculatingCell that is also SclerenchymaCell be considered a subcategory of 'MioBlast'?,  I.
Can Neuron that is also SclerenchymaCell be considered a subcategory of 'ChondroCyte'?,  False.
Can CellByDevelopmentStage that is also Erythrocyte be considered a subcategory of 'ChondroCyte'?,  False.
Can CellByClass that is also PlantCell be considered a subcategory of 'InMatureCell'?,  I.
Can CirculatingCell that is also Erythrocyte be considered a subcategory of 'Neuron'?,  False.
Can CirculatingCell that is also MioBlast be considered a subcategory of 'InMatureCell'?,  I.
Can MatureCell that is also StructuralCell be considered a subcategory of 'PlantCell'?,  I.
Can CellByOrganism that is also Erythrocyte be considered a subcategory of 'PlantCell'?,  False.
Can MatureCell that is also MioBlast be considered a subcategory of 'Miocyte'?,  I.
Can InMatureCell that is also MioBlast be considered a subcategory of 'CellByOrganism'?,  I.
Can MatureCell that is also Neuron be considered a subcategory of 'PlantCell'?,  False.
Can ChondroBlast that is also ElectricallyActiveCell be considered a subcategory of 'Miocyte'?,  I.
Can Erythrocyte that is also Osteocyte be considered a subcategory of 'CellByOrganism'?,  I.
Can ElectricallyActiveCell that is also LeafCell be considered a subcategory of 'Miocyte'?,  I.
Can ChondroBlast that is also PhotoreceptorCell be considered a subcategory of 'Miocyte'?,  I.
Can AnimalCell that is also CellByClass be considered a subcategory of 'Osteocyte'?,  False.
Can PhotosyntheticCell that is also PlantCell be considered a subcategory of 'Osteocyte'?,  False.
Can Neuron that is also Osteocyte be considered a subcategory of 'LeafCell'?,  I cannot
Can CellByOrganism that is also StructuralCell be considered a subcategory of 'Osteocyte'?,  I.
Can CellByDevelopmentStage that is also PlantCell be considered a subcategory of 'Erythrocyte'?,  False.
Can ChondroBlast that is also InMatureCell be considered a subcategory of 'AnimalCell'?,  I.
Can MioBlast that is also PhotoreceptorCell be considered a subcategory of 'AnimalCell'?,  I.
Can ElectricallyActiveCell that is also MatureCell be considered a subcategory of 'AnimalCell'?,  I.
Can Cell that is also MatureCell be considered a subcategory of 'Neuron'?,  False.
Can Osteocyte that is also PhotoreceptorCell be considered a subcategory of 'PhotosyntheticCell'?, False.
Can ChondroCyte that is also Erythrocyte be considered a subcategory of 'InMatureCell'?,  I.
Can ChondroBlast that is also ElectricallyActiveCell be considered a subcategory of 'Neuron'?,  False.
Can CellByOrganism that is also ElectricallyActiveCell be considered a subcategory of 'Neuron'?,  I.
Can Cell that is also InMatureCell be considered a subcategory of 'ChondroBlast'?,  I.
Can Miocyte that is also PhotosyntheticCell be considered a subcategory of 'CellByDevelopmentStage'?,  I.
Can AnimalCell that is also PhotosyntheticCell be considered a subcategory of 'CellByClass'?,  I.
Can ChondroCyte that is also PlantCell be considered a subcategory of 'ChondroBlast'?,  I.
Can Cell that is also Miocyte be considered a subcategory of 'CellByDevelopmentStage'?,  I.
Can CellByClass that is also Osteocyte be considered a subcategory of 'CellByDevelopmentStage'?,  I.
Can PhotoreceptorCell that is also StructuralCell be considered a subcategory of 'CellByClass'?,  I.
Can ChondroCyte that is also Neuron be considered a subcategory of 'CellByDevelopmentStage'?,  I.
Can SclerenchymaCell be considered a subcategory of 'MioBlast'?,  I.
Can CellByDevelopmentStage that is also CirculatingCell be considered a subcategory of 'ChondroBlast'?,  I.
Can Erythrocyte that is also Osteocyte be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can CellByDevelopmentStage that is also Neuron be considered a subcategory of 'MioBlast'?,  I.
Can LeafCell that is also MatureCell be considered a subcategory of 'MioBlast'?,  I.
Can LeafCell that is also PlantCell be considered a subcategory of 'ChondroCyte'?,  False.
Can PhotosyntheticCell that is also PlantCell be considered a subcategory of 'CellByOrganism'?,  I.
Can PhotoreceptorCell that is also PlantCell be considered a subcategory of 'StructuralCell'?,  I.
Can AnimalCell that is also ChondroCyte be considered a subcategory of 'StructuralCell'?,  I.
Can Cell that is also PhotosyntheticCell be considered a subcategory of 'CirculatingCell'?,  False.
Can Erythrocyte that is also MatureCell be considered a subcategory of 'Cell'?,  I.
Can MatureCell that is also MioBlast be considered a subcategory of 'Cell'?,  I.
Can CellByClass that is also CellByOrganism be considered a subcategory of 'CirculatingCell'?,  I.
Can MioBlast that is also SclerenchymaCell be considered a subcategory of 'Cell'?,  I.
Can ChondroBlast that is also StructuralCell be considered a subcategory of 'CirculatingCell'?,  I.
Can MioBlast that is also Neuron be considered a subcategory of 'Cell'?,  True.
Can MioBlast that is also Neuron be considered a subcategory of 'SclerenchymaCell'?,  I.
Can MioBlast that is also Neuron be considered a subcategory of 'Erythrocyte'?,  False.
Can MioBlast that is also Neuron be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can MioBlast that is also Neuron be considered a subcategory of 'CirculatingCell'?,  I.
Can MioBlast that is also Neuron be considered a subcategory of 'PlantCell'?,  False.
Can MioBlast that is also Neuron be considered a subcategory of 'CellByClass'?,  I.
Can MioBlast that is also Neuron be considered a subcategory of 'MatureCell'?,  I.
Can MioBlast that is also Neuron be considered a subcategory of 'AnimalCell'?,  I.
Can MioBlast be considered a subcategory of 'Cell'?,  I.
Can Neuron be considered a subcategory of 'Cell'?,  True.
Can Neuron be considered a subcategory of 'SclerenchymaCell'?,  False.
Can Neuron be considered a subcategory of 'LeafCell'?,  False.
Can Neuron be considered a subcategory of 'Erythrocyte'?,  False.
Can Neuron be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can Neuron be considered a subcategory of 'CirculatingCell'?,  I.
Can Neuron be considered a subcategory of 'PlantCell'?,  False.
Can Neuron be considered a subcategory of 'CellByClass'?,  I.
Can Neuron be considered a subcategory of 'MatureCell'?,  I.
Can Neuron be considered a subcategory of 'AnimalCell'?,  False.
Can Neuron be considered a subcategory of 'Miocyte'?,  I.
Can Neuron be considered a subcategory of 'InMatureCell'?,  I.
Can Neuron be considered a subcategory of 'Osteocyte'?,  False.
Can Neuron be considered a subcategory of 'ChondroBlast'?,  False.
Can Neuron be considered a subcategory of 'MioBlast'?,  I.
Can Neuron be considered a subcategory of 'CellByDevelopmentStage'?,  I.
Can Neuron be considered a subcategory of 'PhotoreceptorCell'?,  I.
Can Neuron be considered a subcategory of 'CellByOrganism'?,  I.
Can Neuron be considered a subcategory of 'ElectricallyActiveCell'?,  True.
Can Neuron be considered a subcategory of 'Cell that is also ElectricallyActiveCell'?,  True.
Can Neuron be considered a subcategory of 'StructuralCell'?,  I.
Can Neuron be considered a subcategory of 'ChondroCyte'?,  False.
Can CellByDevelopmentStage that is also Erythrocyte be considered a subcategory of 'MatureCell'?,  I.
Can AnimalCell that is also CellByOrganism be considered a subcategory of 'MatureCell'?,  I.
Can PhotoreceptorCell that is also PlantCell be considered a subcategory of 'MatureCell'?,  I.
Can Erythrocyte that is also LeafCell be considered a subcategory of 'CellByClass'?,  I.
Can ChondroBlast that is also PhotosyntheticCell be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can ChondroBlast that is also SclerenchymaCell be considered a subcategory of 'ChondroCyte'?,  False.
Can CirculatingCell that is also MatureCell be considered a subcategory of 'ElectricallyActiveCell'?,  I.
Can ElectricallyActiveCell that is also Erythrocyte be considered a subcategory of 'SclerenchymaCell'?,  False.
Can CellByDevelopmentStage that is also PhotoreceptorCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can CellByClass that is also MioBlast be considered a subcategory of 'ChondroCyte'?,  I.
Can AnimalCell that is also ElectricallyActiveCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can MatureCell that is also PhotosyntheticCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can Erythrocyte that is also StructuralCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can AnimalCell that is also Neuron be considered a subcategory of 'SclerenchymaCell'?,  False.
Can CellByOrganism that is also ChondroBlast be considered a subcategory of 'Erythrocyte'?,  False.
Can CellByOrganism that is also CirculatingCell be considered a subcategory of 'PhotoreceptorCell'?,  I.
Can InMatureCell that is also PlantCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can ChondroBlast that is also MatureCell be considered a subcategory of 'CellByClass'?,  I.
Can CellByOrganism that is also CirculatingCell be considered a subcategory of 'CellByClass'?,  I.
Can CirculatingCell that is also Neuron be considered a subcategory of 'ChondroBlast'?,  I.
Can PhotoreceptorCell that is also StructuralCell be considered a subcategory of 'CellByDevelopmentStage'?,  I.
Can Erythrocyte that is also MioBlast be considered a subcategory of 'ChondroBlast'?,  False.
Can AnimalCell that is also Cell be considered a subcategory of 'CellByDevelopmentStage'?,  I.
Can AnimalCell that is also InMatureCell be considered a subcategory of 'MioBlast'?,  I.
Can AnimalCell that is also PhotoreceptorCell be considered a subcategory of 'ChondroBlast'?,  I.
Can ElectricallyActiveCell that is also Erythrocyte be considered a subcategory of 'CellByDevelopmentStage'?,  I.
Can CellByOrganism be considered a subcategory of 'MioBlast'?,  I.
Can CellByOrganism that is also Osteocyte be considered a subcategory of 'MioBlast'?,  I.
Can PhotoreceptorCell that is also PhotosyntheticCell be considered a subcategory of 'ChondroCyte'?,  False.
Can ChondroBlast that is also PlantCell be considered a subcategory of 'ChondroCyte'?,  False.
Can CellByDevelopmentStage that is also ChondroCyte be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can Cell that is also ChondroCyte be considered a subcategory of 'InMatureCell'?,  I.
Can Cell that is also CellByOrganism be considered a subcategory of 'InMatureCell'?,  I.
Can AnimalCell that is also CellByClass be considered a subcategory of 'Neuron'?,  False.
Can ChondroBlast that is also LeafCell be considered a subcategory of 'PlantCell'?,  I.
Can Miocyte that is also Osteocyte be considered a subcategory of 'InMatureCell'?,  I.
Can ChondroCyte that is also PhotosyntheticCell be considered a subcategory of 'InMatureCell'?,  False.
Can PhotoreceptorCell that is also SclerenchymaCell be considered a subcategory of 'PlantCell'?,  I.
Can CirculatingCell that is also InMatureCell be considered a subcategory of 'Miocyte'?,  I.
Can Osteocyte be considered a subcategory of 'PlantCell'?,  False.
Can Cell that is also PlantCell be considered a subcategory of 'Miocyte'?,  False.
Can Cell that is also LeafCell be considered a subcategory of 'CellByOrganism'?,  I.
Can Miocyte that is also SclerenchymaCell be considered a subcategory of 'CellByOrganism'?,  I.
Can MatureCell that is also StructuralCell be considered a subcategory of 'Miocyte'?,  I.
Can Cell that is also ChondroBlast be considered a subcategory of 'Erythrocyte'?,  False.
Can MioBlast that is also PhotosyntheticCell be considered a subcategory of 'Osteocyte'?,  False.
Can MatureCell that is also Osteocyte be considered a subcategory of 'LeafCell'?,  False.
Can ChondroBlast that is also ChondroCyte be considered a subcategory of 'LeafCell'?,  I cannot
Can Miocyte that is also PhotoreceptorCell be considered a subcategory of 'Osteocyte'?,  False.
Can Erythrocyte be considered a subcategory of 'Osteocyte'?,  False.
Can ElectricallyActiveCell that is also PhotoreceptorCell be considered a subcategory of 'Osteocyte'?,  False.
Can CellByClass that is also ElectricallyActiveCell be considered a subcategory of 'Erythrocyte'?,  I.
Can LeafCell that is also StructuralCell be considered a subcategory of 'Neuron'?,  I.
Can Cell that is also CellByDevelopmentStage be considered a subcategory of 'PhotosyntheticCell'?,  I.
Can CellByOrganism that is also MatureCell be considered a subcategory of 'AnimalCell'?,  I.
Can Miocyte that is also PlantCell be considered a subcategory of 'Neuron'?,  False.
Can ChondroCyte that is also StructuralCell be considered a subcategory of 'ChondroBlast'?,  I.
Can AnimalCell that is also SclerenchymaCell be considered a subcategory of 'ChondroBlast'?,  I cannot
Can CellByDevelopmentStage that is also ChondroCyte be considered a subcategory of 'CellByClass'?,  I.
Can InMatureCell that is also Osteocyte be considered a subcategory of 'ChondroBlast'?,  I.
Can LeafCell that is also Neuron be considered a subcategory of 'CellByDevelopmentStage'?,  I.
Can ElectricallyActiveCell that is also LeafCell be considered a subcategory of 'CellByClass'?,  I.
Can Miocyte that is also Osteocyte be considered a subcategory of 'CellByDevelopmentStage'?,  I.
Can ChondroCyte that is also StructuralCell be considered a subcategory of 'CellByDevelopmentStage'?,  I.
Can ChondroBlast that is also InMatureCell be considered a subcategory of 'CellByDevelopmentStage'?,  I.
Can CellByOrganism that is also InMatureCell be considered a subcategory of 'MioBlast'?,  I.
Can MatureCell that is also PhotoreceptorCell be considered a subcategory of 'ChondroCyte'?,  False.
Can Cell that is also CirculatingCell be considered a subcategory of 'MioBlast'?,  I.
Can Cell that is also PhotosyntheticCell be considered a subcategory of 'MioBlast'?,  I.
Can AnimalCell that is also ChondroCyte be considered a subcategory of 'CirculatingCell'?,  I.
Can ChondroCyte that is also ElectricallyActiveCell be considered a subcategory of 'CellByOrganism'?,  I.
Can CellByClass that is also CellByDevelopmentStage be considered a subcategory of 'StructuralCell'?,  I.
Can Osteocyte that is also PhotoreceptorCell be considered a subcategory of 'CirculatingCell'?,  False.
Can ChondroBlast that is also Osteocyte be considered a subcategory of 'Cell'?,  I.
Can Cell that is also SclerenchymaCell be considered a subcategory of 'StructuralCell'?,  I.
Can InMatureCell that is also LeafCell be considered a subcategory of 'CirculatingCell'?,  I.
Can ChondroCyte that is also InMatureCell be considered a subcategory of 'Cell'?,  True.
Can ChondroCyte that is also InMatureCell be considered a subcategory of 'SclerenchymaCell'?,  False.
