Crop and MarinePlant SubClassOf Arthropod,  False.
Can Human that is also Mollusk be considered a subcategory of 'Crustacean'?,  False.
Can MarinePlant that is also Plant be considered a subcategory of 'Sporozoan'?,  False.
Can BlueGreenAlgae that is also FungiTaxonomy be considered a subcategory of 'Amoebae'?,  False.
Can Ciliate that is also SegmentedWorm be considered a subcategory of 'BlueGreenAlgae'?,  False.
Can Amphibian be considered a subcategory of 'Phytoplankton'?,  False.
Can Foraminifer that is also Reptile be considered a subcategory of 'Mushroom'?,  False.
Can Flagellate that is also Sponge be considered a subcategory of 'Human'?,  False.
Can Nutrient that is also SlimeMold be considered a subcategory of 'Arthropod'?,  False.
Can Crown that is also Sporozoan be considered a subcategory of 'Diatom'?,  False.
Can Macrophyte that is also Plankton be considered a subcategory of 'Moss'?,  False.
Can Lichen that is also Macroalgae be considered a subcategory of 'Reptile'?,  False.
Can Sporozoan that is also VegetationSpecies be considered a subcategory of 'DominantSpecies'?,  False.
Can Foraminifer that is also Leaf be considered a subcategory of 'Fungi'?,  Foramin
Can Chlorophyll that is also Flagellate be considered a subcategory of 'Bird'?,  False.
Can Bacteria that is also Mollusk be considered a subcategory of 'SlimeMold'?,  False.
Can Crustacean that is also Invertebrate be considered a subcategory of 'Anemone'?,  False.
Can Dairy that is also Jellyfish be considered a subcategory of 'Mammal'?,  False.
Can Ciliate that is also ExoticSpecies be considered a subcategory of 'SegmentedWorm'?,  False.
Can Ciliate that is also MarineBird be considered a subcategory of 'Radiolarian'?,  False.
Can Animal that is also Roundworm be considered a subcategory of 'Microalgae'?,  False.
Can Arachnid that is also Dairy be considered a subcategory of 'Nutrient'?,  False.
Can Ciliate that is also Mushroom be considered a subcategory of 'Fish'?,  False.
Can Amphibian that is also Animal be considered a subcategory of 'MarineMammal'?,  False.
Can VegetationSpecies that is also Zooplankton be considered a subcategory of 'Moss'?,  False.
Can MarinePlant that is also Millipede be considered a subcategory of 'Ciliate'?,  False.
Can Algae that is also Conifer be considered a subcategory of 'FungiTaxonomy'?,  False.
Can Insect that is also Yeast be considered a subcategory of 'DominantSpecies'?,  False.
Can MarineInvertebrate that is also Pollen be considered a subcategory of 'Jellyfish'?,  False.
Can Arachnid that is also Fungi be considered a subcategory of 'Sponge'?,  False.
Can EvergreenVegetation that is also Sporozoan be considered a subcategory of 'Arachnid'?,  False.
Can DominantSpecies that is also MicrobiotaTaxonomy be considered a subcategory of 'Fungi'?,  False.
Can Livestock that is also MarinePlant be considered a subcategory of 'Canopy'?,  False.
Can Macroalgae that is also Yeast be considered a subcategory of 'Echinoderm'?,  False.
Can Plankton that is also Vertebrate be considered a subcategory of 'Amphibian'?,  False.
Can Coral that is also VegetationSpecies be considered a subcategory of 'Flagellate'?,  False.
Can ExoticVegetation that is also Fish be considered a subcategory of 'Lichen'?,  False.
Can Fern that is also Protist be considered a subcategory of 'Dairy'?,  False.
Can BlueGreenAlgae that is also Centipede be considered a subcategory of 'Fern'?,  False.
Can Flatworm that is also Microbiota be considered a subcategory of 'Protist'?,  False.
Can Macrophyte that is also MarineMammal be considered a subcategory of 'Mollusk'?,  False.
Can Flagellate that is also Microalgae be considered a subcategory of 'Chlorophyll'?,  False.
Can ExoticSpecies that is also FungiTaxonomy be considered a subcategory of 'Arthropod'?,  False.
Can Arthropod that is also SegmentedWorm be considered a subcategory of 'Macroalgae'?,  False.
Can Fish that is also IndigenousVegetation be considered a subcategory of 'Sporozoan'?,  False.
Can Arthropod that is also Sponge be considered a subcategory of 'VegetationCover'?,  False.
Can IndigenousSpecies that is also Mold be considered a subcategory of 'Reptile'?,  False.
Can MarinePlant that is also Microalgae be considered a subcategory of 'Roundworm'?,  False.
Can Bacteria that is also Reptile be considered a subcategory of 'VegetationSpecies'?,  False.
Can Coccolithophore that is also SlimeMold be considered a subcategory of 'Lichen'?,  False.
Can Pollen that is also TreeRing be considered a subcategory of 'Flatworm'?,  False.
Can MarineAnimal that is also Mollusk be considered a subcategory of 'Millipede'?,  False.
Can Moss that is also Vertebrate be considered a subcategory of 'Mammal'?,  False.
Can Bird that is also Nutrient be considered a subcategory of 'IndigenousSpecies'?,  False.
Can Dairy that is also Microalgae be considered a subcategory of 'Bacteria'?,  False.
Can Bacteria that is also Leaf be considered a subcategory of 'Anemone'?,  False.
Can ExoticSpecies that is also Lichen be considered a subcategory of 'Bird'?,  False.
Can Bacteria that is also Sponge be considered a subcategory of 'Algae'?,  False.
Can Amoebae that is also DominantSpecies be considered a subcategory of 'EvergreenVegetation'?,  False.
Can Invertebrate that is also MarineAnimal be considered a subcategory of 'Leaf'?,  False.
Can FloweringPlant that is also Nutrient be considered a subcategory of 'Coccolithophore'?,  False.
Can BlueGreenAlgae that is also SlimeMold be considered a subcategory of 'Crop'?,  False.
Can MicrobiotaTaxonomy that is also Pollen be considered a subcategory of 'Livestock'?,  False.
Can EvergreenVegetation that is also Litter be considered a subcategory of 'Coral'?,  False.
Can MarineAnimal that is also MicrobiotaTaxonomy be considered a subcategory of 'Mushroom'?,  False.
Can Moss that is also Poultry be considered a subcategory of 'Crown'?,  False.
Can Crown that is also Vegetation be considered a subcategory of 'Fungi'?,  False.
Can MarineInvertebrate that is also Roundworm be considered a subcategory of 'Bird'?,  False.
Can Crop that is also Zooplankton be considered a subcategory of 'Vertebrate'?,  False.
Can Canopy that is also Microphyte be considered a subcategory of 'Echinoderm'?,  False.
Can MarineBird that is also Sponge be considered a subcategory of 'Bacteria'?,  False.
Can Foraminifer that is also Human be considered a subcategory of 'Sponge'?,  False.
Can Flagellate that is also MarinePlant be considered a subcategory of 'Yeast'?,  False.
Can Human that is also Mammal be considered a subcategory of 'Centipede'?,  False.
Can IndigenousVegetation that is also Liverwort be considered a subcategory of 'Fern'?,  False.
Can Crustacean that is also MarineBird be considered a subcategory of 'Poultry'?,  False.
Can Amphibian that is also Radiolarian be considered a subcategory of 'EvergreenVegetation'?,  False.
Can Amoebae that is also Microbiota be considered a subcategory of 'Coccolithophore'?,  False.
Can Foraminifer that is also VegetationSpecies be considered a subcategory of 'Leaf'?,  Foramin
Can Livestock that is also Radiolarian be considered a subcategory of 'Conifer'?,  False.
Can Arachnid that is also Dairy be considered a subcategory of 'Insect'?,  False.
Can EvergreenVegetation that is also SlimeMold be considered a subcategory of 'Litter'?,  False.
Can Lichen that is also MicrobiotaTaxonomy be considered a subcategory of 'Mollusk'?,  False.
Can Microphyte that is also Mushroom be considered a subcategory of 'TreeRing'?,  False.
Can Bacteria that is also Ciliate be considered a subcategory of 'Microalgae'?,  False.
Can ExoticSpecies that is also Mold be considered a subcategory of 'Foraminifer'?,  False.
Can Chlorophyll that is also SegmentedWorm be considered a subcategory of 'Fish'?,  False.
Can DominantSpecies that is also Roundworm be considered a subcategory of 'FungiTaxonomy'?,  False.
Can Arthropod that is also Mushroom be considered a subcategory of 'MarineInvertebrate'?,  False.
Can Jellyfish that is also Mold be considered a subcategory of 'Amoebae'?,  False.
Can FloweringPlant that is also Microbiota be considered a subcategory of 'Jellyfish'?,  False.
Can Echinoderm that is also Plankton be considered a subcategory of 'DominantSpecies'?,  False.
Can Mammal that is also Vertebrate be considered a subcategory of 'Crown'?,  False.
Can Amoebae that is also Nutrient be considered a subcategory of 'MarineAnimal'?,  False.
Can ExoticVegetation that is also IndigenousSpecies be considered a subcategory of 'Coccolithophore'?,  False.
Can Canopy that is also Radiolarian be considered a subcategory of 'Nutrient'?,  False.
Can Centipede that is also Macrophyte be considered a subcategory of 'Mushroom'?,  False.
Can Phytoplankton that is also SlimeMold be considered a subcategory of 'MarineMammal'?,  False.
Can Chlorophyll that is also Yeast be considered a subcategory of 'DeciduousVegetation'?,  False.
Can Microphyte that is also Protist be considered a subcategory of 'Arthropod'?,  False.
Can Ciliate that is also Sporozoan be considered a subcategory of 'Diatom'?,  False.
Can Lichen that is also Mold be considered a subcategory of 'Human'?,  False.
Can Chlorophyll that is also FungiTaxonomy be considered a subcategory of 'Macroalgae'?,  False.
Can Insect that is also Roundworm be considered a subcategory of 'Microbiota'?,  False.
Can Plant that is also VegetationCover be considered a subcategory of 'Flagellate'?,  False.
Can Litter that is also Mushroom be considered a subcategory of 'Roundworm'?,  False.
Can Jellyfish that is also Vertebrate be considered a subcategory of 'Canopy'?,  False.
Can MarineAnimal that is also Phytoplankton be considered a subcategory of 'Reptile'?,  False.
Can Mushroom that is also Poultry be considered a subcategory of 'DominantSpecies'?,  False.
Can Litter that is also Mammal be considered a subcategory of 'MarineMicrobiota'?,  False.
Can Arthropod that is also Lichen be considered a subcategory of 'Bird'?,  False.
Can Crustacean that is also Macrophyte be considered a subcategory of 'Fungi'?,  False.
Can Litter that is also SegmentedWorm be considered a subcategory of 'Bacteria'?,  False.
Can IndigenousSpecies that is also Macroalgae be considered a subcategory of 'Poultry'?,  False.
Can Protist that is also Reptile be considered a subcategory of 'Yeast'?,  False.
Can Flagellate that is also Sporozoan be considered a subcategory of 'Echinoderm'?,  False.
Can Livestock that is also TreeRing be considered a subcategory of 'Fern'?,  False.
Can Millipede that is also TreeRing be considered a subcategory of 'Leaf'?,  False.
Can Insect that is also Vegetation be considered a subcategory of 'EvergreenVegetation'?,  False.
Can Mollusk that is also VegetationCover be considered a subcategory of 'Mold'?,  False.
Can Amoebae that is also MarineMammal be considered a subcategory of 'Crustacean'?,  False.
Can Algae that is also Moss be considered a subcategory of 'Sporozoan'?,  False.
Can Coccolithophore that is also Foraminifer be considered a subcategory of 'FungiTaxonomy'?,  False.
Can MarineMammal that is also Plant be considered a subcategory of 'Moss'?,  False.
Can Bird that is also Leaf be considered a subcategory of 'Arachnid'?,  False.
Can BlueGreenAlgae that is also Ciliate be considered a subcategory of 'Jellyfish'?,  False.
Can Amphibian that is also MarineMicrobiota be considered a subcategory of 'MarinePlant'?,  False.
Can DeciduousVegetation that is also MarineAnimal be considered a subcategory of 'Yeast'?,  False.
Can Crustacean that is also Poultry be considered a subcategory of 'Echinoderm'?,  False.
Can Arthropod that is also ExoticVegetation be considered a subcategory of 'Amphibian'?,  False.
Can DeciduousVegetation that is also MarineInvertebrate be considered a subcategory of 'Bacteria'?,  False.
Can Amoebae that is also Zooplankton be considered a subcategory of 'MarineBird'?,  False.
Can Millipede that is also TreeRing be considered a subcategory of 'SlimeMold'?,  False.
Can Crown that is also MarinePlant be considered a subcategory of 'Anemone'?,  False.
Can Conifer that is also MarineInvertebrate be considered a subcategory of 'Mammal'?,  False.
Can Mammal that is also Pollen be considered a subcategory of 'Dairy'?,  False.
Can Canopy that is also Yeast be considered a subcategory of 'Chlorophyll'?,  False.
Can Fungi that is also MarineInvertebrate be considered a subcategory of 'Fish'?,  False.
Can Fungi that is also Human be considered a subcategory of 'Liverwort'?,  False.
Can DominantSpecies that is also Fish be considered a subcategory of 'Mollusk'?,  False.
Can IndigenousVegetation that is also MarineMicrobiota be considered a subcategory of 'Ciliate'?,  False.
Can MarineBird that is also Poultry be considered a subcategory of 'Foraminifer'?,  False.
Can Chlorophyll that is also Fern be considered a subcategory of 'Reptile'?,  False.
Can Dairy that is also Poultry be considered a subcategory of 'Diatom'?,  False.
Can Ciliate that is also Coccolithophore be considered a subcategory of 'Millipede'?,  False.
Can FloweringPlant that is also Invertebrate be considered a subcategory of 'Fungi'?,  False.
Can Arthropod that is also Echinoderm be considered a subcategory of 'Mammal'?,  False.
Can Pollen that is also SlimeMold be considered a subcategory of 'Insect'?,  False.
Can Crown be considered a subcategory of 'Foraminifer'?,  False.
Can Crop that is also MarineAnimal be considered a subcategory of 'Liverwort'?,  False.
Can Coccolithophore that is also Flagellate be considered a subcategory of 'Leaf'?,  False.
Can Algae that is also Plant be considered a subcategory of 'Fern'?,  False.
Can Fern that is also Phytoplankton be considered a subcategory of 'Centipede'?,  False.
Can Arachnid that is also MarineMicrobiota be considered a subcategory of 'EvergreenVegetation'?,  False.
Can Invertebrate that is also Mollusk be considered a subcategory of 'Coccolithophore'?,  False.
Can IndigenousSpecies that is also MarineMammal be considered a subcategory of 'IndigenousVegetation'?,  False.
Can Conifer that is also Diatom be considered a subcategory of 'Nutrient'?,  False.
Can Animal that is also TreeRing be considered a subcategory of 'DeciduousVegetation'?,  False.
Can Leaf that is also Nutrient be considered a subcategory of 'MarineMammal'?,  False.
Can Lichen that is also Yeast be considered a subcategory of 'Macroalgae'?,  False.
Can DeciduousVegetation that is also SlimeMold be considered a subcategory of 'Arthropod'?,  False.
Can Poultry that is also Protist be considered a subcategory of 'Bacteria'?,  False.
Can Liverwort that is also Nutrient be considered a subcategory of 'Flatworm'?,  False.
Can Bird that is also SlimeMold be considered a subcategory of 'Yeast'?,  False.
Can Crown that is also Protist be considered a subcategory of 'Echinoderm'?,  False.
Can Insect that is also Microalgae be considered a subcategory of 'Fern'?,  False.
Can Crustacean that is also MicrobiotaTaxonomy be considered a subcategory of 'Leaf'?,  False.
Can Macroalgae that is also Macrophyte be considered a subcategory of 'Centipede'?,  False.
Can Amoebae that is also Arachnid be considered a subcategory of 'Conifer'?,  False.
Can Flagellate that is also SegmentedWorm be considered a subcategory of 'Pollen'?,  False.
Can Animal that is also Livestock be considered a subcategory of 'MarineAnimal'?,  False.
Can Millipede that is also Phytoplankton be considered a subcategory of 'Mollusk'?,  False.
Can EvergreenVegetation that is also Phytoplankton be considered a subcategory of 'TreeRing'?,  False.
Can Insect that is also Mold be considered a subcategory of 'Microalgae'?,  False.
Can Algae that is also Mushroom be considered a subcategory of 'MarineMammal'?,  False.
Can Mammal that is also Zooplankton be considered a subcategory of 'DeciduousVegetation'?,  False.
Can FungiTaxonomy that is also Protist be considered a subcategory of 'Fish'?,  False.
Can Human that is also Nutrient be considered a subcategory of 'Livestock'?,  False.
Can Amphibian that is also Livestock be considered a subcategory of 'ExoticVegetation'?,  False.
Can Mammal that is also Millipede be considered a subcategory of 'Mushroom'?,  False.
Can Insect that is also Sponge be considered a subcategory of 'Amoebae'?,  False.
Can MarineBird that is also MicrobiotaTaxonomy be considered a subcategory of 'FungiTaxonomy'?,  False.
Can MarineMammal that is also Mushroom be considered a subcategory of 'MarinePlant'?,  False.
Can Coral that is also Mammal be considered a subcategory of 'Vertebrate'?,  False.
Can ExoticSpecies that is also IndigenousVegetation be considered a subcategory of 'Sporozoan'?,  False.
Can Livestock that is also SegmentedWorm be considered a subcategory of 'BlueGreenAlgae'?,  False.
Can Macrophyte that is also Microbiota be considered a subcategory of 'Flagellate'?,  False.
Can Crown that is also Plankton be considered a subcategory of 'Mushroom'?,  False.
Can Crop that is also Fish be considered a subcategory of 'DeciduousVegetation'?,  False.
Can Fish that is also Microbiota be considered a subcategory of 'Nutrient'?,  False.
Can Canopy that is also Jellyfish be considered a subcategory of 'Diatom'?,  False.
Can Amoebae that is also Human be considered a subcategory of 'Moss'?,  False.
Can Sponge that is also Vegetation be considered a subcategory of 'Reptile'?,  False.
Can IndigenousVegetation that is also Microalgae be considered a subcategory of 'SlimeMold'?,  False.
Can Phytoplankton that is also SegmentedWorm be considered a subcategory of 'DominantSpecies'?,  False.
Can Amphibian that is also Chlorophyll be considered a subcategory of 'MarineMicrobiota'?,  False.
Can Centipede that is also Coral be considered a subcategory of 'Bird'?,  False.
Can DominantSpecies that is also Moss be considered a subcategory of 'SegmentedWorm'?,  False.
Can FungiTaxonomy that is also MarineMammal be considered a subcategory of 'MarineBird'?,  False.
Can Coral that is also Radiolarian be considered a subcategory of 'Flagellate'?,  False.
Can Dairy that is also Zooplankton be considered a subcategory of 'Yeast'?,  False.
Can Plankton that is also SlimeMold be considered a subcategory of 'Fungi'?,  False.
Can ExoticSpecies that is also Roundworm be considered a subcategory of 'Poultry'?,  False.
Can BlueGreenAlgae that is also Leaf be considered a subcategory of 'Echinoderm'?,  False.
Can Chlorophyll that is also Mollusk be considered a subcategory of 'Bacteria'?,  False.
Can MarineBird that is also MicrobiotaTaxonomy be considered a subcategory of 'IndigenousVegetation'?,  False.
Can Flagellate that is also Invertebrate be considered a subcategory of 'Centipede'?,  False.
Can Jellyfish that is also Microphyte be considered a subcategory of 'Fern'?,  False.
Can Anemone that is also Liverwort be considered a subcategory of 'Pollen'?,  False.
Can Litter that is also VegetationSpecies be considered a subcategory of 'MarineMammal'?,  False.
Can Dairy that is also FloweringPlant be considered a subcategory of 'Coccolithophore'?,  False.
Can Flatworm that is also Human be considered a subcategory of 'Conifer'?,  False.
Can Insect that is also Litter be considered a subcategory of 'Phytoplankton'?,  False.
Can Centipede that is also Zooplankton be considered a subcategory of 'Human'?,  False.
Can DominantSpecies that is also EvergreenVegetation be considered a subcategory of 'Macroalgae'?,  False.
Can Sporozoan that is also TreeRing be considered a subcategory of 'Microbiota'?,  False.
Can DominantSpecies that is also Echinoderm be considered a subcategory of 'Flagellate'?,  False.
Can Bird that is also MarineInvertebrate be considered a subcategory of 'Sponge'?,  False.
Can Jellyfish that is also Lichen be considered a subcategory of 'Amphibian'?,  False.
Can Bacteria that is also IndigenousVegetation be considered a subcategory of 'Centipede'?,  False.
Can Moss that is also VegetationSpecies be considered a subcategory of 'Lichen'?,  False.
Can EvergreenVegetation that is also Fungi be considered a subcategory of 'Echinoderm'?,  False.
Can Chlorophyll that is also Sponge be considered a subcategory of 'Litter'?,  False.
Can Arachnid that is also Dairy be considered a subcategory of 'IndigenousSpecies'?,  False.
Can Chlorophyll that is also Leaf be considered a subcategory of 'Dairy'?,  False.
Can Microbiota that is also Pollen be considered a subcategory of 'Mammal'?,  False.
Can VegetationCover that is also Yeast be considered a subcategory of 'Liverwort'?,  False.
Can Litter that is also Macroalgae be considered a subcategory of 'Radiolarian'?,  False.
Can Vertebrate be considered a subcategory of 'Anemone'?,  False.
Can Liverwort that is also Moss be considered a subcategory of 'Crop'?,  False.
Can Conifer that is also IndigenousSpecies be considered a subcategory of 'Foraminifer'?,  False.
Can Protist that is also TreeRing be considered a subcategory of 'EvergreenVegetation'?,  False.
Can Centipede that is also Echinoderm be considered a subcategory of 'Mold'?,  False.
Can Arachnid that is also Crustacean be considered a subcategory of 'Microphyte'?,  False.
Can Animal that is also Chlorophyll be considered a subcategory of 'Crown'?,  False.
Can Lichen that is also Millipede be considered a subcategory of 'Sporozoan'?,  False.
Can Algae that is also FungiTaxonomy be considered a subcategory of 'Jellyfish'?,  False.
Can Roundworm that is also Sponge be considered a subcategory of 'Amoebae'?,  False.
Can Arachnid that is also Microalgae be considered a subcategory of 'Crustacean'?,  False.
Can Amphibian that is also Radiolarian be considered a subcategory of 'SegmentedWorm'?,  False.
Can Human that is also Vegetation be considered a subcategory of 'Bird'?,  False.
Can Crop that is also TreeRing be considered a subcategory of 'Anemone'?,  False.
Can Coral that is also MarineMicrobiota be considered a subcategory of 'Vegetation'?,  True,
Can Coral that is also MarineMicrobiota be considered a subcategory of 'VegetationCover'?,  True,
Can Coral be considered a subcategory of 'VegetationCover'?,  False.
Can MarineMicrobiota be considered a subcategory of 'VegetationCover'?,  False.
Can Mollusk that is also Poultry be considered a subcategory of 'Algae'?,  False.
Can Coral that is also Vertebrate be considered a subcategory of 'Leaf'?,  False.
Can Algae that is also Microbiota be considered a subcategory of 'Crop'?,  False.
Can Coccolithophore that is also ExoticVegetation be considered a subcategory of 'Mold'?,  False.
Can FloweringPlant that is also Macroalgae be considered a subcategory of 'EvergreenVegetation'?,  False.
Can Centipede that is also Roundworm be considered a subcategory of 'Plankton'?,  False.
Can Leaf that is also Mold be considered a subcategory of 'ExoticSpecies'?,  False.
Can Invertebrate that is also Yeast be considered a subcategory of 'Livestock'?,  False.
Can BlueGreenAlgae that is also Centipede be considered a subcategory of 'Chlorophyll'?,  False.
Can DominantSpecies that is also MicrobiotaTaxonomy be considered a subcategory of 'Fish'?,  False.
Can Amoebae that is also Bacteria be considered a subcategory of 'Conifer'?,  False.
Can FungiTaxonomy that is also Invertebrate be considered a subcategory of 'Coccolithophore'?,  False.
Can Coccolithophore that is also Flatworm be considered a subcategory of 'Nutrient'?,  False.
Can Crop that is also VegetationCover be considered a subcategory of 'MarineMammal'?,  False.
Can DeciduousVegetation that is also Vegetation be considered a subcategory of 'DominantSpecies'?,  False.
Can Litter that is also MarineMammal be considered a subcategory of 'FungiTaxonomy'?,  False.
Can Algae that is also MarineAnimal be considered a subcategory of 'Moss'?,  False.
Can Microphyte that is also Reptile be considered a subcategory of 'Arachnid'?,  False.
Can Animal that is also FungiTaxonomy be considered a subcategory of 'MicrobiotaTaxonomy'?,  False.
Can Arthropod that is also Leaf be considered a subcategory of 'Reptile'?,  False.
Can Fungi that is also Reptile be considered a subcategory of 'Mammal'?,  False.
Can MarineBird that is also Microphyte be considered a subcategory of 'Litter'?,  False.
Can DominantSpecies that is also Roundworm be considered a subcategory of 'Centipede'?,  False.
Can Leaf that is also Protist be considered a subcategory of 'Pollen'?,  False.
Can Bacteria that is also MarineBird be considered a subcategory of 'Mollusk'?,  False.
Can Crown that is also Mammal be considered a subcategory of 'Conifer'?,  False.
Can Insect that is also Invertebrate be considered a subcategory of 'Microalgae'?,  False.
Can ExoticSpecies that is also Litter be considered a subcategory of 'Fish'?,  False.
Can Amoebae that is also Macroalgae be considered a subcategory of 'TreeRing'?,  False.
Can Amoebae that is also Bird be considered a subcategory of 'ExoticVegetation'?, False.
Can Flatworm that is also IndigenousSpecies be considered a subcategory of 'Jellyfish'?,  False.
Can Livestock that is also MarineMicrobiota be considered a subcategory of 'Moss'?,  False.
Can Millipede that is also VegetationCover be considered a subcategory of 'FungiTaxonomy'?,  False.
Can Fungi that is also Microalgae be considered a subcategory of 'Mushroom'?,  False.
Can DeciduousVegetation that is also Mushroom be considered a subcategory of 'Sporozoan'?,  False.
Can Conifer that is also Reptile be considered a subcategory of 'Crown'?,  False.
Can Arachnid that is also Poultry be considered a subcategory of 'Macroalgae'?,  False.
Can Diatom that is also Millipede be considered a subcategory of 'Roundworm'?,  False.
Can Animal that is also Radiolarian be considered a subcategory of 'BlueGreenAlgae'?,  False.
Can Human that is also Roundworm be considered a subcategory of 'Arthropod'?,  False.
Can Coccolithophore that is also Fern be considered a subcategory of 'Flagellate'?,  False.
Can Invertebrate that is also MarineInvertebrate be considered a subcategory of 'Flatworm'?,  False.
Can Coral that is also Pollen be considered a subcategory of 'Millipede'?,  False.
Can Plankton that is also Zooplankton be considered a subcategory of 'Lichen'?,  False.
Can Liverwort that is also Mold be considered a subcategory of 'Jellyfish'?,  False.
Can Dairy that is also Radiolarian be considered a subcategory of 'Arthropod'?,  False.
Can Mushroom that is also Plankton be considered a subcategory of 'SlimeMold'?,  False.
Can Ciliate that is also Yeast be considered a subcategory of 'Reptile'?,  False.
Can Echinoderm that is also Mollusk be considered a subcategory of 'Radiolarian'?,  False.
Can ExoticVegetation that is also Roundworm be considered a subcategory of 'Fungi'?,  False.
Can Fern that is also Plant be considered a subcategory of 'Bird'?,  False.
Can Flagellate that is also Insect be considered a subcategory of 'Poultry'?,  False.
Can Ciliate that is also Pollen be considered a subcategory of 'EvergreenVegetation'?,  False.
Can Plant that is also Zooplankton be considered a subcategory of 'Anemone'?,  False.
Can Fern that is also Foraminifer be considered a subcategory of 'Bacteria'?,  False.
Can Flagellate that is also Microbiota be considered a subcategory of 'Centipede'?,  False.
Can Arthropod that is also Liverwort be considered a subcategory of 'MarineBird'?,  False.
Can Phytoplankton that is also VegetationSpecies be considered a subcategory of 'Flatworm'?,  False.
Can ExoticVegetation that is also Vegetation be considered a subcategory of 'Litter'?,  False.
Can Plankton that is also SegmentedWorm be considered a subcategory of 'Fern'?,  False.
Can Flatworm that is also IndigenousSpecies be considered a subcategory of 'Mammal'?,  False.
Can Coral that is also Plant be considered a subcategory of 'MarineMammal'?,  False.
Can ExoticVegetation that is also Foraminifer be considered a subcategory of 'Fish'?,  False.
Can BlueGreenAlgae that is also Livestock be considered a subcategory of 'Conifer'?,  False.
Can Mollusk that is also TreeRing be considered a subcategory of 'Pollen'?,  False.
Can Amphibian that is also SlimeMold be considered a subcategory of 'MarineInvertebrate'?,  False.
Can Crustacean that is also Yeast be considered a subcategory of 'Moss'?,  False.
Can Diatom that is also Flagellate be considered a subcategory of 'TreeRing'?,  False.
Can Bacteria that is also Flatworm be considered a subcategory of 'Flagellate'?,  False.
Can Arthropod that is also Poultry be considered a subcategory of 'Lichen'?,  False.
Can Sponge that is also VegetationCover be considered a subcategory of 'Canopy'?,  False.
Can DominantSpecies that is also MarineAnimal be considered a subcategory of 'MarineBird'?,  False.
Can Nutrient that is also Phytoplankton be considered a subcategory of 'Mammal'?,  False.
Can Echinoderm that is also Reptile be considered a subcategory of 'Liverwort'?,  False.
Can Crustacean that is also Pollen be considered a subcategory of 'Dairy'?,  False.
Can Arthropod that is also Bird be considered a subcategory of 'Litter'?,  False.
Can IndigenousSpecies that is also MicrobiotaTaxonomy be considered a subcategory of 'Fish'?,  False.
Can EvergreenVegetation that is also IndigenousVegetation be considered a subcategory of 'MarineMammal'?,  False.
Can Flagellate that is also Moss be considered a subcategory of 'Mollusk'?,  False.
Can Algae that is also EvergreenVegetation be considered a subcategory of 'Chlorophyll'?,  False.
Can Dairy that is also Human be considered a subcategory of 'Leaf'?,  False.
Can Amphibian that is also Crown be considered a subcategory of 'Mold'?,  False.
Can Crustacean that is also MarineInvertebrate be considered a subcategory of 'Crop'?,  False.
Can Fish that is also MarineBird be considered a subcategory of 'Crown'?,  False.
Can Bacteria that is also Yeast be considered a subcategory of 'Coral'?,  False.
Can Canopy that is also Conifer be considered a subcategory of 'Coccolithophore'?,  False.
Can ExoticVegetation that is also Foraminifer be considered a subcategory of 'Mushroom'?,  False.
Can Fern that is also MarineMammal be considered a subcategory of 'Human'?,  False.
Can Mammal that is also MarineInvertebrate be considered a subcategory of 'DeciduousVegetation'?,  False.
Can Flatworm that is also IndigenousVegetation be considered a subcategory of 'Nutrient'?,  False.
Can BlueGreenAlgae that is also Plant be considered a subcategory of 'Diatom'?,  False.
Can MarineMammal that is also MarineMicrobiota be considered a subcategory of 'Roundworm'?,  False.
Can Amoebae that is also BlueGreenAlgae be considered a subcategory of 'Macroalgae'?,  False.
Can Arachnid that is also Plant be considered a subcategory of 'Amphibian'?,  False.
Can ExoticSpecies that is also FloweringPlant be considered a subcategory of 'Centipede'?,  False.
Can Jellyfish that is also MicrobiotaTaxonomy be considered a subcategory of 'Bacteria'?,  False.
Can IndigenousVegetation that is also MicrobiotaTaxonomy be considered a subcategory of 'Anemone'?,  False.
Can Arthropod that is also Crop be considered a subcategory of 'Livestock'?,  False.
Can Echinoderm that is also SegmentedWorm be considered a subcategory of 'EvergreenVegetation'?,  False.
Can Anemone that is also Microalgae be considered a subcategory of 'Leaf'?,  False.
Can MarineAnimal that is also MarineInvertebrate be considered a subcategory of 'ExoticSpecies'?,  True,
Can MarineAnimal that is also MarineInvertebrate be considered a subcategory of 'VegetationCover'?,  False.
Can MarineAnimal that is also MarineInvertebrate be considered a subcategory of 'Microalgae'?,  False.
Can MarineAnimal that is also MarineInvertebrate be considered a subcategory of 'Fungi'?,  False.
Can MarineAnimal that is also MarineInvertebrate be considered a subcategory of 'Arachnid'?,  False.
Can MarineAnimal that is also MarineInvertebrate be considered a subcategory of 'VegetationSpecies'?,  False.
Can MarineAnimal that is also MarineInvertebrate be considered a subcategory of 'Livestock'?,  False.
Can MarineAnimal that is also MarineInvertebrate be considered a subcategory of 'Sponge'?,  False.
Can MarineAnimal that is also MarineInvertebrate be considered a subcategory of 'Flatworm'?,  False.
Can MarineAnimal that is also MarineInvertebrate be considered a subcategory of 'Diatom'?,  False.
Can MarineAnimal that is also MarineInvertebrate be considered a subcategory of 'FungiTaxonomy'?,  False.
Can MarineAnimal that is also MarineInvertebrate be considered a subcategory of 'MarinePlant'?,  False.
Can MarineAnimal that is also MarineInvertebrate be considered a subcategory of 'Moss'?,  False.
