Can Animal that is also Backbone be considered a subcategory of 'Carnivore'?, True
Egg and (lays some Herbivore) SubClassOf Egg and (lays some Herbivore), \nTrue
Leg SubClassOf Herbivore, True
Leg SubClassOf Egg, True
Leg SubClassOf Egg and Herbivore, True
Leg SubClassOf Meat, True
Leg SubClassOf Egg and Herbivore and Meat, \nTrue
Leg SubClassOf Carnivore, True
Leg SubClassOf Carnivore and Egg and Herbivore and Meat, \nTrue
Leg SubClassOf Water, True
Leg SubClassOf Carnivore and Egg and Herbivore and Meat and Water, \nTrue
Leg SubClassOf Animal, True
Leg SubClassOf Animal and Carnivore and Egg and Herbivore and Meat and Water, \nTrue
Leg SubClassOf Reptile, True
Leg SubClassOf Animal and Carnivore and Egg and Herbivore and Meat and Reptile and Water, \nTrue
Leg SubClassOf Plant, True
Leg SubClassOf Animal and Carnivore and Egg and Herbivore and Meat and Plant and Reptile and Water, \nTrue
Leg SubClassOf Vertebrate, True
Leg SubClassOf Animal and Carnivore and Egg and Herbivore and Meat and Plant and Reptile and Vertebrate and Water, \nTrue
Leg SubClassOf Cat, True
Leg SubClassOf Animal and Carnivore and Cat and Egg and Herbivore and Meat and Plant and Reptile and Vertebrate and Water, \nTrue
Leg SubClassOf Fish, True
Leg SubClassOf Animal and Carnivore and Cat and Egg and Fish and Herbivore and Meat and Plant and Reptile and Vertebrate and Water, \nTrue
Leg SubClassOf Mammal, True
Leg SubClassOf Animal and Carnivore and Cat and Egg and Fish and Herbivore and Mammal and Meat and Plant and Reptile and Vertebrate and Water, \nTrue
Leg SubClassOf Elephant, True
Leg SubClassOf Animal and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Mammal and Meat and Plant and Reptile and Vertebrate and Water, \nTrue
Leg SubClassOf Bird, True
Leg SubClassOf Animal and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Mammal and Meat and Plant and Reptile and Vertebrate and Water, \nTrue
Leg SubClassOf Backbone, True
Leg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Mammal and Meat and Plant and Reptile and Vertebrate and Water, \nTrue
Leg SubClassOf Wing, True
Leg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing, \nTrue
Water SubClassOf has_part some Animal, True
Egg SubClassOf has_part some Animal, True
Egg and (has_part some Animal) SubClassOf Egg and (has_part some Animal), True
Elephant SubClassOf Animal, True
Elephant SubClassOf Egg, True
Elephant SubClassOf Animal and Egg, True
Elephant SubClassOf Meat, True
Elephant SubClassOf Animal and Egg and Meat, True
Elephant SubClassOf Carnivore, True
Elephant SubClassOf Animal and Carnivore and Egg and Meat, \nTrue
Elephant SubClassOf Water, \nFalse
Elephant SubClassOf Reptile, True
Elephant SubClassOf Animal and Carnivore and Egg and Meat and Reptile, \nTrue
Elephant SubClassOf Plant, False
Elephant SubClassOf Vertebrate, True
Elephant SubClassOf Animal and Carnivore and Egg and Meat and Reptile and Vertebrate, \nTrue
Elephant SubClassOf Cat, \nFalse
Elephant SubClassOf Fish, \nFalse
Elephant SubClassOf Mammal, True
Elephant SubClassOf Animal and Carnivore and Egg and Mammal and Meat and Reptile and Vertebrate, \nTrue
Elephant SubClassOf Herbivore, True
Elephant SubClassOf Animal and Carnivore and Egg and Herbivore and Mammal and Meat and Reptile and Vertebrate, \nTrue
Elephant SubClassOf Leg, \nFalse
Elephant SubClassOf Bird, True
Elephant SubClassOf Animal and Bird and Carnivore and Egg and Herbivore and Mammal and Meat and Reptile and Vertebrate, \nTrue
Elephant SubClassOf Backbone, \nTrue
Elephant SubClassOf Animal and Backbone and Bird and Carnivore and Egg and Herbivore and Mammal and Meat and Reptile and Vertebrate, \nTrue
Elephant SubClassOf Wing, \nFalse
Egg SubClassOf Egg and Meat and (has_part some Vertebrate), True
Egg SubClassOf Carnivore and Egg and Meat and (has_part some Vertebrate), True
Egg SubClassOf Carnivore and Egg and Meat and Water and (has_part some Vertebrate), \nTrue
Egg SubClassOf Animal and Carnivore and Egg and Meat and Water and (has_part some Vertebrate), \nTrue
Egg SubClassOf Animal and Carnivore and Egg and Meat and Reptile and Water and (has_part some Vertebrate), \nTrue
Egg SubClassOf Animal and Carnivore and Egg and Meat and Plant and Reptile and Water and (has_part some Vertebrate), \nTrue
Egg SubClassOf Animal and Carnivore and Egg and Meat and Plant and Reptile and Vertebrate and Water and (has_part some Vertebrate), \nTrue
Egg SubClassOf Animal and Carnivore and Cat and Egg and Meat and Plant and Reptile and Vertebrate and Water and (has_part some Vertebrate), \nTrue
Egg SubClassOf Animal and Carnivore and Cat and Egg and Fish and Meat and Plant and Reptile and Vertebrate and Water and (has_part some Vertebrate), \nTrue
Egg SubClassOf Animal and Carnivore and Cat and Egg and Fish and Mammal and Meat and Plant and Reptile and Vertebrate and Water and (has_part some Vertebrate), \nTrue
Egg SubClassOf Animal and Carnivore and Cat and Egg and Fish and Herbivore and Mammal and Meat and Plant and Reptile and Vertebrate and Water and (has_part some Vertebrate), \nTrue
Egg SubClassOf Animal and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and (has_part some Vertebrate), \nTrue
Egg SubClassOf Animal and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and (has_part some Vertebrate), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and (has_part some Vertebrate), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and (has_part some Vertebrate), \nTrue
Egg SubClassOf Egg, True
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and (has_part some (Egg and Vertebrate)), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and (has_part some (Egg and Meat and Vertebrate)), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and (has_part some (Carnivore and Egg and Meat and Vertebrate)), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and (has_part some (Carnivore and Egg and Meat and Vertebrate and Water)), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and (has_part some (Animal and Carnivore and Egg and Meat and Vertebrate and Water)), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and (has_part some (Animal and Carnivore and Egg and Meat and Reptile and Vertebrate and Water)), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and (has_part some (Animal and Carnivore and Egg and Meat and Plant and Reptile and Vertebrate and Water)), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and (has_part some (Animal and Carnivore and Cat and Egg and Meat and Plant and Reptile and Vertebrate and Water)), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and (has_part some (Animal and Carnivore and Cat and Egg and Fish and Meat and Plant and Reptile and Vertebrate and Water)), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and (has_part some (Animal and Carnivore and Cat and Egg and Fish and Mammal and Meat and Plant and Reptile and Vertebrate and Water)), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and (has_part some (Animal and Carnivore and Cat and Egg and Fish and Herbivore and Mammal and Meat and Plant and Reptile and Vertebrate and Water)), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and (has_part some (Animal and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water)), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and (has_part some (Animal and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water)), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water)), True.
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing)), True.
Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing)) SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing)), True.
Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing)) SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing)), True.
Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)), True.
Carnivore SubClassOf lays some Plant, \nFalse
Wing SubClassOf lays some Wing, True
Egg SubClassOf lays some Wing, True
Egg and (lays some Wing) SubClassOf Egg and (lays some Wing), True
Egg SubClassOf Egg and Meat and (lays some Wing), True
Egg SubClassOf Carnivore and Egg and Meat and (lays some Wing), \nTrue
Egg SubClassOf Carnivore and Egg and Meat and Water and (lays some Wing), \nTrue
Egg SubClassOf Animal and Carnivore and Egg and Meat and Water and (lays some Wing), \nTrue
Egg SubClassOf Animal and Carnivore and Egg and Meat and Reptile and Water and (lays some Wing), \nTrue
Egg SubClassOf Animal and Carnivore and Egg and Meat and Plant and Reptile and Water and (lays some Wing), \nTrue
Egg SubClassOf Animal and Carnivore and Egg and Meat and Plant and Reptile and Vertebrate and Water and (lays some Wing), \nTrue
Egg SubClassOf Animal and Carnivore and Cat and Egg and Meat and Plant and Reptile and Vertebrate and Water and (lays some Wing), \nTrue
Egg SubClassOf Animal and Carnivore and Cat and Egg and Fish and Meat and Plant and Reptile and Vertebrate and Water and (lays some Wing), \nTrue
Egg SubClassOf Animal and Carnivore and Cat and Egg and Fish and Mammal and Meat and Plant and Reptile and Vertebrate and Water and (lays some Wing), \nTrue
Egg SubClassOf Animal and Carnivore and Cat and Egg and Fish and Herbivore and Mammal and Meat and Plant and Reptile and Vertebrate and Water and (lays some Wing), \nTrue
Egg SubClassOf Animal and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and (lays some Wing), \nTrue
Egg SubClassOf Animal and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and (lays some Wing), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and (lays some Wing), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and (lays some Wing), \nHere
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and (lays some (Egg and Wing)), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and (lays some (Egg and Meat and Wing)), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and (lays some (Carnivore and Egg and Meat and Wing)), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and (lays some (Carnivore and Egg and Meat and Water and Wing)), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and (lays some (Animal and Carnivore and Egg and Meat and Water and Wing)), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and (lays some (Animal and Carnivore and Egg and Meat and Reptile and Water and Wing)), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and (lays some (Animal and Carnivore and Egg and Meat and Plant and Reptile and Water and Wing)), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and (lays some (Animal and Carnivore and Egg and Meat and Plant and Reptile and Vertebrate and Water and Wing)), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and (lays some (Animal and Carnivore and Cat and Egg and Meat and Plant and Reptile and Vertebrate and Water and Wing)), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and (lays some (Animal and Carnivore and Cat and Egg and Fish and Meat and Plant and Reptile and Vertebrate and Water and Wing)), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and (lays some (Animal and Carnivore and Cat and Egg and Fish and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing)), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and (lays some (Animal and Carnivore and Cat and Egg and Fish and Herbivore and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing)), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and (lays some (Animal and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing)), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and (lays some (Animal and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing)), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and (lays some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing)), \nTrue
Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Thing and (lays some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing)) SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Thing and (lays some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing)), True.
Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) and (lays some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing)), Here are
Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing and (has_part some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Elephant and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) and (lays some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)), Here are
Cat SubClassOf eats some Egg, True
Egg SubClassOf eats some Egg, True
Egg and (eats some Egg) SubClassOf Egg and (eats some Egg), \nTrue
Egg SubClassOf Egg and Meat and (eats some Egg), True
Egg SubClassOf Carnivore and Egg and Meat and (eats some Egg), \nTrue
Egg SubClassOf Carnivore and Egg and Meat and Water and (eats some Egg), \nTrue
Egg SubClassOf Animal and Carnivore and Egg and Meat and Water and (eats some Egg), \nTrue
Egg SubClassOf Animal and Carnivore and Egg and Meat and Reptile and Water and (eats some Egg), \nTrue
Egg SubClassOf Animal and Carnivore and Egg and Meat and Plant and Reptile and Water and (eats some Egg), \nTrue
Egg SubClassOf Animal and Carnivore and Egg and Meat and Plant and Reptile and Vertebrate and Water and (eats some Egg), \nTrue
Egg SubClassOf Animal and Carnivore and Cat and Egg and Meat and Plant and Reptile and Vertebrate and Water and (eats some Egg), \nTrue
Egg SubClassOf Animal and Carnivore and Cat and Egg and Fish and Meat and Plant and Reptile and Vertebrate and Water and (eats some Egg), \nTrue
Egg SubClassOf Animal and Carnivore and Cat and Egg and Fish and Mammal and Meat and Plant and Reptile and Vertebrate and Water and (eats some Egg), \nTrue
Egg SubClassOf Animal and Carnivore and Cat and Egg and Fish and Herbivore and Mammal and Meat and Plant and Reptile and Vertebrate and Water and (eats some Egg), \nTrue
Egg SubClassOf Animal and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and (eats some Egg), \nTrue
Egg SubClassOf Animal and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and (eats some Egg), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and (eats some Egg), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and (eats some Egg), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and (eats some (Egg and Meat)), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and (eats some (Carnivore and Egg and Meat)), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and (eats some (Carnivore and Egg and Meat and Water)), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and (eats some (Animal and Carnivore and Egg and Meat and Water)), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and (eats some (Animal and Carnivore and Egg and Meat and Reptile and Water)), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and (eats some (Animal and Carnivore and Egg and Meat and Plant and Reptile and Water)), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and (eats some (Animal and Carnivore and Egg and Meat and Plant and Reptile and Vertebrate and Water)), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and (eats some (Animal and Carnivore and Cat and Egg and Meat and Plant and Reptile and Vertebrate and Water)), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and (eats some (Animal and Carnivore and Cat and Egg and Fish and Meat and Plant and Reptile and Vertebrate and Water)), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and (eats some (Animal and Carnivore and Cat and Egg and Fish and Mammal and Meat and Plant and Reptile and Vertebrate and Water)), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and (eats some (Animal and Carnivore and Cat and Egg and Fish and Herbivore and Mammal and Meat and Plant and Reptile and Vertebrate and Water)), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and (eats some (Animal and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water)), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and (eats some (Animal and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water)), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and (eats some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water)), \nTrue
Egg SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and (eats some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing)), \nTrue
Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing and (eats some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing)) SubClassOf Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing and (eats some (Animal and Backbone and Bird and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing)), True.
