Can Crop that is also MarinePlant be considered a subcategory of 'Arthropod'?,  False.
Can Poultry be considered a subcategory of 'MarinePlant'?,  False.
Can Poultry be considered a subcategory of 'Moss'?,  False.
Can Poultry be considered a subcategory of 'Vertebrate'?,  True.
Can Poultry be considered a subcategory of 'Livestock that is also Vertebrate'?,  True.
Can Poultry be considered a subcategory of 'Radiolarian'?,  False.
Can Poultry be considered a subcategory of 'Human'?,  False.
Can Poultry be considered a subcategory of 'MarineMicrobiota'?,  False.
Can Poultry be considered a subcategory of 'Animal'?,  True.
Can Poultry be considered a subcategory of 'Animal that is also Livestock that is also Vertebrate'?,  True.
Can Poultry be considered a subcategory of 'Flagellate'?,  False.
Can Poultry be considered a subcategory of 'MarineMammal'?,  False.
Can Poultry be considered a subcategory of 'Amphibian'?,  False.
Can Poultry be considered a subcategory of 'Millipede'?,  False.
Can Poultry be considered a subcategory of 'Plankton'?,  False.
Can Poultry be considered a subcategory of 'Roundworm'?,  False.
Can Poultry be considered a subcategory of 'Microphyte'?,  False.
Can Poultry be considered a subcategory of 'SlimeMold'?,  False.
Can Poultry be considered a subcategory of 'Microbiota'?,  False.
Can Poultry be considered a subcategory of 'MicrobiotaTaxonomy'?,  False.
Can Poultry be considered a subcategory of 'Coccolithophore'?,  False.
Can Poultry be considered a subcategory of 'Lichen'?,  False.
Can Poultry be considered a subcategory of 'Leaf'?,  False.
Can Poultry be considered a subcategory of 'Pollen'?,  False.
Can Poultry be considered a subcategory of 'Mushroom'?,  False.
Can Poultry be considered a subcategory of 'Fish'?,  False.
Can Poultry be considered a subcategory of 'Reptile'?,  False.
Can Poultry be considered a subcategory of 'MarineAnimal'?,  False.
Can Poultry be considered a subcategory of 'Macroalgae'?,  False.
Can Poultry be considered a subcategory of 'Foraminifer'?,  False.
Can Poultry be considered a subcategory of 'Dairy'?,  False.
Can Poultry be considered a subcategory of 'Liverwort'?,  False.
Can Poultry be considered a subcategory of 'Crustacean'?,  False.
Can Poultry be considered a subcategory of 'Canopy'?,  False.
Can Poultry be considered a subcategory of 'Coral'?,  False.
Can Poultry be considered a subcategory of 'ExoticVegetation'?,  False.
Can Poultry be considered a subcategory of 'Macrophyte'?,  False.
Can Poultry be considered a subcategory of 'SegmentedWorm'?,  False.
Can Poultry be considered a subcategory of 'LivingThing'?,  True.
Can Poultry be considered a subcategory of 'Animal that is also Livestock that is also LivingThing that is also Vertebrate'?,  I.
Can Poultry be considered a subcategory of 'Bird'?,  True.
Can Poultry be considered a subcategory of 'Animal that is also Bird that is also Livestock that is also Vertebrate'?,  True.
Can Poultry be considered a subcategory of 'Fern'?,  False.
Can Poultry be considered a subcategory of 'DominantSpecies'?,  False.
Can Poultry be considered a subcategory of 'BlueGreenAlgae'?,  False.
Can Poultry be considered a subcategory of 'EvergreenVegetation'?,  False.
Can Poultry be considered a subcategory of 'TreeRing'?,  False.
Can Poultry be considered a subcategory of 'Vegetation'?,  False.
Can Poultry be considered a subcategory of 'ExoticSpecies'?,  I.
Can Poultry be considered a subcategory of 'Litter'?,  False.
Can Poultry be considered a subcategory of 'Crown'?,  False.
Can Poultry be considered a subcategory of 'Jellyfish'?,  False.
Can Poultry be considered a subcategory of 'Invertebrate'?,  False.
Can Poultry be considered a subcategory of 'Anemone'?,  False.
Can Poultry be considered a subcategory of 'Ciliate'?,  False.
Can Poultry be considered a subcategory of 'Zooplankton'?,  False.
Can Poultry be considered a subcategory of 'FloweringPlant'?,  False.
Can Poultry be considered a subcategory of 'Sporozoan'?,  False.
Can Poultry be considered a subcategory of 'IndigenousVegetation'?,  False.
Can Poultry be considered a subcategory of 'Nutrient'?,  False.
Can Poultry be considered a subcategory of 'IndigenousSpecies'?,  False.
Can Poultry be considered a subcategory of 'MarineInvertebrate'?,  False.
Can Poultry be considered a subcategory of 'Conifer'?,  False.
Can Poultry be considered a subcategory of 'Yeast'?,  False.
Can Poultry be considered a subcategory of 'Mammal'?,  False.
Can Poultry be considered a subcategory of 'Protist'?,  False.
Can Poultry be considered a subcategory of 'Centipede'?,  False.
Can Poultry be considered a subcategory of 'Crop'?,  False.
Can Poultry be considered a subcategory of 'Algae'?,  False.
Can Poultry be considered a subcategory of 'Arthropod'?,  False.
Can Poultry be considered a subcategory of 'MarineBird'?,  False.
Can Poultry be considered a subcategory of 'Mollusk'?,  False.
Can Poultry be considered a subcategory of 'Echinoderm'?,  False.
Can Poultry be considered a subcategory of 'Plant'?,  False.
Can Poultry be considered a subcategory of 'Amoebae'?,  False.
Can Poultry be considered a subcategory of 'Insect'?,  False.
Can Poultry be considered a subcategory of 'Mold'?,  False.
Can Poultry be considered a subcategory of 'Bacteria'?,  False.
Can Poultry be considered a subcategory of 'DeciduousVegetation'?,  False.
Can Poultry be considered a subcategory of 'Phytoplankton'?,  False.
Can Poultry be considered a subcategory of 'Animal that is also Bird that is also Livestock that is also LivingThing that is also Vertebrate'?,  True.
Can Liverwort that is also Protist be considered a subcategory of 'Microphyte'?,  I.
Can Plant that is also SegmentedWorm be considered a subcategory of 'Chlorophyll'?, False.
Can Millipede that is also Mushroom be considered a subcategory of 'Fish'?,  False.
Can Arachnid that is also Jellyfish be considered a subcategory of 'Conifer'?,  False.
Can ExoticSpecies that is also Roundworm be considered a subcategory of 'Pollen'?,  False.
Can Fern that is also Mold be considered a subcategory of 'MarineInvertebrate'?,  I.
Can Canopy that is also Crop be considered a subcategory of 'Invertebrate'?,  False.
Can Bacteria that is also Echinoderm be considered a subcategory of 'TreeRing'?,  False.
Can Anemone that is also Arthropod be considered a subcategory of 'Microalgae'?,  False.
Can Crown that is also MarineInvertebrate be considered a subcategory of 'Animal'?,  True.
Can Crown that is also MarineInvertebrate be considered a subcategory of 'VegetationCover'?,  False.
Can Crown that is also MarineInvertebrate be considered a subcategory of 'Microalgae'?,  False.
Can Crown that is also MarineInvertebrate be considered a subcategory of 'Fungi'?,  False.
Can Crown that is also MarineInvertebrate be considered a subcategory of 'Arachnid'?,  False.
Can Crown that is also MarineInvertebrate be considered a subcategory of 'VegetationSpecies'?,  False.
Can Crown that is also MarineInvertebrate be considered a subcategory of 'Livestock'?,  False.
Can Crown that is also MarineInvertebrate be considered a subcategory of 'Sponge'?,  I.
Can Crown that is also MarineInvertebrate be considered a subcategory of 'Flatworm'?,  I.
Can Crown that is also MarineInvertebrate be considered a subcategory of 'Diatom'?,  False.
Can Crown that is also MarineInvertebrate be considered a subcategory of 'FungiTaxonomy'?,  False.
Can Crown that is also MarineInvertebrate be considered a subcategory of 'MarinePlant'?,  False.
Can Crown that is also MarineInvertebrate be considered a subcategory of 'Moss'?,  False.
Can Crown that is also MarineInvertebrate be considered a subcategory of 'Vertebrate'?,  False.
Can Crown that is also MarineInvertebrate be considered a subcategory of 'Radiolarian'?,  I.
Can Crown that is also MarineInvertebrate be considered a subcategory of 'Human'?,  False.
Can Crown that is also MarineInvertebrate be considered a subcategory of 'MarineMicrobiota'?,  I.
Can Crown be considered a subcategory of 'Animal'?,  False.
Can MarineInvertebrate be considered a subcategory of 'Animal'?,  True.
Can MarineInvertebrate be considered a subcategory of 'VegetationCover'?,  False.
Can MarineInvertebrate be considered a subcategory of 'Microalgae'?,  False.
Can MarineInvertebrate be considered a subcategory of 'Fungi'?,  False.
Can MarineInvertebrate be considered a subcategory of 'Arachnid'?,  False.
Can MarineInvertebrate be considered a subcategory of 'VegetationSpecies'?,  False.
Can MarineInvertebrate be considered a subcategory of 'Livestock'?,  False.
Can MarineInvertebrate be considered a subcategory of 'Sponge'?,  False.
Can MarineInvertebrate be considered a subcategory of 'Flatworm'?,  False.
Can MarineInvertebrate be considered a subcategory of 'Diatom'?,  False.
Can MarineInvertebrate be considered a subcategory of 'FungiTaxonomy'?,  False.
Can MarineInvertebrate be considered a subcategory of 'MarinePlant'?,  False.
Can MarineInvertebrate be considered a subcategory of 'Moss'?,  False.
Can MarineInvertebrate be considered a subcategory of 'Vertebrate'?,  False.
Can MarineInvertebrate be considered a subcategory of 'Radiolarian'?,  I.
Can MarineInvertebrate be considered a subcategory of 'Human'?,  False.
Can MarineInvertebrate be considered a subcategory of 'MarineMicrobiota'?,  False.
Can MarineInvertebrate be considered a subcategory of 'Flagellate'?,  False.
Can MarineInvertebrate be considered a subcategory of 'Poultry'?,  False.
Can MarineInvertebrate be considered a subcategory of 'MarineMammal'?,  False.
Can MarineInvertebrate be considered a subcategory of 'Amphibian'?,  False.
Can MarineInvertebrate be considered a subcategory of 'Millipede'?,  False.
Can MarineInvertebrate be considered a subcategory of 'Plankton'?,  False.
Can MarineInvertebrate be considered a subcategory of 'Roundworm'?,  False.
Can MarineInvertebrate be considered a subcategory of 'Microphyte'?,  False.
Can MarineInvertebrate be considered a subcategory of 'SlimeMold'?,  False.
Can MarineInvertebrate be considered a subcategory of 'Microbiota'?,  False.
Can MarineInvertebrate be considered a subcategory of 'MicrobiotaTaxonomy'?,  False.
Can MarineInvertebrate be considered a subcategory of 'Coccolithophore'?,  False.
Can MarineInvertebrate be considered a subcategory of 'Lichen'?,  False.
Can MarineInvertebrate be considered a subcategory of 'Leaf'?,  False.
Can MarineInvertebrate be considered a subcategory of 'Pollen'?,  False.
Can MarineInvertebrate be considered a subcategory of 'Mushroom'?,  False.
Can MarineInvertebrate be considered a subcategory of 'Fish'?,  False.
Can MarineInvertebrate be considered a subcategory of 'Reptile'?,  False.
Can MarineInvertebrate be considered a subcategory of 'MarineAnimal'?,  True.
Can MarineInvertebrate be considered a subcategory of 'Animal that is also MarineAnimal'?,  I.
Can MarineInvertebrate be considered a subcategory of 'Macroalgae'?,  False.
Can MarineInvertebrate be considered a subcategory of 'Foraminifer'?,  MarineIn
Can MarineInvertebrate be considered a subcategory of 'Dairy'?,  False.
Can MarineInvertebrate be considered a subcategory of 'Liverwort'?,  False.
Can MarineInvertebrate be considered a subcategory of 'Crustacean'?,  MarineIn
Can MarineInvertebrate be considered a subcategory of 'Canopy'?,  False.
Can MarineInvertebrate be considered a subcategory of 'Coral'?,  False.
Can MarineInvertebrate be considered a subcategory of 'ExoticVegetation'?,  False.
Can MarineInvertebrate be considered a subcategory of 'Macrophyte'?,  False.
Can MarineInvertebrate be considered a subcategory of 'SegmentedWorm'?,  I.
Can MarineInvertebrate be considered a subcategory of 'LivingThing'?,  True.
Can MarineInvertebrate be considered a subcategory of 'Animal that is also LivingThing'?,  True.
Can MarineInvertebrate be considered a subcategory of 'Bird'?,  False.
Can MarineInvertebrate be considered a subcategory of 'Fern'?,  False.
Can MarineInvertebrate be considered a subcategory of 'DominantSpecies'?,  False.
Can MarineInvertebrate be considered a subcategory of 'BlueGreenAlgae'?,  False.
Can MarineInvertebrate be considered a subcategory of 'EvergreenVegetation'?,  False.
Can MarineInvertebrate be considered a subcategory of 'TreeRing'?,  False.
Can MarineInvertebrate be considered a subcategory of 'Vegetation'?,  False.
Can MarineInvertebrate be considered a subcategory of 'ExoticSpecies'?,  I.
Can MarineInvertebrate be considered a subcategory of 'Litter'?,  False.
Can MarineInvertebrate be considered a subcategory of 'Crown'?,  I.
Can MarineInvertebrate be considered a subcategory of 'Jellyfish'?,  marineIn
Can MarineInvertebrate be considered a subcategory of 'Invertebrate'?,  True.
Can MarineInvertebrate be considered a subcategory of 'Animal that is also Invertebrate that is also LivingThing'?,  True.
Can MarineInvertebrate be considered a subcategory of 'Anemone'?,  False.
Can MarineInvertebrate be considered a subcategory of 'Ciliate'?,  False.
Can MarineInvertebrate be considered a subcategory of 'Zooplankton'?,  I.
