Neuron and StructuralCell SubClassOf Erythrocyte, \nFalse
Can CirculatingCell be considered a subcategory of 'AnimalCell that is also CellByClass that is also LeafCell that is also MatureCell that is also PhotosyntheticCell that is also PlantCell that is also SclerenchymaCell'?, \nFalse
Can CirculatingCell be considered a subcategory of 'Cell'?, True
Can CirculatingCell be considered a subcategory of 'Cell that is also CellByClass that is also LeafCell that is also MatureCell that is also PhotosyntheticCell that is also PlantCell that is also SclerenchymaCell'?, \nFalse
Can CirculatingCell be considered a subcategory of 'Miocyte'?, True
Can CirculatingCell be considered a subcategory of 'CellByClass that is also LeafCell that is also MatureCell that is also Miocyte that is also PhotosyntheticCell that is also PlantCell that is also SclerenchymaCell'?, \nFalse
Can CirculatingCell be considered a subcategory of 'InMatureCell'?, True
Can CirculatingCell be considered a subcategory of 'CellByClass that is also InMatureCell that is also LeafCell that is also MatureCell that is also PhotosyntheticCell that is also PlantCell that is also SclerenchymaCell'?, \nFalse
Can CirculatingCell be considered a subcategory of 'Osteocyte'?, True
Can CirculatingCell be considered a subcategory of 'CellByClass that is also LeafCell that is also MatureCell that is also Osteocyte that is also PhotosyntheticCell that is also PlantCell that is also SclerenchymaCell'?, \nFalse
Can CirculatingCell be considered a subcategory of 'ChondroBlast'?, True
Can CirculatingCell be considered a subcategory of 'CellByClass that is also ChondroBlast that is also LeafCell that is also MatureCell that is also PhotosyntheticCell that is also PlantCell that is also SclerenchymaCell'?, \nFalse
Can CirculatingCell be considered a subcategory of 'MioBlast'?, True
Can CirculatingCell be considered a subcategory of 'CellByClass that is also LeafCell that is also MatureCell that is also MioBlast that is also PhotosyntheticCell that is also PlantCell that is also SclerenchymaCell'?, \nFalse
Can CirculatingCell be considered a subcategory of 'CellByDevelopmentStage'?, True
Can CirculatingCell be considered a subcategory of 'CellByClass that is also CellByDevelopmentStage that is also LeafCell that is also MatureCell that is also PhotosyntheticCell that is also PlantCell that is also SclerenchymaCell'?, \nFalse
Can CirculatingCell be considered a subcategory of 'PhotoreceptorCell'?, True
Can CirculatingCell be considered a subcategory of 'CellByClass that is also LeafCell that is also MatureCell that is also PhotoreceptorCell that is also PhotosyntheticCell that is also PlantCell that is also SclerenchymaCell'?, \nTrue
Can CirculatingCell be considered a subcategory of 'CellByOrganism'?, True
Can CirculatingCell be considered a subcategory of 'CellByClass that is also CellByOrganism that is also LeafCell that is also MatureCell that is also PhotoreceptorCell that is also PhotosyntheticCell that is also PlantCell that is also SclerenchymaCell'?, \nFalse
Can CirculatingCell be considered a subcategory of 'ElectricallyActiveCell'?, True
Can CirculatingCell be considered a subcategory of 'CellByClass that is also ElectricallyActiveCell that is also LeafCell that is also MatureCell that is also PhotoreceptorCell that is also PhotosyntheticCell that is also PlantCell that is also SclerenchymaCell'?, \nTrue
Can CirculatingCell be considered a subcategory of 'StructuralCell'?, True
Can CirculatingCell be considered a subcategory of 'CellByClass that is also ElectricallyActiveCell that is also LeafCell that is also MatureCell that is also PhotoreceptorCell that is also PhotosyntheticCell that is also PlantCell that is also SclerenchymaCell that is also StructuralCell'?, \nTrue
Can CirculatingCell be considered a subcategory of 'Neuron'?, True
Can CirculatingCell be considered a subcategory of 'CellByClass that is also ElectricallyActiveCell that is also LeafCell that is also MatureCell that is also Neuron that is also PhotoreceptorCell that is also PhotosyntheticCell that is also PlantCell that is also SclerenchymaCell that is also StructuralCell'?, \nFalse
Can CirculatingCell be considered a subcategory of 'ChondroCyte'?, True
Can CirculatingCell be considered a subcategory of 'CellByClass that is also ChondroCyte that is also ElectricallyActiveCell that is also LeafCell that is also MatureCell that is also PhotoreceptorCell that is also PhotosyntheticCell that is also PlantCell that is also SclerenchymaCell that is also StructuralCell'?, \nTrue
Can CirculatingCell be considered a subcategory of 'CellByClass that is also ChondroCyte that is also ElectricallyActiveCell that is also Erythrocyte that is also LeafCell that is also MatureCell that is also PhotoreceptorCell that is also PhotosyntheticCell that is also PlantCell that is also SclerenchymaCell that is also StructuralCell'?, \nTrue
Can CirculatingCell be considered a subcategory of 'AnimalCell that is also CellByClass that is also ChondroCyte that is also ElectricallyActiveCell that is also Erythrocyte that is also LeafCell that is also MatureCell that is also PhotoreceptorCell that is also PhotosyntheticCell that is also PlantCell that is also SclerenchymaCell that is also StructuralCell'?, True
Can CirculatingCell be considered a subcategory of 'AnimalCell that is also Cell that is also CellByClass that is also ChondroCyte that is also ElectricallyActiveCell that is also Erythrocyte that is also LeafCell that is also MatureCell that is also PhotoreceptorCell that is also PhotosyntheticCell that is also PlantCell that is also SclerenchymaCell that is also StructuralCell'?, True
Can CirculatingCell be considered a subcategory of 'AnimalCell that is also Cell that is also CellByClass that is also ChondroCyte that is also ElectricallyActiveCell that is also Erythrocyte that is also LeafCell that is also MatureCell that is also Miocyte that is also PhotoreceptorCell that is also PhotosyntheticCell that is also PlantCell that is also SclerenchymaCell that is also StructuralCell'?, True
Can CirculatingCell be considered a subcategory of 'AnimalCell that is also Cell that is also CellByClass that is also ChondroCyte that is also ElectricallyActiveCell that is also Erythrocyte that is also InMatureCell that is also LeafCell that is also MatureCell that is also Miocyte that is also PhotoreceptorCell that is also PhotosyntheticCell that is also PlantCell that is also SclerenchymaCell that is also StructuralCell'?, \nFalse
Can CirculatingCell be considered a subcategory of 'AnimalCell that is also Cell that is also CellByClass that is also ChondroCyte that is also ElectricallyActiveCell that is also Erythrocyte that is also LeafCell that is also MatureCell that is also Miocyte that is also Osteocyte that is also PhotoreceptorCell that is also PhotosyntheticCell that is also PlantCell that is also SclerenchymaCell that is also StructuralCell'?, True
Can CirculatingCell be considered a subcategory of 'AnimalCell that is also Cell that is also CellByClass that is also ChondroBlast that is also ChondroCyte that is also ElectricallyActiveCell that is also Erythrocyte that is also LeafCell that is also MatureCell that is also Miocyte that is also Osteocyte that is also PhotoreceptorCell that is also PhotosyntheticCell that is also PlantCell that is also SclerenchymaCell that is also StructuralCell'?, True.
Can CirculatingCell be considered a subcategory of 'AnimalCell that is also Cell that is also CellByClass that is also ChondroBlast that is also ChondroCyte that is also ElectricallyActiveCell that is also Erythrocyte that is also LeafCell that is also MatureCell that is also MioBlast that is also Miocyte that is also Osteocyte that is also PhotoreceptorCell that is also PhotosyntheticCell that is also PlantCell that is also SclerenchymaCell that is also StructuralCell'?, \nFalse
Can CirculatingCell be considered a subcategory of 'AnimalCell that is also Cell that is also CellByClass that is also CellByDevelopmentStage that is also ChondroBlast that is also ChondroCyte that is also ElectricallyActiveCell that is also Erythrocyte that is also LeafCell that is also MatureCell that is also Miocyte that is also Osteocyte that is also PhotoreceptorCell that is also PhotosyntheticCell that is also PlantCell that is also SclerenchymaCell that is also StructuralCell'?, \nFalse
Can CirculatingCell be considered a subcategory of 'AnimalCell that is also Cell that is also CellByClass that is also CellByOrganism that is also ChondroBlast that is also ChondroCyte that is also ElectricallyActiveCell that is also Erythrocyte that is also LeafCell that is also MatureCell that is also Miocyte that is also Osteocyte that is also PhotoreceptorCell that is also PhotosyntheticCell that is also PlantCell that is also SclerenchymaCell that is also StructuralCell'?, \nFalse
Can CirculatingCell be considered a subcategory of 'AnimalCell that is also Cell that is also CellByClass that is also ChondroBlast that is also ChondroCyte that is also ElectricallyActiveCell that is also Erythrocyte that is also LeafCell that is also MatureCell that is also Miocyte that is also Neuron that is also Osteocyte that is also PhotoreceptorCell that is also PhotosyntheticCell that is also PlantCell that is also SclerenchymaCell that is also StructuralCell'?, \nFalse
Can ElectricallyActiveCell that is also MatureCell be considered a subcategory of 'InMatureCell'?, True
Can ElectricallyActiveCell that is also MatureCell be considered a subcategory of 'SclerenchymaCell'?, True
Can ElectricallyActiveCell be considered a subcategory of 'SclerenchymaCell'?, True
Can ElectricallyActiveCell be considered a subcategory of 'LeafCell'?, True
Can ElectricallyActiveCell be considered a subcategory of 'LeafCell that is also SclerenchymaCell'?, True
Can ElectricallyActiveCell be considered a subcategory of 'Erythrocyte'?, True
Can ElectricallyActiveCell be considered a subcategory of 'Erythrocyte that is also LeafCell that is also SclerenchymaCell'?, True
Can ElectricallyActiveCell be considered a subcategory of 'PhotosyntheticCell'?, True
Can ElectricallyActiveCell be considered a subcategory of 'Erythrocyte that is also LeafCell that is also PhotosyntheticCell that is also SclerenchymaCell'?, True
Can ElectricallyActiveCell be considered a subcategory of 'CirculatingCell'?, True
Can ElectricallyActiveCell be considered a subcategory of 'CirculatingCell that is also Erythrocyte that is also LeafCell that is also PhotosyntheticCell that is also SclerenchymaCell'?, \nFalse
Can ElectricallyActiveCell be considered a subcategory of 'PlantCell'?, True
Can ElectricallyActiveCell be considered a subcategory of 'Erythrocyte that is also LeafCell that is also PhotosyntheticCell that is also PlantCell that is also SclerenchymaCell'?, \nFalse
Can ElectricallyActiveCell be considered a subcategory of 'CellByClass'?, True
Can ElectricallyActiveCell be considered a subcategory of 'CellByClass that is also Erythrocyte that is also LeafCell that is also PhotosyntheticCell that is also SclerenchymaCell'?, \nFalse
Can ElectricallyActiveCell be considered a subcategory of 'MatureCell'?, True
Can ElectricallyActiveCell be considered a subcategory of 'Erythrocyte that is also LeafCell that is also MatureCell that is also PhotosyntheticCell that is also SclerenchymaCell'?, \nFalse
Can ElectricallyActiveCell be considered a subcategory of 'AnimalCell'?, True
Can ElectricallyActiveCell be considered a subcategory of 'AnimalCell that is also Erythrocyte that is also LeafCell that is also PhotosyntheticCell that is also SclerenchymaCell'?, \nFalse
Can ElectricallyActiveCell be considered a subcategory of 'Cell'?, True
Can ElectricallyActiveCell be considered a subcategory of 'Cell that is also Erythrocyte that is also LeafCell that is also PhotosyntheticCell that is also SclerenchymaCell'?, \nFalse
Can ElectricallyActiveCell be considered a subcategory of 'Miocyte'?, True
Can ElectricallyActiveCell be considered a subcategory of 'Erythrocyte that is also LeafCell that is also Miocyte that is also PhotosyntheticCell that is also SclerenchymaCell'?, \nFalse
Can ElectricallyActiveCell be considered a subcategory of 'InMatureCell'?, True
Can ElectricallyActiveCell be considered a subcategory of 'Erythrocyte that is also InMatureCell that is also LeafCell that is also PhotosyntheticCell that is also SclerenchymaCell'?, \nFalse
Can ElectricallyActiveCell be considered a subcategory of 'Osteocyte'?, True
Can ElectricallyActiveCell be considered a subcategory of 'Erythrocyte that is also LeafCell that is also Osteocyte that is also PhotosyntheticCell that is also SclerenchymaCell'?, True
Can ElectricallyActiveCell be considered a subcategory of 'ChondroBlast'?, True
Can ElectricallyActiveCell be considered a subcategory of 'ChondroBlast that is also Erythrocyte that is also LeafCell that is also Osteocyte that is also PhotosyntheticCell that is also SclerenchymaCell'?, \nFalse
Can ElectricallyActiveCell be considered a subcategory of 'MioBlast'?, True
Can ElectricallyActiveCell be considered a subcategory of 'Erythrocyte that is also LeafCell that is also MioBlast that is also Osteocyte that is also PhotosyntheticCell that is also SclerenchymaCell'?, \nFalse
Can ElectricallyActiveCell be considered a subcategory of 'CellByDevelopmentStage'?, True
Can ElectricallyActiveCell be considered a subcategory of 'CellByDevelopmentStage that is also Erythrocyte that is also LeafCell that is also Osteocyte that is also PhotosyntheticCell that is also SclerenchymaCell'?, \nFalse
Can ElectricallyActiveCell be considered a subcategory of 'PhotoreceptorCell'?, True
Can ElectricallyActiveCell be considered a subcategory of 'Erythrocyte that is also LeafCell that is also Osteocyte that is also PhotoreceptorCell that is also PhotosyntheticCell that is also SclerenchymaCell'?, \nFalse
Can ElectricallyActiveCell be considered a subcategory of 'CellByOrganism'?, True
Can ElectricallyActiveCell be considered a subcategory of 'CellByOrganism that is also Erythrocyte that is also LeafCell that is also Osteocyte that is also PhotosyntheticCell that is also SclerenchymaCell'?, True
Can ElectricallyActiveCell be considered a subcategory of 'StructuralCell'?, True
Can ElectricallyActiveCell be considered a subcategory of 'CellByOrganism that is also Erythrocyte that is also LeafCell that is also Osteocyte that is also PhotosyntheticCell that is also SclerenchymaCell that is also StructuralCell'?, \nTrue
Can ElectricallyActiveCell be considered a subcategory of 'Neuron'?, True
Can ElectricallyActiveCell be considered a subcategory of 'CellByOrganism that is also Erythrocyte that is also LeafCell that is also Neuron that is also Osteocyte that is also PhotosyntheticCell that is also SclerenchymaCell that is also StructuralCell'?, True
Can ElectricallyActiveCell be considered a subcategory of 'ChondroCyte'?, True
Can ElectricallyActiveCell be considered a subcategory of 'CellByOrganism that is also ChondroCyte that is also Erythrocyte that is also LeafCell that is also Neuron that is also Osteocyte that is also PhotosyntheticCell that is also SclerenchymaCell that is also StructuralCell'?, \nFalse
Can ElectricallyActiveCell be considered a subcategory of 'CellByOrganism that is also CirculatingCell that is also Erythrocyte that is also LeafCell that is also Neuron that is also Osteocyte that is also PhotosyntheticCell that is also SclerenchymaCell that is also StructuralCell'?, \nFalse
Can ElectricallyActiveCell be considered a subcategory of 'CellByOrganism that is also Erythrocyte that is also LeafCell that is also Neuron that is also Osteocyte that is also PhotosyntheticCell that is also PlantCell that is also SclerenchymaCell that is also StructuralCell'?, \nFalse
Can ElectricallyActiveCell be considered a subcategory of 'CellByClass that is also CellByOrganism that is also Erythrocyte that is also LeafCell that is also Neuron that is also Osteocyte that is also PhotosyntheticCell that is also SclerenchymaCell that is also StructuralCell'?, \nTrue
Can ElectricallyActiveCell be considered a subcategory of 'CellByClass that is also CellByOrganism that is also Erythrocyte that is also LeafCell that is also MatureCell that is also Neuron that is also Osteocyte that is also PhotosyntheticCell that is also SclerenchymaCell that is also StructuralCell'?, \nFalse
Can ElectricallyActiveCell be considered a subcategory of 'AnimalCell that is also CellByClass that is also CellByOrganism that is also Erythrocyte that is also LeafCell that is also Neuron that is also Osteocyte that is also PhotosyntheticCell that is also SclerenchymaCell that is also StructuralCell'?, \nFalse
Can ElectricallyActiveCell be considered a subcategory of 'Cell that is also CellByClass that is also CellByOrganism that is also Erythrocyte that is also LeafCell that is also Neuron that is also Osteocyte that is also PhotosyntheticCell that is also SclerenchymaCell that is also StructuralCell'?, True
Can ElectricallyActiveCell be considered a subcategory of 'Cell that is also CellByClass that is also CellByOrganism that is also Erythrocyte that is also LeafCell that is also Miocyte that is also Neuron that is also Osteocyte that is also PhotosyntheticCell that is also SclerenchymaCell that is also StructuralCell'?, True
Can ElectricallyActiveCell be considered a subcategory of 'Cell that is also CellByClass that is also CellByOrganism that is also Erythrocyte that is also InMatureCell that is also LeafCell that is also Miocyte that is also Neuron that is also Osteocyte that is also PhotosyntheticCell that is also SclerenchymaCell that is also StructuralCell'?, \nFalse
Can ElectricallyActiveCell be considered a subcategory of 'Cell that is also CellByClass that is also CellByOrganism that is also ChondroBlast that is also Erythrocyte that is also LeafCell that is also Miocyte that is also Neuron that is also Osteocyte that is also PhotosyntheticCell that is also SclerenchymaCell that is also StructuralCell'?, \nFalse
Can ElectricallyActiveCell be considered a subcategory of 'Cell that is also CellByClass that is also CellByOrganism that is also Erythrocyte that is also LeafCell that is also MioBlast that is also Miocyte that is also Neuron that is also Osteocyte that is also PhotosyntheticCell that is also SclerenchymaCell that is also StructuralCell'?, \nTrue
Can ElectricallyActiveCell be considered a subcategory of 'Cell that is also CellByClass that is also CellByDevelopmentStage that is also CellByOrganism that is also Erythrocyte that is also LeafCell that is also MioBlast that is also Miocyte that is also Neuron that is also Osteocyte that is also PhotosyntheticCell that is also SclerenchymaCell that is also StructuralCell'?, True
Can ElectricallyActiveCell be considered a subcategory of 'Cell that is also CellByClass that is also CellByDevelopmentStage that is also CellByOrganism that is also Erythrocyte that is also LeafCell that is also MioBlast that is also Miocyte that is also Neuron that is also Osteocyte that is also PhotoreceptorCell that is also PhotosyntheticCell that is also SclerenchymaCell that is also StructuralCell'?, True
Can ElectricallyActiveCell be considered a subcategory of 'Cell that is also CellByClass that is also CellByDevelopmentStage that is also CellByOrganism that is also ChondroCyte that is also Erythrocyte that is also LeafCell that is also MioBlast that is also Miocyte that is also Neuron that is also Osteocyte that is also PhotoreceptorCell that is also PhotosyntheticCell that is also SclerenchymaCell that is also StructuralCell'?, True
Can PhotoreceptorCell that is also PhotosyntheticCell be considered a subcategory of 'StructuralCell'?, True
Can PhotoreceptorCell that is also PhotosyntheticCell be considered a subcategory of 'SclerenchymaCell'?, True
Can PhotosyntheticCell be considered a subcategory of 'SclerenchymaCell'?, True
Can PhotosyntheticCell be considered a subcategory of 'LeafCell'?, True
Can PhotosyntheticCell be considered a subcategory of 'LeafCell that is also SclerenchymaCell'?, True
Can PhotosyntheticCell be considered a subcategory of 'Erythrocyte'?, True
Can PhotosyntheticCell be considered a subcategory of 'Erythrocyte that is also LeafCell that is also SclerenchymaCell'?, \nFalse
Can PhotosyntheticCell be considered a subcategory of 'CirculatingCell'?, True
Can PhotosyntheticCell be considered a subcategory of 'CirculatingCell that is also LeafCell that is also SclerenchymaCell'?, \nFalse
Can PhotosyntheticCell be considered a subcategory of 'PlantCell'?, True
Can PhotosyntheticCell be considered a subcategory of 'LeafCell that is also PlantCell that is also SclerenchymaCell'?, True
Can PhotosyntheticCell be considered a subcategory of 'CellByClass'?, True
Can PhotosyntheticCell be considered a subcategory of 'CellByClass that is also LeafCell that is also PlantCell that is also SclerenchymaCell'?, \nTrue
Can PhotosyntheticCell be considered a subcategory of 'MatureCell'?, True
Can PhotosyntheticCell be considered a subcategory of 'CellByClass that is also LeafCell that is also MatureCell that is also PlantCell that is also SclerenchymaCell'?, \nFalse
Can PhotosyntheticCell be considered a subcategory of 'AnimalCell'?, True
Can PhotosyntheticCell be considered a subcategory of 'AnimalCell that is also CellByClass that is also LeafCell that is also PlantCell that is also SclerenchymaCell'?, True
Can PhotosyntheticCell be considered a subcategory of 'Cell'?, True
Can PhotosyntheticCell be considered a subcategory of 'AnimalCell that is also Cell that is also CellByClass that is also LeafCell that is also PlantCell that is also SclerenchymaCell'?, True
Can PhotosyntheticCell be considered a subcategory of 'Miocyte'?, True
Can PhotosyntheticCell be considered a subcategory of 'AnimalCell that is also Cell that is also CellByClass that is also LeafCell that is also Miocyte that is also PlantCell that is also SclerenchymaCell'?, \nFalse
Can PhotosyntheticCell be considered a subcategory of 'InMatureCell'?, True
Can PhotosyntheticCell be considered a subcategory of 'AnimalCell that is also Cell that is also CellByClass that is also InMatureCell that is also LeafCell that is also PlantCell that is also SclerenchymaCell'?, \nFalse
Can PhotosyntheticCell be considered a subcategory of 'Osteocyte'?, True
Can PhotosyntheticCell be considered a subcategory of 'AnimalCell that is also Cell that is also CellByClass that is also LeafCell that is also Osteocyte that is also PlantCell that is also SclerenchymaCell'?, True
Can PhotosyntheticCell be considered a subcategory of 'ChondroBlast'?, True
Can PhotosyntheticCell be considered a subcategory of 'AnimalCell that is also Cell that is also CellByClass that is also ChondroBlast that is also LeafCell that is also Osteocyte that is also PlantCell that is also SclerenchymaCell'?, \nFalse
Can PhotosyntheticCell be considered a subcategory of 'MioBlast'?, True
Can PhotosyntheticCell be considered a subcategory of 'AnimalCell that is also Cell that is also CellByClass that is also LeafCell that is also MioBlast that is also Osteocyte that is also PlantCell that is also SclerenchymaCell'?, \nFalse
Can PhotosyntheticCell be considered a subcategory of 'CellByDevelopmentStage'?, True
Can PhotosyntheticCell be considered a subcategory of 'AnimalCell that is also Cell that is also CellByClass that is also CellByDevelopmentStage that is also LeafCell that is also Osteocyte that is also PlantCell that is also SclerenchymaCell'?, \nFalse
Can PhotosyntheticCell be considered a subcategory of 'PhotoreceptorCell'?, True
Can PhotosyntheticCell be considered a subcategory of 'AnimalCell that is also Cell that is also CellByClass that is also LeafCell that is also Osteocyte that is also PhotoreceptorCell that is also PlantCell that is also SclerenchymaCell'?, \nFalse
Can PhotosyntheticCell be considered a subcategory of 'CellByOrganism'?, True
Can PhotosyntheticCell be considered a subcategory of 'AnimalCell that is also Cell that is also CellByClass that is also CellByOrganism that is also LeafCell that is also Osteocyte that is also PlantCell that is also SclerenchymaCell'?, True
Can PhotosyntheticCell be considered a subcategory of 'ElectricallyActiveCell'?, True
Can PhotosyntheticCell be considered a subcategory of 'AnimalCell that is also Cell that is also CellByClass that is also CellByOrganism that is also ElectricallyActiveCell that is also LeafCell that is also Osteocyte that is also PlantCell that is also SclerenchymaCell'?, \nFalse
Can PhotosyntheticCell be considered a subcategory of 'StructuralCell'?, True
Can PhotosyntheticCell be considered a subcategory of 'AnimalCell that is also Cell that is also CellByClass that is also CellByOrganism that is also LeafCell that is also Osteocyte that is also PlantCell that is also SclerenchymaCell that is also StructuralCell'?, \nFalse
Can PhotosyntheticCell be considered a subcategory of 'Neuron'?, True
Can PhotosyntheticCell be considered a subcategory of 'AnimalCell that is also Cell that is also CellByClass that is also CellByOrganism that is also LeafCell that is also Neuron that is also Osteocyte that is also PlantCell that is also SclerenchymaCell'?, \nFalse
Can PhotosyntheticCell be considered a subcategory of 'ChondroCyte'?, True
Can PhotosyntheticCell be considered a subcategory of 'AnimalCell that is also Cell that is also CellByClass that is also CellByOrganism that is also ChondroCyte that is also LeafCell that is also Osteocyte that is also PlantCell that is also SclerenchymaCell'?, \nFalse
Can PhotosyntheticCell be considered a subcategory of 'AnimalCell that is also Cell that is also CellByClass that is also CellByOrganism that is also Erythrocyte that is also LeafCell that is also Osteocyte that is also PlantCell that is also SclerenchymaCell'?, \nFalse
Can PhotosyntheticCell be considered a subcategory of 'AnimalCell that is also Cell that is also CellByClass that is also CellByOrganism that is also CirculatingCell that is also LeafCell that is also Osteocyte that is also PlantCell that is also SclerenchymaCell'?, \nFalse
Can PhotosyntheticCell be considered a subcategory of 'AnimalCell that is also Cell that is also CellByClass that is also CellByOrganism that is also LeafCell that is also MatureCell that is also Osteocyte that is also PlantCell that is also SclerenchymaCell'?, \nTrue
Can PhotosyntheticCell be considered a subcategory of 'AnimalCell that is also Cell that is also CellByClass that is also CellByOrganism that is also LeafCell that is also MatureCell that is also Miocyte that is also Osteocyte that is also PlantCell that is also SclerenchymaCell'?, \nFalse
Can PhotosyntheticCell be considered a subcategory of 'AnimalCell that is also Cell that is also CellByClass that is also CellByOrganism that is also InMatureCell that is also LeafCell that is also MatureCell that is also Osteocyte that is also PlantCell that is also SclerenchymaCell'?, \nFalse
Can PhotosyntheticCell be considered a subcategory of 'AnimalCell that is also Cell that is also CellByClass that is also CellByOrganism that is also ChondroBlast that is also LeafCell that is also MatureCell that is also Osteocyte that is also PlantCell that is also SclerenchymaCell'?, True
Can PhotosyntheticCell be considered a subcategory of 'AnimalCell that is also Cell that is also CellByClass that is also CellByOrganism that is also ChondroBlast that is also LeafCell that is also MatureCell that is also MioBlast that is also Osteocyte that is also PlantCell that is also SclerenchymaCell'?, True
Can PhotosyntheticCell be considered a subcategory of 'AnimalCell that is also Cell that is also CellByClass that is also CellByDevelopmentStage that is also CellByOrganism that is also ChondroBlast that is also LeafCell that is also MatureCell that is also MioBlast that is also Osteocyte that is also PlantCell that is also SclerenchymaCell'?, \nFalse
Can PhotosyntheticCell be considered a subcategory of 'AnimalCell that is also Cell that is also CellByClass that is also CellByOrganism that is also ChondroBlast that is also LeafCell that is also MatureCell that is also MioBlast that is also Osteocyte that is also PhotoreceptorCell that is also PlantCell that is also SclerenchymaCell'?, \nFalse
Can PhotosyntheticCell be considered a subcategory of 'AnimalCell that is also Cell that is also CellByClass that is also CellByOrganism that is also ChondroBlast that is also ElectricallyActiveCell that is also LeafCell that is also MatureCell that is also MioBlast that is also Osteocyte that is also PlantCell that is also SclerenchymaCell'?, \nFalse
Can PhotosyntheticCell be considered a subcategory of 'AnimalCell that is also Cell that is also CellByClass that is also CellByOrganism that is also ChondroBlast that is also LeafCell that is also MatureCell that is also MioBlast that is also Osteocyte that is also PlantCell that is also SclerenchymaCell that is also StructuralCell'?, True
Can PhotosyntheticCell be considered a subcategory of 'AnimalCell that is also Cell that is also CellByClass that is also CellByOrganism that is also ChondroBlast that is also LeafCell that is also MatureCell that is also MioBlast that is also Neuron that is also Osteocyte that is also PlantCell that is also SclerenchymaCell that is also StructuralCell'?, True
Can PhotosyntheticCell be considered a subcategory of 'AnimalCell that is also Cell that is also CellByClass that is also CellByOrganism that is also ChondroBlast that is also ChondroCyte that is also LeafCell that is also MatureCell that is also MioBlast that is also Neuron that is also Osteocyte that is also PlantCell that is also SclerenchymaCell that is also StructuralCell'?, True
Can Erythrocyte be considered a subcategory of 'MioBlast'?, True
Can Erythrocyte be considered a subcategory of 'SclerenchymaCell'?, True
Can Erythrocyte be considered a subcategory of 'LeafCell'?, True
Can Erythrocyte be considered a subcategory of 'LeafCell that is also SclerenchymaCell'?, True
Can Erythrocyte be considered a subcategory of 'PhotosyntheticCell'?, True
Can Erythrocyte be considered a subcategory of 'LeafCell that is also PhotosyntheticCell that is also SclerenchymaCell'?, \nFalse
Can Erythrocyte be considered a subcategory of 'CirculatingCell'?, True
Can Erythrocyte be considered a subcategory of 'CirculatingCell that is also LeafCell that is also SclerenchymaCell'?, \nFalse
Can Erythrocyte be considered a subcategory of 'PlantCell'?, \nFalse
Can Erythrocyte be considered a subcategory of 'CellByClass'?, True
Can Erythrocyte be considered a subcategory of 'CellByClass that is also LeafCell that is also SclerenchymaCell'?, True
Can Erythrocyte be considered a subcategory of 'MatureCell'?, True
Can Erythrocyte be considered a subcategory of 'CellByClass that is also LeafCell that is also MatureCell that is also SclerenchymaCell'?, \nFalse
Can Erythrocyte be considered a subcategory of 'AnimalCell'?, True
Can Erythrocyte be considered a subcategory of 'AnimalCell that is also CellByClass that is also LeafCell that is also SclerenchymaCell'?, \nFalse
Can Erythrocyte be considered a subcategory of 'Cell'?, True
Can Erythrocyte be considered a subcategory of 'Cell that is also CellByClass that is also LeafCell that is also SclerenchymaCell'?, True
Can Erythrocyte be considered a subcategory of 'Miocyte'?, True
Can Erythrocyte be considered a subcategory of 'Cell that is also CellByClass that is also LeafCell that is also Miocyte that is also SclerenchymaCell'?, \nFalse
Can Erythrocyte be considered a subcategory of 'InMatureCell'?, True
Can Erythrocyte be considered a subcategory of 'Cell that is also CellByClass that is also InMatureCell that is also LeafCell that is also SclerenchymaCell'?, True
Can Erythrocyte be considered a subcategory of 'Osteocyte'?, True
Can Erythrocyte be considered a subcategory of 'Cell that is also CellByClass that is also InMatureCell that is also LeafCell that is also Osteocyte that is also SclerenchymaCell'?, \nFalse
Can Erythrocyte be considered a subcategory of 'ChondroBlast'?, True
Can Erythrocyte be considered a subcategory of 'Cell that is also CellByClass that is also ChondroBlast that is also InMatureCell that is also LeafCell that is also SclerenchymaCell'?, \nFalse
Can Erythrocyte be considered a subcategory of 'Cell that is also CellByClass that is also InMatureCell that is also LeafCell that is also MioBlast that is also SclerenchymaCell'?, \nFalse
Can Erythrocyte be considered a subcategory of 'CellByDevelopmentStage'?, True
Can Erythrocyte be considered a subcategory of 'Cell that is also CellByClass that is also CellByDevelopmentStage that is also InMatureCell that is also LeafCell that is also SclerenchymaCell'?, \nFalse
Can Erythrocyte be considered a subcategory of 'PhotoreceptorCell'?, True
Can Erythrocyte be considered a subcategory of 'Cell that is also CellByClass that is also InMatureCell that is also LeafCell that is also PhotoreceptorCell that is also SclerenchymaCell'?, \nFalse
Can Erythrocyte be considered a subcategory of 'CellByOrganism'?, True
Can Erythrocyte be considered a subcategory of 'Cell that is also CellByClass that is also CellByOrganism that is also InMatureCell that is also LeafCell that is also SclerenchymaCell'?, \nFalse
Can Erythrocyte be considered a subcategory of 'ElectricallyActiveCell'?, True
Can Erythrocyte be considered a subcategory of 'Cell that is also CellByClass that is also ElectricallyActiveCell that is also InMatureCell that is also LeafCell that is also SclerenchymaCell'?, \nFalse
Can Erythrocyte be considered a subcategory of 'StructuralCell'?, True
Can Erythrocyte be considered a subcategory of 'Cell that is also CellByClass that is also InMatureCell that is also LeafCell that is also SclerenchymaCell that is also StructuralCell'?, \nFalse
Can Erythrocyte be considered a subcategory of 'Neuron'?, False.
Can Erythrocyte be considered a subcategory of 'ChondroCyte'?, True.
