Can Crop that is also MarinePlant be considered a subcategory of 'Arthropod'?, \nFalse
Arachnid and Fungi SubClassOf Millipede, \nFalse
Foraminifer and FungiTaxonomy SubClassOf Anemone, \nFalse
Fungi and Mold SubClassOf Chlorophyll, \nFalse
Amoebae and Mollusk SubClassOf Centipede, \nFalse
Algae and VegetationCover SubClassOf Lichen, \nFalse
Bacteria and Sporozoan SubClassOf Vegetation, \nFalse
MarineBird and Protist SubClassOf Anemone, \nFalse
MarineMammal and VegetationCover SubClassOf Crop, \nFalse
Foraminifer and Insect SubClassOf Leaf, \nFalse
Fungi and Pollen SubClassOf Yeast, \nFalse
Amphibian and Mollusk SubClassOf MarineAnimal, \nTrue
Amphibian and Mollusk SubClassOf VegetationCover, \nFalse
Amphibian and Mollusk SubClassOf Microalgae, \nFalse
Amphibian and Mollusk SubClassOf Fungi, \nFalse
Amphibian and Mollusk SubClassOf Arachnid, \nFalse
Amphibian and Mollusk SubClassOf VegetationSpecies, \nFalse
Amphibian and Mollusk SubClassOf Livestock, \nFalse
Amphibian and Mollusk SubClassOf Sponge, \nFalse
Amphibian and Mollusk SubClassOf Flatworm, \nFalse
Amphibian and Mollusk SubClassOf Diatom, \nFalse
Amphibian and Mollusk SubClassOf FungiTaxonomy, \nFalse
Amphibian and Mollusk SubClassOf MarinePlant, \nFalse
Amphibian and Mollusk SubClassOf Moss, \nFalse
Amphibian and Mollusk SubClassOf Vertebrate, \nTrue
Mollusk SubClassOf Vertebrate, \nFalse
Amphibian SubClassOf Vertebrate, \nTrue
Amphibian SubClassOf VegetationCover, \nFalse
Amphibian SubClassOf Microalgae, \nFalse
Amphibian SubClassOf Fungi, \nFalse
Amphibian SubClassOf Arachnid, \nFalse
Amphibian SubClassOf VegetationSpecies, \nFalse
Amphibian SubClassOf Livestock, \nFalse
Amphibian SubClassOf Sponge, \nFalse
Amphibian SubClassOf Flatworm, \nFalse
Amphibian SubClassOf Diatom, False
Amphibian SubClassOf FungiTaxonomy, \nFalse
Amphibian SubClassOf MarinePlant, \nFalse
Amphibian SubClassOf Moss, \nFalse
Amphibian SubClassOf Radiolarian, \nFalse
Amphibian SubClassOf Human, \nFalse
Amphibian SubClassOf MarineMicrobiota, \nFalse
Amphibian SubClassOf Animal, True
Amphibian SubClassOf Animal and Vertebrate, \nTrue
Amphibian SubClassOf Flagellate, \nFalse
Amphibian SubClassOf Poultry, \nFalse
Amphibian SubClassOf MarineMammal, \nFalse
Amphibian SubClassOf Millipede, \nFalse
Amphibian SubClassOf Plankton, \nFalse
Amphibian SubClassOf Roundworm, \nFalse
Amphibian SubClassOf Microphyte, \nTrue
Amphibian SubClassOf Animal and Microphyte and Vertebrate, \nTrue
Amphibian SubClassOf SlimeMold, \nFalse
Amphibian SubClassOf Microbiota, \nFalse
Amphibian SubClassOf MicrobiotaTaxonomy, \nFalse
Amphibian SubClassOf Coccolithophore, \nFalse
Amphibian SubClassOf Lichen, \nFalse
Amphibian SubClassOf Leaf, \nFalse
Amphibian SubClassOf Pollen, \nFalse
Amphibian SubClassOf Mushroom, \nFalse
Amphibian SubClassOf Fish, \nTrue
Amphibian SubClassOf Animal and Fish and Microphyte and Vertebrate, \nFalse
Amphibian SubClassOf Reptile, True
Amphibian SubClassOf Animal and Microphyte and Reptile and Vertebrate, \nTrue
Amphibian SubClassOf MarineAnimal, \nTrue
Amphibian SubClassOf Animal and MarineAnimal and Microphyte and Reptile and Vertebrate, \nTrue
Amphibian SubClassOf Macroalgae, \nFalse
Amphibian SubClassOf Foraminifer, \nFalse
Amphibian SubClassOf Dairy, \nFalse
Amphibian SubClassOf Liverwort, \nFalse
Amphibian SubClassOf Crustacean, \nFalse
Amphibian SubClassOf Canopy, \nFalse
Amphibian SubClassOf Coral, \nFalse
Amphibian SubClassOf ExoticVegetation, \nFalse
Amphibian SubClassOf Macrophyte, \nFalse
Amphibian SubClassOf SegmentedWorm, \nTrue
Amphibian SubClassOf Animal and MarineAnimal and Microphyte and Reptile and SegmentedWorm and Vertebrate, \nTrue
Amphibian SubClassOf LivingThing, \nTrue
Amphibian SubClassOf Animal and LivingThing and MarineAnimal and Microphyte and Reptile and SegmentedWorm and Vertebrate, \nTrue
Amphibian SubClassOf Bird, \nFalse
Amphibian SubClassOf Fern, \nFalse
Amphibian SubClassOf DominantSpecies, \nFalse
Amphibian SubClassOf BlueGreenAlgae, \nFalse
Amphibian SubClassOf EvergreenVegetation, \nFalse
Amphibian SubClassOf TreeRing, \nFalse
Amphibian SubClassOf Vegetation, \nFalse
Amphibian SubClassOf ExoticSpecies, \nFalse
Amphibian SubClassOf Litter, \nFalse
Amphibian SubClassOf Crown, \nTrue
Amphibian SubClassOf Animal and Crown and LivingThing and MarineAnimal and Microphyte and Reptile and SegmentedWorm and Vertebrate, \nTrue
Amphibian SubClassOf Jellyfish, \nFalse
Amphibian SubClassOf Invertebrate, \nTrue
Amphibian SubClassOf Animal and Crown and Invertebrate and LivingThing and MarineAnimal and Microphyte and Reptile and SegmentedWorm and Vertebrate, \nTrue
Amphibian SubClassOf Anemone, \nFalse
Amphibian SubClassOf Ciliate, \nFalse
Amphibian SubClassOf Zooplankton, \nFalse
Amphibian SubClassOf FloweringPlant, \nFalse
Amphibian SubClassOf Sporozoan, \nFalse
Amphibian SubClassOf IndigenousVegetation, \nFalse
Amphibian SubClassOf Nutrient, \nFalse
Amphibian SubClassOf IndigenousSpecies, \nFalse
Amphibian SubClassOf MarineInvertebrate, \nTrue
Amphibian SubClassOf Animal and Crown and Invertebrate and LivingThing and MarineAnimal and MarineInvertebrate and Microphyte and Reptile and SegmentedWorm and Vertebrate, \nTrue
Amphibian SubClassOf Conifer, \nFalse
Amphibian SubClassOf Yeast, \nFalse
Amphibian SubClassOf Mammal, \nFalse
Amphibian SubClassOf Protist, \nTrue
Amphibian SubClassOf Animal and Crown and Invertebrate and LivingThing and MarineAnimal and MarineInvertebrate and Microphyte and Protist and Reptile and SegmentedWorm and Vertebrate, \nTrue
Amphibian SubClassOf Centipede, False
Amphibian SubClassOf Crop, \nFalse
Amphibian SubClassOf Algae, \nFalse
Amphibian SubClassOf Arthropod, \nTrue
Amphibian SubClassOf Animal and Arthropod and Crown and Invertebrate and LivingThing and MarineAnimal and MarineInvertebrate and Microphyte and Protist and Reptile and SegmentedWorm and Vertebrate, \nTrue
Amphibian SubClassOf MarineBird, \nFalse
Amphibian SubClassOf Chlorophyll, \nFalse
Amphibian SubClassOf Mollusk, \nFalse
Amphibian SubClassOf Echinoderm, \nFalse
Amphibian SubClassOf Plant, \nFalse
Amphibian SubClassOf Amoebae, \nFalse
Amphibian SubClassOf Insect, \nFalse
Amphibian SubClassOf Mold, \nFalse
Amphibian SubClassOf Bacteria, \nFalse
Amphibian SubClassOf DeciduousVegetation, \nFalse
Amphibian SubClassOf Phytoplankton, \nFalse
Amphibian SubClassOf Animal and Arthropod and Crown and Fish and Invertebrate and LivingThing and MarineAnimal and MarineInvertebrate and Microphyte and Protist and Reptile and SegmentedWorm and Vertebrate, \nFalse
Algae and Foraminifer SubClassOf Crown, \nTrue
Algae and Foraminifer SubClassOf VegetationCover, \nFalse
Algae and Foraminifer SubClassOf Microalgae, \nTrue
Algae SubClassOf Microalgae, \nTrue
Algae SubClassOf VegetationCover, \nTrue
Algae SubClassOf Microalgae and VegetationCover, \nFalse
Algae SubClassOf Fungi, \nFalse
Algae SubClassOf Arachnid, \nFalse
Algae SubClassOf VegetationSpecies, \nTrue
Algae SubClassOf Microalgae and VegetationSpecies, \nTrue
Algae SubClassOf Livestock, \nFalse
Algae SubClassOf Sponge, \nFalse
Algae SubClassOf Diatom, \nTrue
Algae SubClassOf Diatom and Microalgae and VegetationSpecies, \nTrue
Algae SubClassOf FungiTaxonomy, \nFalse
Algae SubClassOf MarinePlant, \nTrue
Algae SubClassOf Diatom and MarinePlant and Microalgae and VegetationSpecies, \nTrue
Algae SubClassOf Moss, \nFalse
Algae SubClassOf Vertebrate, \nFalse
Algae SubClassOf Radiolarian, \nFalse
Algae SubClassOf Human, False
Algae SubClassOf MarineMicrobiota, \nTrue
Algae SubClassOf Diatom and MarineMicrobiota and MarinePlant and Microalgae and VegetationSpecies, \nTrue
Algae SubClassOf Animal, \nFalse
Algae SubClassOf Flagellate, \nTrue
Algae SubClassOf Diatom and Flagellate and MarineMicrobiota and MarinePlant and Microalgae and VegetationSpecies, \nTrue
Algae SubClassOf Poultry, \nFalse
Algae SubClassOf MarineMammal, \nFalse
Algae SubClassOf Amphibian, \nFalse
Algae SubClassOf Millipede, \nFalse
Algae SubClassOf Plankton, \nTrue
Algae SubClassOf Diatom and Flagellate and MarineMicrobiota and MarinePlant and Microalgae and Plankton and VegetationSpecies, \nTrue
Algae SubClassOf Roundworm, False
Algae SubClassOf Microphyte, \nTrue
Algae SubClassOf Diatom and Flagellate and MarineMicrobiota and MarinePlant and Microalgae and Microphyte and Plankton and VegetationSpecies, \nTrue
Algae SubClassOf SlimeMold, \nTrue
Algae SubClassOf Diatom and Flagellate and MarineMicrobiota and MarinePlant and Microalgae and Microphyte and Plankton and SlimeMold and VegetationSpecies, \nTrue
Algae SubClassOf Microbiota, \nTrue
Algae SubClassOf Diatom and Flagellate and MarineMicrobiota and MarinePlant and Microalgae and Microbiota and Microphyte and Plankton and SlimeMold and VegetationSpecies, \nHere
Algae SubClassOf MicrobiotaTaxonomy, \nFalse
Algae SubClassOf Coccolithophore, \nFalse
Algae SubClassOf Lichen, \nFalse
Algae SubClassOf Leaf, \nFalse
Algae SubClassOf Pollen, \nFalse
Algae SubClassOf Mushroom, \nFalse
Algae SubClassOf Fish, \nFalse
Algae SubClassOf Reptile, \nFalse
Algae SubClassOf MarineAnimal, \nFalse
Algae SubClassOf Macroalgae, \nTrue
Algae SubClassOf Diatom and Flagellate and Macroalgae and MarineMicrobiota and MarinePlant and Microalgae and Microphyte and Plankton and SlimeMold and VegetationSpecies, \nFalse
Algae SubClassOf Foraminifer, \nFalse
Algae SubClassOf Dairy, \nFalse
Algae SubClassOf Liverwort, \nTrue
Algae SubClassOf Diatom and Flagellate and Liverwort and MarineMicrobiota and MarinePlant and Microalgae and Microphyte and Plankton and SlimeMold and VegetationSpecies, \nFalse
Algae SubClassOf Crustacean, \nFalse
Algae SubClassOf Canopy, \nFalse
Algae SubClassOf Coral, \nFalse
Algae SubClassOf ExoticVegetation, \nTrue
Algae SubClassOf Diatom and ExoticVegetation and Flagellate and MarineMicrobiota and MarinePlant and Microalgae and Microphyte and Plankton and SlimeMold and VegetationSpecies, \nTrue
Algae SubClassOf Macrophyte, \nTrue
Algae SubClassOf Diatom and ExoticVegetation and Flagellate and Macrophyte and MarineMicrobiota and MarinePlant and Microalgae and Microphyte and Plankton and SlimeMold and VegetationSpecies, \nHere
Algae SubClassOf SegmentedWorm, \nFalse
Algae SubClassOf LivingThing, \nTrue
Algae SubClassOf Diatom and ExoticVegetation and Flagellate and LivingThing and MarineMicrobiota and MarinePlant and Microalgae and Microphyte and Plankton and SlimeMold and VegetationSpecies, \nHere
Algae SubClassOf Bird, \nFalse
Algae SubClassOf Fern, \nTrue
Algae SubClassOf Diatom and ExoticVegetation and Fern and Flagellate and MarineMicrobiota and MarinePlant and Microalgae and Microphyte and Plankton and SlimeMold and VegetationSpecies, \nTrue
Algae SubClassOf DominantSpecies, \nFalse
Algae SubClassOf BlueGreenAlgae, \nTrue
Algae SubClassOf BlueGreenAlgae and Diatom and ExoticVegetation and Fern and Flagellate and MarineMicrobiota and MarinePlant and Microalgae and Microphyte and Plankton and SlimeMold and VegetationSpecies, \nTrue
Algae SubClassOf EvergreenVegetation, \nTrue
Algae SubClassOf BlueGreenAlgae and Diatom and EvergreenVegetation and ExoticVegetation and Fern and Flagellate and MarineMicrobiota and MarinePlant and Microalgae and Microphyte and Plankton and SlimeMold and VegetationSpecies, \nTrue
Algae SubClassOf TreeRing, \nFalse
Algae SubClassOf Vegetation, \nTrue
Algae SubClassOf BlueGreenAlgae and Diatom and EvergreenVegetation and ExoticVegetation and Fern and Flagellate and MarineMicrobiota and MarinePlant and Microalgae and Microphyte and Plankton and SlimeMold and Vegetation and VegetationSpecies, \nHere
Algae SubClassOf ExoticSpecies, \nFalse
Algae SubClassOf Litter, \nFalse
Algae SubClassOf Crown, True
Algae SubClassOf BlueGreenAlgae and Crown and Diatom and EvergreenVegetation and ExoticVegetation and Fern and Flagellate and MarineMicrobiota and MarinePlant and Microalgae and Microphyte and Plankton and SlimeMold and VegetationSpecies, \nTrue
Algae SubClassOf Jellyfish, \nFalse
Algae SubClassOf Invertebrate, \nTrue
Algae SubClassOf BlueGreenAlgae and Crown and Diatom and EvergreenVegetation and ExoticVegetation and Fern and Flagellate and Invertebrate and MarineMicrobiota and MarinePlant and Microalgae and Microphyte and Plankton and SlimeMold and VegetationSpecies, \nFalse
Algae SubClassOf Anemone, \nFalse
Algae SubClassOf Ciliate, \nFalse
Algae SubClassOf Zooplankton, \nFalse
Algae SubClassOf FloweringPlant, \nFalse
Algae SubClassOf Sporozoan, \nFalse
Algae SubClassOf IndigenousVegetation, \nTrue
Algae SubClassOf BlueGreenAlgae and Crown and Diatom and EvergreenVegetation and ExoticVegetation and Fern and Flagellate and IndigenousVegetation and MarineMicrobiota and MarinePlant and Microalgae and Microphyte and Plankton and SlimeMold and VegetationSpecies, \nTrue
Algae SubClassOf Nutrient, \nFalse
Algae SubClassOf IndigenousSpecies, \nFalse
Algae SubClassOf MarineInvertebrate, \nTrue
Algae SubClassOf BlueGreenAlgae and Crown and Diatom and EvergreenVegetation and ExoticVegetation and Fern and Flagellate and IndigenousVegetation and MarineInvertebrate and MarineMicrobiota and MarinePlant and Microalgae and Microphyte and Plankton and SlimeMold and VegetationSpecies, \nFalse
Algae SubClassOf Conifer, \nFalse
Algae SubClassOf Yeast, \nFalse
Algae SubClassOf Mammal, False.
Algae SubClassOf Protist, True
Algae SubClassOf BlueGreenAlgae and Crown and Diatom and EvergreenVegetation and ExoticVegetation and Fern and Flagellate and IndigenousVegetation and MarineMicrobiota and MarinePlant and Microalgae and Microphyte and Plankton and Protist and SlimeMold and VegetationSpecies, \nTrue
Algae SubClassOf Centipede, \nFalse
Algae SubClassOf Crop, \nFalse
Algae SubClassOf Arthropod, \nFalse
Algae SubClassOf MarineBird, \nFalse
Algae SubClassOf Chlorophyll, \nTrue
Algae SubClassOf BlueGreenAlgae and Chlorophyll and Crown and Diatom and EvergreenVegetation and ExoticVegetation and Fern and Flagellate and IndigenousVegetation and MarineMicrobiota and MarinePlant and Microalgae and Microphyte and Plankton and Protist and SlimeMold and VegetationSpecies, \nTrue
Algae SubClassOf Mollusk, \nFalse
Algae SubClassOf Echinoderm, \nFalse
Algae SubClassOf Plant, \nTrue
Algae SubClassOf BlueGreenAlgae and Chlorophyll and Crown and Diatom and EvergreenVegetation and ExoticVegetation and Fern and Flagellate and IndigenousVegetation and MarineMicrobiota and MarinePlant and Microalgae and Microphyte and Plankton and Plant and Protist and SlimeMold and VegetationSpecies, \nHere
Algae SubClassOf Amoebae, \nFalse
Algae SubClassOf Insect, \nFalse
Algae SubClassOf Mold, \nFalse
Algae SubClassOf Bacteria, \nFalse
Algae SubClassOf DeciduousVegetation, \nFalse
Algae SubClassOf Phytoplankton, \nTrue
Algae SubClassOf BlueGreenAlgae and Chlorophyll and Crown and Diatom and EvergreenVegetation and ExoticVegetation and Fern and Flagellate and IndigenousVegetation and MarineMicrobiota and MarinePlant and Microalgae and Microphyte and Phytoplankton and Plankton and Protist and SlimeMold and VegetationSpecies, \nFalse
Algae SubClassOf BlueGreenAlgae and Chlorophyll and Crown and Diatom and EvergreenVegetation and ExoticVegetation and Fern and Flagellate and IndigenousVegetation and MarineMicrobiota and MarinePlant and Microalgae and Microphyte and Plankton and Protist and SlimeMold and VegetationCover and VegetationSpecies, \nHere
Algae SubClassOf BlueGreenAlgae and Chlorophyll and Crown and Diatom and EvergreenVegetation and ExoticVegetation and Fern and Flagellate and IndigenousVegetation and MarineMicrobiota and MarinePlant and Microalgae and Microbiota and Microphyte and Plankton and Protist and SlimeMold and VegetationSpecies, \nHere
Algae SubClassOf BlueGreenAlgae and Chlorophyll and Crown and Diatom and EvergreenVegetation and ExoticVegetation and Fern and Flagellate and IndigenousVegetation and Macroalgae and MarineMicrobiota and MarinePlant and Microalgae and Microphyte and Plankton and Protist and SlimeMold and VegetationSpecies, \nFalse
Algae SubClassOf BlueGreenAlgae and Chlorophyll and Crown and Diatom and EvergreenVegetation and ExoticVegetation and Fern and Flagellate and IndigenousVegetation and Liverwort and MarineMicrobiota and MarinePlant and Microalgae and Microphyte and Plankton and Protist and SlimeMold and VegetationSpecies, \nTrue
Algae SubClassOf BlueGreenAlgae and Chlorophyll and Crown and Diatom and EvergreenVegetation and ExoticVegetation and Fern and Flagellate and IndigenousVegetation and Liverwort and Macrophyte and MarineMicrobiota and MarinePlant and Microalgae and Microphyte and Plankton and Protist and SlimeMold and VegetationSpecies, \nTrue
Algae SubClassOf BlueGreenAlgae and Chlorophyll and Crown and Diatom and EvergreenVegetation and ExoticVegetation and Fern and Flagellate and IndigenousVegetation and Liverwort and LivingThing and Macrophyte and MarineMicrobiota and MarinePlant and Microalgae and Microphyte and Plankton and Protist and SlimeMold and VegetationSpecies, \nHere
Algae SubClassOf BlueGreenAlgae and Chlorophyll and Crown and Diatom and EvergreenVegetation and ExoticVegetation and Fern and Flagellate and IndigenousVegetation and Liverwort and Macrophyte and MarineMicrobiota and MarinePlant and Microalgae and Microphyte and Plankton and Protist and SlimeMold and Vegetation and VegetationSpecies, \nHere
Algae SubClassOf BlueGreenAlgae and Chlorophyll and Crown and Diatom and EvergreenVegetation and ExoticVegetation and Fern and Flagellate and IndigenousVegetation and Invertebrate and Liverwort and Macrophyte and MarineMicrobiota and MarinePlant and Microalgae and Microphyte and Plankton and Protist and SlimeMold and VegetationSpecies, \nFalse
Algae SubClassOf BlueGreenAlgae and Chlorophyll and Crown and Diatom and EvergreenVegetation and ExoticVegetation and Fern and Flagellate and IndigenousVegetation and Liverwort and Macrophyte and MarineInvertebrate and MarineMicrobiota and MarinePlant and Microalgae and Microphyte and Plankton and Protist and SlimeMold and VegetationSpecies, \nTrue
Algae SubClassOf BlueGreenAlgae and Chlorophyll and Crown and Diatom and EvergreenVegetation and ExoticVegetation and Fern and Flagellate and IndigenousVegetation and Liverwort and Macrophyte and MarineInvertebrate and MarineMicrobiota and MarinePlant and Microalgae and Microphyte and Plankton and Plant and Protist and SlimeMold and VegetationSpecies, \nTrue
Algae SubClassOf BlueGreenAlgae and Chlorophyll and Crown and Diatom and EvergreenVegetation and ExoticVegetation and Fern and Flagellate and IndigenousVegetation and Liverwort and Macrophyte and MarineInvertebrate and MarineMicrobiota and MarinePlant and Microalgae and Microphyte and Phytoplankton and Plankton and Plant and Protist and SlimeMold and VegetationSpecies, \nHere
Mold and Sporozoan SubClassOf MarineInvertebrate, \nTrue
Mold and Sporozoan SubClassOf VegetationCover, \nTrue
Sporozoan SubClassOf VegetationCover, \nFalse
FungiTaxonomy and Insect SubClassOf Liverwort, \nFalse
Pollen and Protist SubClassOf Insect, \nFalse
Macrophyte and Zooplankton SubClassOf Anemone, \nFalse
Amoebae and Bacteria SubClassOf Coral, \nFalse
Invertebrate and Jellyfish SubClassOf FloweringPlant, \nFalse
Vertebrate SubClassOf DominantSpecies, \nTrue
Vertebrate SubClassOf VegetationCover, \nFalse
Vertebrate SubClassOf Microalgae, \nFalse
Vertebrate SubClassOf Fungi, \nFalse
Vertebrate SubClassOf Arachnid, \nFalse
Vertebrate SubClassOf VegetationSpecies, \nFalse
Vertebrate SubClassOf Livestock, \nFalse
Vertebrate SubClassOf Sponge, \nFalse
Vertebrate SubClassOf Flatworm, \nFalse
Vertebrate SubClassOf Diatom, \nFalse
Vertebrate SubClassOf FungiTaxonomy, \nFalse
Vertebrate SubClassOf Moss, \nFalse
Vertebrate SubClassOf Radiolarian, \nFalse
Vertebrate SubClassOf Human, \nTrue
Vertebrate SubClassOf MarineMicrobiota, \nFalse
Vertebrate SubClassOf Animal, \nTrue
Vertebrate SubClassOf Animal and Human, \nTrue
Vertebrate SubClassOf Flagellate, \nFalse
Vertebrate SubClassOf Poultry, \nFalse
Vertebrate SubClassOf MarineMammal, True
Vertebrate SubClassOf Animal and Human and MarineMammal, \nTrue
Vertebrate SubClassOf Amphibian, \nTrue
Vertebrate SubClassOf Amphibian and Animal and Human and MarineMammal, \nTrue
Vertebrate SubClassOf Millipede, \nFalse
Vertebrate SubClassOf Plankton, \nFalse
Vertebrate SubClassOf Roundworm, \nFalse
Vertebrate SubClassOf Microphyte, \nFalse
Vertebrate SubClassOf SlimeMold, \nFalse
Vertebrate SubClassOf Microbiota, \nFalse
Vertebrate SubClassOf MicrobiotaTaxonomy, \nFalse
Vertebrate SubClassOf Coccolithophore, \nFalse
Vertebrate SubClassOf Lichen, \nFalse
Vertebrate SubClassOf Leaf, \nFalse
Vertebrate SubClassOf Pollen, \nFalse
Vertebrate SubClassOf Mushroom, \nFalse
Vertebrate SubClassOf Fish, \nTrue
Vertebrate SubClassOf Amphibian and Animal and Fish and Human and MarineMammal, \nTrue
Vertebrate SubClassOf Reptile, \nTrue
Vertebrate SubClassOf Amphibian and Animal and Fish and Human and MarineMammal and Reptile, \nTrue
Vertebrate SubClassOf MarineAnimal, \nTrue
Vertebrate SubClassOf Amphibian and Animal and Fish and Human and MarineAnimal and MarineMammal and Reptile, \nFalse
Vertebrate SubClassOf Macroalgae, \nFalse
Vertebrate SubClassOf Foraminifer, \nFalse
Vertebrate SubClassOf Dairy, \nFalse
Vertebrate SubClassOf Liverwort, \nFalse
Vertebrate SubClassOf Crustacean, \nFalse
Vertebrate SubClassOf Canopy, \nFalse
Vertebrate SubClassOf Coral, \nFalse
Vertebrate SubClassOf ExoticVegetation, \nFalse
Vertebrate SubClassOf Macrophyte, \nFalse
Vertebrate SubClassOf SegmentedWorm, \nTrue
Vertebrate SubClassOf Amphibian and Animal and Fish and Human and MarineMammal and Reptile and SegmentedWorm, \nTrue
Vertebrate SubClassOf LivingThing, \nTrue
Vertebrate SubClassOf Amphibian and Animal and Fish and Human and LivingThing and MarineMammal and Reptile and SegmentedWorm, \nTrue
Vertebrate SubClassOf Bird, \nTrue
Vertebrate SubClassOf Amphibian and Animal and Bird and Fish and Human and LivingThing and MarineMammal and Reptile and SegmentedWorm, \nTrue
Vertebrate SubClassOf Fern, \nFalse
Vertebrate SubClassOf Amphibian and Animal and Bird and DominantSpecies and Fish and Human and LivingThing and MarineMammal and Reptile and SegmentedWorm, \nThe
Vertebrate SubClassOf BlueGreenAlgae, \nFalse
Vertebrate SubClassOf EvergreenVegetation, \nFalse
Vertebrate SubClassOf TreeRing, \nFalse
Vertebrate SubClassOf Vegetation, \nFalse
Vertebrate SubClassOf ExoticSpecies, \nFalse
Vertebrate SubClassOf Litter, \nFalse
Vertebrate SubClassOf Crown, \nTrue
Vertebrate SubClassOf Amphibian and Animal and Bird and Crown and Fish and Human and LivingThing and MarineMammal and Reptile and SegmentedWorm, \nTrue
Vertebrate SubClassOf Jellyfish, \nFalse
Vertebrate SubClassOf Invertebrate, \nFalse
Vertebrate SubClassOf Anemone, \nFalse
Vertebrate SubClassOf Ciliate, \nFalse
Vertebrate SubClassOf Zooplankton, \nFalse
Vertebrate SubClassOf FloweringPlant, \nFalse
Vertebrate SubClassOf Sporozoan, \nFalse
Vertebrate SubClassOf IndigenousVegetation, \nFalse
Vertebrate SubClassOf Nutrient, \nFalse
Vertebrate SubClassOf IndigenousSpecies, \nFalse
Vertebrate SubClassOf MarineInvertebrate, \nFalse
Vertebrate SubClassOf Conifer, \nFalse
Vertebrate SubClassOf Yeast, \nFalse
Vertebrate SubClassOf Mammal, \nTrue
Vertebrate SubClassOf Amphibian and Animal and Bird and Crown and Fish and Human and LivingThing and Mammal and MarineMammal and Reptile and SegmentedWorm, \nTrue
Vertebrate SubClassOf Protist, \nFalse
Vertebrate SubClassOf Centipede, \nFalse
Vertebrate SubClassOf Crop, \nFalse
Vertebrate SubClassOf Algae, \nFalse
Vertebrate SubClassOf Arthropod, \nFalse
Vertebrate SubClassOf MarineBird, \nFalse
Vertebrate SubClassOf Chlorophyll, \nFalse
Vertebrate SubClassOf Mollusk, \nFalse
Vertebrate SubClassOf Echinoderm, \nTrue
Vertebrate SubClassOf Amphibian and Animal and Bird and Crown and Echinoderm and Fish and Human and LivingThing and Mammal and MarineMammal and Reptile and SegmentedWorm, \nTrue
Vertebrate SubClassOf Plant, \nFalse
Vertebrate SubClassOf Amoebae, \nFalse
Vertebrate SubClassOf Insect, \nFalse
Vertebrate SubClassOf Mold, \nFalse
Vertebrate SubClassOf Bacteria, \nFalse
Vertebrate SubClassOf DeciduousVegetation, \nFalse
Vertebrate SubClassOf Phytoplankton, \nFalse
Vertebrate SubClassOf Amphibian and Animal and Bird and Crown and Echinoderm and Fish and Human and LivingThing and Mammal and MarineAnimal and MarineMammal and Reptile and SegmentedWorm, \nTrue
Vertebrate SubClassOf Amphibian and Animal and Bird and Crown and DominantSpecies and Echinoderm and Fish and Human and LivingThing and Mammal and MarineAnimal and MarineMammal and Reptile and SegmentedWorm, \nHere
Amoebae and Chlorophyll SubClassOf Macroalgae, \nFalse
FungiTaxonomy and VegetationCover SubClassOf Sponge, \nFalse
Bird and Protist SubClassOf Yeast, \nFalse
Insect and MarineAnimal SubClassOf Amphibian, \nFalse
Human and MarineMammal SubClassOf DeciduousVegetation, \nFalse
Foraminifer and Fungi SubClassOf Canopy, \nFalse
MarineInvertebrate and Moss SubClassOf Yeast, \nFalse
Fungi and Roundworm SubClassOf Poultry, \nFalse
Echinoderm and MarineInvertebrate SubClassOf Insect, \nFalse
Livestock and Sporozoan SubClassOf Arachnid, \nFalse
Leaf and Mold SubClassOf Anemone, \nFalse
Arachnid and Fish SubClassOf Macroalgae, \nFalse
Fish and Roundworm SubClassOf Animal, \nTrue
Fish and Roundworm SubClassOf VegetationCover, \nFalse
Fish and Roundworm SubClassOf Microalgae, \nFalse
Fish and Roundworm SubClassOf Fungi, \nFalse
Fish and Roundworm SubClassOf Arachnid, \nFalse
Fish and Roundworm SubClassOf VegetationSpecies, \nFalse
Fish and Roundworm SubClassOf Livestock, \nFalse
Fish and Roundworm SubClassOf Sponge, \nFalse
Fish and Roundworm SubClassOf Flatworm, \nFalse
Fish and Roundworm SubClassOf Diatom, \nFalse
Fish and Roundworm SubClassOf FungiTaxonomy, \nFalse
Fish and Roundworm SubClassOf MarinePlant, \nFalse
Fish and Roundworm SubClassOf Moss, \nFalse
Fish and Roundworm SubClassOf Vertebrate, \nTrue
Fish SubClassOf Vertebrate, \nTrue
Fish SubClassOf Microalgae, \nFalse
Fish SubClassOf Fungi, \nFalse
Fish SubClassOf Arachnid, \nFalse
Fish SubClassOf VegetationSpecies, \nFalse
Fish SubClassOf Livestock, \nFalse
Fish SubClassOf Sponge, \nFalse
Fish SubClassOf Flatworm, \nFalse
Fish SubClassOf Diatom, \nFalse
Fish SubClassOf FungiTaxonomy, \nFalse
Fish SubClassOf MarinePlant, \nFalse
Fish SubClassOf Moss, \nFalse
Fish SubClassOf Radiolarian, \nFalse
Fish SubClassOf Human, \nFalse
Fish SubClassOf MarineMicrobiota, \nFalse
Fish SubClassOf Animal, \nTrue
Fish SubClassOf Animal and Vertebrate, \nTrue
Fish SubClassOf Flagellate, \nFalse
Fish SubClassOf Poultry, \nFalse
Fish SubClassOf MarineMammal, \nFalse
Fish SubClassOf Amphibian, \nFalse
Fish SubClassOf Millipede, \nFalse
Fish SubClassOf Plankton, \nFalse
Fish SubClassOf Roundworm, \nFalse
Fish SubClassOf Microphyte, \nFalse
