Neuron and StructuralCell SubClassOf Erythrocyte, \nFalse
Can Erythrocyte that is also Osteocyte be considered a subcategory of 'PhotoreceptorCell'?, \nFalse
Can MioBlast that is also Neuron be considered a subcategory of 'LeafCell'?, \nFalse
Can Miocyte that is also Osteocyte be considered a subcategory of 'PhotoreceptorCell'?, \nFalse
Can MatureCell that is also StructuralCell be considered a subcategory of 'LeafCell'?, \nFalse
Can InMatureCell that is also StructuralCell be considered a subcategory of 'LeafCell'?, \nFalse
Can InMatureCell that is also Neuron be considered a subcategory of 'Erythrocyte'?, \nFalse
Can MatureCell that is also Osteocyte be considered a subcategory of 'CellByClass'?, \nTrue
Can MatureCell that is also Osteocyte be considered a subcategory of 'SclerenchymaCell'?, \nFalse
Can MatureCell that is also Osteocyte be considered a subcategory of 'LeafCell'?, \nFalse
Can MatureCell that is also Osteocyte be considered a subcategory of 'Erythrocyte'?, \nFalse
Can MatureCell that is also Osteocyte be considered a subcategory of 'PhotosyntheticCell'?, \nFalse
Can MatureCell that is also Osteocyte be considered a subcategory of 'CirculatingCell'?, \nFalse
Can MatureCell that is also Osteocyte be considered a subcategory of 'PlantCell'?, \nFalse
Can MatureCell be considered a subcategory of 'CellByClass'?, \nFalse
Can MatureCell that is also MioBlast be considered a subcategory of 'ChondroBlast'?, \nTrue
Can MatureCell that is also MioBlast be considered a subcategory of 'SclerenchymaCell'?, \nFalse
Can MatureCell that is also MioBlast be considered a subcategory of 'LeafCell'?, \nFalse
Can MatureCell that is also MioBlast be considered a subcategory of 'Erythrocyte'?, \nFalse
Can MatureCell that is also MioBlast be considered a subcategory of 'PhotosyntheticCell'?, \nTrue
Can MioBlast be considered a subcategory of 'PhotosyntheticCell'?, \nFalse
Can MatureCell be considered a subcategory of 'PhotosyntheticCell'?, \nFalse
Can CellByOrganism that is also ChondroBlast be considered a subcategory of 'MatureCell'?, \nTrue
Can CellByOrganism that is also ChondroBlast be considered a subcategory of 'SclerenchymaCell'?, \nFalse
Can CellByOrganism that is also ChondroBlast be considered a subcategory of 'LeafCell'?, \nFalse
Can CellByOrganism that is also ChondroBlast be considered a subcategory of 'Erythrocyte'?, \nFalse
Can CellByOrganism that is also ChondroBlast be considered a subcategory of 'PhotosyntheticCell'?, \nFalse
Can CellByOrganism that is also ChondroBlast be considered a subcategory of 'CirculatingCell'?, \nFalse
Can CellByOrganism that is also ChondroBlast be considered a subcategory of 'PlantCell'?, \nFalse
Can CellByOrganism that is also ChondroBlast be considered a subcategory of 'CellByClass'?, \nTrue
Can ChondroBlast be considered a subcategory of 'CellByClass'?, \nFalse
Can CellByOrganism be considered a subcategory of 'CellByClass'?, \nFalse
Can CirculatingCell that is also Miocyte be considered a subcategory of 'CellByClass'?, \nTrue
Can CirculatingCell that is also Miocyte be considered a subcategory of 'Erythrocyte'?, \nFalse
Can Miocyte be considered a subcategory of 'CellByClass'?, \nFalse
Can ElectricallyActiveCell that is also SclerenchymaCell be considered a subcategory of 'ChondroBlast'?, \nFalse
Can CellByClass that is also ElectricallyActiveCell be considered a subcategory of 'ChondroBlast'?, \nFalse
Can ChondroBlast that is also CirculatingCell be considered a subcategory of 'CellByDevelopmentStage'?, \nTrue
Can ChondroBlast that is also CirculatingCell be considered a subcategory of 'Erythrocyte'?, \nFalse
Can ChondroBlast that is also CirculatingCell be considered a subcategory of 'MatureCell'?, \nFalse
Can ChondroBlast that is also CirculatingCell be considered a subcategory of 'AnimalCell'?, \nFalse
Can ChondroBlast that is also CirculatingCell be considered a subcategory of 'Miocyte'?, \nFalse
Can ChondroBlast that is also CirculatingCell be considered a subcategory of 'InMatureCell'?, \nTrue
Can ChondroBlast be considered a subcategory of 'InMatureCell'?, \nFalse
Can MioBlast that is also PhotosyntheticCell be considered a subcategory of 'CellByDevelopmentStage'?, \nFalse
Can AnimalCell that is also CellByDevelopmentStage be considered a subcategory of 'MioBlast'?, \nTrue
Can AnimalCell that is also CellByDevelopmentStage be considered a subcategory of 'Erythrocyte'?, \nFalse
Can AnimalCell that is also CellByDevelopmentStage be considered a subcategory of 'CirculatingCell'?, \nFalse
Can AnimalCell that is also CellByDevelopmentStage be considered a subcategory of 'CellByClass'?, \nFalse
Can AnimalCell that is also CellByDevelopmentStage be considered a subcategory of 'MatureCell'?, \nFalse
Can AnimalCell that is also CellByDevelopmentStage be considered a subcategory of 'Miocyte'?, \nTrue
Can CellByDevelopmentStage be considered a subcategory of 'Miocyte'?, \nFalse
Can AnimalCell that is also StructuralCell be considered a subcategory of 'ChondroCyte'?, \nFalse
Can PhotoreceptorCell that is also PlantCell be considered a subcategory of 'CellByDevelopmentStage'?, \nFalse
Can CellByOrganism that is also InMatureCell be considered a subcategory of 'ChondroCyte'?, \nFalse
Can AnimalCell that is also PhotosyntheticCell be considered a subcategory of 'MioBlast'?, \nFalse
Can ElectricallyActiveCell that is also PlantCell be considered a subcategory of 'MioBlast'?, \nFalse
Can CellByDevelopmentStage that is also LeafCell be considered a subcategory of 'InMatureCell'?, \nTrue
Can CellByDevelopmentStage that is also LeafCell be considered a subcategory of 'Erythrocyte'?, \nTrue
Can CellByDevelopmentStage be considered a subcategory of 'Erythrocyte'?, \nFalse
Can CellByDevelopmentStage that is also ChondroCyte be considered a subcategory of 'PlantCell'?, \nFalse
Can ElectricallyActiveCell that is also LeafCell be considered a subcategory of 'InMatureCell'?, \nFalse
Can CellByOrganism that is also ChondroCyte be considered a subcategory of 'PlantCell'?, \nFalse
Can AnimalCell that is also SclerenchymaCell be considered a subcategory of 'InMatureCell'?, \nFalse
Can ChondroBlast that is also InMatureCell be considered a subcategory of 'CellByOrganism'?, \nTrue
Can ChondroBlast that is also InMatureCell be considered a subcategory of 'SclerenchymaCell'?, \nTrue
Can InMatureCell that is also Osteocyte be considered a subcategory of 'Miocyte'?, \nFalse
Can Neuron that is also PhotoreceptorCell be considered a subcategory of 'Miocyte'?, \nFalse
Can MioBlast that is also StructuralCell be considered a subcategory of 'CellByOrganism'?, \nFalse
Can CellByClass that is also CellByDevelopmentStage be considered a subcategory of 'Osteocyte'?, \nTrue
Can CellByClass that is also CellByDevelopmentStage be considered a subcategory of 'SclerenchymaCell'?, \nTrue
Can CellByDevelopmentStage that is also CellByOrganism be considered a subcategory of 'AnimalCell'?, \nFalse
Can Cell that is also InMatureCell be considered a subcategory of 'Erythrocyte'?, \nFalse
Can Cell that is also LeafCell be considered a subcategory of 'Osteocyte'?, \nFalse
Can Cell that is also SclerenchymaCell be considered a subcategory of 'AnimalCell'?, \nFalse
Can LeafCell that is also PhotosyntheticCell be considered a subcategory of 'AnimalCell'?, \nFalse
Can AnimalCell that is also ChondroCyte be considered a subcategory of 'Erythrocyte'?, \nFalse
Can ChondroCyte be considered a subcategory of 'Osteocyte'?, \nFalse
Can Miocyte that is also Neuron be considered a subcategory of 'AnimalCell'?, \nTrue
Can Miocyte that is also Neuron be considered a subcategory of 'SclerenchymaCell'?, \nFalse
Can Miocyte that is also Neuron be considered a subcategory of 'LeafCell'?, \nFalse
Can Miocyte that is also Neuron be considered a subcategory of 'Erythrocyte'?, \nFalse
Can Miocyte that is also Neuron be considered a subcategory of 'PhotosyntheticCell'?, \nFalse
Can Miocyte that is also Neuron be considered a subcategory of 'CirculatingCell'?, \nTrue
Can Miocyte be considered a subcategory of 'CirculatingCell'?, \nFalse
Can Neuron be considered a subcategory of 'CirculatingCell'?, \nFalse
Can Erythrocyte that is also InMatureCell be considered a subcategory of 'Neuron'?, \nFalse
Can Osteocyte that is also PhotoreceptorCell be considered a subcategory of 'Neuron'?, \nFalse
Can CellByClass that is also Osteocyte be considered a subcategory of 'Neuron'?, \nFalse
Can Neuron that is also StructuralCell be considered a subcategory of 'InMatureCell'?, \nFalse
Can Cell that is also SclerenchymaCell be considered a subcategory of 'Neuron'?, \nFalse
Can InMatureCell that is also MioBlast be considered a subcategory of 'Neuron'?, \nFalse
Can InMatureCell that is also SclerenchymaCell be considered a subcategory of 'CellByOrganism'?, \nFalse
Can Miocyte that is also PhotosyntheticCell be considered a subcategory of 'CirculatingCell'?, \nFalse
Can Neuron that is also Osteocyte be considered a subcategory of 'CirculatingCell'?, \nFalse
Can ChondroCyte that is also Neuron be considered a subcategory of 'StructuralCell'?, \nFalse
Can Cell that is also Miocyte be considered a subcategory of 'MatureCell'?, \nFalse
Can Miocyte that is also SclerenchymaCell be considered a subcategory of 'Cell'?, \nFalse
Can CellByClass that is also StructuralCell be considered a subcategory of 'Cell'?, \nTrue
Can CellByClass that is also StructuralCell be considered a subcategory of 'SclerenchymaCell'?, \nTrue
Can ChondroCyte that is also Neuron be considered a subcategory of 'MatureCell'?, \nFalse
Can ElectricallyActiveCell that is also SclerenchymaCell be considered a subcategory of 'CellByClass'?, \nFalse
Can CellByClass that is also MioBlast be considered a subcategory of 'Cell'?, \nTrue
Can CellByClass that is also MioBlast be considered a subcategory of 'SclerenchymaCell'?, \nFalse
Can CellByClass that is also MioBlast be considered a subcategory of 'LeafCell'?, \nTrue
Can MioBlast be considered a subcategory of 'LeafCell'?, \nFalse
Can CellByClass be considered a subcategory of 'LeafCell'?, \nFalse
Can CellByDevelopmentStage that is also StructuralCell be considered a subcategory of 'MatureCell'?, \nFalse
Can Miocyte that is also PhotoreceptorCell be considered a subcategory of 'InMatureCell'?, \nFalse
Can ChondroBlast that is also PhotoreceptorCell be considered a subcategory of 'InMatureCell'?, \nFalse
Can CirculatingCell that is also PhotosyntheticCell be considered a subcategory of 'InMatureCell'?, \nFalse
Can CellByDevelopmentStage that is also MatureCell be considered a subcategory of 'Miocyte'?, \nTrue
Can CellByDevelopmentStage that is also MatureCell be considered a subcategory of 'SclerenchymaCell'?, \nTrue
Can CellByClass that is also CellByOrganism be considered a subcategory of 'Miocyte'?, \nTrue
Can CellByClass that is also CellByOrganism be considered a subcategory of 'SclerenchymaCell'?, \nFalse
Can CellByClass that is also CellByOrganism be considered a subcategory of 'LeafCell'?, \nTrue
Can CirculatingCell that is also PlantCell be considered a subcategory of 'InMatureCell'?, \nFalse
Can Cell that is also ChondroCyte be considered a subcategory of 'Miocyte'?, \nFalse
Can ChondroBlast that is also StructuralCell be considered a subcategory of 'Miocyte'?, \nFalse
Can LeafCell that is also Neuron be considered a subcategory of 'ChondroCyte'?, \nFalse
Can LeafCell that is also SclerenchymaCell be considered a subcategory of 'ElectricallyActiveCell'?, \nFalse
Can MatureCell that is also Osteocyte be considered a subcategory of 'ElectricallyActiveCell'?, \nFalse
Can ChondroCyte that is also StructuralCell be considered a subcategory of 'PhotoreceptorCell'?, \nFalse
Can CellByDevelopmentStage that is also InMatureCell be considered a subcategory of 'ElectricallyActiveCell'?, \nFalse
Can CellByOrganism that is also Miocyte be considered a subcategory of 'SclerenchymaCell'?, \nFalse
Can CellByDevelopmentStage that is also ChondroBlast be considered a subcategory of 'PhotoreceptorCell'?, \nFalse
Can MioBlast that is also SclerenchymaCell be considered a subcategory of 'Erythrocyte'?, \nFalse
Can ChondroCyte that is also Miocyte be considered a subcategory of 'LeafCell'?, \nFalse
Can Osteocyte that is also SclerenchymaCell be considered a subcategory of 'Erythrocyte'?, \nFalse
Can MatureCell that is also SclerenchymaCell be considered a subcategory of 'ChondroBlast'?, \nFalse
Can InMatureCell that is also LeafCell be considered a subcategory of 'MatureCell'?, \nFalse
Can ChondroCyte that is also Miocyte be considered a subcategory of 'CellByDevelopmentStage'?, \nTrue
Can ChondroCyte that is also Miocyte be considered a subcategory of 'SclerenchymaCell'?, \nTrue
Can Cell that is also Miocyte be considered a subcategory of 'ChondroBlast'?, \nFalse
Can CellByOrganism that is also Neuron be considered a subcategory of 'ChondroBlast'?, \nFalse
Can AnimalCell that is also InMatureCell be considered a subcategory of 'CellByDevelopmentStage'?, \nFalse
Can CellByClass be considered a subcategory of 'MioBlast'?, \nFalse
Can CellByClass that is also Miocyte be considered a subcategory of 'MioBlast'?, \nFalse
Can PhotosyntheticCell that is also StructuralCell be considered a subcategory of 'CellByDevelopmentStage'?, \nFalse
Can Cell that is also PhotoreceptorCell be considered a subcategory of 'CellByDevelopmentStage'?, \nFalse
Can CirculatingCell that is also SclerenchymaCell be considered a subcategory of 'MioBlast'?, \nFalse
Can Neuron that is also SclerenchymaCell be considered a subcategory of 'ChondroCyte'?, \nFalse
Can CellByDevelopmentStage that is also Erythrocyte be considered a subcategory of 'ChondroCyte'?, \nFalse
Can CellByClass that is also PlantCell be considered a subcategory of 'InMatureCell'?, \nTrue
Can CellByClass that is also PlantCell be considered a subcategory of 'Erythrocyte'?, \nFalse
Can CellByClass that is also PlantCell be considered a subcategory of 'CirculatingCell'?, \nFalse
Can CellByClass that is also PlantCell be considered a subcategory of 'MatureCell'?, \nTrue
Can CellByClass be considered a subcategory of 'MatureCell'?, \nFalse
Can CirculatingCell that is also Erythrocyte be considered a subcategory of 'Neuron'?, \nFalse
Can CirculatingCell that is also MioBlast be considered a subcategory of 'InMatureCell'?, \nFalse
Can MatureCell that is also StructuralCell be considered a subcategory of 'PlantCell'?, \nTrue
Can MatureCell that is also StructuralCell be considered a subcategory of 'SclerenchymaCell'?, \nTrue
Can MatureCell that is also MioBlast be considered a subcategory of 'Miocyte'?, \nFalse
Can InMatureCell that is also MioBlast be considered a subcategory of 'CellByOrganism'?, \nTrue
Can InMatureCell that is also MioBlast be considered a subcategory of 'SclerenchymaCell'?, \nTrue
Can MioBlast be considered a subcategory of 'SclerenchymaCell'?, \nFalse
Can MatureCell that is also Neuron be considered a subcategory of 'PlantCell'?, \nFalse
Can ChondroBlast that is also ElectricallyActiveCell be considered a subcategory of 'Miocyte'?, \nTrue
Can ChondroBlast that is also ElectricallyActiveCell be considered a subcategory of 'Erythrocyte'?, \nFalse
Can ChondroBlast that is also ElectricallyActiveCell be considered a subcategory of 'CirculatingCell'?, \nFalse
Can ChondroBlast that is also ElectricallyActiveCell be considered a subcategory of 'AnimalCell'?, \nFalse
Can ChondroBlast be considered a subcategory of 'Miocyte'?, \nFalse
Can ElectricallyActiveCell that is also LeafCell be considered a subcategory of 'Miocyte'?, \nTrue
Can ChondroBlast that is also PhotoreceptorCell be considered a subcategory of 'Miocyte'?, \nFalse
Can AnimalCell that is also CellByClass be considered a subcategory of 'Osteocyte'?, \nFalse
Can PhotosyntheticCell that is also PlantCell be considered a subcategory of 'Osteocyte'?, \nFalse
Can Neuron that is also Osteocyte be considered a subcategory of 'LeafCell'?, \nFalse
Can CellByOrganism that is also StructuralCell be considered a subcategory of 'Osteocyte'?, \nFalse
Can ChondroBlast that is also InMatureCell be considered a subcategory of 'AnimalCell'?, \nFalse
Can MioBlast that is also PhotoreceptorCell be considered a subcategory of 'AnimalCell'?, \nFalse
Can ElectricallyActiveCell that is also MatureCell be considered a subcategory of 'AnimalCell'?, \nTrue
Can ElectricallyActiveCell that is also MatureCell be considered a subcategory of 'Erythrocyte'?, \nTrue
Can MatureCell be considered a subcategory of 'Erythrocyte'?, \nFalse
Can Cell that is also MatureCell be considered a subcategory of 'Neuron'?, \nFalse
Can Osteocyte that is also PhotoreceptorCell be considered a subcategory of 'PhotosyntheticCell'?, \nFalse
Can ChondroCyte that is also Erythrocyte be considered a subcategory of 'InMatureCell'?, \nFalse
Can ChondroBlast that is also ElectricallyActiveCell be considered a subcategory of 'Neuron'?, \nFalse
Can CellByOrganism that is also ElectricallyActiveCell be considered a subcategory of 'Neuron'?, \nFalse
Can Cell that is also InMatureCell be considered a subcategory of 'ChondroBlast'?, \nFalse
Can Miocyte that is also PhotosyntheticCell be considered a subcategory of 'CellByDevelopmentStage'?, \nFalse
Can AnimalCell that is also PhotosyntheticCell be considered a subcategory of 'CellByClass'?, \nFalse
Can ChondroCyte that is also PlantCell be considered a subcategory of 'ChondroBlast'?, \nFalse
Can Cell that is also Miocyte be considered a subcategory of 'CellByDevelopmentStage'?, \nTrue
Can Cell that is also Miocyte be considered a subcategory of 'Erythrocyte'?, \nFalse
Can Cell that is also Miocyte be considered a subcategory of 'CirculatingCell'?, \nTrue
Can CellByClass that is also Osteocyte be considered a subcategory of 'CellByDevelopmentStage'?, \nTrue
Can CellByClass that is also Osteocyte be considered a subcategory of 'SclerenchymaCell'?, \nTrue
Can PhotoreceptorCell that is also StructuralCell be considered a subcategory of 'CellByClass'?, \nFalse
Can ChondroCyte that is also Neuron be considered a subcategory of 'CellByDevelopmentStage'?, \nFalse
Can SclerenchymaCell be considered a subcategory of 'MioBlast'?, \nFalse
Can CellByDevelopmentStage that is also CirculatingCell be considered a subcategory of 'ChondroBlast'?, \nFalse
Can Erythrocyte that is also Osteocyte be considered a subcategory of 'ElectricallyActiveCell'?, \nFalse
Can CellByDevelopmentStage that is also Neuron be considered a subcategory of 'MioBlast'?, \nFalse
Can LeafCell that is also MatureCell be considered a subcategory of 'MioBlast'?, \nFalse
Can LeafCell that is also PlantCell be considered a subcategory of 'ChondroCyte'?, \nFalse
Can Cell that is also PhotosyntheticCell be considered a subcategory of 'CirculatingCell'?, \nFalse
Can CellByClass that is also CellByOrganism be considered a subcategory of 'CirculatingCell'?, \nFalse
Can MioBlast that is also SclerenchymaCell be considered a subcategory of 'Cell'?, \nFalse
Can ChondroBlast that is also StructuralCell be considered a subcategory of 'CirculatingCell'?, \nFalse
Can MioBlast that is also Neuron be considered a subcategory of 'Cell'?, \nTrue
Can MioBlast that is also Neuron be considered a subcategory of 'SclerenchymaCell'?, \nFalse
Can MioBlast that is also Neuron be considered a subcategory of 'Erythrocyte'?, \nFalse
Can MioBlast that is also Neuron be considered a subcategory of 'PhotosyntheticCell'?, \nFalse
Can MioBlast that is also Neuron be considered a subcategory of 'CirculatingCell'?, \nFalse
Can MioBlast that is also Neuron be considered a subcategory of 'PlantCell'?, \nTrue
Can MioBlast be considered a subcategory of 'PlantCell'?, \nFalse
Can Neuron be considered a subcategory of 'PlantCell'?, \nFalse
Can CellByDevelopmentStage that is also Erythrocyte be considered a subcategory of 'MatureCell'?, \nFalse
Can AnimalCell that is also CellByOrganism be considered a subcategory of 'MatureCell'?, \nFalse
Can PhotoreceptorCell that is also PlantCell be considered a subcategory of 'MatureCell'?, \nFalse
Can Erythrocyte that is also LeafCell be considered a subcategory of 'CellByClass'?, \nFalse
Can ChondroBlast that is also PhotosyntheticCell be considered a subcategory of 'ElectricallyActiveCell'?, \nFalse
Can ChondroBlast that is also SclerenchymaCell be considered a subcategory of 'ChondroCyte'?, \nFalse
Can CirculatingCell that is also MatureCell be considered a subcategory of 'ElectricallyActiveCell'?, \nFalse
Can CellByClass that is also MioBlast be considered a subcategory of 'ChondroCyte'?, \nFalse
Can MatureCell that is also PhotosyntheticCell be considered a subcategory of 'PhotoreceptorCell'?, \nFalse
Can Erythrocyte that is also StructuralCell be considered a subcategory of 'PhotoreceptorCell'?, \nFalse
Can CellByOrganism that is also CirculatingCell be considered a subcategory of 'PhotoreceptorCell'?, \nFalse
Can InMatureCell that is also PlantCell be considered a subcategory of 'PhotoreceptorCell'?, \nFalse
Can ChondroBlast that is also MatureCell be considered a subcategory of 'CellByClass'?, \nFalse
Can CellByOrganism that is also CirculatingCell be considered a subcategory of 'CellByClass'?, \nFalse
Can CirculatingCell that is also Neuron be considered a subcategory of 'ChondroBlast'?, \nFalse
Can PhotoreceptorCell that is also StructuralCell be considered a subcategory of 'CellByDevelopmentStage'?, \nFalse
Can Erythrocyte that is also MioBlast be considered a subcategory of 'ChondroBlast'?, \nFalse
Can AnimalCell that is also Cell be considered a subcategory of 'CellByDevelopmentStage'?, \nFalse
Can AnimalCell that is also InMatureCell be considered a subcategory of 'MioBlast'?, \nFalse
Can AnimalCell that is also PhotoreceptorCell be considered a subcategory of 'ChondroBlast'?, \nFalse
Can ElectricallyActiveCell that is also Erythrocyte be considered a subcategory of 'CellByDevelopmentStage'?, \nFalse
Can CellByOrganism be considered a subcategory of 'MioBlast'?, \nFalse
Can CellByOrganism that is also Osteocyte be considered a subcategory of 'MioBlast'?, \nFalse
Can PhotoreceptorCell that is also PhotosyntheticCell be considered a subcategory of 'ChondroCyte'?, \nFalse
Can ChondroBlast that is also PlantCell be considered a subcategory of 'ChondroCyte'?, \nFalse
Can CellByDevelopmentStage that is also ChondroCyte be considered a subcategory of 'PhotosyntheticCell'?, \nFalse
Can Cell that is also ChondroCyte be considered a subcategory of 'InMatureCell'?, \nTrue
Can Cell that is also ChondroCyte be considered a subcategory of 'Erythrocyte'?, \nFalse
Can Cell that is also ChondroCyte be considered a subcategory of 'CirculatingCell'?, \nFalse
Can Cell that is also ChondroCyte be considered a subcategory of 'CellByClass'?, \nTrue
Can ChondroCyte be considered a subcategory of 'CellByClass'?, \nFalse
Can Cell that is also CellByOrganism be considered a subcategory of 'InMatureCell'?, \nFalse
Can AnimalCell that is also CellByClass be considered a subcategory of 'Neuron'?, \nFalse
Can Miocyte that is also Osteocyte be considered a subcategory of 'InMatureCell'?, \nFalse
Can ChondroCyte that is also PhotosyntheticCell be considered a subcategory of 'InMatureCell'?, \nFalse
Can PhotoreceptorCell that is also SclerenchymaCell be considered a subcategory of 'PlantCell'?, \nFalse
Can CirculatingCell that is also InMatureCell be considered a subcategory of 'Miocyte'?, \nFalse
Can Cell that is also PlantCell be considered a subcategory of 'Miocyte'?, \nFalse
Can Miocyte that is also SclerenchymaCell be considered a subcategory of 'CellByOrganism'?, \nFalse
Can MatureCell that is also StructuralCell be considered a subcategory of 'Miocyte'?, \nFalse
Can Cell that is also ChondroBlast be considered a subcategory of 'Erythrocyte'?, \nFalse
Can MioBlast that is also PhotosyntheticCell be considered a subcategory of 'Osteocyte'?, \nFalse
Can ChondroBlast that is also ChondroCyte be considered a subcategory of 'LeafCell'?, \nTrue
Can ChondroBlast that is also ChondroCyte be considered a subcategory of 'SclerenchymaCell'?, \nFalse
Can ChondroBlast be considered a subcategory of 'LeafCell'?, \nFalse
Can ChondroCyte be considered a subcategory of 'LeafCell'?, \nFalse
Can Miocyte that is also PhotoreceptorCell be considered a subcategory of 'Osteocyte'?, \nFalse
Can ElectricallyActiveCell that is also PhotoreceptorCell be considered a subcategory of 'Osteocyte'?, \nFalse
Can ElectricallyActiveCell that is also PlantCell be considered a subcategory of 'AnimalCell'?, \nFalse
Can LeafCell that is also StructuralCell be considered a subcategory of 'Neuron'?, \nTrue
Can LeafCell that is also StructuralCell be considered a subcategory of 'Erythrocyte'?, \nFalse
Can LeafCell that is also StructuralCell be considered a subcategory of 'CirculatingCell'?, \nFalse
Can LeafCell that is also StructuralCell be considered a subcategory of 'CellByClass'?, \nFalse
Can LeafCell that is also StructuralCell be considered a subcategory of 'MatureCell'?, \nFalse
Can LeafCell that is also StructuralCell be considered a subcategory of 'AnimalCell'?, \nFalse
Can LeafCell that is also StructuralCell be considered a subcategory of 'Miocyte'?, \nTrue
Can StructuralCell be considered a subcategory of 'Miocyte'?, \nFalse
Can CellByOrganism that is also MatureCell be considered a subcategory of 'AnimalCell'?, \nFalse
Can Miocyte that is also PlantCell be considered a subcategory of 'Neuron'?, \nFalse
Can ChondroCyte that is also StructuralCell be considered a subcategory of 'ChondroBlast'?, \nFalse
Can AnimalCell that is also SclerenchymaCell be considered a subcategory of 'ChondroBlast'?, \nFalse
Can CellByDevelopmentStage that is also ChondroCyte be considered a subcategory of 'CellByClass'?, \nTrue
Can CellByDevelopmentStage that is also ChondroCyte be considered a subcategory of 'LeafCell'?, \nFalse
Can CellByDevelopmentStage that is also ChondroCyte be considered a subcategory of 'Erythrocyte'?, \nFalse
Can CellByDevelopmentStage that is also ChondroCyte be considered a subcategory of 'CirculatingCell'?, \nFalse
Can CellByDevelopmentStage be considered a subcategory of 'CellByClass'?, \nFalse
Can InMatureCell that is also Osteocyte be considered a subcategory of 'ChondroBlast'?, \nFalse
Can LeafCell that is also Neuron be considered a subcategory of 'CellByDevelopmentStage'?, \nFalse
Can Miocyte that is also Osteocyte be considered a subcategory of 'CellByDevelopmentStage'?, \nTrue
Can Miocyte that is also Osteocyte be considered a subcategory of 'LeafCell'?, \nFalse
Can Miocyte that is also Osteocyte be considered a subcategory of 'Erythrocyte'?, \nFalse
Can Miocyte that is also Osteocyte be considered a subcategory of 'PhotosyntheticCell'?, \nFalse
Can Miocyte that is also Osteocyte be considered a subcategory of 'CirculatingCell'?, \nFalse
Can Miocyte that is also Osteocyte be considered a subcategory of 'PlantCell'?, \nFalse
Can Miocyte that is also Osteocyte be considered a subcategory of 'AnimalCell'?, \nTrue
Can Miocyte be considered a subcategory of 'AnimalCell'?, \nFalse
Can ChondroCyte that is also StructuralCell be considered a subcategory of 'CellByDevelopmentStage'?, \nTrue
Can ChondroCyte that is also StructuralCell be considered a subcategory of 'SclerenchymaCell'?, \nFalse
Can ChondroCyte that is also StructuralCell be considered a subcategory of 'LeafCell'?, \nFalse
Can ChondroCyte that is also StructuralCell be considered a subcategory of 'Erythrocyte'?, \nFalse
Can ChondroCyte that is also StructuralCell be considered a subcategory of 'PhotosyntheticCell'?, \nFalse
Can ChondroCyte that is also StructuralCell be considered a subcategory of 'CirculatingCell'?, \nFalse
Can ChondroCyte that is also StructuralCell be considered a subcategory of 'PlantCell'?, \nFalse
Can ChondroCyte that is also StructuralCell be considered a subcategory of 'CellByClass'?, \nTrue
Can StructuralCell be considered a subcategory of 'CellByClass'?, \nFalse
Can ChondroBlast that is also InMatureCell be considered a subcategory of 'CellByDevelopmentStage'?, \nFalse
Can CellByOrganism that is also InMatureCell be considered a subcategory of 'MioBlast'?, \nTrue
Can CellByOrganism that is also InMatureCell be considered a subcategory of 'SclerenchymaCell'?, \nFalse
Can CellByOrganism that is also InMatureCell be considered a subcategory of 'LeafCell'?, \nFalse
Can CellByOrganism that is also InMatureCell be considered a subcategory of 'Erythrocyte'?, \nFalse
Can CellByOrganism that is also InMatureCell be considered a subcategory of 'PhotosyntheticCell'?, \nTrue
Can CellByOrganism be considered a subcategory of 'PhotosyntheticCell'?, \nFalse
Can MatureCell that is also PhotoreceptorCell be considered a subcategory of 'ChondroCyte'?, \nFalse
Can Cell that is also CirculatingCell be considered a subcategory of 'MioBlast'?, \nFalse
Can Cell that is also PhotosyntheticCell be considered a subcategory of 'MioBlast'?, \nFalse
Can CellByClass that is also CellByDevelopmentStage be considered a subcategory of 'StructuralCell'?, \nFalse
Can Osteocyte that is also PhotoreceptorCell be considered a subcategory of 'CirculatingCell'?, \nFalse
Can ChondroBlast that is also Osteocyte be considered a subcategory of 'Cell'?, \nTrue
Can ChondroBlast that is also Osteocyte be considered a subcategory of 'LeafCell'?, \nFalse
Can ChondroBlast that is also Osteocyte be considered a subcategory of 'Erythrocyte'?, \nFalse
Can ChondroBlast that is also Osteocyte be considered a subcategory of 'PhotosyntheticCell'?, \nFalse
Can ChondroBlast that is also Osteocyte be considered a subcategory of 'CirculatingCell'?, \nFalse
Can ChondroBlast that is also Osteocyte be considered a subcategory of 'PlantCell'?, \nFalse
Can ChondroBlast that is also Osteocyte be considered a subcategory of 'AnimalCell'?, \nTrue
Can ChondroBlast be considered a subcategory of 'AnimalCell'?, \nFalse
Can ChondroCyte that is also InMatureCell be considered a subcategory of 'Cell'?, \nFalse
Can InMatureCell that is also Osteocyte be considered a subcategory of 'CirculatingCell'?, \nFalse
Can Osteocyte that is also PhotoreceptorCell be considered a subcategory of 'LeafCell'?, \nFalse
Can MioBlast that is also PhotoreceptorCell be considered a subcategory of 'Erythrocyte'?, \nFalse
Can CellByClass that is also MioBlast be considered a subcategory of 'Erythrocyte'?, \nTrue
Can MioBlast be considered a subcategory of 'Erythrocyte'?, \nFalse
Can CellByClass be considered a subcategory of 'Erythrocyte'?, \nFalse
Can ElectricallyActiveCell that is also Miocyte be considered a subcategory of 'Osteocyte'?, \nFalse
Can PhotosyntheticCell that is also SclerenchymaCell be considered a subcategory of 'AnimalCell'?, \nFalse
