Crop and MarinePlant SubClassOf Arthropod,  False.
Can Insect that is also MarineInvertebrate be considered a subcategory of 'Microbiota'?,  False.
Can Insect that is also MarineInvertebrate be considered a subcategory of 'MicrobiotaTaxonomy'?,  False.
Can Insect that is also MarineInvertebrate be considered a subcategory of 'Coccolithophore'?,  False.
Can Insect that is also MarineInvertebrate be considered a subcategory of 'Lichen'?,  False.
Can Insect that is also MarineInvertebrate be considered a subcategory of 'Leaf'?,  False.
Can Insect that is also MarineInvertebrate be considered a subcategory of 'Pollen'?,  False.
Can Insect that is also MarineInvertebrate be considered a subcategory of 'Mushroom'?,  False.
Can Insect that is also MarineInvertebrate be considered a subcategory of 'Fish'?,  False.
Can Insect that is also MarineInvertebrate be considered a subcategory of 'Reptile'?,  False.
Can Insect that is also MarineInvertebrate be considered a subcategory of 'Macroalgae'?,  False.
Can Insect that is also MarineInvertebrate be considered a subcategory of 'Foraminifer'?,  False.
Can Insect that is also MarineInvertebrate be considered a subcategory of 'Dairy'?,  False.
Can Insect that is also MarineInvertebrate be considered a subcategory of 'Liverwort'?,  False.
Can Insect that is also MarineInvertebrate be considered a subcategory of 'Crustacean'?,  False.
Can Insect that is also MarineInvertebrate be considered a subcategory of 'Canopy'?,  False.
Can Insect that is also MarineInvertebrate be considered a subcategory of 'Coral'?,  False.
Can Insect that is also MarineInvertebrate be considered a subcategory of 'ExoticVegetation'?,  False.
Can Insect that is also MarineInvertebrate be considered a subcategory of 'Macrophyte'?,  False.
Can Insect that is also MarineInvertebrate be considered a subcategory of 'SegmentedWorm'?,  False.
Can Insect that is also MarineInvertebrate be considered a subcategory of 'Bird'?,  False.
Can Insect that is also MarineInvertebrate be considered a subcategory of 'Fern'?,  False.
Can Insect that is also MarineInvertebrate be considered a subcategory of 'DominantSpecies'?,  False.
Can Insect that is also MarineInvertebrate be considered a subcategory of 'BlueGreenAlgae'?,  False.
Can Insect that is also MarineInvertebrate be considered a subcategory of 'EvergreenVegetation'?,  False.
Can Insect that is also MarineInvertebrate be considered a subcategory of 'Vegetation'?,  False.
Can Insect that is also MarineInvertebrate be considered a subcategory of 'ExoticSpecies'?,  True,
Can Crop that is also Sporozoan be considered a subcategory of 'Flatworm'?,  False.
Can Litter that is also Pollen be considered a subcategory of 'SegmentedWorm'?,  False.
Can Canopy that is also Millipede be considered a subcategory of 'Mollusk'?,  False.
Can Amoebae that is also Sponge be considered a subcategory of 'Liverwort'?,  False.
Can Human that is also VegetationCover be considered a subcategory of 'Mammal'?,  False.
Can DominantSpecies that is also TreeRing be considered a subcategory of 'Litter'?,  False.
Can VegetationCover that is also VegetationSpecies be considered a subcategory of 'Nutrient'?,  False.
Can SlimeMold that is also TreeRing be considered a subcategory of 'Mushroom'?,  False.
Can Dairy that is also IndigenousSpecies be considered a subcategory of 'Arthropod'?,  False.
Can Animal that is also Mold be considered a subcategory of 'Diatom'?,  False.
Can DeciduousVegetation that is also Jellyfish be considered a subcategory of 'SlimeMold'?,  False.
Can MicrobiotaTaxonomy that is also Yeast be considered a subcategory of 'FloweringPlant'?,  False.
Can Fungi that is also Invertebrate be considered a subcategory of 'Reptile'?,  False.
Can Diatom that is also Echinoderm be considered a subcategory of 'SegmentedWorm'?,  False.
Can Anemone that is also Fern be considered a subcategory of 'Radiolarian'?,  False.
Can MarineInvertebrate that is also Plant be considered a subcategory of 'MarineBird'?,  False.
Can Crustacean that is also IndigenousSpecies be considered a subcategory of 'Yeast'?,  False.
Can Animal that is also Jellyfish be considered a subcategory of 'Echinoderm'?,  False.
Can Amoebae that is also DeciduousVegetation be considered a subcategory of 'Flagellate'?,  False.
Can Algae that is also Sponge be considered a subcategory of 'Centipede'?,  False.
Can Arachnid that is also Phytoplankton be considered a subcategory of 'Poultry'?,  False.
Can FungiTaxonomy that is also Mollusk be considered a subcategory of 'MarineAnimal'?,  False.
Can IndigenousSpecies that is also Microalgae be considered a subcategory of 'Fern'?,  False.
Can EvergreenVegetation that is also Lichen be considered a subcategory of 'Leaf'?,  False.
Can Sporozoan that is also Vertebrate be considered a subcategory of 'MarineMammal'?,  False.
Can Diatom that is also Pollen be considered a subcategory of 'DeciduousVegetation'?,  False.
Can Sporozoan that is also TreeRing be considered a subcategory of 'Conifer'?,  False.
Can Litter that is also Nutrient be considered a subcategory of 'Pollen'?,  False.
Can Diatom that is also Moss be considered a subcategory of 'Macroalgae'?,  False.
Can Algae that is also Centipede be considered a subcategory of 'Flagellate'?,  False.
Can Invertebrate that is also Liverwort be considered a subcategory of 'Lichen'?,  False.
Can Bird that is also FloweringPlant be considered a subcategory of 'Sponge'?,  False.
Can MarineMammal that is also Protist be considered a subcategory of 'Microbiota'?,  False.
Can Leaf that is also Microalgae be considered a subcategory of 'Centipede'?,  False.
Can Crustacean that is also Reptile be considered a subcategory of 'IndigenousSpecies'?,  False.
Can Conifer that is also Vegetation be considered a subcategory of 'Echinoderm'?,  False.
Can Animal that is also Macrophyte be considered a subcategory of 'Amphibian'?,  False.
Can Millipede that is also Radiolarian be considered a subcategory of 'Conifer'?,  False.
Can Animal that is also Microphyte be considered a subcategory of 'Dairy'?,  False.
Can Fungi that is also Phytoplankton be considered a subcategory of 'Litter'?,  False.
Can Fish that is also FloweringPlant be considered a subcategory of 'Liverwort'?,  False.
Can Crown that is also MarineMammal be considered a subcategory of 'Insect'?,  False.
Can Fern that is also MarineMicrobiota be considered a subcategory of 'Anemone'?,  False.
Can Coccolithophore that is also Crop be considered a subcategory of 'Mammal'?,  False.
Can Amphibian that is also MarinePlant be considered a subcategory of 'Foraminifer'?,  False.
Can Animal that is also Canopy be considered a subcategory of 'Macrophyte'?,  False.
Can Algae that is also FungiTaxonomy be considered a subcategory of 'Mold'?,  False.
Can Human that is also Invertebrate be considered a subcategory of 'Crop'?,  False.
Can Amphibian that is also Conifer be considered a subcategory of 'Crown'?,  False.
Can Fungi that is also Vegetation be considered a subcategory of 'Amoebae'?,  False.
Can MarineBird that is also Reptile be considered a subcategory of 'Ciliate'?,  False.
Can MarineInvertebrate that is also MarineMammal be considered a subcategory of 'Jellyfish'?,  False.
Can Coral that is also Poultry be considered a subcategory of 'MarinePlant'?,  False.
Can DeciduousVegetation that is also IndigenousVegetation be considered a subcategory of 'Crustacean'?,  False.
Can Livestock that is also Radiolarian be considered a subcategory of 'Sporozoan'?,  False.
Can Anemone that is also Vegetation be considered a subcategory of 'Conifer'?,  False.
Can Litter that is also Roundworm be considered a subcategory of 'Coccolithophore'?,  False.
Can Anemone that is also FloweringPlant be considered a subcategory of 'Litter'?,  False.
Can Crown that is also Microphyte be considered a subcategory of 'MarineMammal'?,  False.
Can FungiTaxonomy that is also MarineBird be considered a subcategory of 'Microalgae'?,  False.
Can Crop that is also Foraminifer be considered a subcategory of 'ExoticSpecies'?,  I cannot
Can Human that is also Reptile be considered a subcategory of 'Arthropod'?,  False.
Can Liverwort that is also Sponge be considered a subcategory of 'Moss'?,  False.
Can IndigenousVegetation that is also Plankton be considered a subcategory of 'Reptile'?,  False.
Can Amphibian that is also Fish be considered a subcategory of 'DominantSpecies'?,  False.
Can EvergreenVegetation that is also Nutrient be considered a subcategory of 'Sporozoan'?,  False.
Can MicrobiotaTaxonomy that is also Sporozoan be considered a subcategory of 'Jellyfish'?,  False.
Can Bacteria that is also Mushroom be considered a subcategory of 'Plant'?,  False.
Can Bacteria that is also Dairy be considered a subcategory of 'Sponge'?,  False.
Can ExoticSpecies that is also SlimeMold be considered a subcategory of 'Phytoplankton'?,  False.
Can Canopy that is also ExoticSpecies be considered a subcategory of 'Lichen'?,  False.
Can Ciliate that is also MarineAnimal be considered a subcategory of 'Echinoderm'?,  False.
Can Arthropod that is also Leaf be considered a subcategory of 'Yeast'?,  False.
Can Chlorophyll that is also Mold be considered a subcategory of 'Algae'?,  False.
Can MicrobiotaTaxonomy that is also Protist be considered a subcategory of 'EvergreenVegetation'?,  False.
Can Nutrient that is also VegetationCover be considered a subcategory of 'Dairy'?,  False.
Can Invertebrate that is also SlimeMold be considered a subcategory of 'Amphibian'?,  False.
Can Crown that is also Jellyfish be considered a subcategory of 'Centipede'?,  False.
Can Flatworm that is also Millipede be considered a subcategory of 'Crustacean'?,  False.
Can Algae that is also ExoticVegetation be considered a subcategory of 'Coral'?,  False.
Can Microbiota that is also Roundworm be considered a subcategory of 'Plankton'?,  False.
Can Arachnid that is also Plankton be considered a subcategory of 'Amoebae'?,  False.
Can Insect that is also Mollusk be considered a subcategory of 'BlueGreenAlgae'?,  False.
Can BlueGreenAlgae that is also EvergreenVegetation be considered a subcategory of 'Sporozoan'?,  False.
Can DominantSpecies that is also MarineBird be considered a subcategory of 'VegetationCover'?,  False.
Can Flagellate that is also MarineInvertebrate be considered a subcategory of 'Roundworm'?,  False.
Can Lichen that is also MarinePlant be considered a subcategory of 'Echinoderm'?,  False.
Can Bacteria that is also Liverwort be considered a subcategory of 'MarineBird'?,  False.
Can Crustacean that is also VegetationSpecies be considered a subcategory of 'Flagellate'?,  False.
Can Dairy that is also Fungi be considered a subcategory of 'Yeast'?,  False.
Can Coral that is also Zooplankton be considered a subcategory of 'Fungi'?,  False.
Can Flatworm that is also Livestock be considered a subcategory of 'Microbiota'?,  False.
Can Coral that is also MarineMammal be considered a subcategory of 'Arachnid'?,  False.
Can Macroalgae that is also Mollusk be considered a subcategory of 'SegmentedWorm'?,  False.
Can Roundworm that is also Vertebrate be considered a subcategory of 'Radiolarian'?,  False.
Can Crustacean that is also Liverwort be considered a subcategory of 'Mold'?,  False.
Can Conifer that is also Dairy be considered a subcategory of 'Insect'?,  False.
Can Ciliate that is also Protist be considered a subcategory of 'Anemone'?,  False.
Can Centipede that is also MarineBird be considered a subcategory of 'Vegetation'?,  False.
Can Mushroom that is also VegetationSpecies be considered a subcategory of 'Livestock'?,  False.
Can Animal that is also Fish be considered a subcategory of 'Microphyte'?,  False.
Can Human that is also Macrophyte be considered a subcategory of 'Foraminifer'?,  False.
Can MarinePlant that is also Vertebrate be considered a subcategory of 'DominantSpecies'?,  False.
Can Pollen that is also Reptile be considered a subcategory of 'MarineMicrobiota'?,  False.
Can DominantSpecies that is also FungiTaxonomy be considered a subcategory of 'ExoticVegetation'?,  False.
Can Arthropod that is also MarineAnimal be considered a subcategory of 'Jellyfish'?,  False.
Can Echinoderm that is also IndigenousSpecies be considered a subcategory of 'Plant'?,  False.
Can Bird that is also Sponge be considered a subcategory of 'Reptile'?,  False.
Can SegmentedWorm that is also TreeRing be considered a subcategory of 'SlimeMold'?,  False.
Can IndigenousVegetation that is also TreeRing be considered a subcategory of 'Radiolarian'?,  False.
Can Arachnid that is also Coral be considered a subcategory of 'Anemone'?,  False.
Can EvergreenVegetation that is also Mollusk be considered a subcategory of 'Bird'?,  False.
Can Jellyfish that is also Livestock be considered a subcategory of 'Algae'?,  False.
Can Microalgae that is also Vertebrate be considered a subcategory of 'EvergreenVegetation'?,  False.
Can Macroalgae that is also Sponge be considered a subcategory of 'Poultry'?,  False.
Can Bird that is also Foraminifer be considered a subcategory of 'Centipede'?,  False.
Can ExoticSpecies that is also TreeRing be considered a subcategory of 'Fern'?,  False.
Can Dairy that is also VegetationSpecies be considered a subcategory of 'Flatworm'?,  False.
Can BlueGreenAlgae that is also IndigenousSpecies be considered a subcategory of 'Mollusk'?,  False.
Can Jellyfish that is also MicrobiotaTaxonomy be considered a subcategory of 'Conifer'?,  False.
Can Amoebae that is also Echinoderm be considered a subcategory of 'IndigenousVegetation'?,  False.
Can Invertebrate that is also Moss be considered a subcategory of 'Litter'?,  False.
Can Chlorophyll that is also Flatworm be considered a subcategory of 'Fish'?,  False.
Can Poultry that is also Sponge be considered a subcategory of 'TreeRing'?,  False.
Can IndigenousVegetation that is also VegetationCover be considered a subcategory of 'Pollen'?,  False.
Can Arachnid that is also FloweringPlant be considered a subcategory of 'MarineMammal'?,  False.
Can Fish that is also FungiTaxonomy be considered a subcategory of 'Moss'?,  False.
Can Litter that is also Microalgae be considered a subcategory of 'Ciliate'?,  False.
Can Bacteria that is also MarineAnimal be considered a subcategory of 'MarineInvertebrate'?,  True.
Can Bacteria that is also MarineAnimal be considered a subcategory of 'VegetationCover'?,  False.
Can Bacteria that is also MarineAnimal be considered a subcategory of 'Microalgae'?,  False.
Can Bacteria that is also MarineAnimal be considered a subcategory of 'Fungi'?,  False.
Can Bacteria that is also MarineAnimal be considered a subcategory of 'Arachnid'?,  False.
Can Bacteria that is also MarineAnimal be considered a subcategory of 'VegetationSpecies'?,  False.
Can Bacteria that is also MarineAnimal be considered a subcategory of 'Livestock'?,  False.
Can Bacteria that is also MarineAnimal be considered a subcategory of 'Sponge'?,  False.
Can Bacteria that is also MarineAnimal be considered a subcategory of 'Flatworm'?,  False.
Can Bacteria that is also MarineAnimal be considered a subcategory of 'Diatom'?,  False.
Can Bacteria that is also MarineAnimal be considered a subcategory of 'FungiTaxonomy'?,  False.
Can Bacteria that is also MarineAnimal be considered a subcategory of 'MarinePlant'?,  False.
Can Bacteria that is also MarineAnimal be considered a subcategory of 'Moss'?,  False.
Can Bacteria that is also MarineAnimal be considered a subcategory of 'Vertebrate'?,  False.
Can Bacteria that is also MarineAnimal be considered a subcategory of 'Radiolarian'?,  False.
Can Bacteria that is also MarineAnimal be considered a subcategory of 'Human'?,  False.
Can Bacteria that is also MarineAnimal be considered a subcategory of 'MarineMicrobiota'?,  True.
Can MarineAnimal be considered a subcategory of 'MarineMicrobiota'?,  False.
Can Bacteria be considered a subcategory of 'MarineMicrobiota'?,  True.
Can Bacteria be considered a subcategory of 'VegetationCover'?,  False.
Can Bacteria be considered a subcategory of 'Microalgae'?,  False.
Can Bacteria be considered a subcategory of 'Fungi'?,  False.
Can Bacteria be considered a subcategory of 'Arachnid'?,  False.
Can Bacteria be considered a subcategory of 'VegetationSpecies'?,  False.
Can Bacteria be considered a subcategory of 'Livestock'?,  False.
Can Bacteria be considered a subcategory of 'Sponge'?,  False.
Can Bacteria be considered a subcategory of 'Flatworm'?,  False.
Can Bacteria be considered a subcategory of 'Diatom'?,  False.
Can Bacteria be considered a subcategory of 'FungiTaxonomy'?,  False.
Can Bacteria be considered a subcategory of 'MarinePlant'?,  False.
Can Bacteria be considered a subcategory of 'Moss'?,  False.
Can Bacteria be considered a subcategory of 'Vertebrate'?,  False.
Can Bacteria be considered a subcategory of 'Radiolarian'?,  False.
Can Bacteria be considered a subcategory of 'Human'?,  False.
Can Bacteria be considered a subcategory of 'Animal'?,  False.
Can Bacteria be considered a subcategory of 'Flagellate'?,  False.
Can Bacteria be considered a subcategory of 'Poultry'?,  False.
Can Bacteria be considered a subcategory of 'MarineMammal'?,  False.
Can Bacteria be considered a subcategory of 'Amphibian'?,  False.
Can Bacteria be considered a subcategory of 'Millipede'?,  False.
Can Bacteria be considered a subcategory of 'Plankton'?,  False.
Can Bacteria be considered a subcategory of 'Roundworm'?,  False.
Can Bacteria be considered a subcategory of 'Microphyte'?,  False.
Can Bacteria be considered a subcategory of 'SlimeMold'?,  False.
Can Bacteria be considered a subcategory of 'Microbiota'?,  False.
Can Bacteria be considered a subcategory of 'MicrobiotaTaxonomy'?,  False.
Can Bacteria be considered a subcategory of 'Coccolithophore'?,  False.
Can Bacteria be considered a subcategory of 'Lichen'?,  False.
Can Bacteria be considered a subcategory of 'Leaf'?,  False.
Can Bacteria be considered a subcategory of 'Pollen'?,  False.
Can Bacteria be considered a subcategory of 'Mushroom'?,  False.
Can Bacteria be considered a subcategory of 'Fish'?,  False.
Can Bacteria be considered a subcategory of 'Reptile'?,  False.
Can Bacteria be considered a subcategory of 'MarineAnimal'?,  False.
Can Bacteria be considered a subcategory of 'Macroalgae'?,  False.
Can Bacteria be considered a subcategory of 'Foraminifer'?,  False.
Can Bacteria be considered a subcategory of 'Dairy'?,  False.
Can Bacteria be considered a subcategory of 'Liverwort'?,  False.
Can Bacteria be considered a subcategory of 'Crustacean'?,  False.
Can Bacteria be considered a subcategory of 'Canopy'?,  False.
Can Bacteria be considered a subcategory of 'Coral'?,  False.
Can Bacteria be considered a subcategory of 'ExoticVegetation'?,  False.
Can Bacteria be considered a subcategory of 'Macrophyte'?,  False.
Can Bacteria be considered a subcategory of 'SegmentedWorm'?,  False.
Can Bacteria be considered a subcategory of 'LivingThing'?,  True.
Can Bacteria be considered a subcategory of 'LivingThing that is also MarineMicrobiota'?,  True.
Can Bacteria be considered a subcategory of 'Bird'?,  False.
Can Bacteria be considered a subcategory of 'Fern'?,  False.
Can Bacteria be considered a subcategory of 'DominantSpecies'?,  False.
Can Bacteria be considered a subcategory of 'BlueGreenAlgae'?,  False.
Can Bacteria be considered a subcategory of 'EvergreenVegetation'?,  False.
Can Bacteria be considered a subcategory of 'TreeRing'?,  False.
Can Bacteria be considered a subcategory of 'Vegetation'?,  False.
Can Bacteria be considered a subcategory of 'ExoticSpecies'?,  False.
Can Bacteria be considered a subcategory of 'Litter'?,  False.
Can Bacteria be considered a subcategory of 'Crown'?,  False.
Can Bacteria be considered a subcategory of 'Jellyfish'?,  False.
Can Bacteria be considered a subcategory of 'Invertebrate'?,  False.
Can Bacteria be considered a subcategory of 'Anemone'?,  False.
Can Bacteria be considered a subcategory of 'Ciliate'?,  False.
Can Bacteria be considered a subcategory of 'Zooplankton'?,  False.
Can Bacteria be considered a subcategory of 'FloweringPlant'?,  False.
Can Bacteria be considered a subcategory of 'Sporozoan'?,  False.
Can Bacteria be considered a subcategory of 'IndigenousVegetation'?,  False.
Can Bacteria be considered a subcategory of 'Nutrient'?,  False.
Can Bacteria be considered a subcategory of 'IndigenousSpecies'?,  True.
Can Bacteria be considered a subcategory of 'IndigenousSpecies that is also LivingThing that is also MarineMicrobiota'?,  True.
Can Bacteria be considered a subcategory of 'MarineInvertebrate'?,  False.
Can Bacteria be considered a subcategory of 'Conifer'?,  False.
Can Bacteria be considered a subcategory of 'Yeast'?,  False.
Can Bacteria be considered a subcategory of 'Mammal'?,  False.
Can Bacteria be considered a subcategory of 'Protist'?,  False.
Can Bacteria be considered a subcategory of 'Centipede'?,  False.
Can Bacteria be considered a subcategory of 'Crop'?,  False.
Can Bacteria be considered a subcategory of 'Algae'?,  False.
Can Bacteria be considered a subcategory of 'Arthropod'?,  False.
Can Bacteria be considered a subcategory of 'MarineBird'?,  False.
Can Bacteria be considered a subcategory of 'Chlorophyll'?,  False.
Can Bacteria be considered a subcategory of 'Mollusk'?,  False.
Can Bacteria be considered a subcategory of 'Echinoderm'?,  False.
Can Bacteria be considered a subcategory of 'Plant'?,  False.
Can Bacteria be considered a subcategory of 'Amoebae'?,  False.
Can Bacteria be considered a subcategory of 'Insect'?,  False.
Can Bacteria be considered a subcategory of 'Mold'?,  False.
Can Bacteria be considered a subcategory of 'DeciduousVegetation'?,  False.
Can Bacteria be considered a subcategory of 'Phytoplankton'?,  False.
Can Arthropod that is also MarineInvertebrate be considered a subcategory of 'Lichen'?,  False.
Can Human that is also Poultry be considered a subcategory of 'Flatworm'?,  False.
Can Bacteria that is also Plankton be considered a subcategory of 'Flagellate'?,  False.
Can Fungi that is also Microbiota be considered a subcategory of 'IndigenousSpecies'?,  True,
Can Fungi that is also Microbiota be considered a subcategory of 'VegetationCover'?,  False.
Can Fungi that is also Microbiota be considered a subcategory of 'Microalgae'?,  False.
Can Fungi that is also Microbiota be considered a subcategory of 'Arachnid'?,  False.
Can Fungi that is also Microbiota be considered a subcategory of 'VegetationSpecies'?,  False.
Can Fungi that is also Microbiota be considered a subcategory of 'Livestock'?,  False.
Can Fungi that is also Microbiota be considered a subcategory of 'Sponge'?,  False.
Can Fungi that is also Microbiota be considered a subcategory of 'Flatworm'?,  False.
Can Fungi that is also Microbiota be considered a subcategory of 'Diatom'?,  False.
Can Fungi that is also Microbiota be considered a subcategory of 'MarinePlant'?,  False.
Can Fungi that is also Microbiota be considered a subcategory of 'Moss'?,  False.
Can Fungi that is also Microbiota be considered a subcategory of 'Vertebrate'?,  False.
Can Fungi that is also Microbiota be considered a subcategory of 'Radiolarian'?,  False.
Can Fungi that is also Microbiota be considered a subcategory of 'Human'?,  False.
Can Fungi that is also Microbiota be considered a subcategory of 'MarineMicrobiota'?,  False.
Can Fungi that is also Microbiota be considered a subcategory of 'Animal'?,  False.
Can Fungi that is also Microbiota be considered a subcategory of 'Flagellate'?,  False.
Can Fungi that is also Microbiota be considered a subcategory of 'Poultry'?,  False.
Can Fungi that is also Microbiota be considered a subcategory of 'MarineMammal'?,  False.
Can Fungi that is also Microbiota be considered a subcategory of 'Amphibian'?,  False.
Can Fungi that is also Microbiota be considered a subcategory of 'Millipede'?,  False.
Can Fungi that is also Microbiota be considered a subcategory of 'Plankton'?,  False.
Can Fungi that is also Microbiota be considered a subcategory of 'Roundworm'?,  False.
Can Fungi that is also Microbiota be considered a subcategory of 'Microphyte'?,  False.
Can Fungi that is also Microbiota be considered a subcategory of 'SlimeMold'?,  False.
Can Fungi that is also Microbiota be considered a subcategory of 'MicrobiotaTaxonomy'?,  True.
Can Microbiota be considered a subcategory of 'MicrobiotaTaxonomy'?,  False.
Can Coccolithophore that is also MarineBird be considered a subcategory of 'Dairy'?,  False.
Can Diatom that is also DominantSpecies be considered a subcategory of 'MarineBird'?,  False.
Can Canopy that is also Crop be considered a subcategory of 'Protist'?,  False.
Can Algae that is also Leaf be considered a subcategory of 'Liverwort'?,  False.
Can Foraminifer that is also Invertebrate be considered a subcategory of 'Mollusk'?,  False.
Can Bacteria that is also FloweringPlant be considered a subcategory of 'Litter'?,  False.
Can Coral that is also Mammal be considered a subcategory of 'IndigenousVegetation'?,  False.
Can Leaf that is also Moss be considered a subcategory of 'MarineMammal'?,  False.
Can ExoticSpecies that is also Vegetation be considered a subcategory of 'Chlorophyll'?,  False.
Can Amoebae that is also Roundworm be considered a subcategory of 'Fish'?,  False.
Can MarineAnimal that is also Mold be considered a subcategory of 'Coccolithophore'?,  False.
Can FungiTaxonomy that is also Yeast be considered a subcategory of 'Crop'?,  False.
Can Centipede that is also Radiolarian be considered a subcategory of 'Foraminifer'?,  False.
Can Bird that is also Microalgae be considered a subcategory of 'Coral'?,  False.
Can Mushroom that is also Nutrient be considered a subcategory of 'Crustacean'?,  False.
Can Conifer that is also Vertebrate be considered a subcategory of 'Microphyte'?,  False.
Can Microphyte that is also Pollen be considered a subcategory of 'Crown'?,  False.
Can EvergreenVegetation that is also Plant be considered a subcategory of 'Human'?,  False.
Can MicrobiotaTaxonomy that is also Millipede be considered a subcategory of 'Macroalgae'?,  False.
Can Animal that is also Echinoderm be considered a subcategory of 'Nutrient'?,  False.
Can Moss that is also Roundworm be considered a subcategory of 'Mushroom'?,  False.
Can ExoticSpecies that is also Fern be considered a subcategory of 'Roundworm'?,  False.
Can Insect that is also Sponge be considered a subcategory of 'Canopy'?,  False.
Can Arachnid that is also Zooplankton be considered a subcategory of 'VegetationSpecies'?,  False.
Can DeciduousVegetation that is also MarineMicrobiota be considered a subcategory of 'Mollusk'?,  False.
Can Radiolarian that is also VegetationCover be considered a subcategory of 'Conifer'?,  False.
Can Microphyte that is also Moss be considered a subcategory of 'Dairy'?,  False.
Can BlueGreenAlgae that is also MarineBird be considered a subcategory of 'Litter'?,  False.
Can Diatom that is also Poultry be considered a subcategory of 'Fish'?,  False.
Can Crop that is also Liverwort be considered a subcategory of 'TreeRing'?,  False.
Can Bird that is also Human be considered a subcategory of 'Pollen'?,  False.
Can Coral that is also Crustacean be considered a subcategory of 'Arthropod'?,  False.
Can MarineAnimal that is also Microbiota be considered a subcategory of 'Microalgae'?,  False.
Can Arachnid that is also Vegetation be considered a subcategory of 'DominantSpecies'?,  False.
Can Arthropod that is also Zooplankton be considered a subcategory of 'ExoticVegetation'?,  False.
Can Arthropod that is also Pollen be considered a subcategory of 'BlueGreenAlgae'?,  False.
Can Centipede that is also Crown be considered a subcategory of 'MarinePlant'?,  False.
Can Fern that is also Microalgae be considered a subcategory of 'Crustacean'?,  False.
Can Bacteria that is also Crop be considered a subcategory of 'Sporozoan'?,  False.
Can DominantSpecies that is also Microbiota be considered a subcategory of 'VegetationSpecies'?,  False.
Can DominantSpecies that is also MarineInvertebrate be considered a subcategory of 'Macroalgae'?,  False.
Can Human that is also MarineAnimal be considered a subcategory of 'Roundworm'?,  False.
Can Amphibian that is also Zooplankton be considered a subcategory of 'Millipede'?,  False.
Can Invertebrate that is also Mammal be considered a subcategory of 'Lichen'?,  False.
Can FloweringPlant that is also Fungi be considered a subcategory of 'Sponge'?,  False.
Can Coral that is also MarineBird be considered a subcategory of 'Yeast'?,  False.
Can Leaf that is also MarineMammal be considered a subcategory of 'Centipede'?,  False.
Can Amoebae that is also Reptile be considered a subcategory of 'Fern'?,  False.
Can IndigenousVegetation that is also Vegetation be considered a subcategory of 'Flatworm'?,  False.
Can Foraminifer that is also Roundworm be considered a subcategory of 'Amphibian'?,  False.
Can Foraminifer that is also Invertebrate be considered a subcategory of 'Amoebae'?,  False.
Can Flagellate that is also Jellyfish be considered a subcategory of 'DeciduousVegetation'?,  False.
Can Ciliate that is also Roundworm be considered a subcategory of 'Crown'?,  False.
Can Crustacean that is also FloweringPlant be considered a subcategory of 'Human'?,  False.
Can Echinoderm that is also Protist be considered a subcategory of 'BlueGreenAlgae'?,  False.
Can MicrobiotaTaxonomy that is also Microphyte be considered a subcategory of 'Nutrient'?,  False.
Can MarineBird that is also Plant be considered a subcategory of 'Mushroom'?,  False.
Can Crop that is also Vertebrate be considered a subcategory of 'Roundworm'?,  False.
Can Insect that is also Pollen be considered a subcategory of 'Canopy'?,  False.
Can Anemone that is also Sporozoan be considered a subcategory of 'Phytoplankton'?,  False.
Can Fern that is also Litter be considered a subcategory of 'Diatom'?,  False.
Can Echinoderm that is also Human be considered a subcategory of 'Lichen'?,  False.
Can Amoebae that is also MarinePlant be considered a subcategory of 'Millipede'?,  False.
Can FungiTaxonomy that is also TreeRing be considered a subcategory of 'Flagellate'?,  False.
Can EvergreenVegetation that is also Microphyte be considered a subcategory of 'Arachnid'?,  False.
Can MarineBird that is also Mollusk be considered a subcategory of 'Fungi'?,  False.
Can Algae that is also Foraminifer be considered a subcategory of 'Reptile'?,  False.
Can IndigenousSpecies that is also Reptile be considered a subcategory of 'SlimeMold'?,  False.
Can Human that is also Nutrient be considered a subcategory of 'Radiolarian'?,  False.
Can Coccolithophore that is also Crustacean be considered a subcategory of 'Bird'?,  False.
Can Radiolarian that is also TreeRing be considered a subcategory of 'SegmentedWorm'?,  False.
Can Microbiota that is also SlimeMold be considered a subcategory of 'Vegetation'?,  False.
Can Lichen that is also Plankton be considered a subcategory of 'Mold'?,  False.
Can Crop that is also VegetationSpecies be considered a subcategory of 'Poultry'?,  False.
Can BlueGreenAlgae that is also Chlorophyll be considered a subcategory of 'Livestock'?,  False.
Can Coral that is also Dairy be considered a subcategory of 'Leaf'?,  False.
Can IndigenousSpecies that is also Macrophyte be considered a subcategory of 'Jellyfish'?,  False.
Can Echinoderm that is also Liverwort be considered a subcategory of 'Animal'?,  False.
Can Amoebae that is also Conifer be considered a subcategory of 'ExoticVegetation'?,  False.
Can Chlorophyll that is also Phytoplankton be considered a subcategory of 'SlimeMold'?,  False.
Can Arachnid that is also Sponge be considered a subcategory of 'Plant'?,  False.
Can Animal that is also Phytoplankton be considered a subcategory of 'Arachnid'?,  False.
Can FungiTaxonomy that is also Zooplankton be considered a subcategory of 'Algae'?,  False.
Can Flagellate that is also Microalgae be considered a subcategory of 'Sponge'?,  False.
Can Algae that is also Lichen be considered a subcategory of 'Bird'?,  False.
Can Plankton that is also Vertebrate be considered a subcategory of 'Poultry'?,  False.
Can Nutrient that is also Pollen be considered a subcategory of 'EvergreenVegetation'?,  False.
Can DominantSpecies that is also Insect be considered a subcategory of 'Anemone'?,  False.
