Neuron and StructuralCell SubClassOf Erythrocyte,  False.
Can Neuron that is also PhotoreceptorCell be considered a subcategory of 'Miocyte'?,  False.
Can Cell that is also CirculatingCell be considered a subcategory of 'CellByOrganism'?,  False.
Can Cell that is also Neuron be considered a subcategory of 'StructuralCell'?,  False.
Can MioBlast that is also StructuralCell be considered a subcategory of 'CellByOrganism'?,  False.
Can CellByClass that is also CellByDevelopmentStage be considered a subcategory of 'Osteocyte'?,  False.
Can CellByDevelopmentStage that is also CellByOrganism be considered a subcategory of 'AnimalCell'?,  False.
Can Cell that is also InMatureCell be considered a subcategory of 'Erythrocyte'?,  False.
Can Cell that is also LeafCell be considered a subcategory of 'Osteocyte'?,  False.
Can Cell that is also SclerenchymaCell be considered a subcategory of 'AnimalCell'?,  False.
Can LeafCell that is also PhotosyntheticCell be considered a subcategory of 'AnimalCell'?,  False.
Can AnimalCell that is also ChondroCyte be considered a subcategory of 'Erythrocyte'?,  False.
Can ChondroCyte be considered a subcategory of 'Osteocyte'?,  False.
Can Miocyte that is also Neuron be considered a subcategory of 'AnimalCell'?,  False.
Can Erythrocyte that is also InMatureCell be considered a subcategory of 'Neuron'?,  False.
Can Osteocyte that is also PhotoreceptorCell be considered a subcategory of 'Neuron'?,  False.
Can CellByClass that is also Osteocyte be considered a subcategory of 'Neuron'?,  False.
Can Neuron that is also StructuralCell be considered a subcategory of 'InMatureCell'?,  False.
Can Cell that is also SclerenchymaCell be considered a subcategory of 'Neuron'?,  False.
Can InMatureCell that is also MioBlast be considered a subcategory of 'Neuron'?,  False.
Can CirculatingCell that is also Miocyte be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can ChondroBlast that is also LeafCell be considered a subcategory of 'StructuralCell'?,  False.
Can CellByOrganism that is also Osteocyte be considered a subcategory of 'CirculatingCell'?,  False.
Can InMatureCell that is also SclerenchymaCell be considered a subcategory of 'CellByOrganism'?,  False.
Can LeafCell that is also SclerenchymaCell be considered a subcategory of 'CellByOrganism'?,  False.
Can CirculatingCell that is also InMatureCell be considered a subcategory of 'StructuralCell'?,  False.
Can Miocyte that is also PhotosyntheticCell be considered a subcategory of 'CirculatingCell'?,  False.
Can Neuron that is also Osteocyte be considered a subcategory of 'CirculatingCell'?,  False.
Can ChondroCyte that is also Neuron be considered a subcategory of 'StructuralCell'?,  False.
Can Cell that is also Miocyte be considered a subcategory of 'MatureCell'?,  False.
Can CellByClass that is also Erythrocyte be considered a subcategory of 'Cell'?,  False.
Can Miocyte that is also SclerenchymaCell be considered a subcategory of 'Cell'?,  False.
Can CellByClass that is also StructuralCell be considered a subcategory of 'Cell'?,  False.
Can ChondroCyte that is also Neuron be considered a subcategory of 'MatureCell'?,  False.
Can ElectricallyActiveCell that is also SclerenchymaCell be considered a subcategory of 'CellByClass'?,  False.
Can CellByClass that is also MioBlast be considered a subcategory of 'Cell'?,  False.
Can CellByDevelopmentStage that is also StructuralCell be considered a subcategory of 'MatureCell'?,  False.
Can Miocyte that is also PhotoreceptorCell be considered a subcategory of 'InMatureCell'?,  False.
Can Erythrocyte that is also Osteocyte be considered a subcategory of 'PlantCell'?,  False.
Can ElectricallyActiveCell that is also PhotoreceptorCell be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can ChondroBlast that is also PhotoreceptorCell be considered a subcategory of 'InMatureCell'?,  False.
Can PhotosyntheticCell be considered a subcategory of 'PlantCell'?,  False.
Can AnimalCell that is also MioBlast be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can CirculatingCell that is also PhotosyntheticCell be considered a subcategory of 'InMatureCell'?,  False.
Can CirculatingCell that is also Erythrocyte be considered a subcategory of 'PlantCell'?,  False.
Can CellByDevelopmentStage that is also MatureCell be considered a subcategory of 'Miocyte'?,  False.
Can CellByClass that is also CellByOrganism be considered a subcategory of 'Miocyte'?,  False.
Can CirculatingCell that is also PlantCell be considered a subcategory of 'InMatureCell'?,  False.
Can ElectricallyActiveCell that is also MioBlast be considered a subcategory of 'StructuralCell'?,  False.
Can Cell that is also ChondroCyte be considered a subcategory of 'Miocyte'?,  False.
Can ChondroBlast that is also StructuralCell be considered a subcategory of 'Miocyte'?,  False.
Can AnimalCell that is also ChondroBlast be considered a subcategory of 'CellByOrganism'?,  False.
Can Osteocyte that is also PlantCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can LeafCell that is also Neuron be considered a subcategory of 'ChondroCyte'?,  False.
Can LeafCell that is also SclerenchymaCell be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can MatureCell that is also Osteocyte be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can AnimalCell that is also Miocyte be considered a subcategory of 'SclerenchymaCell'?,  False.
Can ChondroCyte that is also StructuralCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can CellByDevelopmentStage that is also InMatureCell be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can CellByOrganism that is also Miocyte be considered a subcategory of 'SclerenchymaCell'?,  False.
Can CellByDevelopmentStage that is also ChondroBlast be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can Cell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can CellByClass that is also InMatureCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can MioBlast that is also SclerenchymaCell be considered a subcategory of 'Erythrocyte'?,  False.
Can ChondroCyte that is also Miocyte be considered a subcategory of 'LeafCell'?,  False.
Can Osteocyte that is also SclerenchymaCell be considered a subcategory of 'Erythrocyte'?,  False.
Can LeafCell that is also Osteocyte be considered a subcategory of 'CellByClass'?,  False.
Can MatureCell that is also SclerenchymaCell be considered a subcategory of 'ChondroBlast'?,  False.
Can InMatureCell that is also LeafCell be considered a subcategory of 'MatureCell'?,  False.
Can ChondroCyte that is also Miocyte be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can Cell that is also Miocyte be considered a subcategory of 'ChondroBlast'?,  False.
Can CellByOrganism that is also Neuron be considered a subcategory of 'ChondroBlast'?,  False.
Can AnimalCell that is also InMatureCell be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can CellByClass be considered a subcategory of 'MioBlast'?,  False.
Can CellByClass that is also Miocyte be considered a subcategory of 'MioBlast'?,  False.
Can PhotosyntheticCell that is also StructuralCell be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can Cell that is also PhotoreceptorCell be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can CirculatingCell that is also SclerenchymaCell be considered a subcategory of 'MioBlast'?,  False.
Can Neuron that is also SclerenchymaCell be considered a subcategory of 'ChondroCyte'?,  False.
Can CellByDevelopmentStage that is also Erythrocyte be considered a subcategory of 'ChondroCyte'?,  False.
Can CellByClass that is also PlantCell be considered a subcategory of 'InMatureCell'?,  False.
Can CirculatingCell that is also Erythrocyte be considered a subcategory of 'Neuron'?,  False.
Can CirculatingCell that is also MioBlast be considered a subcategory of 'InMatureCell'?,  False.
Can MatureCell that is also StructuralCell be considered a subcategory of 'PlantCell'?,  False.
Can CellByOrganism that is also Erythrocyte be considered a subcategory of 'PlantCell'?,  False.
Can MatureCell that is also MioBlast be considered a subcategory of 'Miocyte'?,  False.
Can InMatureCell that is also MioBlast be considered a subcategory of 'CellByOrganism'?,  False.
Can MatureCell that is also Neuron be considered a subcategory of 'PlantCell'?,  False.
Can ChondroBlast that is also ElectricallyActiveCell be considered a subcategory of 'Miocyte'?,  False.
Can Erythrocyte that is also Osteocyte be considered a subcategory of 'CellByOrganism'?,  False.
Can ElectricallyActiveCell that is also LeafCell be considered a subcategory of 'Miocyte'?,  False.
Can ChondroBlast that is also PhotoreceptorCell be considered a subcategory of 'Miocyte'?,  False.
Can AnimalCell that is also CellByClass be considered a subcategory of 'Osteocyte'?,  False.
Can PhotosyntheticCell that is also PlantCell be considered a subcategory of 'Osteocyte'?,  False.
Can Neuron that is also Osteocyte be considered a subcategory of 'LeafCell'?,  False.
Can CellByOrganism that is also StructuralCell be considered a subcategory of 'Osteocyte'?,  False.
Can CellByDevelopmentStage that is also PlantCell be considered a subcategory of 'Erythrocyte'?,  False.
Can ChondroBlast that is also InMatureCell be considered a subcategory of 'AnimalCell'?,  False.
Can MioBlast that is also PhotoreceptorCell be considered a subcategory of 'AnimalCell'?,  False.
Can ElectricallyActiveCell that is also MatureCell be considered a subcategory of 'AnimalCell'?,  False.
Can Cell that is also MatureCell be considered a subcategory of 'Neuron'?,  False.
Can Osteocyte that is also PhotoreceptorCell be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can ChondroCyte that is also Erythrocyte be considered a subcategory of 'InMatureCell'?,  False.
Can ChondroBlast that is also ElectricallyActiveCell be considered a subcategory of 'Neuron'?,  False.
Can CellByOrganism that is also ElectricallyActiveCell be considered a subcategory of 'Neuron'?,  False.
Can Cell that is also InMatureCell be considered a subcategory of 'ChondroBlast'?,  False.
Can Miocyte that is also PhotosyntheticCell be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can AnimalCell that is also PhotosyntheticCell be considered a subcategory of 'CellByClass'?,  False.
Can ChondroCyte that is also PlantCell be considered a subcategory of 'ChondroBlast'?,  False.
Can Cell that is also Miocyte be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can CellByClass that is also Osteocyte be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can PhotoreceptorCell that is also StructuralCell be considered a subcategory of 'CellByClass'?,  False.
Can ChondroCyte that is also Neuron be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can SclerenchymaCell be considered a subcategory of 'MioBlast'?,  False.
Can CellByDevelopmentStage that is also CirculatingCell be considered a subcategory of 'ChondroBlast'?,  False.
Can Erythrocyte that is also Osteocyte be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can CellByDevelopmentStage that is also Neuron be considered a subcategory of 'MioBlast'?,  False.
Can LeafCell that is also MatureCell be considered a subcategory of 'MioBlast'?,  False.
Can LeafCell that is also PlantCell be considered a subcategory of 'ChondroCyte'?,  False.
Can PhotosyntheticCell that is also PlantCell be considered a subcategory of 'CellByOrganism'?,  False.
Can PhotoreceptorCell that is also PlantCell be considered a subcategory of 'StructuralCell'?,  False.
Can AnimalCell that is also ChondroCyte be considered a subcategory of 'StructuralCell'?,  False.
Can Cell that is also PhotosyntheticCell be considered a subcategory of 'CirculatingCell'?,  False.
Can Erythrocyte that is also MatureCell be considered a subcategory of 'Cell'?,  False.
Can MatureCell that is also MioBlast be considered a subcategory of 'Cell'?,  False.
Can CellByClass that is also CellByOrganism be considered a subcategory of 'CirculatingCell'?,  False.
Can MioBlast that is also SclerenchymaCell be considered a subcategory of 'Cell'?,  False.
Can ChondroBlast that is also StructuralCell be considered a subcategory of 'CirculatingCell'?,  False.
Can MioBlast that is also Neuron be considered a subcategory of 'Cell'?,  False.
Can CellByDevelopmentStage that is also Erythrocyte be considered a subcategory of 'MatureCell'?,  False.
Can AnimalCell that is also CellByOrganism be considered a subcategory of 'MatureCell'?,  False.
Can PhotoreceptorCell that is also PlantCell be considered a subcategory of 'MatureCell'?,  False.
Can Erythrocyte that is also LeafCell be considered a subcategory of 'CellByClass'?,  False.
Can ChondroBlast that is also PhotosyntheticCell be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can ChondroBlast that is also SclerenchymaCell be considered a subcategory of 'ChondroCyte'?,  False.
Can CirculatingCell that is also MatureCell be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can ElectricallyActiveCell that is also Erythrocyte be considered a subcategory of 'SclerenchymaCell'?,  False.
Can CellByDevelopmentStage that is also PhotoreceptorCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can CellByClass that is also MioBlast be considered a subcategory of 'ChondroCyte'?,  False.
Can AnimalCell that is also ElectricallyActiveCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can MatureCell that is also PhotosyntheticCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can Erythrocyte that is also StructuralCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can AnimalCell that is also Neuron be considered a subcategory of 'SclerenchymaCell'?,  False.
Can CellByOrganism that is also ChondroBlast be considered a subcategory of 'Erythrocyte'?,  False.
Can CellByOrganism that is also CirculatingCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can InMatureCell that is also PlantCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can ChondroBlast that is also MatureCell be considered a subcategory of 'CellByClass'?,  False.
Can CellByOrganism that is also CirculatingCell be considered a subcategory of 'CellByClass'?,  False.
Can CirculatingCell that is also Neuron be considered a subcategory of 'ChondroBlast'?,  False.
Can PhotoreceptorCell that is also StructuralCell be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can Erythrocyte that is also MioBlast be considered a subcategory of 'ChondroBlast'?,  False.
Can AnimalCell that is also Cell be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can AnimalCell that is also InMatureCell be considered a subcategory of 'MioBlast'?,  False.
Can AnimalCell that is also PhotoreceptorCell be considered a subcategory of 'ChondroBlast'?,  False.
Can ElectricallyActiveCell that is also Erythrocyte be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can CellByOrganism be considered a subcategory of 'MioBlast'?,  False.
Can CellByOrganism that is also Osteocyte be considered a subcategory of 'MioBlast'?,  False.
Can PhotoreceptorCell that is also PhotosyntheticCell be considered a subcategory of 'ChondroCyte'?,  False.
Can ChondroBlast that is also PlantCell be considered a subcategory of 'ChondroCyte'?,  False.
Can CellByDevelopmentStage that is also ChondroCyte be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can Cell that is also ChondroCyte be considered a subcategory of 'InMatureCell'?,  False.
Can Cell that is also CellByOrganism be considered a subcategory of 'InMatureCell'?,  False.
Can AnimalCell that is also CellByClass be considered a subcategory of 'Neuron'?,  False.
Can ChondroBlast that is also LeafCell be considered a subcategory of 'PlantCell'?,  False.
Can Miocyte that is also Osteocyte be considered a subcategory of 'InMatureCell'?,  False.
Can ChondroCyte that is also PhotosyntheticCell be considered a subcategory of 'InMatureCell'?,  False.
Can PhotoreceptorCell that is also SclerenchymaCell be considered a subcategory of 'PlantCell'?,  False.
Can CirculatingCell that is also InMatureCell be considered a subcategory of 'Miocyte'?,  False.
Can Osteocyte be considered a subcategory of 'PlantCell'?,  False.
Can MioBlast that is also Neuron be considered a subcategory of 'PlantCell'?,  False.
Can Cell that is also PlantCell be considered a subcategory of 'Miocyte'?,  False.
Can Cell that is also LeafCell be considered a subcategory of 'CellByOrganism'?,  False.
Can Miocyte that is also SclerenchymaCell be considered a subcategory of 'CellByOrganism'?,  False.
Can MatureCell that is also StructuralCell be considered a subcategory of 'Miocyte'?,  False.
Can Cell that is also ChondroBlast be considered a subcategory of 'Erythrocyte'?,  False.
Can MioBlast that is also PhotosyntheticCell be considered a subcategory of 'Osteocyte'?,  False.
Can MatureCell that is also Osteocyte be considered a subcategory of 'LeafCell'?,  False.
Can ChondroBlast that is also ChondroCyte be considered a subcategory of 'LeafCell'?,  False.
Can Miocyte that is also PhotoreceptorCell be considered a subcategory of 'Osteocyte'?,  False.
Can Erythrocyte be considered a subcategory of 'Osteocyte'?,  False.
Can ElectricallyActiveCell that is also PhotoreceptorCell be considered a subcategory of 'Osteocyte'?,  False.
Can CellByClass that is also ElectricallyActiveCell be considered a subcategory of 'Erythrocyte'?,  False.
Can ElectricallyActiveCell that is also PlantCell be considered a subcategory of 'AnimalCell'?,  False.
Can LeafCell that is also StructuralCell be considered a subcategory of 'Neuron'?,  False.
Can Cell that is also CellByDevelopmentStage be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can CellByOrganism that is also MatureCell be considered a subcategory of 'AnimalCell'?,  False.
Can Miocyte that is also PlantCell be considered a subcategory of 'Neuron'?,  False.
Can ChondroCyte that is also StructuralCell be considered a subcategory of 'ChondroBlast'?,  False.
Can AnimalCell that is also SclerenchymaCell be considered a subcategory of 'ChondroBlast'?,  False.
Can CellByDevelopmentStage that is also ChondroCyte be considered a subcategory of 'CellByClass'?,  False.
Can InMatureCell that is also Osteocyte be considered a subcategory of 'ChondroBlast'?,  False.
Can LeafCell that is also Neuron be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can ElectricallyActiveCell that is also LeafCell be considered a subcategory of 'CellByClass'?,  False.
Can Miocyte that is also Osteocyte be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can ChondroCyte that is also StructuralCell be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can ChondroBlast that is also InMatureCell be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can CellByOrganism that is also InMatureCell be considered a subcategory of 'MioBlast'?,  False.
Can MatureCell that is also PhotoreceptorCell be considered a subcategory of 'ChondroCyte'?,  False.
Can Cell that is also CirculatingCell be considered a subcategory of 'MioBlast'?,  False.
Can Cell that is also PhotosyntheticCell be considered a subcategory of 'MioBlast'?,  False.
Can AnimalCell that is also ChondroCyte be considered a subcategory of 'CirculatingCell'?,  False.
Can ChondroCyte that is also ElectricallyActiveCell be considered a subcategory of 'CellByOrganism'?,  False.
Can CellByClass that is also CellByDevelopmentStage be considered a subcategory of 'StructuralCell'?,  False.
Can Osteocyte that is also PhotoreceptorCell be considered a subcategory of 'CirculatingCell'?,  False.
Can ChondroBlast that is also Osteocyte be considered a subcategory of 'Cell'?,  False.
Can Cell that is also SclerenchymaCell be considered a subcategory of 'StructuralCell'?,  False.
Can InMatureCell that is also LeafCell be considered a subcategory of 'CirculatingCell'?,  False.
Can ChondroCyte that is also InMatureCell be considered a subcategory of 'Cell'?,  False.
Can CirculatingCell that is also Miocyte be considered a subcategory of 'Cell'?,  False.
Can Miocyte that is also Neuron be considered a subcategory of 'Cell'?,  False.
Can InMatureCell that is also Osteocyte be considered a subcategory of 'CirculatingCell'?,  False.
Can CellByClass that is also PlantCell be considered a subcategory of 'MatureCell'?,  False.
Can PhotosyntheticCell that is also StructuralCell be considered a subcategory of 'MatureCell'?,  False.
Can Cell that is also SclerenchymaCell be considered a subcategory of 'CellByClass'?,  False.
Can Osteocyte that is also PhotoreceptorCell be considered a subcategory of 'LeafCell'?,  False.
Can MioBlast that is also PhotoreceptorCell be considered a subcategory of 'Erythrocyte'?,  False.
Can CellByClass that is also MioBlast be considered a subcategory of 'Erythrocyte'?,  False.
Can ElectricallyActiveCell that is also Miocyte be considered a subcategory of 'Osteocyte'?,  False.
Can PhotosyntheticCell that is also SclerenchymaCell be considered a subcategory of 'AnimalCell'?,  False.
Can MatureCell that is also PhotosyntheticCell be considered a subcategory of 'AnimalCell'?,  False.
Can CirculatingCell that is also Erythrocyte be considered a subcategory of 'Osteocyte'?,  False.
Can AnimalCell that is also Neuron be considered a subcategory of 'Osteocyte'?,  False.
Can CellByDevelopmentStage that is also CirculatingCell be considered a subcategory of 'AnimalCell'?,  False.
Can CellByOrganism that is also CirculatingCell be considered a subcategory of 'Neuron'?,  False.
Can PlantCell be considered a subcategory of 'Osteocyte'?,  False.
Can CellByOrganism that is also LeafCell be considered a subcategory of 'AnimalCell'?,  False.
Can Cell that is also ChondroBlast be considered a subcategory of 'Neuron'?,  False.
Can AnimalCell that is also MatureCell be considered a subcategory of 'Neuron'?,  False.
Can ChondroBlast that is also ElectricallyActiveCell be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can ElectricallyActiveCell that is also MioBlast be considered a subcategory of 'ChondroCyte'?,  False.
Can PhotoreceptorCell that is also StructuralCell be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can Erythrocyte that is also MioBlast be considered a subcategory of 'ChondroCyte'?,  False.
Can AnimalCell that is also MatureCell be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can InMatureCell that is also PhotosyntheticCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can Neuron that is also PhotoreceptorCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can CellByOrganism be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can AnimalCell that is also CirculatingCell be considered a subcategory of 'LeafCell'?,  False.
Can LeafCell that is also PhotosyntheticCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can CellByDevelopmentStage that is also PlantCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can ChondroBlast that is also PhotosyntheticCell be considered a subcategory of 'LeafCell'?,  False.
Can MioBlast that is also PhotoreceptorCell be considered a subcategory of 'LeafCell'?,  False.
Can ChondroCyte that is also CirculatingCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can Cell that is also MatureCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can CellByDevelopmentStage that is also InMatureCell be considered a subcategory of 'Neuron'?,  False.
Can Miocyte that is also StructuralCell be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can Neuron that is also PlantCell be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can Erythrocyte that is also Neuron be considered a subcategory of 'InMatureCell'?,  False.
Can Cell that is also MatureCell be considered a subcategory of 'PlantCell'?,  False.
Can CellByClass that is also InMatureCell be considered a subcategory of 'PlantCell'?,  False.
Can AnimalCell that is also Miocyte be considered a subcategory of 'InMatureCell'?,  False.
Can ElectricallyActiveCell that is also StructuralCell be considered a subcategory of 'InMatureCell'?,  False.
Can CellByOrganism that is also MioBlast be considered a subcategory of 'PlantCell'?,  False.
Can ElectricallyActiveCell that is also Osteocyte be considered a subcategory of 'Miocyte'?,  False.
Can CellByClass that is also LeafCell be considered a subcategory of 'InMatureCell'?,  False.
Can CellByDevelopmentStage that is also ChondroBlast be considered a subcategory of 'PlantCell'?,  False.
Can Erythrocyte that is also PhotosyntheticCell be considered a subcategory of 'Miocyte'?,  False.
Can Erythrocyte that is also SclerenchymaCell be considered a subcategory of 'Miocyte'?,  False.
Can CirculatingCell that is also PhotoreceptorCell be considered a subcategory of 'PlantCell'?,  False.
Can AnimalCell that is also InMatureCell be considered a subcategory of 'Erythrocyte'?,  False.
Can LeafCell that is also Osteocyte be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can CellByDevelopmentStage that is also Neuron be considered a subcategory of 'LeafCell'?,  False.
Can InMatureCell that is also StructuralCell be considered a subcategory of 'Erythrocyte'?,  False.
Can Cell that is also PhotoreceptorCell be considered a subcategory of 'Osteocyte'?,  False.
Can Cell that is also Miocyte be considered a subcategory of 'Osteocyte'?,  False.
Can CellByDevelopmentStage that is also Osteocyte be considered a subcategory of 'AnimalCell'?,  False.
Can ChondroCyte that is also MioBlast be considered a subcategory of 'Neuron'?,  False.
Can CellByClass that is also ChondroBlast be considered a subcategory of 'Osteocyte'?,  False.
Can CellByClass that is also Miocyte be considered a subcategory of 'AnimalCell'?,  False.
Can LeafCell that is also SclerenchymaCell be considered a subcategory of 'Neuron'?,  False.
Can CellByClass that is also Osteocyte be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can CirculatingCell that is also SclerenchymaCell be considered a subcategory of 'AnimalCell'?,  False.
Can Miocyte that is also PlantCell be considered a subcategory of 'CellByClass'?,  False.
Can CellByOrganism that is also Erythrocyte be considered a subcategory of 'ChondroBlast'?,  False.
Can PhotoreceptorCell that is also PhotosyntheticCell be considered a subcategory of 'MatureCell'?,  False.
Can MatureCell that is also Neuron be considered a subcategory of 'ChondroBlast'?,  False.
Can CirculatingCell that is also MioBlast be considered a subcategory of 'ChondroBlast'?,  False.
Can CirculatingCell that is also MatureCell be considered a subcategory of 'CellByClass'?,  False.
Can ElectricallyActiveCell that is also LeafCell be considered a subcategory of 'MioBlast'?,  False.
Can MatureCell that is also MioBlast be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can MioBlast that is also PlantCell be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can AnimalCell that is also ElectricallyActiveCell be considered a subcategory of 'MioBlast'?,  False.
Can Cell that is also PhotosyntheticCell be considered a subcategory of 'ChondroCyte'?,  False.
Can CellByOrganism that is also Erythrocyte be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can AnimalCell that is also Erythrocyte be considered a subcategory of 'MioBlast'?,  False.
Can Erythrocyte that is also PlantCell be considered a subcategory of 'StructuralCell'?,  False.
Can MioBlast that is also PlantCell be considered a subcategory of 'CellByOrganism'?,  False.
Can AnimalCell that is also CellByClass be considered a subcategory of 'CellByOrganism'?,  False.
Can Miocyte that is also PhotosyntheticCell be considered a subcategory of 'StructuralCell'?,  False.
Can ElectricallyActiveCell that is also MatureCell be considered a subcategory of 'CirculatingCell'?,  False.
Can MatureCell be considered a subcategory of 'CirculatingCell'?,  False.
Can CirculatingCell that is also Neuron be considered a subcategory of 'StructuralCell'?,  False.
Can CellByDevelopmentStage that is also ElectricallyActiveCell be considered a subcategory of 'CirculatingCell'?,  False.
Can CellByOrganism that is also ElectricallyActiveCell be considered a subcategory of 'Cell'?,  False.
Can ChondroBlast that is also InMatureCell be considered a subcategory of 'Cell'?,  False.
Can LeafCell that is also MioBlast be considered a subcategory of 'CirculatingCell'?,  False.
Can Cell that is also Erythrocyte be considered a subcategory of 'CellByClass'?,  False.
Can AnimalCell that is also PhotosyntheticCell be considered a subcategory of 'Cell'?,  False.
Can AnimalCell that is also PhotoreceptorCell be considered a subcategory of 'Cell'?,  False.
Can ChondroCyte that is also Erythrocyte be considered a subcategory of 'MatureCell'?,  False.
Can LeafCell that is also StructuralCell be considered a subcategory of 'Osteocyte'?,  False.
Can ChondroBlast that is also StructuralCell be considered a subcategory of 'LeafCell'?,  False.
Can InMatureCell that is also Miocyte be considered a subcategory of 'Erythrocyte'?,  False.
Can CellByDevelopmentStage that is also ChondroCyte be considered a subcategory of 'Osteocyte'?,  False.
Can Cell that is also CellByOrganism be considered a subcategory of 'Erythrocyte'?,  False.
Can CellByClass that is also LeafCell be considered a subcategory of 'AnimalCell'?,  False.
Can LeafCell that is also PlantCell be considered a subcategory of 'AnimalCell'?,  False.
Can ChondroCyte that is also PhotosyntheticCell be considered a subcategory of 'Erythrocyte'?,  False.
Can SclerenchymaCell be considered a subcategory of 'Osteocyte'?,  False.
Can InMatureCell that is also StructuralCell be considered a subcategory of 'AnimalCell'?,  False.
Can Erythrocyte that is also Osteocyte be considered a subcategory of 'Neuron'?,  False.
Can MioBlast that is also Neuron be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can CellByOrganism that is also ChondroBlast be considered a subcategory of 'ChondroCyte'?,  False.
Can CirculatingCell that is also Miocyte be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can InMatureCell that is also PlantCell be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can PhotoreceptorCell that is also PlantCell be considered a subcategory of 'MioBlast'?,  False.
Can ChondroBlast that is also CirculatingCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can MioBlast that is also Neuron be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can MatureCell that is also MioBlast be considered a subcategory of 'SclerenchymaCell'?,  False.
Can Erythrocyte that is also LeafCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can CellByClass that is also ElectricallyActiveCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can AnimalCell that is also Neuron be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can ElectricallyActiveCell that is also InMatureCell be considered a subcategory of 'LeafCell'?,  False.
Can Osteocyte that is also StructuralCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can Cell that is also MatureCell be considered a subcategory of 'StructuralCell'?,  False.
Can CellByClass that is also PlantCell be considered a subcategory of 'StructuralCell'?,  False.
Can Neuron that is also StructuralCell be considered a subcategory of 'Miocyte'?,  False.
Can SclerenchymaCell that is also StructuralCell be considered a subcategory of 'CellByOrganism'?,  False.
Can CellByOrganism that is also ChondroCyte be considered a subcategory of 'StructuralCell'?,  False.
Can AnimalCell that is also SclerenchymaCell be considered a subcategory of 'CirculatingCell'?,  False.
Can CellByDevelopmentStage that is also LeafCell be considered a subcategory of 'CirculatingCell'?,  False.
