Can Animal that is also Backbone be considered a subcategory of 'Carnivore'?,  False.
Animal and Herbivore and Thing SubClassOf Plant,  False.
Animal and Herbivore and Thing SubClassOf Vertebrate,  True,
Herbivore and Thing SubClassOf Vertebrate,  False.
Elephant and Meat SubClassOf Egg,  False.
Mammal and Water SubClassOf Reptile,  False.
Carnivore SubClassOf lives_in some Fish,  False.
Cat and Egg SubClassOf Fish,  False.
Wing SubClassOf lives_in some Leg,  False.
Wing SubClassOf has_part some Elephant,  False.
Cat SubClassOf lives_in some Fish,  False.
Backbone and Cat SubClassOf Meat,  False.
Animal SubClassOf has_part some Elephant,  False.
has_part some Herbivore SubClassOf Water,  False.
Herbivore and Reptile SubClassOf Elephant,  False.
lives_in some Animal SubClassOf Meat,  False.
Plant and Reptile SubClassOf Carnivore,  False.
Carnivore SubClassOf eats some Carnivore,  False.
Egg and Elephant SubClassOf Fish,  False.
Vertebrate SubClassOf lives_in some Elephant,  False.
Elephant and Herbivore SubClassOf Water,  False.
Wing SubClassOf eats some Leg,  False.
Herbivore and Leg SubClassOf Reptile,  False.
Reptile SubClassOf eats some Mammal,  False.
Bird and Reptile SubClassOf Wing,  False.
Plant SubClassOf has_part some Meat,  False.
Vertebrate and Wing SubClassOf Cat,  False.
Elephant SubClassOf lays some Animal,  False.
Animal and Reptile SubClassOf Plant,  False.
Meat SubClassOf has_part some Backbone,  True.
Meat SubClassOf Carnivore,  True.
Meat SubClassOf Animal,  True.
Meat SubClassOf Animal and Carnivore,  True.
Meat SubClassOf Reptile,  False.
Meat SubClassOf Plant,  False.
Meat SubClassOf Vertebrate,  True.
Meat SubClassOf Animal and Carnivore and Vertebrate,  The answer
Meat SubClassOf Cat,  False.
Meat SubClassOf Fish,  False.
Meat SubClassOf Mammal,  True.
Meat SubClassOf Animal and Carnivore and Mammal,  True,
Meat SubClassOf Herbivore,  False.
Meat SubClassOf Leg,  False.
Meat SubClassOf Bird,  False.
Meat SubClassOf Backbone,  True.
Meat SubClassOf Animal and Backbone and Carnivore and Mammal,  True,
Meat SubClassOf Wing,  False.
Meat SubClassOf Animal and Backbone and Carnivore and Mammal and Vertebrate,  True,
Leg SubClassOf lays some Plant,  False.
Egg SubClassOf has_part some Meat,  False.
Animal and Wing SubClassOf Cat,  False.
Mammal and Meat SubClassOf Plant,  False.
lives_in some Bird SubClassOf Plant,  False.
Backbone SubClassOf has_part some Cat,  False.
lives_in some Wing SubClassOf Vertebrate,  True.
lives_in some Wing SubClassOf Egg,  False.
lives_in some Wing SubClassOf Meat,  False.
lives_in some Wing SubClassOf Carnivore,  False.
lives_in some Wing SubClassOf Water,  False.
lives_in some Wing SubClassOf Reptile,  False.
lives_in some Wing SubClassOf Plant,  False.
Wing SubClassOf Vertebrate,  True.
Animal and Thing SubClassOf Animal and Thing and (lives_in some (Animal and Backbone and Bird and Mammal and Vertebrate and Wing and Thing)),  False.
Animal and Backbone and Bird and Mammal and Vertebrate and Wing and Thing SubClassOf Egg,  False.
Animal and Backbone and Bird and Mammal and Vertebrate and Wing and Thing SubClassOf Meat,  False.
Animal and Backbone and Bird and Mammal and Vertebrate and Wing and Thing SubClassOf Carnivore,  False\n
Animal and Backbone and Bird and Mammal and Vertebrate and Wing and Thing SubClassOf Water,  False.
Animal and Backbone and Bird and Mammal and Vertebrate and Wing and Thing SubClassOf Reptile,  Animal:
Animal and Backbone and Bird and Mammal and Vertebrate and Wing and Thing SubClassOf Plant,  False\n
Animal and Backbone and Bird and Mammal and Vertebrate and Wing and Thing SubClassOf Cat,  False.
Animal and Backbone and Bird and Mammal and Vertebrate and Wing and Thing SubClassOf Fish,  False\n
Animal and Backbone and Bird and Mammal and Vertebrate and Wing and Thing SubClassOf Herbivore,  False\n
Animal and Backbone and Bird and Mammal and Vertebrate and Wing and Thing SubClassOf Leg,  False\n
Animal and Backbone and Bird and Mammal and Vertebrate and Wing and Thing SubClassOf Elephant,  False.
Animal and Thing and (lives_in some Animal) and (lives_in some (Backbone and Bird and Mammal and Vertebrate and Wing and Thing)) SubClassOf Animal and Thing and (lives_in some (Animal and Backbone and Bird and Mammal and Vertebrate and Wing and Thing)),  True.
Animal and Thing and (lives_in some (Animal and Backbone and Bird and Mammal and Vertebrate and Wing and Thing)) SubClassOf Animal and Thing and (lives_in some (Animal and Backbone and Bird and Mammal and Vertebrate and Wing and Thing)),  True.
Thing and (lives_in some (Animal and Backbone and Bird and Mammal and Vertebrate and Wing and Thing)) SubClassOf Vertebrate,  False.
Animal and Thing and (lives_in some (Backbone and Bird and Mammal and Vertebrate and Wing and Thing)) SubClassOf Vertebrate,  True\n
Animal and Thing and (lives_in some (Bird and Mammal and Vertebrate and Wing and Thing)) SubClassOf Vertebrate,  True.
Animal and Thing and (lives_in some (Mammal and Vertebrate and Wing and Thing)) SubClassOf Vertebrate,  False\n
Animal and Thing and (lives_in some (Bird and Vertebrate and Wing and Thing)) SubClassOf Vertebrate,  True\n
Animal and Thing and (lives_in some (Bird and Wing and Thing)) SubClassOf Vertebrate,  False.
Animal and Thing and (lives_in some (Bird and Vertebrate and Thing)) SubClassOf Vertebrate,  True\n
Mammal SubClassOf lays some Plant,  False.
Plant SubClassOf Herbivore,  False.
Elephant SubClassOf lays some Cat,  False.
lays some Bird SubClassOf Plant,  False.
Herbivore and Wing SubClassOf Meat,  False.
Cat SubClassOf lays some Vertebrate,  False.
Bird and Carnivore SubClassOf Wing,  False.
Egg SubClassOf has_part some Herbivore,  False.
Egg and Leg SubClassOf Meat,  True,
Egg SubClassOf Meat,  True.
Egg SubClassOf Carnivore,  False.
Egg SubClassOf Animal,  True.
Egg SubClassOf Animal and Meat,  The answer
Egg SubClassOf Reptile,  False.
Egg SubClassOf Plant,  False.
Egg SubClassOf Vertebrate,  False.
Egg SubClassOf Cat,  False.
Egg SubClassOf Fish,  False.
Egg SubClassOf Mammal,  False.
Egg SubClassOf Herbivore,  False.
Egg SubClassOf Leg,  False.
Egg SubClassOf Elephant,  False\n
Egg SubClassOf Bird,  True.
Egg SubClassOf Bird and Meat,  False,
Egg SubClassOf Backbone,  True.
Egg SubClassOf Backbone and Meat,  False.
Egg SubClassOf Wing,  False.
Carnivore SubClassOf eats some Mammal,  True.
Egg SubClassOf eats some Mammal,  False.
Meat SubClassOf eats some Mammal,  False.
Thing and (eats some Mammal) SubClassOf Thing and (eats some Mammal),  False.
Carnivore SubClassOf Carnivore,  False.
Animal SubClassOf Thing and (eats some Mammal),  True,
Animal SubClassOf Meat,  False.
Animal SubClassOf Water,  False.
Animal SubClassOf Animal,  False.
Animal SubClassOf Reptile,  False.
Animal SubClassOf Plant,  False.
Animal SubClassOf Vertebrate,  True.
Vertebrate SubClassOf Animal,  True\n
Animal SubClassOf Cat,  False.
Animal SubClassOf Fish,  False.
Animal SubClassOf Mammal,  True.
Animal SubClassOf Herbivore,  False.
Animal SubClassOf Leg,  False.
Animal SubClassOf Elephant,  False.
Animal SubClassOf Bird,  False.
Animal SubClassOf Backbone,  False.
Animal SubClassOf Wing,  False.
Animal SubClassOf Mammal and Vertebrate,  True.
Backbone SubClassOf has_part some Backbone,  True.
Backbone SubClassOf Plant and Vertebrate,  False.
Backbone SubClassOf Mammal and Plant,  False\n
Backbone SubClassOf Animal and Plant and Vertebrate,  False.
Backbone SubClassOf Animal and Mammal and Plant,  False.
Mammal SubClassOf lays some Vertebrate,  False.
Cat and Herbivore SubClassOf Meat,  False.
Plant SubClassOf eats some Mammal,  False.
Elephant SubClassOf lives_in some Herbivore,  True,
Egg SubClassOf lives_in some Herbivore,  False.
Meat SubClassOf lives_in some Herbivore,  False.
Carnivore SubClassOf lives_in some Herbivore,  False.
Water SubClassOf lives_in some Herbivore,  False.
Animal SubClassOf lives_in some Herbivore,  False.
Reptile SubClassOf lives_in some Herbivore,  False.
Plant SubClassOf lives_in some Herbivore,  False.
Vertebrate SubClassOf lives_in some Herbivore,  False.
Cat SubClassOf lives_in some Herbivore,  False.
Fish SubClassOf lives_in some Herbivore,  False.
Mammal SubClassOf lives_in some Herbivore,  False.
Herbivore SubClassOf lives_in some Herbivore,  False.
Leg SubClassOf lives_in some Herbivore,  False.
Thing and (lives_in some Herbivore) SubClassOf Thing and (lives_in some Herbivore),  False.
Animal SubClassOf Thing and (lives_in some Herbivore),  True,
Water SubClassOf Herbivore,  False.
Reptile SubClassOf Herbivore,  False.
Vertebrate SubClassOf Herbivore,  False.
Bird SubClassOf Herbivore,  False.
Wing SubClassOf Herbivore,  False.
Animal SubClassOf Vertebrate and Thing and (lives_in some Herbivore),  False.
Animal SubClassOf Mammal and Thing and (lives_in some Herbivore),  True\n
Animal SubClassOf Mammal and Thing and (lives_in some (Herbivore and Vertebrate)),  True.
Animal SubClassOf Mammal and Thing and (lives_in some (Herbivore and Mammal and Vertebrate)),  True.
Animal and Mammal and Thing and (lives_in some (Herbivore and Mammal and Vertebrate)) SubClassOf Animal and Mammal and Thing and (lives_in some (Herbivore and Mammal and Vertebrate)),  True.
Egg SubClassOf Herbivore and Mammal and Vertebrate,  False.
Meat SubClassOf Herbivore and Mammal and Vertebrate,  False.
Carnivore SubClassOf Herbivore and Mammal and Vertebrate,  False.
Water SubClassOf Herbivore and Mammal and Vertebrate,  False.
Animal SubClassOf Herbivore and Mammal and Vertebrate,  False.
Reptile SubClassOf Herbivore and Mammal and Vertebrate,  False.
Plant SubClassOf Herbivore and Mammal and Vertebrate,  False.
Vertebrate SubClassOf Herbivore and Mammal and Vertebrate,  False.
Cat SubClassOf Herbivore and Mammal and Vertebrate,  False.
Fish SubClassOf Herbivore and Mammal and Vertebrate,  False.
Mammal SubClassOf Herbivore and Mammal and Vertebrate,  False,
Leg SubClassOf Herbivore and Mammal and Vertebrate,  True.
Meat SubClassOf eats some Animal,  True.
Egg SubClassOf eats some Animal,  False.
Thing and (eats some Animal) SubClassOf Thing and (eats some Animal),  False.
Meat SubClassOf Meat,  True.
Carnivore SubClassOf Thing and (eats some Animal),  True,
Animal SubClassOf Thing and (eats some Animal),  True,
Animal SubClassOf Vertebrate and Thing and (eats some Animal),  True\n
Animal SubClassOf Mammal and Vertebrate and Thing and (eats some Animal),  True\n
Animal SubClassOf Mammal and Vertebrate and Thing and (eats some (Animal and Vertebrate)),  True.
Animal SubClassOf Mammal and Vertebrate and Thing and (eats some (Animal and Mammal and Vertebrate)),  True\n
Animal and Mammal and Vertebrate and Thing and (eats some (Animal and Mammal and Vertebrate)) SubClassOf Animal and Mammal and Vertebrate and Thing and (eats some (Animal and Mammal and Vertebrate)),  True.
Animal and Mammal and Plant and Vertebrate and Thing and (eats some (Animal and Mammal and Vertebrate)) SubClassOf Animal and Mammal and Plant and Vertebrate and Thing and (eats some (Animal and Mammal and Vertebrate)),  True.
Animal and Backbone and Mammal and Plant and Vertebrate and Thing and (eats some (Animal and Mammal and Vertebrate)) SubClassOf Animal and Backbone and Mammal and Plant and Vertebrate and Thing and (eats some (Animal and Mammal and Vertebrate)),  True\n
has_part some Wing SubClassOf Cat,  False.
Carnivore and Herbivore SubClassOf Meat,  False.
Animal and Water SubClassOf Bird,  False.
Herbivore and Wing SubClassOf Cat,  False.
Carnivore and Meat SubClassOf Egg,  False.
Elephant SubClassOf lays some Wing,  False.
Reptile and Vertebrate SubClassOf Leg,  False.
Meat SubClassOf has_part some Cat,  False.
Fish SubClassOf eats some Bird,  False.
Bird SubClassOf has_part some Mammal,  False.
Backbone SubClassOf eats some Cat,  False.
Fish and Water SubClassOf Herbivore,  False.
Herbivore SubClassOf lives_in some Meat,  False.
Backbone and Meat SubClassOf Bird,  False.
Leg SubClassOf lives_in some Cat,  False.
Mammal and Meat SubClassOf Fish,  False.
Egg and Water SubClassOf Herbivore,  False.
eats some Reptile SubClassOf Meat,  False.
Reptile SubClassOf Bird,  False.
Reptile and Vertebrate SubClassOf Cat,  False.
Fish and Water SubClassOf Bird,  False.
Bird SubClassOf Herbivore and Mammal and Vertebrate,  False.
Backbone SubClassOf Herbivore and Mammal and Vertebrate,  True\n
has_part some Herbivore SubClassOf Cat,  False.
Egg and Leg SubClassOf Wing,  False.
Egg and Water SubClassOf Wing,  False.
Carnivore SubClassOf has_part some Herbivore,  False.
Backbone and Reptile SubClassOf Bird,  False.
Mammal and Plant SubClassOf Meat,  False.
has_part some Carnivore SubClassOf Bird,  False.
lives_in some Cat SubClassOf Fish,  False.
Leg and Reptile SubClassOf Meat,  False.
Backbone and Mammal SubClassOf Cat,  False.
Carnivore and Reptile SubClassOf Elephant,  False.
eats some Backbone SubClassOf Fish,  True.
eats some Backbone SubClassOf Egg,  False.
eats some Backbone SubClassOf Meat,  True\n
Animal and Backbone and Herbivore and Mammal and Plant and Vertebrate and Thing SubClassOf Animal and Backbone and Herbivore and Mammal and Plant and Vertebrate and Thing and (eats some (Animal and Backbone and Herbivore and Mammal and Plant and Vertebrate and Thing)),  False.
Animal and Backbone and Herbivore and Mammal and Plant and Vertebrate and Thing SubClassOf Egg,  False.
Animal and Backbone and Herbivore and Mammal and Plant and Vertebrate and Thing SubClassOf Meat,  False.
Animal and Backbone and Herbivore and Mammal and Plant and Vertebrate and Thing SubClassOf Carnivore,  Animal:
Animal and Backbone and Herbivore and Mammal and Plant and Vertebrate and Thing SubClassOf Water,  False.
Animal and Backbone and Herbivore and Mammal and Plant and Vertebrate and Thing SubClassOf Reptile,  * Animal
Animal and Backbone and Herbivore and Mammal and Plant and Vertebrate and Thing SubClassOf Cat,  False\n
Animal and Backbone and Herbivore and Mammal and Plant and Vertebrate and Thing SubClassOf Fish,  False\n
Animal and Backbone and Herbivore and Mammal and Plant and Vertebrate and Thing SubClassOf Leg,  False.
Animal and Backbone and Herbivore and Mammal and Plant and Vertebrate and Thing SubClassOf Elephant,  The following
Animal and Backbone and Herbivore and Mammal and Plant and Vertebrate and Thing SubClassOf Bird,  The statement
Animal and Backbone and Herbivore and Mammal and Plant and Vertebrate and Thing SubClassOf Wing,  False.
Animal and Backbone and Herbivore and Mammal and Plant and Vertebrate and Thing and (eats some Animal) and (eats some (Backbone and Herbivore and Mammal and Plant and Vertebrate and Thing)) SubClassOf Animal and Backbone and Herbivore and Mammal and Plant and Vertebrate and Thing and (eats some (Animal and Backbone and Herbivore and Mammal and Plant and Vertebrate and Thing)),  True\n
Animal and Backbone and Herbivore and Mammal and Plant and Vertebrate and Thing and (eats some (Animal and Backbone and Herbivore and Mammal and Plant and Vertebrate and Thing)) SubClassOf Animal and Backbone and Herbivore and Mammal and Plant and Vertebrate and Thing and (eats some (Animal and Backbone and Herbivore and Mammal and Plant and Vertebrate and Thing)),  True\n
Backbone and Herbivore and Mammal and Plant and Vertebrate and Thing and (eats some (Animal and Backbone and Herbivore and Mammal and Plant and Vertebrate and Thing)) SubClassOf Meat,  False\n
Animal and Herbivore and Mammal and Plant and Vertebrate and Thing and (eats some (Animal and Backbone and Herbivore and Mammal and Plant and Vertebrate and Thing)) SubClassOf Meat,  False.
Animal and Backbone and Mammal and Plant and Vertebrate and Thing and (eats some (Animal and Backbone and Herbivore and Mammal and Plant and Vertebrate and Thing)) SubClassOf Meat,  False.
Animal and Backbone and Herbivore and Plant and Vertebrate and Thing and (eats some (Animal and Backbone and Herbivore and Mammal and Plant and Vertebrate and Thing)) SubClassOf Meat,  False.
Animal and Backbone and Herbivore and Mammal and Vertebrate and Thing and (eats some (Animal and Backbone and Herbivore and Mammal and Plant and Vertebrate and Thing)) SubClassOf Meat,  False.
Animal and Backbone and Herbivore and Mammal and Plant and Thing and (eats some (Animal and Backbone and Herbivore and Mammal and Plant and Vertebrate and Thing)) SubClassOf Meat,  False.
Animal and Backbone and Herbivore and Mammal and Plant and Vertebrate and Thing and (eats some (Backbone and Herbivore and Mammal and Plant and Vertebrate and Thing)) SubClassOf Meat,  False.
Animal and Backbone and Herbivore and Mammal and Plant and Vertebrate and Thing and (eats some (Animal and Herbivore and Mammal and Plant and Vertebrate and Thing)) SubClassOf Meat,  False.
Animal and Backbone and Herbivore and Mammal and Plant and Vertebrate and Thing and (eats some (Animal and Backbone and Mammal and Plant and Vertebrate and Thing)) SubClassOf Meat,  False.
Animal and Backbone and Herbivore and Mammal and Plant and Vertebrate and Thing and (eats some (Animal and Backbone and Herbivore and Plant and Vertebrate and Thing)) SubClassOf Meat,  False.
Animal and Backbone and Herbivore and Mammal and Plant and Vertebrate and Thing and (eats some (Animal and Backbone and Herbivore and Mammal and Vertebrate and Thing)) SubClassOf Meat,  False.
Animal and Backbone and Herbivore and Mammal and Plant and Vertebrate and Thing and (eats some (Animal and Backbone and Herbivore and Mammal and Plant and Thing)) SubClassOf Meat,  False.
Carnivore and Elephant SubClassOf Bird,  False.
Backbone and Mammal SubClassOf Reptile,  False.
lives_in some Fish SubClassOf Fish,  False.
Bird and Wing SubClassOf Water,  False.
Mammal SubClassOf eats some Water,  False.
Fish SubClassOf lives_in some Egg,  False.
Herbivore SubClassOf Elephant,  True\n
Herbivore SubClassOf Egg,  False.
Herbivore SubClassOf Water,  False.
Herbivore SubClassOf Reptile,  False.
Herbivore SubClassOf Cat,  False.
Herbivore SubClassOf Fish,  False.
Herbivore SubClassOf Leg,  False.
Herbivore SubClassOf Meat,  False.
Herbivore SubClassOf Carnivore,  False.
Herbivore SubClassOf Animal,  True.
Herbivore SubClassOf Animal and Elephant,  True,
Herbivore SubClassOf Plant,  False.
Herbivore SubClassOf Mammal,  True.
Herbivore SubClassOf Animal and Elephant and Mammal,  True,
Herbivore SubClassOf Bird,  False.
Herbivore SubClassOf Backbone,  False.
Herbivore SubClassOf Wing,  False.
Reptile and Water SubClassOf Leg,  False.
Backbone and Egg SubClassOf Wing,  False.
lives_in some Carnivore SubClassOf Water,  False.
Herbivore and Vertebrate SubClassOf Fish,  False.
Plant and Water SubClassOf Fish,  False.
Water SubClassOf lives_in some Fish,  False.
Cat SubClassOf eats some Water,  False.
Egg SubClassOf lives_in some Egg,  True.
Egg SubClassOf Animal and Bird,  True.
Egg SubClassOf Animal and Backbone and Bird,  True,
eats some Herbivore SubClassOf Wing,  False.
Meat and Water SubClassOf Leg,  False.
Cat and Mammal SubClassOf Wing,  False.
Elephant and Reptile SubClassOf Leg,  False.
Meat and Reptile SubClassOf Wing,  False.
Herbivore SubClassOf lays some Water,  False.
Egg and Wing SubClassOf Water,  False.
Cat and Egg SubClassOf Water,  False.
eats some Reptile SubClassOf Egg,  False.
Carnivore and Mammal SubClassOf Wing,  False.
Backbone and Plant SubClassOf Wing,  False.
Carnivore and Herbivore SubClassOf Water,  False.
Meat and Reptile SubClassOf Egg,  False.
Herbivore and Reptile SubClassOf Egg,  False.
Cat and Egg SubClassOf Wing,  False.
has_part some Reptile SubClassOf Leg,  False.
Elephant SubClassOf has_part some Plant,  False.
Animal and Elephant SubClassOf Wing,  False.
Leg and Meat SubClassOf Cat,  False.
eats some Animal SubClassOf Wing,  False.
Carnivore and Fish SubClassOf Cat,  False.
Cat and Plant SubClassOf Water,  False.
Elephant and Reptile SubClassOf Egg,  False.
Animal and Mammal SubClassOf Leg,  False.
eats some Animal SubClassOf Egg,  True.
Animal and Backbone and Carnivore and Elephant and Herbivore and Mammal and Meat and Plant and Vertebrate and Thing SubClassOf Animal and Backbone and Carnivore and Elephant and Herbivore and Mammal and Meat and Plant and Vertebrate and Thing and (eats some (Animal and Backbone and Carnivore and Elephant and Herbivore and Mammal and Meat and Plant and Vertebrate and Thing)),  False.
Animal and Backbone and Carnivore and Elephant and Herbivore and Mammal and Meat and Plant and Vertebrate and Thing SubClassOf Egg,  * Animal
Animal and Backbone and Carnivore and Elephant and Herbivore and Mammal and Meat and Plant and Vertebrate and Thing SubClassOf Water,  Here are
Animal and Backbone and Carnivore and Elephant and Herbivore and Mammal and Meat and Plant and Vertebrate and Thing SubClassOf Reptile,  * An
Animal and Backbone and Carnivore and Elephant and Herbivore and Mammal and Meat and Plant and Vertebrate and Thing SubClassOf Cat,  * Animal
Animal and Backbone and Carnivore and Elephant and Herbivore and Mammal and Meat and Plant and Vertebrate and Thing SubClassOf Fish,  * Animal
Animal and Backbone and Carnivore and Elephant and Herbivore and Mammal and Meat and Plant and Vertebrate and Thing SubClassOf Leg,  False\n
Animal and Backbone and Carnivore and Elephant and Herbivore and Mammal and Meat and Plant and Vertebrate and Thing SubClassOf Bird,  Animal:
Animal and Backbone and Carnivore and Elephant and Herbivore and Mammal and Meat and Plant and Vertebrate and Thing SubClassOf Wing,  Animal:
Animal and Backbone and Carnivore and Elephant and Herbivore and Mammal and Meat and Plant and Vertebrate and Thing and (eats some Animal) and (eats some (Backbone and Carnivore and Elephant and Herbivore and Mammal and Meat and Plant and Vertebrate and Thing)) SubClassOf Animal and Backbone and Carnivore and Elephant and Herbivore and Mammal and Meat and Plant and Vertebrate and Thing and (eats some (Animal and Backbone and Carnivore and Elephant and Herbivore and Mammal and Meat and Plant and Vertebrate and Thing)),  The following
Animal and Backbone and Carnivore and Elephant and Herbivore and Mammal and Meat and Plant and Vertebrate and Thing and (eats some Animal) and (eats some (Backbone and Carnivore and Elephant and Herbivore and Mammal and Meat and Plant and Vertebrate and Thing)) SubClassOf Egg,  False.
Animal and Backbone and Carnivore and Elephant and Herbivore and Mammal and Meat and Plant and Vertebrate and Thing and (eats some (Animal and Backbone and Carnivore and Elephant and Herbivore and Mammal and Meat and Plant and Vertebrate and Thing)) SubClassOf Animal and Backbone and Carnivore and Elephant and Herbivore and Mammal and Meat and Plant and Vertebrate and Thing and (eats some (Animal and Backbone and Carnivore and Elephant and Herbivore and Mammal and Meat and Plant and Vertebrate and Thing)),  True\n
Backbone and Carnivore and Elephant and Herbivore and Mammal and Meat and Plant and Vertebrate and Thing and (eats some (Animal and Backbone and Carnivore and Elephant and Herbivore and Mammal and Meat and Plant and Vertebrate and Thing)) SubClassOf Egg,  Here are
Animal and Carnivore and Elephant and Herbivore and Mammal and Meat and Plant and Vertebrate and Thing and (eats some (Animal and Backbone and Carnivore and Elephant and Herbivore and Mammal and Meat and Plant and Vertebrate and Thing)) SubClassOf Egg,  Here'
Animal and Backbone and Elephant and Herbivore and Mammal and Meat and Plant and Vertebrate and Thing and (eats some (Animal and Backbone and Carnivore and Elephant and Herbivore and Mammal and Meat and Plant and Vertebrate and Thing)) SubClassOf Egg,  False.
Animal and Backbone and Carnivore and Herbivore and Mammal and Meat and Plant and Vertebrate and Thing and (eats some (Animal and Backbone and Carnivore and Elephant and Herbivore and Mammal and Meat and Plant and Vertebrate and Thing)) SubClassOf Egg,  False.
Animal and Backbone and Carnivore and Elephant and Mammal and Meat and Plant and Vertebrate and Thing and (eats some (Animal and Backbone and Carnivore and Elephant and Herbivore and Mammal and Meat and Plant and Vertebrate and Thing)) SubClassOf Egg,  False.
Animal and Backbone and Carnivore and Elephant and Herbivore and Meat and Plant and Vertebrate and Thing and (eats some (Animal and Backbone and Carnivore and Elephant and Herbivore and Mammal and Meat and Plant and Vertebrate and Thing)) SubClassOf Egg,  False.
Animal and Backbone and Carnivore and Elephant and Herbivore and Mammal and Plant and Vertebrate and Thing and (eats some (Animal and Backbone and Carnivore and Elephant and Herbivore and Mammal and Meat and Plant and Vertebrate and Thing)) SubClassOf Egg,  False.
Animal and Backbone and Carnivore and Elephant and Herbivore and Mammal and Meat and Vertebrate and Thing and (eats some (Animal and Backbone and Carnivore and Elephant and Herbivore and Mammal and Meat and Plant and Vertebrate and Thing)) SubClassOf Egg,  False.
Animal and Backbone and Carnivore and Elephant and Herbivore and Mammal and Meat and Plant and Thing and (eats some (Animal and Backbone and Carnivore and Elephant and Herbivore and Mammal and Meat and Plant and Vertebrate and Thing)) SubClassOf Egg,  False.
Animal and Backbone and Carnivore and Elephant and Herbivore and Mammal and Meat and Plant and Vertebrate and Thing and (eats some (Backbone and Carnivore and Elephant and Herbivore and Mammal and Meat and Plant and Vertebrate and Thing)) SubClassOf Egg,  False\n
Animal and Backbone and Carnivore and Elephant and Herbivore and Mammal and Meat and Plant and Vertebrate and Thing and (eats some (Animal and Carnivore and Elephant and Herbivore and Mammal and Meat and Plant and Vertebrate and Thing)) SubClassOf Egg,  False\n
Animal and Backbone and Carnivore and Elephant and Herbivore and Mammal and Meat and Plant and Vertebrate and Thing and (eats some (Animal and Backbone and Elephant and Herbivore and Mammal and Meat and Plant and Vertebrate and Thing)) SubClassOf Egg,  False.
Animal and Backbone and Carnivore and Elephant and Herbivore and Mammal and Meat and Plant and Vertebrate and Thing and (eats some (Animal and Backbone and Carnivore and Herbivore and Mammal and Meat and Plant and Vertebrate and Thing)) SubClassOf Egg,  False\n
Animal and Backbone and Carnivore and Elephant and Herbivore and Mammal and Meat and Plant and Vertebrate and Thing and (eats some (Animal and Backbone and Carnivore and Elephant and Mammal and Meat and Plant and Vertebrate and Thing)) SubClassOf Egg,  False.
Animal and Backbone and Carnivore and Elephant and Herbivore and Mammal and Meat and Plant and Vertebrate and Thing and (eats some (Animal and Backbone and Carnivore and Elephant and Herbivore and Meat and Plant and Vertebrate and Thing)) SubClassOf Egg,  False.
Animal and Backbone and Carnivore and Elephant and Herbivore and Mammal and Meat and Plant and Vertebrate and Thing and (eats some (Animal and Backbone and Carnivore and Elephant and Herbivore and Mammal and Plant and Vertebrate and Thing)) SubClassOf Egg,  False.
Animal and Backbone and Carnivore and Elephant and Herbivore and Mammal and Meat and Plant and Vertebrate and Thing and (eats some (Animal and Backbone and Carnivore and Elephant and Herbivore and Mammal and Meat and Vertebrate and Thing)) SubClassOf Egg,  False.
Animal and Backbone and Carnivore and Elephant and Herbivore and Mammal and Meat and Plant and Vertebrate and Thing and (eats some (Animal and Backbone and Carnivore and Elephant and Herbivore and Mammal and Meat and Plant and Thing)) SubClassOf Egg,  False.
Plant and Wing SubClassOf Cat,  False.
Egg and Fish SubClassOf Wing,  False.
has_part some Plant SubClassOf Cat,  False.
Bird SubClassOf lives_in some Herbivore,  False.
Egg and Reptile SubClassOf Cat,  False.
Bird SubClassOf eats some Cat,  False.
Animal SubClassOf lives_in some Cat,  False.
Backbone and Carnivore SubClassOf Wing,  False.
Fish SubClassOf lives_in some Cat,  False\n
Backbone and Cat SubClassOf Wing,  False.
has_part some Herbivore SubClassOf Fish,  False.
Elephant SubClassOf lays some Plant,  False.
eats some Elephant SubClassOf Cat,  False.
Carnivore SubClassOf lives_in some Egg,  False.
lives_in some Water SubClassOf Leg,  False.
Wing SubClassOf lives_in some Plant,  False.
Water SubClassOf lives_in some Carnivore,  False.
Cat SubClassOf lives_in some Wing,  False.
Carnivore and Meat SubClassOf Cat,  True.
Carnivore and Meat SubClassOf Water,  False.
