HomocysteineLevel and ModerateMontgomeryAsbergDepressionRating SubClassOf GenotypeMeasure,  False.
Can AsthmaFrequency be considered a subcategory of 'MetabolicMeasure'?,  False.
Can AsthmaFrequency be considered a subcategory of 'TaxonomicMeasure'?,  False.
Can AsthmaFrequency be considered a subcategory of 'LowRemission'?,  False.
Can AsthmaFrequency be considered a subcategory of 'DrugClearance'?,  False.
Can AsthmaFrequency be considered a subcategory of 'ASAAConcentrationDifference'?,  False.
Can AsthmaFrequency be considered a subcategory of 'MontgomeryAsbergDepressionRatingDifference'?,  False.
Can AsthmaFrequency be considered a subcategory of 'ASAAConcentrationDecrease'?,  False.
Can AsthmaFrequency be considered a subcategory of 'ModerateMontgomeryAsbergDepressionRating'?,  False.
Can AsthmaFrequency be considered a subcategory of 'BodyMassIndexMeasure'?,  False.
Can AsthmaFrequency be considered a subcategory of 'IncreasedGeneExpression'?,  False.
Can AsthmaFrequency be considered a subcategory of 'PathogenCount'?,  False.
Can AsthmaFrequency be considered a subcategory of 'SimilarDiseaseSusceptibilityOdds'?,  False.
Can AsthmaFrequency be considered a subcategory of 'SatietyDifference'?,  False.
Can AsthmaFrequency be considered a subcategory of 'DiseaseFrequency'?,  True.
Can AsthmaFrequency be considered a subcategory of 'DiseaseFrequency that is also HigherDiseaseSusceptibiltyOdds'?,  True.
Can AsthmaFrequency be considered a subcategory of 'MontgomeryAsbergDepressionMeasure'?,  False.
Can AsthmaFrequency be considered a subcategory of 'CognitiveMeasure'?,  False.
Can AsthmaFrequency be considered a subcategory of 'ModerateReductionInMontgomeryAsbergDepressionRating'?,  False.
Can AsthmaFrequency be considered a subcategory of 'HighMontgomeryAsbergDepressionRating'?,  False.
Can AsthmaFrequency be considered a subcategory of 'WeightLoss'?,  False.
Can AsthmaFrequency be considered a subcategory of 'Gender'?,  False.
Can AsthmaFrequency be considered a subcategory of 'HamiltonAnxietyScore'?,  False.
Can AsthmaFrequency be considered a subcategory of 'SatietyDecrease'?,  False.
Can AsthmaFrequency be considered a subcategory of 'Weigth'?,  False.
Can AsthmaFrequency be considered a subcategory of 'Race'?,  False.
Can AsthmaFrequency be considered a subcategory of 'WeigthGain'?,  False.
Can AsthmaFrequency be considered a subcategory of 'DecreasedGeneExpression'?,  False.
Can AsthmaFrequency be considered a subcategory of 'PharmacodynamicMeasure'?,  False.
Can AsthmaFrequency be considered a subcategory of 'ModerateRemission'?,  False.
Can AsthmaFrequency be considered a subcategory of 'TissueMeasure'?,  False.
Can AsthmaFrequency be considered a subcategory of 'MontgomeryAsbergDepressionRating'?,  False.
Can AsthmaFrequency be considered a subcategory of 'HighReductionInChildDepressionScore'?,  False.
Can AsthmaFrequency be considered a subcategory of 'ZeroRemission'?,  False.
Can AsthmaFrequency be considered a subcategory of 'DoseFrequency'?,  False.
Can AsthmaFrequency be considered a subcategory of 'HamiltonAnxietyScoreDifference'?,  False.
Can AsthmaFrequency be considered a subcategory of 'DrugEfficacy'?,  False.
Can AsthmaFrequency be considered a subcategory of 'WeightMeasure'?,  False.
Can AsthmaFrequency be considered a subcategory of 'CoagulationProfile'?,  False.
Can AsthmaFrequency be considered a subcategory of 'LowReductionInHamiltonDepressionScore'?,  False.
Can AsthmaFrequency be considered a subcategory of 'BloodPressure'?,  False.
Can AsthmaFrequency be considered a subcategory of 'PulmonaryFunctionMeasure'?,  True.
Can AsthmaFrequency be considered a subcategory of 'DiseaseFrequency that is also HigherDiseaseSusceptibiltyOdds that is also PulmonaryFunctionMeasure'?,  False.
Can AsthmaFrequency be considered a subcategory of 'SatietyIncrease'?,  False.
Can AsthmaFrequency be considered a subcategory of 'DiseaseSusceptibilityOdds'?,  True.
Can AsthmaFrequency be considered a subcategory of 'DiseaseFrequency that is also DiseaseSusceptibilityOdds that is also HigherDiseaseSusceptibiltyOdds'?,  True.
Can AsthmaFrequency be considered a subcategory of 'LowHamiltonDepressionScore'?,  False.
Can AsthmaFrequency be considered a subcategory of 'BoneMineralDensity'?,  False.
Can AsthmaFrequency be considered a subcategory of 'NormalGeneExpression'?,  False.
Can AsthmaFrequency be considered a subcategory of 'ReninAngiotensinSystemMeasure'?,  False.
Can AsthmaFrequency be considered a subcategory of 'BloodSerumProteinCount'?,  False.
Can AsthmaFrequency be considered a subcategory of 'AnxietyMeasure'?,  False.
Can AsthmaFrequency be considered a subcategory of 'HamiltonDepressionScore'?,  False.
Can AsthmaFrequency be considered a subcategory of 'SideEffectRate'?,  False.
Can AsthmaFrequency be considered a subcategory of 'DepressionMeasure'?,  False.
Can AsthmaFrequency be considered a subcategory of 'GeneExpression'?,  False.
Can AsthmaFrequency be considered a subcategory of 'Dose'?,  False.
Can AsthmaFrequency be considered a subcategory of 'SatietyMeasure'?,  False.
Can AsthmaFrequency be considered a subcategory of 'LowerDiseaseSusceptibilityOdds'?,  True.
Can AsthmaFrequency be considered a subcategory of 'DiseaseFrequency that is also DiseaseSusceptibilityOdds that is also HigherDiseaseSusceptibiltyOdds that is also LowerDiseaseSusceptibilityOdds'?,  False.
Can AsthmaFrequency be considered a subcategory of 'SideEffectFrequency'?,  True.
Can AsthmaFrequency be considered a subcategory of 'DiseaseFrequency that is also DiseaseSusceptibilityOdds that is also HigherDiseaseSusceptibiltyOdds that is also SideEffectFrequency'?,  False.
Can AsthmaFrequency be considered a subcategory of 'MyocardialInfarctionFrequency'?,  False.
Can AsthmaFrequency be considered a subcategory of 'ZeroDrugEfficacy'?,  False.
Can AsthmaFrequency be considered a subcategory of 'Satiety'?,  False.
Can AsthmaFrequency be considered a subcategory of 'ClinicalOutcomeMeasure'?,  True.
Can AsthmaFrequency be considered a subcategory of 'ClinicalOutcomeMeasure that is also DiseaseFrequency that is also DiseaseSusceptibilityOdds that is also HigherDiseaseSusceptibiltyOdds'?,  Here is
Can AsthmaFrequency be considered a subcategory of 'LipidProfile'?,  False.
Can AsthmaFrequency be considered a subcategory of 'BodyMassIndexDecrease'?,  False.
Can AsthmaFrequency be considered a subcategory of 'HighDrugEfficacy'?,  False.
Can AsthmaFrequency be considered a subcategory of 'BodyMassIndexIncrease'?,  False.
Can AsthmaFrequency be considered a subcategory of '_24HourBloodPressure'?,  False.
Can AsthmaFrequency be considered a subcategory of 'HighReductionInHamiltonDepressionScore'?,  False.
Can AsthmaFrequency be considered a subcategory of 'BodyMassIndex'?,  False.
Can AsthmaFrequency be considered a subcategory of 'DrugEfficacyMeasure'?,  False.
Can AsthmaFrequency be considered a subcategory of 'BiophysicalMeasure'?,  False.
Can AsthmaFrequency be considered a subcategory of 'ChildDepressionScoreDifference'?,  False.
Can AsthmaFrequency be considered a subcategory of 'LowReductionInHamiltonAnxietyScore'?,  False.
Can AsthmaFrequency be considered a subcategory of 'ChildDepressionMeasure'?,  False.
Can AsthmaFrequency be considered a subcategory of 'HamiltonDepressionScoreDifference'?,  False.
Can AsthmaFrequency be considered a subcategory of 'HighRemissionOddsRatio'?,  False.
Can AsthmaFrequency be considered a subcategory of 'LowDrugEfficacy'?,  False.
Can AsthmaFrequency be considered a subcategory of 'ErythromycinClearanceMeasure'?,  False.
Can AsthmaFrequency be considered a subcategory of 'LowReductionInMontgomeryAsbergDepressionRating'?,  False.
Can AsthmaFrequency be considered a subcategory of 'ModerateReductionInChildDepressionScore'?,  False.
Can AsthmaFrequency be considered a subcategory of 'ASAAConcentration'?,  False.
Can AsthmaFrequency be considered a subcategory of 'ModerateReductionInHamiltonDepressionScore'?,  False.
Can AsthmaFrequency be considered a subcategory of 'SimilarRemissionOddsRatio'?,  False.
Can AsthmaFrequency be considered a subcategory of 'EventFreeSurvivalTime'?,  False.
Can AsthmaFrequency be considered a subcategory of 'LowRemissionOddsRatio'?,  False.
Can AsthmaFrequency be considered a subcategory of 'HomocysteineLevel'?,  False.
Can AsthmaFrequency be considered a subcategory of 'SideEffectMeasure'?,  True.
Can AsthmaFrequency be considered a subcategory of 'DiseaseFrequency that is also DiseaseSusceptibilityOdds that is also HigherDiseaseSusceptibiltyOdds that is also SideEffectMeasure'?,  False.
Can AsthmaFrequency be considered a subcategory of 'RemissionOddsRatio'?,  False.
Can AsthmaFrequency be considered a subcategory of 'DiseaseFrequency that is also DiseaseSusceptibilityOdds that is also ERVisitFrequency that is also HigherDiseaseSusceptibiltyOdds'?,  False.
Can AsthmaFrequency be considered a subcategory of 'ASAAMeasure that is also DiseaseFrequency that is also DiseaseSusceptibilityOdds that is also HigherDiseaseSusceptibiltyOdds'?,  False.
Can AsthmaFrequency be considered a subcategory of 'DiseaseFrequency that is also DiseaseSusceptibilityOdds that is also HigherDiseaseSusceptibiltyOdds that is also PulmonaryFunctionMeasure'?,  The statement
Can ASAAConcentrationIncrease that is also PulmonaryFunctionMeasure be considered a subcategory of 'MyocardialInfarctionFrequency'?,  False.
Can HighRemissionOddsRatio that is also SimilarDiseaseSusceptibilityOdds be considered a subcategory of 'WeigthDifference'?,  False.
Can MontgomeryAsbergDepressionMeasure that is also RemissionMeasure be considered a subcategory of 'BodyMassIndexIncrease'?,  False.
Can EventFreeSurvivalTime that is also MetabolicMeasure be considered a subcategory of 'BodyMassIndexDifference'?,  False.
Can ChildDepressionScore that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'HighReductionInHamiltonDepressionScore'?,  False.
Can BloodSerumProteinCount that is also LowRemissionOddsRatio be considered a subcategory of 'NormalGeneExpression'?,  False.
Can HamiltonAnxietyScore that is also WeigthDifference be considered a subcategory of 'Weigth'?,  False.
Can ModerateReductionInMontgomeryAsbergDepressionRating that is also WeightLoss be considered a subcategory of 'ForcedExperiatoryVolume'?,  False.
Can HamiltonDepressionMeasure that is also MolecularMeasure be considered a subcategory of 'BodyMassIndexDecrease'?,  False.
Can GeneExpressionDifference that is also HighDrugEfficacy be considered a subcategory of 'LipidProfile'?,  False.
Can HomocysteineLevel that is also LowReductionInMontgomeryAsbergDepressionRating be considered a subcategory of 'ZeroRemission'?,  False.
Can BloodPressure that is also WeightLoss be considered a subcategory of 'ASAAConcentration'?,  False.
Can AirwayResponsivenessUsingMethacholine that is also BloodSerumProteinCount be considered a subcategory of 'HighReductionInMontgomeryAsbergDepressionRating'?,  False.
Can Dose that is also ForcedVitalCapacity be considered a subcategory of 'HamiltonDepressionScoreDifference'?,  False.
Can HigherDiseaseSusceptibiltyOdds that is also WeightMeasure be considered a subcategory of 'SimilarRemissionOddsRatio'?,  False.
Can ExerciseResponse that is also LowReductionInMontgomeryAsbergDepressionRating be considered a subcategory of 'ChildDepressionScore'?,  False.
Can BodyMassIndexIncrease that is also MolecularMeasure be considered a subcategory of 'BloodSerumProteinCount'?,  False.
Can AsthmaFrequency that is also WeightLoss be considered a subcategory of 'LowRemission'?,  False.
Can DepressionMeasure that is also HighReductionInHamiltonDepressionScore be considered a subcategory of 'Dose'?,  False.
Can LowRemission that is also ModerateReductionInHamiltonDepressionScore be considered a subcategory of 'HamiltonDepressionScoreDifference'?,  False.
Can ModerateReductionInMontgomeryAsbergDepressionRating that is also QualityOfLife be considered a subcategory of 'SimilarRemissionOddsRatio'?,  False.
Can ChildDepressionScoreDifference that is also ReninAngiotensinSystemMeasure be considered a subcategory of 'BodyMassIndexDecrease'?,  False.
Can DecreasedGeneExpression that is also ErythromycinClearanceMeasure be considered a subcategory of 'LowRemission'?,  False.
Can CellCount that is also HomocysteineLevel be considered a subcategory of 'MontgomeryAsbergDepressionRatingDifference'?,  False.
Can BoneMineralDensity that is also RemissionFrequency be considered a subcategory of 'ASAAConcentration'?,  False.
Can ASAAConcentrationDifference that is also RemissionOddsRatio be considered a subcategory of 'HighReductionInMontgomeryAsbergDepressionRating'?,  False.
Can Dose that is also LipidProfile be considered a subcategory of 'HamiltonDepressionMeasure'?,  False.
Can BodyMassIndexMeasure that is also CognitiveMeasure be considered a subcategory of 'BloodSerumProteinCount'?,  False.
Can DecreasedGeneExpression that is also RemissionMeasure be considered a subcategory of 'LowRemissionOddsRatio'?,  False.
Can MontgomeryAsbergDepressionRating that is also PopulationVariation be considered a subcategory of 'ChildDepressionMeasure'?,  False.
Can DailyBloodPressure that is also MontgomeryAsbergDepressionMeasure be considered a subcategory of 'HighMontgomeryAsbergDepressionRating'?,  False.
Can SimilarDiseaseSusceptibilityOdds that is also ZeroDrugEfficacy be considered a subcategory of 'WeightMeasure'?,  False.
Can LowHamiltonDepressionScore that is also MontgomeryAsbergDepressionRatingDifference be considered a subcategory of 'HomocysteineLevel'?,  False.
Can ChildDepressionScoreDifference that is also DrugEfficacyMeasure be considered a subcategory of 'BodyMassIndexMeasure'?,  False.
Can PulmonaryFunctionMeasure that is also Weigth be considered a subcategory of 'CognitiveMeasure'?,  False.
Can HighRemission that is also SatietyDecrease be considered a subcategory of 'LowReductionInHamiltonDepressionScore'?,  False.
Can ChildDepressionMeasure that is also QualityOfLife be considered a subcategory of 'Weigth'?,  False.
Can BoneMineralDensity that is also LowRemission be considered a subcategory of 'ModerateReductionInMontgomeryAsbergDepressionRating'?,  False.
Can ExerciseResponse that is also LowReductionInMontgomeryAsbergDepressionRating be considered a subcategory of 'LowDrugEfficacy'?,  False.
Can ChildDepressionScore that is also GenotypeMeasure be considered a subcategory of 'ASAAConcentrationDifference'?,  False.
Can CellCount that is also HighReductionInHamiltonDepressionScore be considered a subcategory of 'LipidProfile'?,  False.
Can HighRemission that is also WeigthGain be considered a subcategory of 'DailyBloodPressure'?,  False.
Can ChildDepressionMeasure that is also GeneExpression be considered a subcategory of 'NormalGeneExpression'?,  False.
Can Satiety that is also SimilarRemissionOddsRatio be considered a subcategory of 'BiologicalMeasure'?,  False.
Can DailyBloodPressure that is also ModerateReductionInHamiltonDepressionScore be considered a subcategory of 'LowDrugEfficacy'?,  False.
Can AirwayResponsivenessUsingMethacholine that is also CoagulationProfile be considered a subcategory of 'ASAAConcentrationDifference'?,  False.
Can ClinicalOutcomeMeasure that is also ModerateHamiltonDepressionScore be considered a subcategory of 'HomocysteineLevel'?,  False.
Can GeneExpressionMeasure that is also MyocardialInfarctionFrequency be considered a subcategory of 'LowHamiltonDepressionScore'?,  False.
Can LowReductionInHamiltonDepressionScore that is also PopulationVariation be considered a subcategory of 'ForcedExperiatoryVolume'?,  False.
Can AsthmaFrequency that is also BiologicalMeasure be considered a subcategory of 'ModerateReductionInMontgomeryAsbergDepressionRating'?,  False.
Can HamiltonDepressionMeasure that is also HighReductionInChildDepressionScore be considered a subcategory of 'HighRemission'?,  False.
Can BodyMassIndexMeasure that is also NormalGeneExpression be considered a subcategory of 'LipidProfile'?,  False.
Can DrugEfficacyMeasure that is also SimilarRemissionOddsRatio be considered a subcategory of 'DailyBloodPressure'?,  False.
Can BodyMassIndexDifference that is also Race be considered a subcategory of 'SatietyIncrease'?,  False.
Can SatietyMeasure that is also SimilarRemissionOddsRatio be considered a subcategory of 'HighReductionInMontgomeryAsbergDepressionRating'?,  False.
Can Gender that is also PlasmaDrugConcentration be considered a subcategory of 'HamiltonDepressionScoreDifference'?,  False.
Can LowRemission that is also ModerateMontgomeryAsbergDepressionRating be considered a subcategory of 'SimilarRemissionOddsRatio'?,  False.
Can BodyMassIndexMeasure that is also DiseaseSusceptibilityOdds be considered a subcategory of 'CoagulationProfile'?,  False.
Can HamiltonDepressionScore that is also LipidProfile be considered a subcategory of 'BodyMassIndexIncrease'?,  False.
Can ExerciseResponse that is also NeoplasmFrequency be considered a subcategory of 'AsthmaFrequency'?,  False.
Can BodyMassIndexDifference that is also CellCount be considered a subcategory of 'SatietyFrequency'?,  False.
Can HamiltonAnxietyScoreDifference that is also SideEffectMeasure be considered a subcategory of 'DepressionMeasure'?,  False.
Can ASAAConcentrationIncrease that is also DecreasedGeneExpression be considered a subcategory of 'HighReductionInHamiltonDepressionScore'?,  False.
Can HighReductionInMontgomeryAsbergDepressionRating that is also IncreasedGeneExpression be considered a subcategory of 'BoneMineralDensity'?,  False.
Can DiseaseFrequency that is also SimilarDiseaseSusceptibilityOdds be considered a subcategory of 'MyocardialInfarctionFrequency'?,  False.
Can BodyMassIndexDifference that is also ERVisitFrequency be considered a subcategory of 'HighMontgomeryAsbergDepressionRating'?,  False.
Can HomocysteineLevel that is also MontgomeryAsbergDepressionMeasure be considered a subcategory of 'WeightMeasure'?,  False.
Can DiseaseFrequency that is also GeneExpressionMeasure be considered a subcategory of 'AirwayResponsivenessUsingMethacholine'?,  False.
Can ModerateMontgomeryAsbergDepressionRating that is also ModerateReductionInHamiltonDepressionScore be considered a subcategory of 'GeneExpression'?,  False.
Can DiseaseFrequency that is also SatietyIncrease be considered a subcategory of 'HighReductionInChildDepressionScore'?,  False.
Can HighDrugEfficacy that is also ZeroDrugEfficacy be considered a subcategory of 'LowReductionInHamiltonDepressionScore'?,  False.
Can BiologicalMeasure that is also DoseFrequency be considered a subcategory of 'ChildDepressionMeasure'?,  False.
Can ASAAConcentrationIncrease that is also HighReductionInMontgomeryAsbergDepressionRating be considered a subcategory of 'LowReductionInChildDepressionScore'?,  False.
Can GeneExpressionDifference that is also HighDrugEfficacy be considered a subcategory of 'Race'?,  False.
Can BiophysicalMeasure that is also HamiltonAnxietyScoreDifference be considered a subcategory of 'SatietyFrequency'?,  False.
Can HighMontgomeryAsbergDepressionRating that is also ZeroRemission be considered a subcategory of 'ElectrocardiogramQTInterval'?,  False.
Can CoagulationProfile that is also NeoplasmFrequency be considered a subcategory of 'ReninAngiotensinSystemMeasure'?,  False.
Can BodyMassIndexDifference that is also NormalGeneExpression be considered a subcategory of 'MontgomeryAsbergDepressionRating'?,  False.
Can MyocardialInfarctionFrequency that is also RemissionOddsRatio be considered a subcategory of 'ModerateReductionInHamiltonDepressionScore'?,  False.
Can DecreasedGeneExpression that is also ZeroRemission be considered a subcategory of 'CoagulationProfile'?,  False.
Can HighReductionInMontgomeryAsbergDepressionRating that is also TissueMeasure be considered a subcategory of 'HighHamiltonDepressionScore'?,  False.
Can BodyMassIndexMeasure that is also GeneExpressionDifference be considered a subcategory of 'AirwayResponsivenessUsingMethacholine'?,  False.
Can BodyMassIndexMeasure that is also Race be considered a subcategory of 'DepressionMeasure'?,  False.
Can LipidProfile that is also PulmonaryFunctionMeasure be considered a subcategory of 'SatietyMeasure'?,  False.
Can GeneExpressionMeasure that is also LowReductionInHamiltonAnxietyScore be considered a subcategory of 'Gender'?,  False.
Can Gender that is also NeoplasmFrequency be considered a subcategory of 'HighRemissionOddsRatio'?,  False.
Can GeneExpressionMeasure that is also HamiltonAnxietyScoreDifference be considered a subcategory of 'ASAAConcentrationDecrease'?,  False.
Can ASAAConcentrationIncrease that is also HighReductionInChildDepressionScore be considered a subcategory of 'WeightMeasure'?,  False.
Can Gender that is also RemissionMeasure be considered a subcategory of 'ExerciseResponse'?,  False.
Can ASAAConcentrationDifference that is also EventFreeSurvivalTime be considered a subcategory of 'HighRemission'?,  False.
Can TaxonomicMeasure that is also TissueMeasure be considered a subcategory of 'LowMontgomeryAsbergDepressionRating'?,  False.
Can MontgomeryAsbergDepressionRating that is also PlasmaDrugConcentration be considered a subcategory of 'ZeroRemission'?,  False.
Can BiologicalMeasure that is also SideEffectMeasure be considered a subcategory of 'ASAAConcentration'?,  False.
Can IncreasedGeneExpression that is also MetabolicMeasure be considered a subcategory of 'BloodPressure'?,  False.
Can LowDrugEfficacy that is also ReninAngiotensinSystemMeasure be considered a subcategory of 'LowReductionInHamiltonAnxietyScore'?,  False.
Can DiseaseFrequency that is also RemissionOddsRatio be considered a subcategory of 'BloodSerumProteinCount'?,  False.
Can BodyMassIndexMeasure that is also GenotypeMeasure be considered a subcategory of 'ErythromycinClearanceMeasure'?,  False.
Can LowReductionInHamiltonDepressionScore that is also Satiety be considered a subcategory of 'SatietyDifference'?,  False.
Can CellCount that is also ERVisitFrequency be considered a subcategory of 'GeneExpressionMeasure'?,  False.
Can AirwayResponsivenessUsingMethacholine that is also HighReductionInMontgomeryAsbergDepressionRating be considered a subcategory of 'LowRemission'?,  False.
Can MontgomeryAsbergDepressionRatingDifference that is also SatietyDifference be considered a subcategory of 'ASAAConcentration'?,  False.
Can RemissionOddsRatio that is also SatietyFrequency be considered a subcategory of 'BloodPressure'?,  False.
Can BodyMassIndexDecrease that is also PharmacokineticMeasure be considered a subcategory of 'SatietyDifference'?,  False.
Can HamiltonDepressionScoreDifference that is also PopulationVariation be considered a subcategory of 'LowReductionInHamiltonAnxietyScore'?,  False.
Can EventFreeSurvivalTime that is also SatietyIncrease be considered a subcategory of 'BloodSerumProteinCount'?,  False.
Can ForcedExperiatoryVolume that is also SatietyFrequency be considered a subcategory of 'ElectrocardiogramQTInterval'?,  False.
Can ElectrocardiogramQTInterval that is also HighDrugEfficacy be considered a subcategory of 'RemissionFrequency'?,  False.
Can BiologicalMeasure that is also WeightLoss be considered a subcategory of 'PharmacodynamicMeasure'?,  False.
Can SatietyDifference that is also SatietyFrequency be considered a subcategory of 'ErythromycinClearanceMeasure'?,  False.
Can LowReductionInHamiltonDepressionScore that is also SatietyMeasure be considered a subcategory of 'ModerateReductionInHamiltonDepressionScore'?,  False.
Can BloodSerumProteinCount that is also CognitiveMeasure be considered a subcategory of 'CoagulationProfile'?,  False.
Can LowDrugEfficacy that is also LowReductionInHamiltonAnxietyScore be considered a subcategory of 'Race'?,  False.
Can PharmacodynamicMeasure that is also Race be considered a subcategory of 'SatietyFrequency'?,  False.
Can BiologicalMeasure that is also ClinicalOutcomeMeasure be considered a subcategory of 'HomocysteineLevel'?,  False.
Can HighReductionInMontgomeryAsbergDepressionRating that is also ModerateReductionInChildDepressionScore be considered a subcategory of 'BodyMassIndexMeasure'?,  False.
Can BodyMassIndexDifference that is also ModerateReductionInHamiltonAnxietyScore be considered a subcategory of 'CognitiveMeasure'?,  False.
Can BodyMassIndexDifference that is also HomocysteineLevel be considered a subcategory of 'HighReductionInChildDepressionScore'?,  False.
Can ASAAConcentrationIncrease that is also LowMontgomeryAsbergDepressionRating be considered a subcategory of 'PulmonaryFunctionMeasure'?,  False.
Can GeneExpressionMeasure that is also SideEffectFrequency be considered a subcategory of 'HigherDiseaseSusceptibiltyOdds'?,  False.
Can BodyMassIndex that is also DiseaseFrequency be considered a subcategory of 'ChildDepressionScoreDifference'?,  False.
Can PathogenCount that is also ZeroDrugEfficacy be considered a subcategory of 'ASAAConcentrationDifference'?,  False.
Can HomocysteineLevel that is also LowerDiseaseSusceptibilityOdds be considered a subcategory of 'LipidProfile'?,  False.
Can BiologicalMeasure that is also Satiety be considered a subcategory of 'ZeroRemission'?,  False.
Can HamiltonAnxietyScore that is also ModerateReductionInHamiltonDepressionScore be considered a subcategory of 'NormalGeneExpression'?,  False.
Can HamiltonDepressionMeasure that is also ZeroDrugEfficacy be considered a subcategory of 'WeightLoss'?,  False.
Can ASAAMeasure that is also ClinicalOutcomeMeasure be considered a subcategory of 'SimilarRemissionOddsRatio'?,  False.
Can DrugClearance that is also PharmacokineticMeasure be considered a subcategory of 'HighRemission'?,  False.
Can ModerateReductionInHamiltonAnxietyScore that is also Weigth be considered a subcategory of 'NormalGeneExpression'?,  False.
Can ModerateHamiltonDepressionScore that is also SideEffectRate be considered a subcategory of 'DiseaseSusceptibilityOdds'?,  False.
Can DepressionMeasure that is also LowReductionInHamiltonAnxietyScore be considered a subcategory of 'PulmonaryFunctionMeasure'?,  False.
Can DrugEfficacy that is also LowReductionInChildDepressionScore be considered a subcategory of 'ModerateReductionInMontgomeryAsbergDepressionRating'?,  False.
Can Dose that is also PathogenCount be considered a subcategory of 'BiophysicalMeasure'?,  False.
Can DrugEfficacy that is also GeneExpression be considered a subcategory of 'LipidProfile'?,  False.
Can LowerDiseaseSusceptibilityOdds that is also ModerateReductionInChildDepressionScore be considered a subcategory of 'ZeroRemission'?,  False.
Can LowReductionInChildDepressionScore that is also WeigthDifference be considered a subcategory of 'ASAAConcentration'?,  False.
Can MolecularMeasure that is also Weigth be considered a subcategory of 'BloodPressure'?,  False.
Can BoneMineralDensity that is also ElectrocardiogramQTInterval be considered a subcategory of 'WeightLoss'?,  False.
Can MyocardialInfarctionFrequency that is also SideEffectFrequency be considered a subcategory of 'SimilarRemissionOddsRatio'?,  False.
Can GeneExpressionDifference that is also LowerDiseaseSusceptibilityOdds be considered a subcategory of 'ChildDepressionScore'?,  False.
Can ExerciseResponse that is also HomocysteineLevel be considered a subcategory of 'BloodSerumProteinCount'?,  False.
Can Satiety that is also WeigthGain be considered a subcategory of 'Dose'?,  False.
Can ASAAConcentration that is also AnxietyMeasure be considered a subcategory of 'SatietyMeasure'?,  False.
Can HighRemissionOddsRatio that is also ModerateReductionInMontgomeryAsbergDepressionRating be considered a subcategory of 'ReninAngiotensinSystemMeasure'?,  False.
Can GenotypeMeasure that is also HamiltonDepressionScoreDifference be considered a subcategory of 'MontgomeryAsbergDepressionRating'?,  False.
Can MontgomeryAsbergDepressionRating that is also RemissionFrequency be considered a subcategory of 'ASAAConcentrationDecrease'?,  False.
Can DepressionMeasure that is also ZeroRemission be considered a subcategory of 'WeightMeasure'?,  False.
Can HighHamiltonDepressionScore that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'HighDrugEfficacy'?,  False.
Can BiophysicalMeasure that is also LowReductionInHamiltonAnxietyScore be considered a subcategory of 'BodyMassIndexDifference'?,  False.
Can ModerateHamiltonDepressionScore that is also Race be considered a subcategory of 'CognitiveMeasure'?,  False.
Can AnxietyMeasure that is also DrugEfficacy be considered a subcategory of '_24HourBloodPressure'?,  False.
Can CognitiveMeasure that is also NeoplasmFrequency be considered a subcategory of 'Gender'?,  False.
Can ForcedExperiatoryVolume that is also NormalGeneExpression be considered a subcategory of 'HighRemissionOddsRatio'?,  False.
Can Dose that is also GeneExpressionMeasure be considered a subcategory of 'ChildDepressionScoreDifference'?,  False.
Can PharmacokineticMeasure that is also RemissionFrequency be considered a subcategory of 'ASAAConcentrationDifference'?,  False.
Can AnxietyMeasure that is also TissueMeasure be considered a subcategory of 'HomocysteineLevel'?,  False.
Can HighRemissionOddsRatio that is also SideEffectRate be considered a subcategory of 'Gender'?,  False.
Can ModerateRemission that is also MontgomeryAsbergDepressionMeasure be considered a subcategory of 'LowReductionInChildDepressionScore'?,  False.
Can LowHamiltonDepressionScore that is also _24HourBloodPressure be considered a subcategory of 'ASAAConcentrationDecrease'?,  False.
Can BloodSerumProteinCount that is also DailyBloodPressure be considered a subcategory of 'WeightMeasure'?,  False.
Can HighHamiltonDepressionScore that is also PharmacodynamicMeasure be considered a subcategory of 'HomocysteineLevel'?,  False.
Can CoagulationProfile that is also HighReductionInHamiltonAnxietyScore be considered a subcategory of 'BodyMassIndexMeasure'?,  False.
Can ASAAConcentrationIncrease that is also BloodPressure be considered a subcategory of '_24HourBloodPressure'?,  False.
Can NeoplasmFrequency that is also SideEffectFrequency be considered a subcategory of 'PulmonaryFunctionMeasure'?,  False.
Can TaxonomicMeasure that is also ZeroDrugEfficacy be considered a subcategory of 'ModerateReductionInMontgomeryAsbergDepressionRating'?,  False.
Can HighMontgomeryAsbergDepressionRating that is also MontgomeryAsbergDepressionRating be considered a subcategory of 'LowDrugEfficacy'?,  False.
Can LowHamiltonDepressionScore that is also MetabolicMeasure be considered a subcategory of 'ASAAConcentrationDifference'?,  False.
Can ASAAConcentration that is also Weigth be considered a subcategory of 'LipidProfile'?,  True.
Can ASAAConcentration that is also Weigth be considered a subcategory of 'ChildDepressionScore'?,  False.
Can ASAAConcentration that is also Weigth be considered a subcategory of 'MolecularMeasure'?,  False.
Can ASAAConcentration that is also Weigth be considered a subcategory of 'RemissionFrequency'?,  False.
Can ASAAConcentration that is also Weigth be considered a subcategory of 'SatietyFrequency'?,  False.
Can ASAAConcentration that is also Weigth be considered a subcategory of 'ModerateReductionInHamiltonAnxietyScore'?,  False.
